"Date","Name","Team","Started","B2B","MP","FGA","ThreePA","PF","USG%","ORtg","DRtg","Home","Away","Winner","TORtg","TDRtg"
20031028,"Travis Best","Dallas Mavericks",0,0,"16:00",5,1,2,16.5,32.0,103.0,"Los Angeles Lakers","Dallas Mavericks","Los Angeles Lakers",95.5,112.0
20031028,"Bryon Russell","Los Angeles Lakers",0,0,"21:00",7,5,4,19.8,105.0,96.0,"Los Angeles Lakers","Dallas Mavericks","Los Angeles Lakers",112.0,95.5
20031028,"Gary Payton","Los Angeles Lakers",0,0,"36:00",20,4,3,26.0,114.0,93.0,"Los Angeles Lakers","Dallas Mavericks","Los Angeles Lakers",112.0,95.5
20031028,"Luke Walton","Los Angeles Lakers",0,0,"7:00",3,1,3,19.1,156.0,100.0,"Los Angeles Lakers","Dallas Mavericks","Los Angeles Lakers",112.0,95.5
20031028,"Shawn Bradley","Dallas Mavericks",0,0,"4:00",2,0,1,22.0,204.0,115.0,"Los Angeles Lakers","Dallas Mavericks","Los Angeles Lakers",95.5,112.0
20031028,"Horace Grant","Los Angeles Lakers",0,0,"20:00",2,0,2,6.4,126.0,95.0,"Los Angeles Lakers","Dallas Mavericks","Los Angeles Lakers",112.0,95.5
20031028,"Derek Fisher","Los Angeles Lakers",0,0,"37:00",14,5,2,20.7,98.0,101.0,"Los Angeles Lakers","Dallas Mavericks","Los Angeles Lakers",112.0,95.5
20031028,"Kareem Rush","Los Angeles Lakers",0,0,"14:00",5,1,4,19.1,43.0,103.0,"Los Angeles Lakers","Dallas Mavericks","Los Angeles Lakers",112.0,95.5
20031028,"Antawn Jamison","Dallas Mavericks",0,0,"33:00",13,1,2,19.7,125.0,115.0,"Los Angeles Lakers","Dallas Mavericks","Los Angeles Lakers",95.5,112.0
20031028,"Steve Nash","Dallas Mavericks",0,0,"28:00",10,4,4,22.0,75.0,116.0,"Los Angeles Lakers","Dallas Mavericks","Los Angeles Lakers",95.5,112.0
20031028,"Karl Malone","Los Angeles Lakers",0,0,"29:00",11,0,4,21.8,133.0,92.0,"Los Angeles Lakers","Dallas Mavericks","Los Angeles Lakers",112.0,95.5
20031028,"Danny Fortson","Dallas Mavericks",0,0,"14:00",0,0,1,2.8,0.0,113.0,"Los Angeles Lakers","Dallas Mavericks","Los Angeles Lakers",95.5,112.0
20031028,"Michael Finley","Dallas Mavericks",0,0,"30:00",8,4,1,18.3,108.0,114.0,"Los Angeles Lakers","Dallas Mavericks","Los Angeles Lakers",95.5,112.0
20031028,"Marquis Daniels","Dallas Mavericks",0,0,"4:00",0,0,0,9.7,123.0,117.0,"Los Angeles Lakers","Dallas Mavericks","Los Angeles Lakers",95.5,112.0
20031028,"Eduardo Najera","Dallas Mavericks",0,0,"13:00",3,0,2,10.1,86.0,105.0,"Los Angeles Lakers","Dallas Mavericks","Los Angeles Lakers",95.5,112.0
20031028,"Josh Howard","Dallas Mavericks",0,0,"5:00",5,0,0,44.0,90.0,107.0,"Los Angeles Lakers","Dallas Mavericks","Los Angeles Lakers",95.5,112.0
20031028,"Devean George","Los Angeles Lakers",0,0,"35:00",9,3,2,12.0,162.0,93.0,"Los Angeles Lakers","Dallas Mavericks","Los Angeles Lakers",112.0,95.5
20031028,"Shaquille O'Neal","Los Angeles Lakers",0,0,"32:00",15,0,4,27.5,90.0,97.0,"Los Angeles Lakers","Dallas Mavericks","Los Angeles Lakers",112.0,95.5
20031028,"Jannero Pargo","Los Angeles Lakers",0,0,"9:00",3,1,0,24.7,74.0,99.0,"Los Angeles Lakers","Dallas Mavericks","Los Angeles Lakers",112.0,95.5
20031028,"Tony Delk","Dallas Mavericks",0,0,"27:00",9,3,3,16.1,87.0,113.0,"Los Angeles Lakers","Dallas Mavericks","Los Angeles Lakers",95.5,112.0
20031028,"Antoine Walker","Dallas Mavericks",0,0,"33:00",13,6,3,20.0,123.0,114.0,"Los Angeles Lakers","Dallas Mavericks","Los Angeles Lakers",95.5,112.0
20031028,"Dirk Nowitzki","Dallas Mavericks",0,0,"33:00",17,6,2,33.7,87.0,106.0,"Los Angeles Lakers","Dallas Mavericks","Los Angeles Lakers",95.5,112.0
20031028,"Bimbo Coles","Miami Heat",0,0,"5:00",0,0,0,0.0,0,116.0,"Philadelphia 76ers","Miami Heat","Philadelphia 76ers",89.3,107.4
20031028,"John Wallace","Miami Heat",0,0,"28:00",9,0,2,21.9,88.0,107.0,"Philadelphia 76ers","Miami Heat","Philadelphia 76ers",89.3,107.4
20031028,"Allen Iverson","Philadelphia 76ers",0,0,"45:00",25,11,2,34.9,102.0,84.0,"Philadelphia 76ers","Miami Heat","Philadelphia 76ers",107.4,89.3
20031028,"Amal McCaskill","Philadelphia 76ers",0,0,"11:00",1,0,0,6.5,161.0,86.0,"Philadelphia 76ers","Miami Heat","Philadelphia 76ers",107.4,89.3
20031028,"Brian Grant","Miami Heat",0,0,"29:00",5,0,3,21.5,99.0,107.0,"Philadelphia 76ers","Miami Heat","Philadelphia 76ers",89.3,107.4
20031028,"Loren Woods","Miami Heat",0,0,"9:00",2,0,1,16.4,31.0,114.0,"Philadelphia 76ers","Miami Heat","Philadelphia 76ers",89.3,107.4
20031028,"Dwyane Wade","Miami Heat",0,0,"41:00",18,1,3,29.2,84.0,112.0,"Philadelphia 76ers","Miami Heat","Philadelphia 76ers",89.3,107.4
20031028,"Eddie Jones","Miami Heat",0,0,"39:00",15,5,3,22.4,99.0,108.0,"Philadelphia 76ers","Miami Heat","Philadelphia 76ers",89.3,107.4
20031028,"Kyle Korver","Philadelphia 76ers",0,0,"3:00",2,2,2,33.3,0.0,101.0,"Philadelphia 76ers","Miami Heat","Philadelphia 76ers",107.4,89.3
20031028,"Samuel Dalembert","Philadelphia 76ers",0,0,"1:00",0,0,0,0.0,0,102.0,"Philadelphia 76ers","Miami Heat","Philadelphia 76ers",107.4,89.3
20031028,"Eric Snow","Philadelphia 76ers",0,0,"31:00",5,1,2,11.1,73.0,95.0,"Philadelphia 76ers","Miami Heat","Philadelphia 76ers",107.4,89.3
20031028,"Aaron McKie","Philadelphia 76ers",0,0,"24:00",7,2,3,18.5,114.0,89.0,"Philadelphia 76ers","Miami Heat","Philadelphia 76ers",107.4,89.3
20031028,"Malik Allen","Miami Heat",0,0,"22:00",7,0,2,18.9,76.0,105.0,"Philadelphia 76ers","Miami Heat","Philadelphia 76ers",89.3,107.4
20031028,"Rafer Alston","Miami Heat",0,0,"24:00",6,2,4,14.1,118.0,105.0,"Philadelphia 76ers","Miami Heat","Philadelphia 76ers",89.3,107.4
20031028,"Lamar Odom","Miami Heat",0,0,"8:00",0,0,0,6.2,34.0,106.0,"Philadelphia 76ers","Miami Heat","Philadelphia 76ers",89.3,107.4
20031028,"Udonis Haslem","Miami Heat",0,0,"26:00",5,0,4,11.4,59.0,97.0,"Philadelphia 76ers","Miami Heat","Philadelphia 76ers",89.3,107.4
20031028,"Derrick Coleman","Philadelphia 76ers",0,0,"31:00",8,2,4,16.4,112.0,90.0,"Philadelphia 76ers","Miami Heat","Philadelphia 76ers",107.4,89.3
