"Date","Name","Team","Started","B2B","MP","FGA","ThreePA","PF","USG%","ORtg","DRtg","Home","Away","Winner","TORtg","TDRtg"
20011030,"Milt Palacio","Boston Celtics",0,0,"21:00",5,3,2,12.4,151.0,96.0,"Cleveland Cavaliers","Boston Celtics","Boston Celtics",111.6,92.0
20011030,"Bimbo Coles","Cleveland Cavaliers",0,0,"15:00",4,0,0,14.5,142.0,120.0,"Cleveland Cavaliers","Boston Celtics","Boston Celtics",92.0,111.6
20011030,"Joseph Forte","Boston Celtics",0,0,"13:00",2,1,0,16.6,63.0,97.0,"Cleveland Cavaliers","Boston Celtics","Boston Celtics",111.6,92.0
20011030,"Paul Pierce","Boston Celtics",0,0,"28:00",20,3,2,37.5,120.0,86.0,"Cleveland Cavaliers","Boston Celtics","Boston Celtics",111.6,92.0
20011030,"Andre Miller","Cleveland Cavaliers",0,0,"29:00",12,0,1,24.5,76.0,119.0,"Cleveland Cavaliers","Boston Celtics","Boston Celtics",92.0,111.6
20011030,"Kedrick Brown","Boston Celtics",0,0,"5:00",1,0,0,8.8,0.0,98.0,"Cleveland Cavaliers","Boston Celtics","Boston Celtics",111.6,92.0
20011030,"Brian Skinner","Cleveland Cavaliers",0,0,"19:00",4,0,1,14.1,79.0,118.0,"Cleveland Cavaliers","Boston Celtics","Boston Celtics",92.0,111.6
20011030,"DeSagana Diop","Cleveland Cavaliers",0,0,"6:00",1,0,1,7.4,0.0,109.0,"Cleveland Cavaliers","Boston Celtics","Boston Celtics",92.0,111.6
20011030,"Tony Battie","Boston Celtics",0,0,"15:00",3,0,0,11.4,177.0,94.0,"Cleveland Cavaliers","Boston Celtics","Boston Celtics",111.6,92.0
20011030,"Michael Doleac","Cleveland Cavaliers",0,0,"25:00",3,0,4,8.7,69.0,110.0,"Cleveland Cavaliers","Boston Celtics","Boston Celtics",92.0,111.6
20011030,"Jumaine Jones","Cleveland Cavaliers",0,0,"28:00",11,1,2,20.8,91.0,118.0,"Cleveland Cavaliers","Boston Celtics","Boston Celtics",92.0,111.6
20011030,"Walter McCarty","Boston Celtics",0,0,"18:00",4,0,2,12.3,76.0,96.0,"Cleveland Cavaliers","Boston Celtics","Boston Celtics",111.6,92.0
20011030,"Joe Johnson","Boston Celtics",0,0,"33:00",10,2,0,13.4,117.0,94.0,"Cleveland Cavaliers","Boston Celtics","Boston Celtics",111.6,92.0
