"Name","Team","Position","Height","Weight","Exp","Age","G","GS","MP","FGA","3PA","PF","PER","USG%","OWS","DWS","PG","PGS","PMP","PFGA","P3PA","PPF","PPER","PUSG%","POWS","PDWS","TORtg","TDRtg"
"Mike Bibby","MIA","PG",73,190,12,32,22,12,582,126,88,47,9.0,13.3,0.4,0.6,20,20,"415",96,66,30,3.6,13.5,-0.6,0.4,111.7,103.5
"Chris Bosh","MIA","PF",83,235,7,26,77,77,2795,1056,25,172,19.4,23.5,6.1,4.3,21,21,"834",291,4,48,18.4,23.0,1.6,1.0,111.7,103.5
"Jerry Stackhouse","MIA","SG",78,218,15,36,7,1,50,12,4,3,6.0,16.0,-0.1,0.1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",111.7,103.5
"Udonis Haslem","MIA","PF",80,230,7,30,13,0,345,86,0,39,12.7,14.8,0.4,0.6,12,0,"290",68,0,31,7.1,14.0,-0.2,0.3,111.7,103.5
"Eddie House","MIA","SG",73,180,10,32,56,1,978,321,175,68,11.9,17.6,1.0,1.2,7,0,"48",17,10,6,0.3,21.3,-0.2,0.1,111.7,103.5
"Carlos Arroyo","MIA","PG",74,202,8,31,49,42,995,238,64,60,9.5,13.9,0.8,0.9,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",111.7,103.5
"Mario Chalmers","MIA","PG",73,190,2,24,70,28,1579,388,231,158,10.3,15.0,0.7,2.3,21,1,"511",124,84,48,12.5,15.9,0.6,0.6,111.7,103.5
"LeBron James","MIA","SF",80,240,7,26,79,79,3063,1485,279,163,27.3,31.5,10.3,5.3,21,21,"922",373,85,56,23.7,26.9,2.4,1.4,111.7,103.5
"Dexter Pittman","MIA","C",83,308,0,22,2,0,11,3,0,2,-6.4,21.3,-0.1,0.0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",111.7,103.5
"Zydrunas Ilgauskas","MIA","C",87,238,12,35,72,51,1145,319,1,185,12.8,16.0,1.0,1.9,9,8,"104",30,0,16,10.7,19.5,0.0,0.1,111.7,103.5
"Mike Miller","MIA","SG",80,218,10,30,41,2,838,202,118,88,9.7,14.4,0.4,1.2,18,0,"215",53,37,26,8.4,13.8,0.0,0.3,111.7,103.5
"Jamaal Magloire","MIA","C",83,259,10,32,18,0,158,22,0,26,12.7,10.3,0.3,0.3,3,0,"18",5,0,4,8.9,16.3,0.0,0.0,111.7,103.5
"Juwan Howard","MIA","PF",81,240,16,37,57,0,592,125,0,61,8.4,13.1,0.2,0.8,11,0,"60",9,0,8,9.0,13.6,0.1,0.0,111.7,103.5
"Erick Dampier","MIA","C",83,265,14,35,51,22,815,89,1,82,9.7,8.1,0.5,1.4,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",111.7,103.5
"James Jones","MIA","SF",80,225,7,30,81,8,1549,346,287,129,11.1,12.0,3.0,1.7,12,0,"272",51,37,24,11.5,10.9,0.6,0.3,111.7,103.5
"Dwyane Wade","MIA","SG",76,212,7,29,76,76,2823,1384,206,197,25.6,31.6,8.1,4.7,21,21,"828",373,52,53,26.3,30.4,2.4,1.3,111.7,103.5
"Joel Anthony","MIA","C",81,245,3,28,75,11,1463,99,0,194,7.3,5.3,1.2,2.1,21,13,"575",49,0,54,7.6,6.4,0.2,0.8,111.7,103.5
"Kendrick Perkins","BOS","C",82,280,7,26,12,7,313,59,0,37,10.2,15.6,-0.1,0.6,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",106.2,100.3
"Luke Harangody","BOS","PF",80,246,0,23,28,0,241,71,10,36,8.7,15.8,-0.1,0.4,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",106.2,100.3
"Chris Johnson","BOS","C",83,210,0,25,4,0,32,3,0,3,9.9,8.8,0.0,0.1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",106.2,100.3
"Rajon Rondo","BOS","PG",73,171,4,24,68,68,2527,670,43,120,17.1,18.3,1.8,4.8,9,9,"345",107,3,16,16.7,21.8,0.4,0.4,106.2,100.3
"Von Wafer","BOS","SG",77,210,4,25,58,2,553,159,67,39,10.6,17.0,0.2,0.9,3,0,"5",2,1,0,-13.5,19.2,0.0,0.0,106.2,100.3
"Troy Murphy","BOS","PF",83,245,9,30,17,0,178,38,10,19,10.1,13.7,0.1,0.4,1,0,"3",0,0,0,13.8,0.0,0.0,0.0,106.2,100.3
"Shaquille O'Neal","BOS","C",85,325,18,38,37,36,752,201,0,120,17.4,20.1,1.1,1.6,2,0,"12",2,0,4,1.3,11.5,0.0,0.0,106.2,100.3
"Nate Robinson","BOS","PG",69,180,5,26,55,11,983,361,192,107,10.2,21.7,-0.3,1.5,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",106.2,100.3
"Glen Davis","BOS","C",81,289,3,25,78,13,2298,801,15,231,12.8,20.9,0.6,4.3,9,0,"191",46,1,21,5.2,15.0,-0.2,0.2,106.2,100.3
"Kevin Garnett","BOS","PF",83,220,15,34,71,71,2220,822,5,148,20.6,22.3,3.4,5.6,9,9,"328",127,1,27,17.3,23.2,0.0,0.7,106.2,100.3
"Jermaine O'Neal","BOS","C",83,226,14,32,24,10,431,109,1,65,9.2,17.2,-0.2,0.8,9,9,"197",43,0,34,11.9,13.6,0.2,0.3,106.2,100.3
"Marquis Daniels","BOS","SF",78,200,7,30,49,0,938,232,21,63,11.7,15.1,0.3,1.7,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",106.2,100.3
"Paul Pierce","BOS","SF",79,235,12,33,80,80,2774,1021,297,231,19.7,24.0,6.5,5.1,9,9,"343",148,47,30,17.6,26.1,0.5,0.4,106.2,100.3
"Jeff Green","BOS","SF",81,235,3,24,26,2,612,202,27,68,12.9,19.8,0.5,1.0,9,0,"173",53,16,20,9.9,20.2,0.0,0.2,106.2,100.3
"Semih Erden","BOS","C",84,240,0,24,37,7,531,97,0,92,10.8,13.8,0.4,1.0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",106.2,100.3
"Sasha Pavlovic","BOS","SG",80,220,7,27,17,0,149,26,10,15,5.1,11.0,-0.1,0.2,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",106.2,100.3
"Avery Bradley","BOS","PG",74,180,0,20,31,0,162,67,5,20,2.2,26.1,-0.8,0.3,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",106.2,100.3
"Delonte West","BOS","PG",76,180,6,27,24,2,453,120,33,29,12.3,16.6,0.1,0.8,9,0,"170",47,19,16,10.5,17.9,0.1,0.2,106.2,100.3
"Ray Allen","BOS","SG",77,205,14,35,80,80,2890,978,378,147,16.4,19.8,5.8,4.2,9,9,"361",109,56,21,19.6,17.2,1.3,0.3,106.2,100.3
"Nenad Krstic","BOS","C",84,240,6,27,24,20,553,147,0,77,14.3,17.8,1.0,0.9,7,0,"56",8,0,8,11.1,10.5,0.1,0.1,106.2,100.3
"Carlos Arroyo","BOS","PG",74,202,8,31,15,1,190,35,5,11,6.7,14.5,-0.2,0.3,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",106.2,100.3
"Shane Battier","HOU","SF",80,220,9,32,59,59,1818,408,225,127,12.9,12.3,2.3,1.7,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",111.3,109.0
"Jermaine Taylor","HOU","SG",76,210,1,24,8,0,77,32,5,4,13.3,23.3,0.0,0.1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",111.3,109.0
"Chase Budinger","HOU","SF",79,218,1,22,78,22,1738,656,274,114,14.2,19.9,2.2,1.2,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",111.3,109.0
"Chuck Hayes","HOU","C",78,240,5,27,74,63,2079,463,2,200,16.2,13.0,3.9,2.4,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",111.3,109.0
"Kyle Lowry","HOU","PG",72,175,4,24,75,71,2563,809,343,207,16.5,18.6,5.1,1.8,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",111.3,109.0
"Goran Dragic","HOU","PG",75,190,2,24,22,3,378,125,54,35,17.7,18.9,0.9,0.3,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",111.3,109.0
"Brad Miller","HOU","C",83,244,12,34,60,5,1015,296,107,98,16.3,17.0,2.0,1.0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",111.3,109.0
"Courtney Lee","HOU","SG",77,200,2,25,81,1,1723,576,174,102,12.6,17.9,1.6,1.1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",111.3,109.0
"Jared Jeffries","HOU","PF",83,230,8,29,18,0,138,36,6,21,9.5,14.2,0.0,0.1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",111.3,109.0
"Aaron Brooks","HOU","PG",72,161,3,26,34,7,811,387,169,69,11.7,26.1,0.1,0.3,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",111.3,109.0
"Jordan Hill","HOU","C",82,235,1,23,72,11,1125,352,2,157,13.0,17.7,0.8,1.0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",111.3,109.0
"Hasheem Thabeet","HOU","C",87,263,1,23,2,0,4,1,0,3,-13.6,11.0,0.0,0.0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",111.3,109.0
"Ish Smith","HOU","PG",72,175,0,22,28,3,329,83,8,26,8.8,15.2,-0.2,0.3,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",111.3,109.0
"Mike Harris","HOU","PF",78,240,2,27,4,0,16,6,0,2,17.9,24.2,0.0,0.0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",111.3,109.0
"Patrick Patterson","HOU","PF",81,235,0,21,52,6,868,267,2,77,16.7,16.1,1.7,0.7,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",111.3,109.0
"Kevin Martin","HOU","SG",79,185,6,27,80,80,2603,1267,459,155,21.4,29.6,8.0,1.5,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",111.3,109.0
"DeMarre Carroll","HOU","PF",80,212,1,24,5,0,11,3,0,0,-4.5,12.0,0.0,0.0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",111.3,109.0
"Yao Ming","HOU","C",90,310,7,30,5,5,91,37,0,13,19.8,24.8,0.2,0.1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",111.3,109.0
"Terrence Williams","HOU","SG",78,220,1,23,11,0,84,42,10,4,8.6,28.8,-0.2,0.1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",111.3,109.0
