"Name","Team","Position","Height","Weight","Exp","Age","G","GS","MP","FGA","3PA","PF","PER","USG%","OWS","DWS","PG","PGS","PMP","PFGA","P3PA","PPF","PPER","PUSG%","POWS","PDWS","TORtg","TDRtg"
"Antoine Walker","BOS","PF",80,224,1,21,82,82,3268,1705,292,262,17.8,29.2,0.8,4.0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",102.6,105.4
"Walter McCarty","BOS","SF",82,230,1,23,82,64,2340,730,175,274,11.6,17.7,0.8,2.2,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",102.6,105.4
"Roy Rogers","BOS","PF",82,235,1,24,9,0,37,8,0,6,8.2,11.5,0.0,0.1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",102.6,105.4
"Terry Cummings","NYK","PF",81,220,15,36,30,1,529,216,0,79,14.6,23.7,0.1,1.0,8,1,"120",34,0,23,9.4,17.9,-0.1,0.2,103.0,100.3
"Ben Davis","NYK","PF",81,240,1,25,7,0,13,10,0,3,7.7,36.1,-0.1,0.0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",103.0,100.3
"Larry Johnson","NYK","SF",78,250,6,28,70,70,2412,884,63,193,15.8,22.1,4.0,2.9,8,8,"310",107,10,30,16.0,23.9,0.3,0.3,103.0,100.3
"Charlie Ward","NYK","PG",74,190,3,27,82,82,2317,516,215,195,15.6,15.0,2.6,4.5,10,10,"261",55,21,24,16.6,14.6,0.3,0.5,103.0,100.3
"Patrick Ewing","NYK","C",84,240,12,35,26,26,848,403,2,74,23.3,31.1,1.0,2.0,4,4,"132",56,0,16,10.7,28.4,-0.3,0.2,103.0,100.3
"Brooks Thompson","NYK","PG",76,193,3,27,17,0,121,29,14,16,11.2,16.4,0.0,0.2,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",103.0,100.3
"John Starks","NYK","SG",75,180,8,32,82,10,2188,947,398,205,14.3,25.6,1.5,3.1,10,2,"314",125,59,35,20.5,22.5,0.9,0.4,103.0,100.3
"Pete Myers","NYK","SG",78,180,8,34,9,0,40,10,0,7,16.3,19.5,0.0,0.1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",103.0,100.3
"Anthony Bowie","NYK","SG",78,190,7,34,27,3,224,59,4,25,12.9,14.6,0.4,0.3,7,0,"23",4,0,4,3.1,10.5,0.0,0.0,103.0,100.3
"Chris Mills","NYK","SF",78,215,4,28,80,29,2183,675,137,218,12.7,18.6,1.9,3.3,9,2,"168",35,10,21,11.3,13.3,0.2,0.2,103.0,100.3
"Buck Williams","NYK","PF",80,215,16,37,41,6,738,149,0,93,12.3,13.9,0.9,1.2,3,0,"45",9,0,5,15.0,16.6,0.1,0.1,103.0,100.3
"Charles Oakley","NYK","PF",80,225,12,34,79,79,2734,698,6,280,13.1,15.0,1.4,5.6,10,10,"342",71,0,38,11.1,13.4,0.2,0.5,103.0,100.3
"Allan Houston","NYK","SG",78,200,4,26,82,82,2848,1277,213,207,15.1,26.7,2.5,3.5,10,10,"403",175,23,27,14.0,27.8,0.2,0.3,103.0,100.3
"Chris Childs","NYK","PG",75,195,3,30,68,0,1599,354,87,179,11.6,15.0,1.4,2.3,10,0,"254",58,13,29,7.1,16.6,-0.2,0.2,103.0,100.3
"Chris Dudley","NYK","C",83,235,10,32,51,22,858,143,0,139,9.5,12.4,-0.3,1.7,6,3,"53",9,0,16,5.7,11.6,0.0,0.1,103.0,100.3
"Herb Williams","NYK","PF",82,242,16,39,27,0,178,43,0,34,6.1,13.6,-0.2,0.3,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",103.0,100.3
"Anthony Mason","CHH","PF",79,250,8,31,81,80,3148,764,4,182,16.4,16.0,5.7,3.5,9,9,"367",99,1,17,16.8,19.1,0.5,0.3,107.5,105.3
"J.R. Reid","CHH","PF",81,247,7,29,79,1,1109,318,8,172,11.3,18.2,0.6,1.1,9,0,"114",28,1,23,4.2,19.2,-0.3,0.1,107.5,105.3
"Glen Rice","CHH","SF",79,215,8,30,82,82,3295,1386,300,200,17.4,25.1,7.4,2.0,9,9,"369",173,36,26,18.2,27.5,0.6,0.2,107.5,105.3
"Vernon Maxwell","CHH","SG",76,180,9,32,31,0,467,180,86,51,13.2,22.1,0.5,0.3,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",107.5,105.3
"David Wesley","CHH","PG",72,190,4,27,81,81,2845,864,170,229,15.2,19.8,3.3,2.5,9,9,"285",83,21,25,13.0,19.6,0.1,0.1,107.5,105.3
"Jeff Grayer","CHH","SG",77,200,8,32,1,0,11,4,3,0,-20.0,25.2,-0.1,0.0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",107.5,105.3
"Tony Farmer","CHH","C",81,244,0,28,27,2,169,53,9,23,13.9,21.7,0.2,0.2,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",107.5,105.3
"Vlade Divac","CHH","C",85,243,8,29,64,41,1805,536,14,179,19.4,18.8,2.9,3.0,9,9,"345",87,1,34,15.5,18.0,0.1,0.5,107.5,105.3
"Bobby Phills","CHH","SG",77,210,6,28,62,61,1887,552,114,181,12.5,17.7,1.5,1.7,9,9,"269",64,17,24,6.9,15.1,-0.3,0.2,107.5,105.3
"Corey Beck","CHH","PG",73,190,1,26,59,14,738,159,4,100,9.3,16.0,-0.3,0.7,6,0,"26",12,2,4,19.2,30.7,0.0,0.1,107.5,105.3
"B.J. Armstrong","CHH","PG",74,175,8,30,62,0,772,194,34,68,15.2,14.9,1.8,0.5,9,0,"146",42,5,11,9.4,17.2,-0.1,0.1,107.5,105.3
"Dell Curry","CHH","SG",76,190,11,33,52,1,971,434,145,85,15.1,24.3,1.0,0.7,9,0,"171",52,16,21,11.2,17.7,0.0,0.2,107.5,105.3
"Donald Royal","CHH","SF",80,210,7,31,29,5,305,63,0,30,8.9,12.6,0.4,0.1,4,0,"28",7,0,4,7.9,17.5,0.0,0.0,107.5,105.3
"Matt Geiger","CHH","C",84,243,5,28,78,42,1839,709,11,191,20.2,23.2,3.2,2.7,4,0,"22",6,0,2,-0.5,16.0,-0.1,0.0,107.5,105.3
"Muggsy Bogues","CHH","PG",63,136,10,33,2,0,16,5,0,2,20.6,19.9,0.0,0.0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",107.5,105.3
"Tony Delk","CHH","PG",73,189,1,24,3,0,34,4,1,8,2.4,12.1,0.0,0.0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",107.5,105.3
"Michael McDonald","CHH","C",82,232,0,28,1,0,4,0,0,1,-22.1,23.1,-0.1,0.0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",107.5,105.3
"Travis Williams","CHH","SF",78,215,0,28,39,0,365,119,1,55,13.7,21.4,0.1,0.4,4,0,"18",3,0,3,16.6,13.3,0.0,0.0,107.5,105.3
"Avery Johnson","SAS","PG",70,175,9,32,75,73,2674,671,13,140,14.1,16.0,3.5,3.2,9,9,"342",101,2,27,19.5,20.5,1.1,0.3,103.8,99.4
"Will Perdue","SAS","C",84,240,9,32,79,30,1491,295,1,137,14.8,13.7,1.5,3.2,9,7,"191",27,0,26,11.6,12.0,0.1,0.4,103.8,99.4
"Jaren Jackson","SAS","SG",76,190,7,30,82,45,2226,654,297,222,9.7,17.1,1.3,2.8,9,8,"319",88,59,31,7.7,16.5,0.0,0.4,103.8,99.4
"Carl Herrera","SAS","PF",81,215,6,31,58,1,516,175,1,71,8.1,21.1,-0.9,0.9,5,0,"25",3,0,4,-0.3,7.8,0.0,0.0,103.8,99.4
"Monty Williams","SAS","SF",80,225,3,26,72,16,1314,368,2,133,11.3,18.9,0.5,1.9,5,0,"28",8,0,2,12.6,23.1,0.0,0.0,103.8,99.4
"Reggie Geary","SAS","PG",74,187,1,24,62,2,685,169,40,95,6.8,16.1,-0.9,1.2,7,0,"46",7,4,10,5.8,11.3,0.0,0.0,103.8,99.4
"Sean Elliott","SAS","SF",80,205,8,29,36,36,1012,303,90,92,9.5,18.3,-0.1,1.5,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",103.8,99.4
"Vinny Del Negro","SAS","SG",76,185,7,31,54,38,1721,479,39,113,11.1,15.6,1.6,2.1,9,3,"283",81,10,30,12.7,17.4,0.3,0.3,103.8,99.4
"Tim Duncan","SAS","PF",83,248,0,21,82,82,3204,1287,10,254,22.6,26.0,5.6,7.2,9,9,"374",140,1,24,20.4,24.8,0.6,0.7,103.8,99.4
"Brad Lohaus","SAS","PF",83,230,10,33,9,0,102,21,14,10,5.2,11.6,0.0,0.1,4,0,"10",1,0,0,8.6,4.9,0.0,0.0,103.8,99.4
"Chuck Person","SAS","PF",80,220,10,33,61,11,1455,398,276,121,8.3,15.5,-0.1,2.1,9,0,"196",53,40,15,7.6,14.8,0.0,0.3,103.8,99.4
"Cory Alexander","SAS","PG",73,185,2,24,37,3,501,145,64,53,11.1,19.5,-0.2,0.8,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",103.8,99.4
"David Robinson","SAS","C",85,235,8,32,73,73,2457,1065,4,204,27.8,29.7,7.8,6.0,9,9,"353",134,0,28,24.1,27.7,0.5,0.9,103.8,99.4
"Willie Burton","SAS","SF",80,210,6,29,13,0,43,21,9,7,21.4,29.8,0.1,0.1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",103.8,99.4
"Malik Rose","SAS","PF",79,250,1,23,53,0,429,136,3,79,10.1,22.6,-0.4,0.8,5,0,"18",6,0,2,20.9,31.7,0.0,0.0,103.8,99.4
"Harold Ellis","DEN","SF",77,200,2,27,27,3,344,111,4,53,18.1,20.9,0.8,0.1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",99.0,112.1
"LaPhonso Ellis","DEN","SF",80,240,5,27,76,71,2575,1007,201,226,14.4,22.9,0.7,0.7,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",99.0,112.1
"Kiwane Garris","DEN","SG",74,183,0,23,28,0,225,65,14,22,8.7,18.4,-0.1,0.0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",99.0,112.1
"Tony Battie","DEN","PF",83,230,0,21,65,49,1506,525,14,199,13.3,20.2,-0.3,0.8,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",99.0,112.1
"Dean Garrett","DEN","C",82,225,1,31,82,82,2632,565,0,197,12.1,12.6,1.2,1.1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",99.0,112.1
"Joe Wolf","DEN","PF",83,230,9,33,57,8,621,121,10,92,5.1,10.8,-0.7,0.2,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",99.0,112.1
"Bobby Jackson","DEN","PG",73,185,0,24,68,53,2042,791,81,160,13.6,23.5,-1.3,0.7,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",99.0,112.1
"Bryant Stith","DEN","SG",77,208,5,27,31,15,718,225,48,52,9.2,18.9,-0.2,-0.1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",99.0,112.1
"Eric Washington","DEN","SG",76,190,0,23,66,36,1539,498,137,143,9.6,17.9,-0.1,-0.2,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",99.0,112.1
"Cory Alexander","DEN","PG",73,185,2,24,23,19,797,255,112,45,17.8,19.9,1.2,0.3,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",99.0,112.1
"Danny Fortson","DEN","PF",79,260,0,21,80,23,1811,611,3,314,14.3,23.1,1.5,0.4,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",99.0,112.1
"Priest Lauderdale","DEN","C",88,325,1,24,39,0,345,127,0,63,10.0,26.8,-0.9,0.2,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",99.0,112.1
"George Zidek","DEN","C",84,250,2,24,6,0,42,15,0,5,12.7,25.2,0.0,0.0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",99.0,112.1
"Anthony Goldwire","DEN","PG",73,182,2,26,82,32,2212,636,164,149,13.6,16.5,3.3,-0.4,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",99.0,112.1
"Johnny Newman","DEN","SF",79,190,11,34,74,15,2176,799,105,208,14.9,23.9,3.2,-0.4,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",99.0,112.1
"Eric Williams","DEN","SF",80,220,2,25,4,4,145,61,0,9,17.0,28.2,0.2,0.0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",99.0,112.1
"Terry Davis","WAS","PF",81,225,7,30,74,66,1705,256,1,193,10.5,9.5,1.8,1.9,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",105.2,104.5
"Tracy Murray","WAS","SF",79,225,5,26,82,12,2227,1007,403,167,17.3,24.0,4.6,1.9,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",105.2,104.5
"Chris Webber","WAS","C",81,245,4,24,71,71,2809,1341,205,269,20.9,26.5,3.9,4.4,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",105.2,104.5
"Ben Wallace","WAS","C",81,240,1,23,67,16,1124,164,0,116,13.4,9.3,0.8,2.2,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",105.2,104.5
"Darvin Ham","WAS","SF",79,220,1,24,71,3,635,104,0,118,9.2,12.1,0.2,0.7,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",105.2,104.5
"Tim Legler","WAS","SG",76,200,7,31,8,0,76,19,6,11,-4.5,14.5,-0.3,0.0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",105.2,104.5
"Rod Strickland","WAS","PG",75,175,9,31,76,76,3020,1130,48,182,19.6,23.7,5.1,3.0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",105.2,104.5
"God Shammgod","WAS","PG",72,169,0,21,20,0,146,58,2,27,9.2,28.1,-0.3,0.1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",105.2,104.5
"Lorenzo Williams","WAS","PF",81,200,5,28,14,6,111,17,0,17,14.1,8.0,0.3,0.1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",105.2,104.5
"Lawrence Moten","WAS","SG",77,185,2,25,8,0,27,13,1,6,-0.2,25.9,-0.1,0.0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",105.2,104.5
"Jimmy Oliver","WAS","SG",77,205,3,28,1,0,10,4,2,1,19.7,17.8,0.0,0.0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",105.2,104.5
"Harvey Grant","WAS","SF",80,195,9,32,65,8,895,196,6,94,7.5,11.7,-0.2,0.9,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",105.2,104.5
"Calbert Cheaney","WAS","SG",79,209,4,26,82,82,2841,981,53,264,11.7,18.4,1.6,2.5,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",105.2,104.5
"Ledell Eackles","WAS","SG",77,220,6,31,42,0,547,175,46,43,12.2,18.7,0.6,0.4,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",105.2,104.5
"Chris Whitney","WAS","PG",72,168,4,26,82,6,1073,355,169,106,14.8,19.7,1.8,0.9,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",105.2,104.5
"Juwan Howard","WAS","PF",81,240,3,24,64,64,2559,991,2,225,15.2,23.2,2.1,2.4,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",105.2,104.5
"Malik Sealy","DET","SF",80,190,5,27,77,10,1641,505,41,156,12.8,18.8,1.2,2.0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",105.3,103.5
"Charles O'Bannon","DET","SG",77,209,0,22,30,0,234,69,3,15,10.5,16.8,0.0,0.2,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",105.3,103.5
"Theo Ratliff","DET","C",82,225,2,24,24,12,586,111,0,83,13.0,13.7,0.4,0.9,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",105.3,103.5
"Aaron McKie","DET","SF",77,209,3,25,24,1,472,104,17,47,10.1,13.6,0.1,0.6,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",105.3,103.5
"Jerry Stackhouse","DET","SG",78,218,2,23,57,15,1797,692,149,119,16.8,25.8,2.2,1.7,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",105.3,103.5
"Don Reid","DET","PF",80,250,2,24,68,44,994,176,0,183,11.4,11.0,1.5,1.3,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",105.3,103.5
"Grant Hill","DET","SF",80,225,3,25,81,81,3294,1361,21,196,21.2,27.3,5.2,5.1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",105.3,103.5
"Rick Mahorn","DET","C",82,240,16,39,59,0,707,129,0,123,7.8,11.9,0.0,0.9,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",105.3,103.5
"Jerome Williams","DET","PF",81,206,1,24,77,3,1305,288,1,144,16.3,15.0,2.6,1.9,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",105.3,103.5
"Lindsey Hunter","DET","PG",74,170,4,27,71,67,2505,826,265,174,12.4,19.0,1.2,2.8,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",105.3,103.5
"Steve Henson","DET","PG",71,177,5,29,23,0,65,26,8,9,14.1,25.1,0.1,0.0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",105.3,103.5
"Eric Montross","DET","C",84,270,3,26,28,10,354,68,0,66,9.4,12.0,0.1,0.5,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",105.3,103.5
"Bison Dele","DET","C",81,235,6,28,78,78,2619,1040,3,252,18.1,23.9,3.2,3.7,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",105.3,103.5
"Scot Pollard","DET","C",83,265,0,22,33,0,317,70,0,48,13.3,13.5,0.5,0.4,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",105.3,103.5
"Grant Long","DET","PF",80,225,9,31,40,17,739,117,4,91,10.0,10.3,0.6,1.0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",105.3,103.5
"Joe Dumars","DET","SG",75,190,12,34,72,72,2326,791,426,99,14.3,18.9,4.8,1.2,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",105.3,103.5
"Greg Graham","CLE","SG",76,174,4,27,6,0,56,12,3,7,2.1,18.9,-0.2,0.0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",102.2,99.1
"Cedric Henderson","CLE","SF",79,215,0,22,82,71,2527,725,4,238,10.7,17.8,-0.2,4.0,4,4,"157",28,1,14,4.8,15.0,-0.3,0.1,102.2,99.1
"Mitchell Butler","CLE","SG",77,210,4,27,18,0,206,47,6,26,4.8,13.3,-0.2,0.3,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",102.2,99.1
"Shawnelle Scott","CLE","C",82,250,1,25,41,0,188,36,0,45,10.6,13.2,0.1,0.4,1,0,"3",2,0,0,11.0,50.4,0.0,0.0,102.2,99.1
"Scott Brooks","CLE","PG",71,165,9,32,43,0,312,66,11,25,13.9,12.8,0.5,0.5,1,0,"8",1,0,1,14.9,11.8,0.0,0.0,102.2,99.1
"Henry James","CLE","PF",80,220,6,32,28,0,166,59,25,24,10.6,22.4,0.2,0.2,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",102.2,99.1
"Vitaly Potapenko","CLE","C",82,280,1,22,80,0,1412,488,1,198,11.0,22.4,-0.7,2.2,4,0,"70",15,0,8,4.6,18.3,-0.2,0.0,102.2,99.1
"Zydrunas Ilgauskas","CLE","C",87,238,0,22,82,81,2379,876,4,288,19.7,22.4,4.5,4.9,4,4,"147",49,0,22,16.3,24.0,0.2,0.1,102.2,99.1
"Bob Sura","CLE","SG",77,200,2,24,46,4,942,231,60,113,9.6,18.7,-0.7,1.4,3,0,"31",5,2,4,2.6,13.5,-0.1,0.0,102.2,99.1
"Danny Ferry","CLE","PF",82,230,7,31,69,3,1034,286,99,118,7.5,15.9,-0.4,1.4,3,0,"10",2,2,1,-8.5,10.1,0.0,0.0,102.2,99.1
"Tony Dumas","CLE","SG",78,190,3,25,7,0,47,12,4,5,5.4,18.0,-0.1,0.0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",102.2,99.1
"Brevin Knight","CLE","PG",70,173,0,22,80,76,2483,592,7,271,17.1,16.7,3.5,4.9,4,4,"132",21,0,16,8.9,12.7,-0.2,0.2,102.2,99.1
"Derek Anderson","CLE","SF",77,194,0,23,66,13,1839,586,84,136,15.3,21.4,2.6,2.8,4,0,"103",22,0,10,15.1,22.2,0.1,0.1,102.2,99.1
"Wesley Person","CLE","SG",78,195,3,26,82,82,3198,957,447,108,15.1,16.5,5.3,5.0,4,4,"136",29,19,5,10.4,11.8,0.2,0.0,102.2,99.1
"Carl Thomas","CLE","SG",76,175,2,28,29,0,272,70,38,27,10.0,14.9,0.0,0.5,1,0,"11",1,0,2,4.1,10.6,0.0,0.0,102.2,99.1
"Shawn Kemp","CLE","PF",82,230,8,28,80,80,2769,1164,8,310,17.5,28.0,0.9,5.9,4,4,"152",71,0,12,25.9,35.4,0.4,0.2,102.2,99.1
"Matt Bullard","HOU","SF",82,215,6,30,67,24,1190,389,231,104,13.8,16.8,2.0,0.5,5,4,"70",18,10,5,9.8,12.8,0.1,0.1,107.7,108.6
"Charles Jones","HOU","PF",81,215,14,40,24,0,127,10,0,22,7.8,5.3,0.2,0.0,4,0,"11",0,0,4,12.8,3.8,0.1,0.0,107.7,108.6
"Joe Stephens","HOU","SF",79,210,1,25,7,0,37,28,10,2,17.7,40.0,0.0,0.0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",107.7,108.6
