"Name","Team","Position","Height","Weight","Exp","Age","G","GS","MP","FGA","3PA","PF","PER","USG%","OWS","DWS","PG","PGS","PMP","PFGA","P3PA","PPF","PPER","PUSG%","POWS","PDWS","TORtg","TDRtg"
"Ronnie Brewer","UTA","SG",79,220,1,22,76,76,2088,634,50,110,18.4,17.5,5.4,2.4,12,12,"305",98,6,29,17.2,16.8,0.8,0.2,113.8,106.5
"Gordan Giricek","UTA","SG",78,210,5,30,22,0,279,102,34,24,7.0,19.8,-0.4,0.3,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",113.8,106.5
"Matt Harpring","UTA","SF",79,231,9,31,76,0,1374,474,10,162,14.1,21.5,1.4,1.4,12,0,"209",63,3,35,11.9,19.4,0.2,0.1,113.8,106.5
"Kyrylo Fesenko","UTA","C",85,288,0,21,9,0,70,16,0,19,4.0,16.5,-0.1,0.1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",113.8,106.5
"Paul Millsap","UTA","PF",80,245,1,22,82,2,1702,502,4,269,16.1,18.1,2.5,2.7,12,0,"210",62,1,37,15.8,17.7,0.2,0.2,113.8,106.5
"Brandan Wright","GSW","PF",81,205,0,20,38,6,376,112,0,36,17.2,16.0,0.8,0.3,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",111.8,109.5
"Kelenna Azubuike","GSW","SG",77,220,1,24,81,17,1732,587,195,159,13.5,17.2,2.3,1.1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",111.8,109.5
"Patrick O'Bryant","GSW","C",84,260,1,21,24,0,99,29,0,27,14.0,16.3,0.1,0.2,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",111.8,109.5
"Chris Webber","GSW","PF",81,245,14,34,9,8,126,31,0,17,10.7,15.8,-0.1,0.2,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",111.8,109.5
"Kosta Perovic","GSW","C",86,240,0,22,7,0,38,10,0,6,10.3,15.1,0.0,0.0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",111.8,109.5
"Didier Ilunga-Mbenga","GSW","C",84,245,3,27,16,0,130,23,0,32,6.7,9.0,0.0,0.1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",111.8,109.5
"Baron Davis","GSW","PG",75,209,8,28,82,82,3196,1526,525,247,19.8,25.6,5.9,2.8,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",111.8,109.5
"Stephane Lasme","GSW","SF",80,215,0,25,1,0,0,0,0,0,0,0,0.0,0.0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",111.8,109.5
"C.J. Watson","GSW","PG",74,180,0,23,32,0,368,101,26,19,11.0,15.1,0.3,0.1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",111.8,109.5
"Stephen Jackson","GSW","SF",80,218,7,29,73,73,2855,1204,501,171,14.9,23.1,3.2,1.4,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",111.8,109.5
"Mickael Pietrus","GSW","SF",78,215,4,25,66,16,1316,387,183,200,12.7,15.3,1.4,1.4,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",111.8,109.5
"Troy Hudson","GSW","PG",73,170,10,31,9,0,93,31,12,4,5.2,18.4,-0.2,0.0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",111.8,109.5
"Matt Barnes","GSW","PF",79,235,4,27,73,18,1414,442,181,159,12.9,16.7,1.0,1.3,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",111.8,109.5
"Al Harrington","GSW","C",81,230,9,27,81,59,2190,923,408,266,15.6,21.1,3.7,1.7,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",111.8,109.5
"Andris Biedrins","GSW","C",83,240,3,21,76,59,2078,543,0,262,19.2,14.4,5.4,2.6,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",111.8,109.5
"Austin Croshere","GSW","PF",81,235,10,32,44,0,457,137,61,60,13.2,16.0,0.8,0.3,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",111.8,109.5
"Marco Belinelli","GSW","PG",77,192,0,21,33,0,241,93,41,15,8.2,19.1,0.0,0.0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",111.8,109.5
"Monta Ellis","GSW","SG",75,175,2,22,81,72,3071,1227,52,195,19.0,21.7,7.1,1.8,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",111.8,109.5
"Rafer Alston","HOU","PG",74,171,8,31,74,74,2526,924,407,139,13.2,20.7,1.0,4.0,4,4,"126",48,25,7,18.0,21.2,0.3,0.1,106.8,101.6
"Chuck Hayes","HOU","PF",78,240,2,24,79,44,1575,221,3,212,11.2,8.5,0.8,3.7,6,0,"108",11,2,18,11.0,6.6,0.1,0.2,106.8,101.6
"Aaron Brooks","HOU","PG",72,161,0,23,51,0,608,225,109,69,13.1,21.8,0.6,0.8,6,0,"50",25,10,11,5.8,31.2,-0.1,0.0,106.8,101.6
"Bonzi Wells","HOU","SG",77,210,9,31,51,7,1124,412,38,113,14.1,22.9,-0.2,2.4,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",106.8,101.6
"Gerald Green","HOU","SF",80,200,2,22,1,0,4,3,0,2,76.3,34.3,0.1,0.0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",106.8,101.6
"Shane Battier","HOU","SF",80,220,6,29,80,78,2907,619,369,196,11.7,11.7,3.6,4.6,6,6,"246",45,25,19,9.4,11.2,0.2,0.2,106.8,101.6
"Carl Landry","HOU","PF",81,248,0,24,42,0,711,219,1,98,21.4,18.8,2.5,1.2,6,0,"106",26,0,8,19.7,15.7,0.2,0.2,106.8,101.6
"Kirk Snyder","HOU","PF",78,225,3,24,9,0,81,28,9,6,14.4,20.8,0.1,0.1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",106.8,101.6
"Loren Woods","HOU","C",85,245,5,29,7,0,17,5,0,2,13.4,13.4,0.0,0.0,1,0,"1",1,0,0,140.3,47.5,0.0,0.0,106.8,101.6
"Bobby Jones","HOU","SF",79,215,1,24,4,0,9,4,0,3,5.9,25.4,0.0,0.0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",106.8,101.6
"Mike James","HOU","PG",74,188,6,32,33,1,537,226,74,44,9.6,23.3,-0.3,0.7,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",106.8,101.6
"Steve Novak","HOU","SF",82,220,1,24,35,0,264,102,71,17,17.3,18.7,0.7,0.3,3,0,"21",4,3,2,20.3,9.1,0.1,0.0,106.8,101.6
"Dikembe Mutombo","HOU","C",86,245,16,41,39,25,619,80,0,55,14.5,8.6,0.9,1.4,6,6,"123",13,0,10,17.0,7.3,0.3,0.2,106.8,101.6
"Bobby Jackson","HOU","PG",73,185,10,34,26,5,498,210,82,37,14.6,23.1,0.4,0.8,6,2,"138",70,24,11,5.5,27.1,-0.4,0.1,106.8,101.6
"Luther Head","HOU","SG",75,185,2,25,73,17,1379,477,225,75,13.6,19.3,1.5,2.0,5,0,"44",14,6,3,-6.4,20.4,-0.3,0.0,106.8,101.6
"Mike Harris","HOU","PF",78,240,0,24,17,0,159,54,2,16,17.1,19.7,0.1,0.3,3,0,"9",2,0,0,15.9,15.2,0.0,0.0,106.8,101.6
"Tracy McGrady","HOU","SG",80,210,10,28,66,62,2440,1307,295,91,18.4,30.4,2.0,3.8,6,6,"247",146,24,8,24.4,36.0,0.2,0.4,106.8,101.6
"Justin Williams","HOU","C",82,225,1,23,1,0,6,3,0,3,-13.0,43.9,-0.1,0.0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",106.8,101.6
"Yao Ming","HOU","C",90,310,5,27,55,55,2044,852,2,171,22.5,27.1,4.2,4.1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",106.8,101.6
"Luis Scola","HOU","PF",81,245,0,27,82,39,2024,670,3,235,16.1,19.8,2.8,3.7,6,6,"220",67,1,30,14.4,20.4,0.2,0.2,106.8,101.6
"Steve Francis","HOU","PG",75,195,8,30,10,3,199,57,17,25,9.1,18.6,-0.2,0.3,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",106.8,101.6
"Luke Walton","LAL","SF",80,235,4,27,74,31,1729,478,84,133,12.3,16.0,1.2,2.0,21,0,"353",97,26,49,13.2,17.3,0.4,0.3,113.0,105.5
"Andrew Bynum","LAL","C",84,285,2,20,35,25,1008,297,0,98,22.6,17.5,3.0,1.8,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",113.0,105.5
"Brian Cook","LAL","PF",81,234,4,27,6,2,70,21,10,6,1.2,16.9,-0.2,0.1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",113.0,105.5
"Javaris Crittenton","LAL","SG",77,200,0,20,22,0,171,53,3,12,11.0,22.5,-0.1,0.2,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",113.0,105.5
"Kobe Bryant","LAL","SG",78,200,11,29,82,82,3192,1690,415,227,24.2,31.4,9.5,4.3,21,21,"863",463,106,59,25.0,33.0,2.4,0.8,113.0,105.5
"Vladimir Radmanovic","LAL","SF",82,227,6,27,65,41,1483,437,234,147,12.6,16.0,2.0,1.5,21,21,"481",151,78,56,11.7,16.7,0.4,0.4,113.0,105.5
"Derek Fisher","LAL","PG",73,200,11,33,82,82,2249,777,276,188,13.8,18.6,3.7,2.0,21,21,"663",146,50,62,13.8,13.8,1.1,0.7,113.0,105.5
"Chris Mihm","LAL","C",84,265,6,28,23,5,278,95,0,42,7.7,19.6,-0.4,0.4,1,0,"3",1,0,2,-42.9,30.7,-0.1,0.0,113.0,105.5
"Ira Newble","LAL","SF",79,220,7,33,6,0,31,9,2,5,10.0,17.1,0.0,0.0,1,0,"1",0,0,0,0.0,0.0,0.0,0.0,113.0,105.5
"Maurice Evans","LAL","SG",77,220,4,29,7,0,96,28,7,10,13.3,15.9,0.2,0.1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",113.0,105.5
"Kwame Brown","LAL","C",83,270,6,25,23,14,509,103,0,58,9.7,14.6,-0.3,0.8,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",113.0,105.5
"Ronny Turiaf","LAL","C",82,249,2,25,78,21,1458,397,1,199,15.0,16.7,2.0,2.1,19,0,"187",36,0,41,5.3,12.9,-0.2,0.2,113.0,105.5
"Trevor Ariza","LAL","SF",80,200,3,22,24,3,431,105,15,36,17.1,15.3,0.9,0.7,8,0,"45",12,4,7,15.5,15.1,0.1,0.1,113.0,105.5
"Lamar Odom","LAL","PF",82,220,8,28,77,77,2921,795,113,222,16.9,16.5,5.3,4.3,21,21,"786",218,11,72,15.9,18.8,0.9,1.0,113.0,105.5
"Jordan Farmar","LAL","PG",74,180,1,21,82,0,1690,631,307,105,15.4,20.2,2.1,1.8,21,0,"360",115,44,27,9.0,17.8,-0.1,0.2,113.0,105.5
"Coby Karl","LAL","SG",77,215,0,24,17,0,71,26,13,4,15.8,22.0,0.0,0.1,1,0,"2",0,0,1,8.4,0.0,0.0,0.0,113.0,105.5
"Sasha Vujacic","LAL","SG",79,193,3,23,72,0,1279,482,270,107,15.1,19.8,2.4,1.2,21,0,"456",138,79,44,10.7,17.3,0.3,0.3,113.0,105.5
"Didier Ilunga-Mbenga","LAL","C",84,245,3,27,26,0,196,61,0,38,11.2,16.5,0.0,0.3,7,0,"30",8,0,9,15.2,13.8,0.1,0.1,113.0,105.5
"Pau Gasol","LAL","C",84,227,6,27,27,27,918,333,1,54,24.0,21.2,3.4,1.2,21,21,"836",266,0,60,18.9,19.6,1.6,0.9,113.0,105.5
"Von Wafer","POR","SG",77,210,2,22,8,0,64,23,11,3,4.7,19.8,-0.1,0.0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",107.3,108.4
"Travis Outlaw","POR","PF",81,210,4,23,82,6,2186,964,101,173,15.7,26.0,0.9,2.3,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",107.3,108.4
"Joel Przybilla","POR","C",85,255,7,28,77,67,1819,250,1,234,12.3,10.4,1.6,2.7,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",107.3,108.4
"Martell Webster","POR","SF",79,210,2,21,75,70,2132,656,317,159,12.0,18.0,1.8,1.7,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",107.3,108.4
"Channing Frye","POR","C",83,248,2,24,78,20,1342,453,10,208,14.8,19.6,1.6,1.6,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",107.3,108.4
"Taurean Green","POR","PG",72,177,0,21,8,0,44,16,8,3,5.8,28.5,-0.1,0.0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",107.3,108.4
"Josh McRoberts","POR","PF",82,240,0,20,8,0,28,10,1,1,20.3,20.3,0.0,0.0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",107.3,108.4
"James Jones","POR","SF",80,225,4,27,58,3,1276,327,205,96,13.6,14.8,2.9,0.8,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",107.3,108.4
"Raef LaFrentz","POR","C",83,240,9,31,39,0,291,61,4,59,10.4,12.9,0.1,0.4,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",107.3,108.4
"Jarrett Jack","POR","SG",75,202,2,24,82,16,2229,620,190,129,13.0,19.3,1.6,1.5,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",107.3,108.4
"LaMarcus Aldridge","POR","PF",83,240,1,22,76,76,2649,1160,7,240,18.5,25.3,3.5,2.8,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",107.3,108.4
"Steve Blake","POR","PG",75,172,4,27,81,78,2424,640,298,133,12.0,15.3,2.5,1.3,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",107.3,108.4
"Sergio Rodriguez","POR","PG",75,168,1,21,72,0,628,196,58,57,9.0,20.0,-0.7,0.5,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",107.3,108.4
"Brandon Roy","POR","SG",78,215,1,23,74,74,2792,1170,215,147,19.4,24.9,5.9,2.1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",107.3,108.4
"Marcus Williams","SAS","SF",79,205,0,21,1,0,2,1,0,0,0.0,23.9,0.0,0.0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",107.2,101.8
"Jacque Vaughn","SAS","PG",73,190,10,32,74,9,1139,283,10,97,9.2,15.6,0.3,1.4,14,0,"91",22,1,17,-2.6,15.2,-0.4,0.1,107.2,101.8
"Kurt Thomas","SAS","PF",81,230,12,35,28,9,524,125,1,57,11.1,14.0,-0.1,1.2,17,8,"268",70,0,46,9.2,15.4,-0.1,0.4,107.2,101.8
"Darius Washington","SAS","SG",74,195,0,22,18,0,146,48,12,16,9.0,22.2,-0.2,0.2,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",107.2,101.8
"DerMarr Johnson","SAS","SF",81,201,6,27,5,0,28,14,9,4,17.3,25.5,0.0,0.0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",107.2,101.8
"Matt Bonner","SAS","PF",82,240,3,27,68,3,853,291,137,111,12.4,19.6,0.5,1.5,2,0,"9",3,0,0,26.8,15.9,0.0,0.0,107.2,101.8
"Ian Mahinmi","SAS","C",83,230,0,21,6,0,23,12,0,4,35.3,37.4,0.1,0.1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",107.2,101.8
"Tony Parker","SAS","PG",74,180,6,25,69,68,2312,1043,66,93,20.0,28.2,3.9,3.2,17,17,"654",306,20,37,19.9,29.0,1.0,0.7,107.2,101.8
"Tim Duncan","SAS","C",83,248,10,31,78,78,2651,1178,4,185,24.4,28.2,4.9,6.2,17,17,"666",301,5,41,21.9,28.2,0.3,1.4,107.2,101.8
"Manu Ginobili","SAS","SG",78,210,5,30,74,23,2299,984,389,173,24.3,28.7,6.6,4.5,17,6,"559",232,102,47,17.1,26.8,0.7,0.6,107.2,101.8
"Michael Finley","SAS","SG",79,215,12,34,82,61,2204,761,357,93,11.4,18.5,1.3,2.9,17,11,"391",107,52,25,8.8,14.3,0.2,0.4,107.2,101.8
"Damon Stoudamire","SAS","PG",70,171,12,34,31,4,413,143,55,30,4.6,20.5,-1.1,0.6,7,0,"35",15,4,0,11.4,23.7,0.0,0.0,107.2,101.8
"Ime Udoka","SAS","PF",78,215,3,30,73,0,1316,375,165,127,11.5,16.7,0.2,2.6,16,0,"236",71,40,25,15.3,17.2,0.3,0.4,107.2,101.8
"Brent Barry","SAS","SF",78,185,12,36,31,1,554,160,112,43,16.7,16.1,1.5,0.8,16,0,"227",53,41,22,14.2,14.5,0.5,0.3,107.2,101.8
"Bruce Bowen","SAS","SF",79,185,11,36,81,81,2448,428,215,177,7.0,9.9,0.9,3.4,17,17,"508",93,54,41,7.0,10.1,0.2,0.5,107.2,101.8
"Bobby Jones","SAS","SF",79,215,1,24,3,0,20,4,2,1,3.4,12.0,-0.1,0.0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",107.2,101.8
"Fabricio Oberto","SAS","PF",82,245,2,32,82,64,1644,296,1,203,13.8,10.9,3.2,2.9,17,9,"331",46,0,48,9.4,9.3,0.3,0.5,107.2,101.8
"Robert Horry","SAS","PF",81,220,15,37,45,5,583,119,70,55,9.6,12.6,-0.1,1.1,15,0,"154",36,22,34,4.4,12.6,-0.2,0.3,107.2,101.8
"Keith Langford","SAS","SG",76,215,0,24,2,0,10,4,0,1,-2.4,19.2,0.0,0.0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",107.2,101.8
"Jeremy Richardson","SAS","SG",78,185,1,23,5,1,29,7,5,5,11.0,13.0,0.1,0.0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",107.2,101.8
"Francisco Elson","SAS","C",84,235,4,31,41,3,534,148,0,62,8.5,16.9,-0.5,1.0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",107.2,101.8
"Brandon Bass","DAL","C",80,240,2,22,79,1,1557,493,4,150,15.9,19.8,2.4,1.9,5,0,"133",36,1,12,22.1,17.4,0.6,0.0,111.1,106.1
"Nick Fazekas","DAL","PF",83,235,0,22,4,0,9,5,0,0,13.8,25.9,0.0,0.0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",111.1,106.1
"Erick Dampier","DAL","C",83,265,11,32,72,64,1755,277,0,226,15.3,11.2,3.3,2.8,5,5,"95",17,0,15,6.9,11.9,0.0,0.0,111.1,106.1
"Trenton Hassell","DAL","SG",77,200,6,28,37,6,463,80,4,55,4.7,9.6,-0.1,0.4,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",111.1,106.1
"Jason Kidd","DAL","PG",76,205,13,34,29,29,1011,244,76,75,18.4,16.1,1.6,1.7,5,5,"180",38,13,12,15.3,13.0,0.2,0.0,111.1,106.1
"Dirk Nowitzki","DAL","PF",84,237,9,29,77,77,2769,1314,220,198,24.6,28.8,8.9,4.0,5,5,"211",91,18,13,26.3,27.2,0.8,0.0,111.1,106.1
"Devean George","DAL","SF",80,220,8,30,53,4,821,207,68,90,7.0,14.0,-0.3,1.0,5,0,"62",28,12,7,13.6,24.8,0.0,0.0,111.1,106.1
"Eddie Jones","DAL","SG",78,190,13,36,47,33,922,180,116,72,7.6,10.9,0.1,1.0,3,0,"22",6,4,3,6.6,15.7,0.0,0.0,111.1,106.1
"Maurice Ager","DAL","SG",77,202,1,23,12,3,77,27,8,11,-4.4,19.8,-0.3,0.0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",111.1,106.1
"Antoine Wright","DAL","SG",79,210,2,23,15,0,176,42,9,22,9.0,15.1,0.0,0.2,1,0,"7",0,0,0,-14.2,13.2,-0.1,0.0,111.1,106.1
"Jose Barea","DAL","PG",72,175,1,23,44,9,460,170,54,48,11.7,22.3,0.0,0.5,1,0,"5",4,2,1,71.7,37.1,0.1,0.0,111.1,106.1
"Jerry Stackhouse","DAL","SG",78,218,12,33,58,13,1412,526,184,82,13.3,22.4,1.2,1.1,5,2,"102",38,12,9,4.1,21.4,-0.2,-0.1,111.1,106.1
"Jason Terry","DAL","SG",74,176,8,30,82,34,2579,1008,363,170,17.8,21.7,6.1,2.5,5,3,"180",60,32,15,16.3,18.4,0.6,-0.1,111.1,106.1
"Josh Howard","DAL","SF",79,210,4,27,76,76,2757,1247,210,202,18.3,25.9,4.8,3.2,5,5,"171",72,10,10,7.7,24.9,-0.3,-0.1,111.1,106.1
"DeSagana Diop","DAL","C",84,300,6,26,52,18,894,115,0,100,13.4,9.1,1.0,1.5,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",111.1,106.1
"Malik Allen","DAL","PF",82,255,6,29,25,4,333,66,0,60,9.1,11.8,0.3,0.4,3,0,"18",1,0,4,-6.5,2.6,0.0,0.0,111.1,106.1
"Juwan Howard","DAL","PF",81,240,13,34,50,0,353,64,0,62,4.1,11.5,-0.3,0.4,3,0,"11",2,0,2,-9.1,15.8,-0.1,0.0,111.1,106.1
"Tyronn Lue","DAL","PG",72,175,9,30,17,0,172,57,17,28,9.2,17.3,0.2,0.1,2,0,"2",1,0,0,18.4,23.2,0.0,0.0,111.1,106.1
"Jamaal Magloire","DAL","C",83,259,7,29,7,0,27,6,0,8,-1.9,32.3,-0.2,0.0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",111.1,106.1
"Devin Harris","DAL","PG",75,185,3,24,39,39,1184,387,70,127,18.0,22.3,2.6,1.3,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",111.1,106.1
"Sasha Pavlovic","CLE","SG",80,220,4,24,51,45,1188,403,114,117,7.2,18.8,-0.8,0.9,8,0,"111",26,9,17,5.7,13.1,0.1,0.1,106.0,106.4
"Joe Smith","CLE","PF",82,225,12,32,27,1,580,170,2,73,14.9,17.4,0.9,0.6,13,0,"263",74,1,41,12.6,16.2,0.3,0.5,106.0,106.4
"Dwayne Jones","CLE","PF",83,250,2,24,56,0,472,47,1,88,11.1,8.6,0.5,0.7,5,0,"20",2,0,4,6.6,9.2,0.0,0.0,106.0,106.4
"Wally Szczerbiak","CLE","SF",79,244,8,30,25,1,556,209,52,36,10.3,20.2,0.0,0.5,13,13,"374",125,62,32,9.2,18.8,0.3,0.3,106.0,106.4
"Delonte West","CLE","PG",76,180,3,24,26,26,806,225,79,59,14.1,16.8,0.8,0.9,13,13,"453",110,42,40,11.5,16.8,0.2,0.7,106.0,106.4
"Billy Thomas","CLE","SF",76,208,2,32,7,0,34,14,13,4,0.1,22.7,-0.1,0.0,3,0,"8",2,2,0,26.8,11.9,0.0,0.0,106.0,106.4
"Donyell Marshall","CLE","PF",81,218,13,34,11,1,156,44,23,16,8.4,15.7,-0.1,0.2,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",106.0,106.4
"Damon Jones","CLE","SG",75,185,9,31,67,3,1336,363,276,66,11.3,14.0,2.4,0.7,5,0,"26",10,7,1,-3.3,20.1,-0.1,0.0,106.0,106.4
"Eric Snow","CLE","PG",75,190,12,34,22,5,305,38,2,30,3.1,8.6,-0.4,0.3,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",106.0,106.4
"Ben Wallace","CLE","PF",81,240,11,33,22,22,578,81,0,35,12.4,9.3,0.2,1.0,13,13,"304",33,0,26,12.5,7.6,0.3,0.6,106.0,106.4
"Drew Gooden","CLE","PF",82,230,5,26,51,51,1564,523,3,144,12.5,19.7,-0.1,2.1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",106.0,106.4
"LeBron James","CLE","SF",80,240,4,23,75,74,3027,1642,359,165,29.1,33.5,10.7,4.6,13,13,"552",275,70,33,24.3,34.7,1.0,1.2,106.0,106.4
"Devin Brown","CLE","SG",77,220,5,29,78,20,1762,531,146,144,11.3,17.8,0.6,1.7,8,0,"92",34,17,10,7.3,25.7,-0.2,0.1,106.0,106.4
"Zydrunas Ilgauskas","CLE","C",87,238,9,32,73,73,2222,879,1,247,18.7,22.9,2.9,3.2,13,13,"393",140,0,35,17.2,21.9,0.5,0.7,106.0,106.4
"Demetris Nichols","CLE","SF",80,216,0,23,3,0,14,8,3,0,-20.8,32.4,-0.2,0.0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",106.0,106.4
"Lance Allred","CLE","C",83,250,0,26,3,0,10,4,0,1,-1.0,22.1,0.0,0.0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",106.0,106.4
"Cedric Simmons","CLE","PF",81,235,1,22,7,0,68,6,0,7,2.4,9.0,-0.2,0.1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",106.0,106.4
"Kaniel Dickens","CLE","PF",80,215,2,29,5,0,12,3,0,1,6.6,11.3,0.0,0.0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",106.0,106.4
"Daniel Gibson","CLE","PG",74,190,1,21,58,26,1765,465,268,163,11.7,15.1,2.7,1.4,11,0,"284",78,42,18,12.3,16.6,0.3,0.3,106.0,106.4
"Larry Hughes","CLE","PG",77,184,9,29,40,32,1210,478,126,91,11.6,22.4,-0.4,1.5,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",106.0,106.4
"Shannon Brown","CLE","SG",76,205,1,22,15,4,218,111,29,27,8.1,29.2,-0.5,0.2,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",106.0,106.4
"Ira Newble","CLE","SG",79,220,7,33,41,13,650,158,45,64,10.0,14.0,0.1,0.8,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",106.0,106.4
"Anderson Varejao","CLE","C",82,230,3,25,48,13,1320,295,2,134,12.0,13.4,0.5,1.9,13,0,"240",54,0,30,9.0,14.3,-0.1,0.5,106.0,106.4
