"Name","Position","Height","Weight","Exp","Age","G","GS","MP","3PA","FGA","PF","PER","USG%","OWS","DWS","PG","PGS","PMP","P3PA","PFGA","PPF","PPER","PUSG%","POWS","PDWS","TORtg","TDRtg"
"Tony Smith","SG",75,185,2,24,55,9,"752",275,11,72,0,0,0,0,24,5,0,"73",25,4,14,0,0,0,0,"107.6","108.9"
"Sam Perkins","PF",81,235,8,31,49,49,"1589",527,29,139,0,0,0,0,"107.6","108.9"
"Vlade Divac","C",85,243,3,24,82,69,"2525",819,75,311,0,0,0,0,24,5,5,"167",74,9,22,0,0,0,0,"107.6","108.9"
"Sedale Threatt","PG",74,175,9,31,82,82,"2893",1028,53,248,0,0,0,0,31,5,5,"205",89,13,19,0,0,0,0,"107.6","108.9"
"Byron Scott","SG",75,195,9,31,58,53,"1677",659,135,98,0,0,0,0,31,5,5,"177",42,15,11,0,0,0,0,"107.6","108.9"
"James Worthy","SF",81,225,10,31,82,69,"2359",1142,111,87,0,0,0,0,31,5,0,"148",86,8,11,0,0,0,0,"107.6","108.9"
"Doug Christie","SG",78,200,0,22,23,0,"332",106,12,53,0,0,0,0,22,5,0,"39",11,3,5,0,0,0,0,"107.6","108.9"
"Elden Campbell","PF",83,215,2,24,79,13,"1551",520,3,165,0,0,0,0,24,5,5,"178",69,0,15,0,0,0,0,"107.6","108.9"
"A.C. Green","PF",81,220,7,29,82,55,"2819",706,46,149,0,0,0,0,29,5,5,"220",42,5,14,0,0,0,0,"107.6","108.9"
"Benoit Benjamin","C",84,250,7,28,28,0,"306",108,0,61,0,0,0,0,"107.6","108.9"
"Alex Blackwell","SF",78,250,0,22,27,0,"109",42,3,14,0,0,0,0,"107.6","108.9"
"James Edwards","C",84,225,15,37,52,0,"617",270,0,122,0,0,0,0,37,3,0,"14",4,0,2,0,0,0,0,"107.6","108.9"
"Duane Cooper","PG",73,185,0,23,65,0,"645",158,30,66,0,0,0,0,23,2,0,"4",6,3,0,0,0,0,0,"107.6","108.9"
"Anthony Peeler","SG",76,208,0,23,77,11,"1656",634,118,193,0,0,0,0,"107.6","108.9"
"Elmore Spencer","C",84,270,0,23,44,4,"280",82,0,54,0,0,0,0,23,2,0,"4",2,0,1,0,0,0,0,"107.4","107.1"
"Duane Washington","SG",76,195,1,28,4,0,"28",5,0,2,0,0,0,0,"107.4","107.1"
"Ron Harper","SG",78,185,6,29,80,77,"2970",1203,186,212,0,0,0,0,29,5,5,"174",78,10,7,0,0,0,0,"107.4","107.1"
"Randy Woods","PG",70,185,0,22,41,1,"174",66,14,26,0,0,0,0,"107.4","107.1"
"Lester Conner","PG",76,180,9,33,31,0,"422",62,0,39,0,0,0,0,33,5,0,"64",12,1,5,0,0,0,0,"107.4","107.1"
"Gary Grant","PG",75,185,4,27,74,8,"1624",476,42,168,0,0,0,0,27,5,0,"101",31,0,13,0,0,0,0,"107.4","107.1"
"Ken Norman","SF",80,215,5,28,76,71,"2477",975,38,156,0,0,0,0,28,5,5,"164",67,8,8,0,0,0,0,"107.4","107.1"
"Loy Vaught","PF",81,230,2,24,79,4,"1653",616,4,172,0,0,0,0,24,3,0,"50",15,0,7,0,0,0,0,"107.4","107.1"
"Danny Manning","PF",82,230,4,26,79,77,"2761",1379,30,323,0,0,0,0,26,5,5,"171",85,2,19,0,0,0,0,"107.4","107.1"
"Mark Jackson","PG",73,180,5,27,82,81,"3117",945,82,158,0,0,0,0,27,5,5,"188",64,2,8,0,0,0,0,"107.4","107.1"
"John Williams","SF",80,235,5,26,74,8,"1638",477,53,188,0,0,0,0,26,5,0,"98",18,3,17,0,0,0,0,"107.4","107.1"
"Alex Stivrins","SF",80,220,1,30,1,0,"1",1,0,0,0,0,0,0,"107.4","107.1"
"Stanley Roberts","C",84,285,1,22,77,76,"1816",711,0,332,0,0,0,0,22,5,5,"149",50,1,24,0,0,0,0,"107.4","107.1"
"Jaren Jackson","SG",76,190,2,25,34,0,"350",128,5,45,0,0,0,0,25,4,0,"28",13,1,6,0,0,0,0,"107.4","107.1"
"Kiki Vandeweghe","SF",80,220,12,34,41,3,"494",203,37,45,0,0,0,0,34,1,0,"9",6,0,0,0,0,0,0,"107.4","107.1"
"Rony Seikaly","C",83,230,4,27,72,64,"2456",868,8,260,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"107.7","108.9"
"Willie Burton","SF",80,210,2,24,26,8,"451",141,15,58,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"107.7","108.9"
"Keith Askins","SF",79,197,2,25,69,1,"935",213,65,141,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"107.7","108.9"
"Kevin Edwards","SG",75,190,4,27,40,30,"1134",462,17,69,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"107.7","108.9"
"Bimbo Coles","PG",73,180,2,24,81,37,"2232",686,137,199,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"107.7","108.9"
"Matt Geiger","C",84,243,0,23,48,2,"554",145,4,123,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"107.7","108.9"
"Steve Smith","SG",79,200,1,23,48,43,"1610",619,132,148,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"107.7","108.9"
"Grant Long","PF",80,225,4,26,76,62,"2728",847,26,264,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"107.7","108.9"
"Alec Kessler","PF",83,230,2,26,40,2,"415",122,11,63,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"107.7","108.9"
"John Salley","PF",83,230,6,28,51,34,"1422",307,0,192,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"107.7","108.9"
"Harold Miner","SG",77,210,0,21,73,0,"1383",615,9,130,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"107.7","108.9"
"Glen Rice","SF",79,215,3,25,82,82,"3082",1324,386,201,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"107.7","108.9"
"Brian Shaw","PG",78,190,3,26,68,45,"1603",501,130,163,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"107.7","108.9"
"Nick Anderson","SG",78,205,3,25,79,76,"2920",1324,249,200,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"108.5","107.1"
"Terry Catledge","PF",80,220,7,29,21,1,"262",73,0,31,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"108.5","107.1"
"Litterial Green","PG",73,185,0,22,52,4,"626",198,10,70,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"108.5","107.1"
"Chris Corchiani","PG",72,185,1,24,9,0,"102",23,3,17,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"108.5","107.1"
"Donald Royal","SF",80,210,2,26,77,0,"1636",391,3,179,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"108.5","107.1"
"Steve Kerr","SG",75,175,4,27,47,0,"440",112,24,34,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"108.5","107.1"
"Lorenzo Williams","PF",81,200,0,23,3,0,"10",2,0,2,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"108.5","107.1"
"Greg Kite","C",83,250,9,31,64,1,"640",84,1,133,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"108.5","107.1"
"Shaquille O'Neal","C",85,325,0,20,81,81,"3071",1304,2,321,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"108.5","107.1"
"Jeff Turner","PF",81,230,6,30,75,20,"1479",437,17,192,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"108.5","107.1"
"Tom Tolbert","PF",79,235,4,27,72,61,"1838",454,28,192,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"108.5","107.1"
"Scott Skiles","PG",73,180,6,28,78,78,"3086",891,235,244,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"108.5","107.1"
"Dennis Scott","SF",80,229,2,24,54,43,"1759",763,268,131,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"108.5","107.1"
"Bison Dele","PF",81,235,1,23,21,0,"240",78,1,48,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"108.5","107.1"
"Anthony Bowie","SG",78,190,3,29,77,45,"1761",569,48,131,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"108.5","107.1"
"Howard Wright","PF",80,220,1,25,4,0,"10",5,0,0,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"108.5","107.1"
"Rick Mahorn","PF",82,240,11,34,74,9,"1077",214,3,156,0,0,0,0,34,4,2,"63",10,0,9,0,0,0,0,"106.5","105.2"
"Chris Morris","SF",80,210,4,27,77,57,"2302",907,76,171,0,0,0,0,27,5,4,"163",61,16,8,0,0,0,0,"106.5","105.2"
"Dwayne Schintzius","C",85,260,2,24,5,0,"35",7,0,4,0,0,0,0,24,5,0,"106",29,0,12,0,0,0,0,"106.5","105.2"
"Kenny Anderson","PG",72,168,1,22,55,55,"2010",850,25,140,0,0,0,0,"106.5","105.2"
"Derrick Coleman","PF",82,230,2,25,76,73,"2759",1226,99,210,0,0,0,0,25,5,5,"225",94,12,18,0,0,0,0,"106.5","105.2"
"Drazen Petrovic","SG",77,195,3,28,70,67,"2660",1134,167,237,0,0,0,0,28,5,5,"193",66,6,18,0,0,0,0,"106.5","105.2"
"Rumeal Robinson","PG",74,195,2,26,80,28,"1585",638,56,169,0,0,0,0,26,5,5,"136",49,7,18,0,0,0,0,"106.5","105.2"
"Dan O'Sullivan","C",82,250,1,24,3,0,"10",3,0,1,0,0,0,0,"106.5","105.2"
"Chucky Brown","SF",79,214,3,24,77,20,"1186",331,5,112,0,0,0,0,24,4,0,"62",22,0,2,0,0,0,0,"106.5","105.2"
"Sam Bowie","C",85,235,7,31,79,65,"2092",638,6,226,0,0,0,0,31,3,3,"71",9,0,9,0,0,0,0,"106.5","105.2"
"Tate George","PG",77,190,2,24,48,1,"380",135,5,25,0,0,0,0,24,2,0,"22",7,0,1,0,0,0,0,"106.5","105.2"
"Jayson Williams","PF",81,240,2,24,12,2,"139",46,0,24,0,0,0,0,"106.5","105.2"
"Rafael Addison","SF",79,215,2,28,68,15,"1164",411,34,125,0,0,0,0,28,5,0,"53",21,0,3,0,0,0,0,"106.5","105.2"
"Dave Hoppen","C",83,235,5,28,2,0,"10",1,0,2,0,0,0,0,"106.5","105.2"
"Chris Dudley","C",83,235,5,27,71,16,"1398",266,0,195,0,0,0,0,"106.5","105.2"
"Doug Lee","SG",77,200,1,28,5,0,"33",7,3,7,0,0,0,0,"106.5","105.2"
"Bernard King","SF",79,205,13,36,32,2,"430",177,7,53,0,0,0,0,36,3,1,"24",7,0,3,0,0,0,0,"106.5","105.2"
"Maurice Cheeks","PG",73,180,14,36,35,0,"510",93,2,35,0,0,0,0,36,5,0,"82",23,0,3,0,0,0,0,"106.5","105.2"
"Eddie Lee Wilkins","PF",82,220,5,30,26,0,"192",97,2,34,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"104.6","110.4"
"Tim Perry","PF",81,200,4,27,81,51,"2104",613,49,159,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"104.6","110.4"
"Kenny Payne","SF",80,195,3,26,13,0,"154",90,18,15,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"104.6","110.4"
"Johnny Dawkins","PG",74,165,6,29,74,10,"1598",590,84,91,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"104.6","110.4"
"Clarence Weatherspoon","SF",78,240,0,22,82,82,"2654",1053,4,188,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"104.6","110.4"
"Greg Grant","PG",67,140,3,26,72,0,"996",220,68,73,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"104.6","110.4"
"Thomas Jordan","PF",82,220,0,24,4,0,"106",41,0,14,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"104.6","110.4"
"Armen Gilliam","PF",81,230,5,28,80,26,"1742",774,1,123,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"104.6","110.4"
"Manute Bol","C",91,200,7,30,58,23,"855",127,32,87,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"104.6","110.4"
"Ron Anderson","SF",79,215,8,34,69,0,"1263",544,120,75,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"104.6","110.4"
"Hersey Hawkins","SG",75,190,4,26,81,81,"2977",1172,307,189,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"104.6","110.4"
"Charles Shackleford","C",82,225,3,26,48,0,"568",164,2,92,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"104.6","110.4"
"Andrew Lang","C",83,245,4,26,73,59,"1861",351,5,261,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"104.6","110.4"
"Jeff Hornacek","PG",75,190,6,29,79,78,"2860",1239,249,203,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"104.6","110.4"
"Larry Smith","PF",80,215,12,35,66,13,"833",87,0,133,0,0,0,0,35,6,0,"50",3,0,16,0,0,0,0,"109.6","106.8"
"Lloyd Daniels","SG",79,205,0,25,77,10,"1573",644,177,144,0,0,0,0,25,8,0,"74",30,7,8,0,0,0,0,"109.6","106.8"
"David Wood","PF",81,227,2,28,64,2,"598",117,21,93,0,0,0,0,28,5,0,"20",4,1,7,0,0,0,0,"109.6","106.8"
"William Bedford","C",84,225,5,29,16,0,"66",27,1,15,0,0,0,0,"109.6","106.8"
"Terry Cummings","PF",81,220,10,31,8,0,"76",29,0,17,0,0,0,0,31,10,0,"138",70,1,27,0,0,0,0,"109.6","106.8"
"Dale Ellis","SG",79,205,9,32,82,76,"2731",1092,297,179,0,0,0,0,32,10,10,"305",113,32,25,0,0,0,0,"109.6","106.8"
"Sam Mack","SF",79,220,0,22,40,0,"267",118,22,44,0,0,0,0,"109.6","106.8"
"Sean Elliott","SF",80,205,3,24,70,70,"2604",918,104,132,0,0,0,0,24,10,10,"381",125,14,22,0,0,0,0,"109.6","106.8"
"Antoine Carr","PF",81,225,8,31,71,46,"1947",705,5,264,0,0,0,0,31,8,8,"171",74,0,28,0,0,0,0,"109.6","106.8"
"David Robinson","C",85,235,3,27,82,82,"3211",1348,17,239,0,0,0,0,27,10,10,"421",170,1,39,0,0,0,0,"109.6","106.8"
"Sidney Green","PF",81,220,9,32,15,0,"202",49,0,21,0,0,0,0,"109.6","106.8"
"Matt Othick","PG",74,165,0,23,4,0,"39",5,4,7,0,0,0,0,"109.6","106.8"
"Willie Anderson","SG",79,190,4,26,38,7,"560",186,8,52,0,0,0,0,26,10,0,"219",82,11,23,0,0,0,0,"109.6","106.8"
"Vinny Del Negro","PG",76,185,2,26,73,31,"1526",430,24,146,0,0,0,0,26,8,0,"112",38,9,13,0,0,0,0,"109.6","106.8"
"Avery Johnson","PG",70,175,4,27,75,49,"2030",510,8,141,0,0,0,0,27,10,10,"314",70,1,27,0,0,0,0,"109.6","106.8"
"J.R. Reid","PF",81,247,3,24,66,24,"1592",497,4,217,0,0,0,0,24,10,2,"220",60,2,31,0,0,0,0,"109.6","106.8"
"Anthony Bonner","PF",80,215,2,24,70,35,"1764",497,7,183,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"106.5","109.6"
"Marty Conlon","C",82,224,1,25,46,0,"467",171,4,43,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"106.5","109.6"
"Duane Causwell","C",84,240,2,24,55,45,"1211",321,1,192,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"106.5","109.6"
"Pete Chilcutt","PF",82,230,1,24,59,9,"834",340,0,102,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"106.5","109.6"
"Mitch Richmond","SG",77,215,4,27,45,45,"1728",782,130,137,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"106.5","109.6"
"Kurt Rambis","PF",80,213,11,34,67,1,"781",122,2,119,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"106.5","109.6"
"Randy Brown","PG",74,190,1,24,75,34,"1726",486,6,206,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"106.5","109.6"
"Jim Les","PG",71,165,4,29,73,0,"881",259,154,81,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"106.5","109.6"
"Spud Webb","PG",66,133,7,29,69,68,"2335",789,135,177,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"106.5","109.6"
"Vincent Askew","SG",78,210,3,26,9,0,"76",17,0,11,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"106.5","109.6"
"Lionel Simmons","SF",79,210,2,24,69,68,"2502",1055,11,197,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"106.5","109.6"
"Walt Williams","SF",80,219,0,22,59,26,"1673",823,191,209,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"106.5","109.6"
"Stan Kimbrough","PG",71,153,1,26,3,0,"15",6,2,1,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"106.5","109.6"
"Rod Higgins","SF",79,200,10,33,69,4,"1425",483,133,141,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"106.5","109.6"
"Wayman Tisdale","PF",81,240,7,28,76,75,"2283",1068,2,277,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"106.5","109.6"
"Henry James","PF",80,220,2,27,8,0,"79",45,10,9,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"106.5","109.6"
"Sean Higgins","SF",81,205,2,24,29,4,"591",215,37,54,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"109.2","110.2"
"Byron Houston","SG",77,250,0,23,79,8,"1274",325,7,253,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"109.2","110.2"
"Chris Mullin","SF",78,200,7,29,46,46,"1902",930,133,76,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"109.2","110.2"
"Tyrone Hill","C",81,240,2,24,74,66,"2070",494,4,320,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"109.2","110.2"
"Victor Alexander","C",81,265,1,23,72,59,"1753",667,22,218,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"109.2","110.2"
"Joe Courtney","PF",80,235,0,23,7,0,"70",23,0,8,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"109.2","110.2"
"Andre Spencer","SF",78,210,0,28,17,1,"407",160,2,61,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"109.2","110.2"
"Ed Nealy","PF",79,238,9,32,30,4,"229",46,22,35,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"109.2","110.2"
"Barry Stevens","SF",77,195,0,30,2,0,"6",2,0,1,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"109.2","110.2"
"Tim Hardaway","PG",72,175,3,26,66,66,"2609",1168,309,152,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"109.2","110.2"
"Jud Buechler","SF",78,220,2,24,70,9,"1287",403,59,98,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"109.2","110.2"
"Pat Durham","SF",79,210,0,25,5,1,"78",25,0,6,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"109.2","110.2"
"Keith Jennings","PG",67,160,0,24,8,0,"136",42,9,18,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"109.2","110.2"
"Latrell Sprewell","SG",77,190,0,22,77,69,"2741",968,198,166,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"109.2","110.2"
"Chris Gatling","PF",82,220,1,25,70,11,"1248",462,6,197,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"109.2","110.2"
"Sarunas Marciulionis","SF",77,200,3,28,30,8,"836",328,15,92,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"109.2","110.2"
"Jeff Grayer","SG",77,200,4,27,48,12,"1025",353,14,120,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"109.2","110.2"
"Alton Lister","C",84,240,11,34,20,9,"174",42,0,40,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"109.2","110.2"
"Paul Pressey","SG",77,185,10,34,18,0,"268",66,4,36,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"109.2","110.2"
"Billy Owens","PF",80,220,1,23,37,37,"1201",493,11,105,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"109.2","110.2"
"Jay Humphries","SG",75,185,8,30,78,20,"2034",659,75,236,0,0,0,0,30,5,0,"115",33,8,8,0,0,0,0,"109.6","107.4"
"Jeff Malone","SG",76,205,9,31,79,59,"2558",1205,9,117,0,0,0,0,31,5,5,"150",65,0,11,0,0,0,0,"109.6","107.4"
"Isaac Austin","C",82,255,1,23,46,3,"306",112,1,60,0,0,0,0,23,1,0,"3",2,0,1,0,0,0,0,"109.6","107.4"
"Mark Eaton","C",88,275,10,36,64,57,"1104",130,0,143,0,0,0,0,36,5,5,"117",19,0,9,0,0,0,0,"109.6","107.4"
"David Benoit","SF",80,220,1,24,82,27,"1712",592,98,201,0,0,0,0,24,5,5,"136",41,9,17,0,0,0,0,"109.6","107.4"
"Henry James","PF",80,220,2,27,2,0,"9",6,3,0,0,0,0,0,"109.6","107.4"
"Tim Legler","SG",76,200,2,26,3,0,"5",3,0,0,0,0,0,0,"109.6","107.4"
"John Stockton","PG",73,170,8,30,82,82,"2863",899,187,224,0,0,0,0,30,5,5,"193",51,13,16,0,0,0,0,"109.6","107.4"
"John Crotty","PG",73,185,0,23,40,0,"243",72,14,29,0,0,0,0,23,1,0,"3",2,0,0,0,0,0,0,"109.6","107.4"
"Larry Krystkowiak","PF",81,220,5,28,71,0,"1362",425,1,181,0,0,0,0,28,1,0,"8",1,0,1,0,0,0,0,"109.6","107.4"
"James Donaldson","C",86,275,12,35,6,1,"94",14,0,13,0,0,0,0,35,1,0,"5",1,0,0,0,0,0,0,"109.6","107.4"
"Karl Malone","PF",81,250,7,29,82,82,"3099",1443,20,261,0,0,0,0,29,5,5,"216",97,2,21,0,0,0,0,"109.6","107.4"
"Stephen Howard","SF",81,225,0,22,49,0,"260",93,0,58,0,0,0,0,"109.6","107.4"
"Tyrone Corbin","SF",78,210,7,30,82,58,"2555",766,5,252,0,0,0,0,30,5,0,"161",50,0,15,0,0,0,0,"109.6","107.4"
"Mike Brown","C",81,257,6,29,82,21,"1551",409,1,190,0,0,0,0,29,5,0,"93",25,0,9,0,0,0,0,"109.6","107.4"
"Tracy Moore","SG",76,200,1,27,39,1,"510",249,67,54,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"99.5","114.7"
"Steve Bardo","SG",77,190,1,24,23,0,"175",62,6,28,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"99.5","114.7"
"Lamont Strothers","SG",76,190,1,24,9,0,"138",61,13,13,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"99.5","114.7"
"Walter Bond","SG",77,200,0,23,74,38,"1578",565,42,223,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"99.5","114.7"
"Terry Davis","PF",81,225,3,25,75,74,"2462",863,8,199,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"99.5","114.7"
"Tim Legler","SG",76,200,2,26,30,0,"630",238,65,63,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"99.5","114.7"
"Brian Howard","SF",78,204,1,25,68,22,"1295",414,7,217,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"99.5","114.7"
"Morlon Wiley","PG",76,185,4,26,33,13,"641",173,103,78,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"99.5","114.7"
"Randy White","PF",80,240,3,25,64,20,"1433",540,42,226,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"99.5","114.7"
"Doug Smith","PF",82,220,1,23,61,42,"1524",666,4,280,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"99.5","114.7"
"Derek Harper","SG",76,185,9,31,62,60,"2108",939,257,145,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"99.5","114.7"
"Radisav Curcic","C",82,275,0,27,20,0,"166",41,0,30,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"99.5","114.7"
"Sean Rooks","C",82,250,0,23,72,68,"2087",747,2,204,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"99.5","114.7"
"Mike Iuzzolino","PG",70,175,1,25,70,23,"1769",478,144,101,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"99.5","114.7"
"Donald Hodge","C",84,230,1,23,79,8,"1267",400,0,204,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"99.5","114.7"
"Walter Palmer","C",85,215,1,24,20,0,"124",57,0,29,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"99.5","114.7"
"Dexter Cambridge","SF",79,224,0,23,53,13,"885",312,4,128,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"99.5","114.7"
"Jim Jackson","SF",78,220,0,22,28,28,"938",466,73,80,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"99.5","114.7"
"Robert Pack","PG",74,180,1,23,77,1,"1579",606,8,182,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"104.6","106.3"
"Kevin Brooks","SF",78,200,1,23,55,2,"571",233,26,46,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"104.6","106.3"
"Robert Werdann","C",83,250,0,22,28,0,"149",59,1,38,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"104.6","106.3"
"Reggie Williams","SF",79,190,5,28,79,79,"2722",1167,122,284,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"104.6","106.3"
"Todd Lichti","SG",76,205,3,26,48,12,"752",276,6,60,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"104.6","106.3"
"Tom Hammonds","PF",81,215,3,25,35,0,"571",176,1,57,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"104.6","106.3"
"Scott Hastings","C",82,235,10,32,76,0,"670",112,8,115,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"104.6","106.3"
"Bryant Stith","SG",77,208,0,22,39,12,"865",278,4,82,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"104.6","106.3"
"Gary Plummer","PF",81,215,1,30,60,0,"737",228,3,141,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"104.6","106.3"
"Mahmoud Abdul-Rauf","PG",73,162,2,23,81,81,"2710",1407,197,179,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"104.6","106.3"
"LaPhonso Ellis","PF",80,240,0,22,82,82,"2749",958,13,293,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"104.6","106.3"
"Dikembe Mutombo","C",86,245,1,26,82,82,"3029",781,0,284,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"104.6","106.3"
"Marcus Liberty","SF",80,205,2,24,78,32,"1585",620,59,143,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"104.6","106.3"
"Mark Macon","PG",76,185,1,23,48,27,"1141",381,6,135,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"104.6","106.3"
