"Name","Position","Height","Weight","Exp","Age","G","GS","MP","3PA","FGA","PF","PER","USG%","OWS","DWS","PG","PGS","PMP","P3PA","PFGA","PPF","PPER","PUSG%","POWS","PDWS","TORtg","TDRtg"
"Rodney McCray","SF",79,220,4,26,81,80,"2689",746,4,166,0,0,0,0,26,4,4,"159",31,1,12,0,0,0,0,"107.1","105.7"
"Sleepy Floyd","PG",75,170,5,27,59,55,"1834",668,52,144,0,0,0,0,27,4,4,"154",61,8,10,0,0,0,0,"107.1","105.7"
"Sam Vincent","PG",74,185,2,24,43,0,"548",152,13,63,0,0,0,0,"110.2","108.1"
"Tom Chambers","PF",82,220,6,28,82,82,"2680",1364,109,297,0,0,0,0,28,5,5,"168",91,2,24,0,0,0,0,"110.2","108.1"
"Nate McMillan","PG",77,195,1,23,82,82,"2453",496,24,238,0,0,0,0,23,5,5,"127",35,1,11,0,0,0,0,"110.2","108.1"
"Russ Schoene","PF",82,210,2,27,81,2,"973",454,58,151,0,0,0,0,27,5,0,"39",12,4,8,0,0,0,0,"110.2","108.1"
"Olden Polynice","C",83,220,0,23,82,0,"1080",254,2,215,0,0,0,0,23,5,0,"44",11,0,6,0,0,0,0,"110.2","108.1"
"Sedale Threatt","PG",74,175,4,26,26,0,"354",162,7,29,0,0,0,0,26,5,0,"80",34,1,7,0,0,0,0,"110.2","108.1"
"Dale Ellis","SG",79,205,4,27,75,73,"2790",1519,259,221,0,0,0,0,27,5,5,"172",83,12,17,0,0,0,0,"110.2","108.1"
"Clemon Johnson","C",82,240,9,31,74,26,"723",105,0,104,0,0,0,0,31,5,0,"39",7,0,10,0,0,0,0,"110.2","108.1"
"Danny Young","PG",75,175,3,25,77,0,"949",218,77,69,0,0,0,0,25,5,0,"95",21,3,7,0,0,0,0,"110.2","108.1"
"Derrick McKey","SF",81,205,0,21,82,4,"1706",519,30,237,0,0,0,0,21,5,0,"109",38,6,12,0,0,0,0,"110.2","108.1"
"Kevin Williams","SG",74,175,3,26,80,9,"1084",450,7,207,0,0,0,0,26,5,0,"70",16,2,15,0,0,0,0,"110.2","108.1"
"Alton Lister","C",84,240,6,29,82,55,"1812",343,2,319,0,0,0,0,29,5,5,"77",17,0,17,0,0,0,0,"110.2","108.1"
"Xavier McDaniel","SF",79,205,2,24,78,77,"2703",1407,50,230,0,0,0,0,24,5,5,"180",81,8,15,0,0,0,0,"110.2","108.1"
"James Worthy","SF",81,225,5,26,75,72,"2655",1161,16,175,0,0,0,0,26,24,24,"896",390,9,58,0,0,0,0,"113.1","107.3"
"Ray Tolbert","PF",81,225,3,29,14,0,"82",28,0,14,0,0,0,0,"113.1","107.3"
"Mike Smrek","C",84,250,2,25,48,2,"421",103,0,105,0,0,0,0,25,8,0,"34",5,0,4,0,0,0,0,"113.1","107.3"
"Wes Matthews","PG",73,170,7,28,51,8,"706",248,30,65,0,0,0,0,28,10,0,"27",5,1,4,0,0,0,0,"113.1","107.3"
"Kurt Rambis","PF",80,213,6,29,70,20,"845",186,0,103,0,0,0,0,29,19,6,"186",34,0,28,0,0,0,0,"113.1","107.3"
"Mychal Thompson","C",82,226,8,33,80,0,"2007",722,3,251,0,0,0,0,33,24,0,"615",191,0,70,0,0,0,0,"113.1","107.3"
"Billy Thompson","SF",79,195,1,24,9,0,"38",13,0,11,0,0,0,0,"113.1","107.3"
"Kareem Abdul-Jabbar","C",86,225,18,40,80,80,"2308",903,1,216,0,0,0,0,40,24,24,"718",304,2,81,0,0,0,0,"113.1","107.3"
"Byron Scott","SG",75,195,4,26,81,81,"3048",1348,179,204,0,0,0,0,26,24,24,"897",357,55,65,0,0,0,0,"113.1","107.3"
"Magic Johnson","PG",80,215,8,28,72,70,"2637",996,56,147,0,0,0,0,28,24,24,"965",329,14,61,0,0,0,0,"113.1","107.3"
"A.C. Green","PF",81,220,2,24,82,64,"2636",640,2,204,0,0,0,0,24,24,18,"726",169,0,61,0,0,0,0,"113.1","107.3"
"Michael Cooper","SG",77,170,9,31,61,8,"1793",482,178,136,0,0,0,0,31,24,0,"588",131,62,57,0,0,0,0,"113.1","107.3"
"Milt Wagner","SG",77,185,0,24,40,4,"380",147,10,42,0,0,0,0,24,5,0,"14",5,1,3,0,0,0,0,"113.1","107.3"
"Tony Campbell","SF",79,215,3,25,13,1,"242",101,3,41,0,0,0,0,25,15,0,"94",42,1,16,0,0,0,0,"113.1","107.3"
"Jeff Lamp","SF",78,195,4,28,3,0,"7",0,0,1,0,0,0,0,"113.1","107.3"
"Kent Benson","C",82,235,10,33,2,0,"12",2,0,2,0,0,0,0,"106.8","106.0"
"Ron Harper","SG",78,185,1,24,57,52,"1830",732,20,157,0,0,0,0,24,4,4,"134",63,2,9,0,0,0,0,"106.8","106.0"
"Kevin Johnson","PG",73,180,0,21,52,3,"1043",311,9,96,0,0,0,0,"106.8","106.0"
"Johnny Rogers","PF",82,225,1,24,24,0,"168",61,2,23,0,0,0,0,"106.8","106.0"
"Larry Nance","PF",82,205,6,28,27,26,"906",304,1,90,0,0,0,0,28,5,5,"200",64,0,13,0,0,0,0,"106.8","106.0"
"Kevin Henderson","SG",76,195,1,23,5,0,"20",5,0,2,0,0,0,0,"106.8","106.0"
"Mark Price","PG",72,170,1,23,80,79,"2626",974,148,119,0,0,0,0,23,5,5,"205",67,12,11,0,0,0,0,"106.8","106.0"
"Mike Sanders","SF",78,210,5,27,24,11,"417",132,0,58,0,0,0,0,27,5,5,"134",52,1,21,0,0,0,0,"106.8","106.0"
"Craig Ehlo","SG",78,180,4,26,79,27,"1709",485,64,182,0,0,0,0,26,5,1,"128",40,8,14,0,0,0,0,"106.8","106.0"
"Dell Curry","SG",76,190,1,23,79,8,"1499",742,81,128,0,0,0,0,23,2,0,"17",4,1,1,0,0,0,0,"106.8","106.0"
"Mark West","C",82,230,4,27,54,12,"1183",316,0,158,0,0,0,0,"106.8","106.0"
"Chris Dudley","C",83,235,0,22,55,1,"513",137,0,87,0,0,0,0,22,4,0,"24",4,0,3,0,0,0,0,"106.8","106.0"
"Brad Daugherty","C",84,245,1,22,79,78,"2957",1081,2,235,0,0,0,0,22,5,5,"204",63,0,11,0,0,0,0,"106.8","106.0"
"Kannard Johnson","SF",81,220,0,22,4,0,"12",3,0,1,0,0,0,0,"106.8","106.0"
"Tyrone Corbin","SF",78,210,2,25,54,4,"1148",322,3,128,0,0,0,0,"106.8","106.0"
"Phil Hubbard","SF",80,215,8,31,78,59,"1631",485,5,167,0,0,0,0,31,3,0,"21",6,0,1,0,0,0,0,"106.8","106.0"
"Hot Rod Williams","PF",83,215,1,25,77,50,"2106",663,1,203,0,0,0,0,25,5,0,"133",40,0,13,0,0,0,0,"106.8","106.0"
"Dallas Comegys","PF",81,205,0,23,75,17,"1122",363,1,175,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"101.4","109.6"
"Mike Gminski","C",83,250,7,28,34,34,"1194",474,2,78,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"101.4","109.6"
"Kevin McKenna","SG",77,195,5,29,31,2,"393",109,50,55,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"101.4","109.6"
"Ricky Wilson","PG",75,195,0,23,6,0,"47",11,1,6,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"101.4","109.6"
"Ben Coleman","PF",81,235,1,26,27,10,"657",240,2,110,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"101.4","109.6"
"Mike O'Koren","SF",79,207,7,29,4,0,"52",16,1,2,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"101.4","109.6"
"Pearl Washington","PG",74,190,1,24,68,10,"1379",547,49,163,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"101.4","109.6"
"Chris Engler","C",83,245,4,28,54,0,"399",88,0,73,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"101.4","109.6"
"Tim McCormick","C",83,240,3,25,47,38,"1513",510,2,159,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"101.4","109.6"
"John Bagley","PG",72,185,5,27,82,74,"2774",896,161,162,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"101.4","109.6"
"Orlando Woolridge","SF",81,215,6,28,19,12,"622",247,2,73,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"101.4","109.6"
"Roy Hinson","SF",81,210,4,26,48,47,"1747",658,1,185,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"101.4","109.6"
"Johnny Moore","PG",73,175,7,29,1,0,"10",1,0,0,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"101.4","109.6"
"Jamie Waller","SG",76,215,0,23,9,0,"91",40,2,13,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"101.4","109.6"
"Duane Washington","SG",76,195,0,23,15,0,"156",42,4,23,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"101.4","109.6"
"Dennis Hopson","SG",77,200,0,22,61,19,"1365",549,45,145,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"101.4","109.6"
"Dudley Bradley","SG",78,195,7,30,63,15,"1432",364,101,170,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"101.4","109.6"
"Otis Birdsong","SG",75,190,10,32,67,59,"1882",736,25,143,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"101.4","109.6"
"Buck Williams","PF",80,215,6,27,70,70,"2637",832,1,266,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"101.4","109.6"
"Adrian Branch","SF",79,185,1,24,20,3,"308",134,5,41,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"101.4","109.6"
"Reggie Miller","SG",79,185,0,22,82,1,"1840",627,172,157,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"106.6","107.4"
"Vern Fleming","PG",77,185,3,25,80,80,"2733",845,13,225,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"106.6","107.4"
"Wayman Tisdale","PF",81,240,2,23,79,57,"2378",998,2,274,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"106.6","107.4"
"Steve Stipanovich","C",83,245,4,27,80,80,"2692",828,15,302,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"106.6","107.4"
"Brian Rowsom","PF",81,220,0,22,4,0,"16",6,0,3,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"106.6","107.4"
"Stuart Gray","C",84,235,3,24,74,0,"807",193,1,152,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"106.6","107.4"
"Chuck Person","SF",80,220,1,23,79,71,"2807",1252,177,266,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"106.6","107.4"
"John Long","SG",77,195,9,31,81,81,"2022",879,77,164,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"106.6","107.4"
"Herb Williams","C",82,242,6,29,75,37,"1966",732,6,244,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"106.6","107.4"
"Scott Skiles","PG",73,180,1,23,51,2,"760",209,20,97,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"106.6","107.4"
"Greg Dreiling","C",85,250,1,25,20,0,"74",17,0,19,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"106.6","107.4"
"Ron Anderson","SF",79,215,3,29,74,1,"1097",436,2,98,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"106.6","107.4"
"Clinton Wheeler","PG",73,185,0,28,59,0,"513",132,0,37,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"106.6","107.4"
"Bob Thornton","PF",82,225,2,25,41,2,"508",111,2,80,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"108.8","110.3"
"Roy Hinson","SF",81,210,4,26,29,10,"845",272,1,90,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"108.8","110.3"
"Gerald Henderson","PG",74,175,8,32,69,3,"1436",439,159,173,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"108.8","110.3"
"Ben Coleman","PF",81,235,1,26,43,14,"841",213,1,120,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"108.8","110.3"
"Charles Barkley","PF",78,252,3,24,80,80,"3170",1283,157,278,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"108.8","110.3"
"Danny Vranes","SF",79,210,6,29,57,5,"772",121,3,100,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"108.8","110.3"
"Mike Gminski","C",83,250,7,28,47,47,"1767",652,0,98,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"108.8","110.3"
"Cliff Robinson","SF",81,220,8,27,62,51,"2110",1041,9,192,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"108.8","110.3"
"Tim McCormick","C",83,240,3,25,23,17,"601",138,0,75,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"108.8","110.3"
"Vincent Askew","SG",78,210,0,21,14,2,"234",74,0,12,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"108.8","110.3"
"Chris Welp","C",84,245,0,24,10,0,"132",31,0,25,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"108.8","110.3"
"Steve Colter","PG",75,165,3,25,12,0,"152",40,0,20,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"108.8","110.3"
"Albert King","SF",78,190,6,28,72,44,"1593",540,49,219,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"108.8","110.3"
"David Wingate","SG",77,185,1,24,61,22,"1419",545,40,125,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"108.8","110.3"
"Mark McNamara","C",83,235,4,28,42,18,"581",133,0,67,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"108.8","110.3"
"Dave Henderson","SG",77,195,0,23,22,1,"351",116,1,41,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"108.8","110.3"
"Andrew Toney","SG",75,178,7,30,29,15,"522",171,27,35,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"108.8","110.3"
"Maurice Cheeks","PG",73,180,9,31,79,79,"2871",865,22,116,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"108.8","110.3"
"Jay Humphries","PG",75,185,3,25,50,33,"1557",484,16,154,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"107.0","111.4"
"Craig Hodges","SG",74,190,5,27,23,0,"462",178,57,38,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"107.0","111.4"
"James Edwards","C",84,225,10,32,43,42,"1377",542,1,159,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"107.0","111.4"
"Jeff Cook","PF",82,215,7,31,33,0,"359",59,1,64,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"107.0","111.4"
"Ron Moore","C",84,260,0,26,5,0,"34",16,0,13,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"107.0","111.4"
"Kevin Johnson","PG",73,180,0,21,28,25,"874",285,15,59,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"107.0","111.4"
"Alvan Adams","C",81,210,12,33,82,25,"1646",506,2,245,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"107.0","111.4"
"Larry Nance","PF",82,205,6,28,40,34,"1477",616,5,152,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"107.0","111.4"
"Eddie Johnson","SF",79,215,6,28,73,59,"2177",1110,94,190,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"107.0","111.4"
"Mike Sanders","SF",78,210,5,27,35,5,"466",171,1,73,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"107.0","111.4"
"Winston Crite","SF",79,233,0,22,29,0,"258",68,0,42,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"107.0","111.4"
"Walter Davis","SF",78,193,10,33,68,48,"1951",1031,96,131,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"107.0","111.4"
"Armen Gilliam","PF",81,230,0,23,55,53,"1807",720,0,143,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"107.0","111.4"
"Mark West","C",82,230,4,27,29,29,"915",257,1,107,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"107.0","111.4"
"Bill Martin","SF",79,205,2,25,10,0,"101",51,1,16,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"107.0","111.4"
"James Bailey","PF",81,220,8,30,65,0,"869",241,4,180,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"107.0","111.4"
"Tyrone Corbin","SF",78,210,2,25,30,1,"591",203,3,53,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"107.0","111.4"
"Bernard Thompson","SF",78,210,3,25,37,7,"566",159,2,75,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"107.0","111.4"
"Jeff Hornacek","SG",75,190,1,24,82,49,"2243",605,58,151,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"107.0","111.4"
"Richard Anderson","PF",82,240,3,27,62,3,"1297",413,135,133,0,0,0,0,27,3,0,"63",24,14,11,0,0,0,0,"111.8","107.4"
"Mike Holton","PG",76,185,3,26,82,2,"1279",353,15,154,0,0,0,0,26,4,0,"34",13,1,6,0,0,0,0,"111.8","107.4"
"Charles Jones","PF",80,215,2,26,37,0,"186",40,1,28,0,0,0,0,26,2,0,"2",1,0,0,0,0,0,0,"111.8","107.4"
"Ronnie Murphy","SF",77,225,0,23,18,0,"89",49,4,14,0,0,0,0,"111.8","107.4"
"Jerome Kersey","SF",79,215,3,25,79,75,"2888",1225,15,302,0,0,0,0,25,4,4,"127",65,1,17,0,0,0,0,"111.8","107.4"
"Terry Porter","PG",75,195,2,24,82,82,"2991",890,69,204,0,0,0,0,24,4,4,"149",52,3,13,0,0,0,0,"111.8","107.4"
"Nikita Wilson","SF",80,200,0,23,15,0,"54",23,0,7,0,0,0,0,"111.8","107.4"
"Jerry Sichting","PG",73,168,7,31,28,0,"324",90,14,30,0,0,0,0,31,4,0,"31",7,0,4,0,0,0,0,"111.8","107.4"
"Clyde Drexler","SG",79,210,4,25,81,80,"3060",1679,52,250,0,0,0,0,25,4,4,"170",83,6,14,0,0,0,0,"111.8","107.4"
"Steve Johnson","C",82,235,6,30,43,33,"1050",488,1,151,0,0,0,0,"111.8","107.4"
"Kevin Duckworth","C",84,275,1,23,78,50,"2223",907,0,280,0,0,0,0,23,4,4,"151",70,1,14,0,0,0,0,"111.8","107.4"
"Kiki Vandeweghe","SF",80,220,7,29,37,7,"1038",557,58,68,0,0,0,0,29,4,0,"72",40,5,8,0,0,0,0,"111.8","107.4"
"Jim Paxson","SG",78,200,8,30,17,1,"263",107,8,29,0,0,0,0,"111.8","107.4"
"Maurice Lucas","PF",81,215,13,35,73,0,"1191",373,3,188,0,0,0,0,35,4,0,"63",13,0,12,0,0,0,0,"111.8","107.4"
"Kevin Gamble","SF",77,210,0,22,9,0,"19",3,1,2,0,0,0,0,"111.8","107.4"
"Caldwell Jones","C",83,217,14,37,79,77,"1778",263,4,251,0,0,0,0,37,4,4,"98",16,0,17,0,0,0,0,"111.8","107.4"
"Kermit Washington","PF",80,230,9,36,6,1,"56",14,0,13,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"104.7","112.9"
"Terry Teagle","SG",77,195,5,27,47,4,"958",546,9,95,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"104.7","112.9"
"Steve Harris","SG",77,195,2,24,44,16,"885",401,6,74,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"104.7","112.9"
"Kevin Henderson","SG",76,195,1,23,12,2,"170",48,1,24,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"104.7","112.9"
"Joe Barry Carroll","C",84,225,6,29,14,14,"408",209,1,46,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"104.7","112.9"
"Tony White","PG",74,170,0,22,35,0,"462",203,5,43,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"104.7","112.9"
"Winston Garland","PG",74,170,0,23,67,62,"2122",775,39,188,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"104.7","112.9"
"Chris Mullin","SF",78,200,2,24,60,55,"2033",926,97,136,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"104.7","112.9"
"Chris Washburn","C",83,225,1,22,8,0,"86",32,0,10,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"104.7","112.9"
"Ralph Sampson","C",88,228,4,27,29,25,"958",411,5,101,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"104.7","112.9"
"Jerome Whitehead","C",82,220,9,31,72,27,"1221",360,0,209,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"104.7","112.9"
"Larry Smith","PF",80,215,7,30,20,10,"499",123,1,63,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"104.7","112.9"
"Dirk Minniefield","PG",75,180,2,27,11,0,"202",48,5,26,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"104.7","112.9"
"Sleepy Floyd","PG",75,170,5,27,18,18,"680",301,20,46,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"104.7","112.9"
"Dave Hoppen","C",83,235,0,23,36,8,"607",172,1,84,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"104.7","112.9"
"Mark Wade","PG",71,160,0,22,11,0,"123",20,2,13,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"104.7","112.9"
"Ben McDonald","PF",80,210,2,25,81,41,"2039",552,35,246,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"104.7","112.9"
"Rod Higgins","SF",79,200,5,28,68,67,"2188",725,39,188,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"104.7","112.9"
"Dave Feitl","C",83,235,1,25,70,19,"1128",404,4,146,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"104.7","112.9"
"Tellis Frank","PF",82,225,0,22,78,29,"1597",565,1,267,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"104.7","112.9"
"Otis Smith","SG",77,210,1,24,57,12,"1358",569,41,137,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"104.7","112.9"
"LaSalle Thompson","C",82,245,5,26,69,9,"1257",456,5,217,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"106.5","112.1"
"Terry Tyler","SF",79,215,9,31,74,28,"1185",407,7,85,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"106.5","112.1"
"Michael Jackson","PG",74,183,0,23,58,0,"760",171,25,81,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"106.5","112.1"
"Conner Henry","SG",79,195,1,24,15,0,"207",81,31,15,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"106.5","112.1"
"Kenny Smith","PG",75,170,0,22,61,60,"2170",694,39,140,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"106.5","112.1"
"Franklin Edwards","PG",73,170,6,28,16,11,"414",115,2,10,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"106.5","112.1"
"Derek Smith","SG",78,205,5,26,35,18,"899",364,23,108,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"106.5","112.1"
"Joe Kleine","C",83,255,2,26,82,60,"1999",686,0,228,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"106.5","112.1"
"Jawann Oldham","C",84,215,7,30,54,13,"946",250,0,143,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"106.5","112.1"
"Harold Pressley","SF",79,210,1,24,80,49,"2029",702,110,211,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"106.5","112.1"
"Ed Pinckney","PF",81,195,2,24,79,7,"1177",343,2,118,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"106.5","112.1"
"Martin Nessley","C",86,260,0,22,9,0,"41",3,0,11,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"106.5","112.1"
"Mike McGee","SF",77,190,6,28,37,0,"886",478,141,75,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"106.5","112.1"
"Reggie Theus","SG",79,190,9,30,73,73,"2653",1318,59,173,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"106.5","112.1"
"Otis Thorpe","PF",81,225,3,25,82,82,"3072",1226,6,264,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"106.5","112.1"
"Joe Arlauckas","SF",81,230,0,22,9,0,"85",43,0,16,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"106.5","112.1"
"Sam Vincent","PG",74,185,2,24,29,27,"953",309,8,82,0,0,0,0,24,10,10,"251",110,3,23,0,0,0,0,"109.0","105.5"
"Tony White","PG",74,170,0,22,2,0,"2",0,0,0,0,0,0,0,"109.0","105.5"
"Artis Gilmore","C",86,240,16,38,24,23,"372",80,0,54,0,0,0,0,"109.0","105.5"
"Granville Waiters","C",83,225,4,27,22,0,"114",29,1,26,0,0,0,0,"109.0","105.5"
"Sedale Threatt","PG",74,175,4,26,45,0,"701",263,20,71,0,0,0,0,"109.0","105.5"
"Charles Oakley","PF",80,225,2,24,82,82,"2816",776,12,272,0,0,0,0,24,10,10,"373",91,2,33,0,0,0,0,"109.0","105.5"
"Michael Jordan","SG",78,195,3,24,82,82,"3311",1998,53,270,0,0,0,0,24,10,10,"427",260,3,38,0,0,0,0,"109.0","105.5"
"Rory Sparrow","PG",74,175,7,29,55,25,"992",274,12,72,0,0,0,0,29,7,0,"106",32,4,11,0,0,0,0,"109.0","105.5"
"Mike Brown","C",81,257,1,24,46,27,"591",174,1,85,0,0,0,0,24,1,0,"4",0,0,0,0,0,0,0,"109.0","105.5"
"Brad Sellers","SF",84,210,1,25,82,76,"2212",714,7,174,0,0,0,0,25,10,4,"144",43,0,18,0,0,0,0,"109.0","105.5"
"Horace Grant","PF",82,215,0,22,81,6,"1827",507,2,221,0,0,0,0,22,10,0,"299",81,1,35,0,0,0,0,"109.0","105.5"
"Elston Turner","SF",77,190,6,28,17,0,"98",30,0,5,0,0,0,0,28,4,0,"29",6,0,2,0,0,0,0,"109.0","105.5"
"John Paxson","PG",74,185,4,27,81,30,"1888",582,95,154,0,0,0,0,27,10,0,"165",53,12,24,0,0,0,0,"109.0","105.5"
"Scottie Pippen","SF",80,210,0,22,79,0,"1650",564,23,214,0,0,0,0,22,10,6,"294",99,6,33,0,0,0,0,"109.0","105.5"
"Dave Corzine","C",83,250,9,31,80,32,"2328",715,9,149,0,0,0,0,31,10,10,"308",76,0,21,0,0,0,0,"109.0","105.5"
