"Name","Position","Height","Weight","Exp","Age","G","GS","MP","3PA","FGA","PF","PER","USG%","OWS","DWS","PG","PGS","PMP","P3PA","PFGA","PPF","PPER","PUSG%","POWS","PDWS","TORtg","TDRtg"
"Ennis Whatley","PG",75,177,2,23,4,0,"27",14,0,1,0,0,0,0,"103.0","104.8"
"Tony Brown","SG",78,185,1,25,10,0,"132",41,2,16,0,0,0,0,"108.6","112.4"
"Dave Corzine","C",83,250,7,29,67,4,"1709",519,12,133,0,0,0,0,29,3,3,"103",29,0,12,0,0,0,0,"108.6","112.4"
"Kyle Macy","PG",75,175,5,28,82,79,"2426",592,141,201,0,0,0,0,28,3,3,"87",14,4,9,0,0,0,0,"108.6","112.4"
"Mike Smrek","C",84,250,0,23,38,5,"408",122,2,95,0,0,0,0,23,3,0,"5",1,0,2,0,0,0,0,"108.6","112.4"
"Ron Brewer","SG",76,180,7,30,4,0,"18",9,0,1,0,0,0,0,"108.6","112.4"
"Billy McKinney","PG",72,160,6,30,9,0,"83",23,0,9,0,0,0,0,"108.6","112.4"
"Sidney Green","PF",81,220,2,25,80,68,"2307",875,8,292,0,0,0,0,25,3,0,"53",20,0,9,0,0,0,0,"108.6","112.4"
"Randy Breuer","C",87,230,2,25,82,63,"1792",570,1,214,0,0,0,0,25,14,14,"318",86,0,38,0,0,0,0,"111.4","102.7"
"Kenny Fields","SF",77,220,1,23,78,3,"1120",398,4,170,0,0,0,0,23,12,4,"158",69,3,23,0,0,0,0,"111.4","102.7"
"Mike Glenn","SG",74,175,8,30,38,1,"573",190,0,42,0,0,0,0,30,10,0,"114",36,1,6,0,0,0,0,"111.4","102.7"
"Jerry Reynolds","SF",80,200,0,23,55,8,"508",162,2,57,0,0,0,0,23,7,0,"40",17,1,5,0,0,0,0,"111.4","102.7"
"Charles Davis","SF",79,215,4,27,57,7,"873",397,24,113,0,0,0,0,27,12,0,"145",58,1,28,0,0,0,0,"111.4","102.7"
"Terry Cummings","PF",81,220,3,24,82,82,"2669",1438,2,283,0,0,0,0,24,14,14,"510",253,0,52,0,0,0,0,"111.4","102.7"
"Ricky Pierce","SG",76,205,3,26,81,8,"2147",798,23,252,0,0,0,0,26,13,0,"322",113,2,42,0,0,0,0,"111.4","102.7"
"Derrick Rowland","SG",77,195,0,26,2,0,"9",3,0,1,0,0,0,0,"111.4","102.7"
"Craig Hodges","SG",74,190,3,25,66,66,"1739",568,162,157,0,0,0,0,25,14,14,"460",145,31,44,0,0,0,0,"111.4","102.7"
"Earl Jones","C",84,210,1,25,12,0,"43",12,0,13,0,0,0,0,"111.4","102.7"
"Sidney Moncrief","PG",75,180,6,28,73,72,"2567",962,103,178,0,0,0,0,28,9,9,"327",122,14,30,0,0,0,0,"111.4","102.7"
"Paul Mokeski","C",84,250,6,29,45,0,"521",139,0,92,0,0,0,0,29,14,0,"101",27,0,27,0,0,0,0,"111.4","102.7"
"Alton Lister","C",84,240,4,27,81,19,"1812",577,2,300,0,0,0,0,27,14,1,"335",103,1,56,0,0,0,0,"111.4","102.7"
"Paul Pressey","SF",77,185,3,27,80,80,"2704",843,44,247,0,0,0,0,27,14,14,"530",157,18,48,0,0,0,0,"111.4","102.7"
"Bryan Warrick","PG",77,195,3,26,5,0,"27",10,2,3,0,0,0,0,"111.4","102.7"
"Jeff Lamp","SF",78,195,3,26,44,1,"701",243,13,88,0,0,0,0,"111.4","102.7"
"Rick Mahorn","PF",82,240,5,27,80,12,"1442",345,1,261,0,0,0,0,27,4,0,"61",13,0,14,0,0,0,0,"109.0","107.9"
"Chuck Nevitt","C",89,217,2,26,25,0,"101",32,0,29,0,0,0,0,26,1,0,"1",0,0,0,0,0,0,0,"109.0","107.9"
"Kent Benson","C",82,235,8,31,72,51,"1344",415,2,196,0,0,0,0,31,4,0,"55",10,0,11,0,0,0,0,"109.0","107.9"
"Mike Gibson","PF",82,205,1,25,32,0,"161",51,0,35,0,0,0,0,"109.0","107.9"
"Earl Cureton","PF",81,210,5,28,80,19,"2017",564,2,239,0,0,0,0,28,4,4,"126",31,1,14,0,0,0,0,"109.0","107.9"
"Isiah Thomas","PG",73,180,4,24,77,77,"2790",1248,84,245,0,0,0,0,24,4,4,"163",91,5,17,0,0,0,0,"109.0","107.9"
"Vinnie Johnson","SG",74,200,6,29,79,12,"1978",996,13,180,0,0,0,0,29,4,0,"85",49,1,9,0,0,0,0,"109.0","107.9"
"Walker Russell","PG",77,195,3,25,1,0,"2",1,0,0,0,0,0,0,"109.0","107.9"
"Kelly Tripucka","SF",78,220,4,26,81,81,"2626",1236,25,167,0,0,0,0,26,4,4,"175",71,0,14,0,0,0,0,"109.0","107.9"
"John Long","SG",77,195,7,29,62,30,"1176",548,16,92,0,0,0,0,29,1,0,"13",5,0,1,0,0,0,0,"109.0","107.9"
"Bill Laimbeer","C",83,245,5,28,82,82,"2891",1107,14,291,0,0,0,0,28,4,4,"168",68,1,19,0,0,0,0,"109.0","107.9"
"Joe Dumars","SG",75,190,0,22,82,45,"1957",597,16,200,0,0,0,0,22,4,4,"147",41,0,16,0,0,0,0,"109.0","107.9"
"Tony Campbell","SF",79,215,1,23,82,1,"1292",608,9,164,0,0,0,0,23,2,0,"16",10,0,5,0,0,0,0,"109.0","107.9"
"Ron Crevier","C",84,235,0,27,2,0,"3",2,0,2,0,0,0,0,"109.0","107.9"
"Willie White","SG",75,195,1,23,43,4,"343",168,21,24,0,0,0,0,23,4,0,"21",7,4,4,0,0,0,0,"107.1","105.9"
"T.R. Dunn","SG",76,192,8,30,82,82,"2401",379,1,228,0,0,0,0,30,10,10,"276",46,0,34,0,0,0,0,"107.1","105.9"
"Danny Schayes","C",83,235,4,26,80,13,"1654",440,1,298,0,0,0,0,26,10,6,"295",86,0,37,0,0,0,0,"107.1","105.9"
"Fat Lever","PG",75,170,3,25,78,77,"2616",1061,38,204,0,0,0,0,25,10,10,"347",131,14,33,0,0,0,0,"107.1","105.9"
"Calvin Natt","PF",78,220,6,29,69,62,"2007",930,6,143,0,0,0,0,29,10,6,"293",142,2,25,0,0,0,0,"107.1","105.9"
"Pete Williams","PF",79,190,0,20,53,11,"573",111,0,68,0,0,0,0,20,4,0,"18",4,1,2,0,0,0,0,"107.1","105.9"
"Bill Hanzlik","SF",79,185,5,28,79,0,"1982",741,41,277,0,0,0,0,28,6,0,"102",28,1,12,0,0,0,0,"107.1","105.9"
"Mike Evans","PG",73,170,6,30,81,1,"1389",715,176,159,0,0,0,0,30,10,0,"204",82,29,19,0,0,0,0,"107.1","105.9"
"Wayne Cooper","C",82,220,7,29,78,78,"2112",906,7,315,0,0,0,0,29,8,4,"154",56,1,31,0,0,0,0,"107.1","105.9"
"Blair Rasmussen","C",84,250,0,23,48,1,"330",150,0,63,0,0,0,0,23,10,4,"175",96,0,28,0,0,0,0,"107.1","105.9"
"Elston Turner","SG",77,190,4,26,73,0,"1324",379,9,150,0,0,0,0,26,10,0,"196",54,1,19,0,0,0,0,"107.1","105.9"
"Alex English","SF",79,190,9,32,81,81,"3024",1888,5,235,0,0,0,0,32,10,10,"394",229,1,29,0,0,0,0,"107.1","105.9"
"Pete Verhoeven","PF",81,215,4,26,61,5,"749",167,2,141,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"108.3","111.6"
"Joe Barry Carroll","C",84,225,4,27,79,79,"2801",1404,2,277,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"108.3","111.6"
"Geoff Huston","PG",74,175,6,28,82,0,"1208",273,6,67,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"108.3","111.6"
"Peter Thibeaux","SF",79,210,1,24,42,8,"531",233,5,82,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"108.3","111.6"
"Lester Conner","PG",76,180,3,26,36,0,"413",136,7,23,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"108.3","111.6"
"Chris Mullin","SG",78,200,0,22,55,30,"1391",620,27,130,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"108.3","111.6"
"Purvis Short","SF",79,210,7,28,64,63,"2427",1313,49,229,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"108.3","111.6"
"Guy Williams","PF",81,200,1,25,5,0,"25",5,0,7,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"108.3","111.6"
"Terry Teagle","SG",77,195,3,25,82,52,"2158",958,25,241,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"108.3","111.6"
"Jerome Whitehead","C",82,220,7,29,81,3,"1079",294,0,176,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"108.3","111.6"
"Greg Ballard","SF",79,215,8,31,75,14,"1792",570,35,174,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"108.3","111.6"
"Larry Smith","PF",80,215,5,28,77,74,"2441",586,1,286,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"108.3","111.6"
"Sleepy Floyd","PG",75,170,3,25,82,82,"2764",1007,119,199,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"108.3","111.6"
"Ron Crevier","C",84,235,0,27,1,0,"1",1,0,0,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"108.3","111.6"
"Scott Wedman","SF",79,215,11,33,79,19,"1402",605,48,127,0,0,0,0,33,12,0,"142",51,4,14,0,0,0,0,"111.8","102.6"
"Jerry Sichting","PG",73,168,5,29,82,7,"1596",412,16,118,0,0,0,0,29,18,0,"274",61,1,18,0,0,0,0,"111.8","102.6"
"Sam Vincent","SG",74,185,0,22,57,0,"432",162,4,59,0,0,0,0,22,9,0,"41",28,1,9,0,0,0,0,"111.8","102.6"
"Rick Carlisle","SG",77,210,1,26,77,1,"760",189,10,92,0,0,0,0,26,10,0,"54",15,0,9,0,0,0,0,"111.8","102.6"
"David Thirdkill","PF",79,195,3,25,49,0,"385",110,1,55,0,0,0,0,25,13,0,"47",18,1,5,0,0,0,0,"111.8","102.6"
"Larry Bird","SF",81,220,6,29,82,81,"3113",1606,194,182,0,0,0,0,29,18,18,"770",331,56,55,0,0,0,0,"111.8","102.6"
"Bill Walton","C",83,210,8,33,80,2,"1546",411,0,210,0,0,0,0,33,16,0,"291",93,1,45,0,0,0,0,"111.8","102.6"
"Dennis Johnson","PG",76,185,9,31,78,78,"2732",1060,42,206,0,0,0,0,31,18,18,"715",245,16,58,0,0,0,0,"111.8","102.6"
"Danny Ainge","SG",76,175,4,26,80,78,"2407",701,73,204,0,0,0,0,26,18,18,"652",193,34,57,0,0,0,0,"111.8","102.6"
"Greg Kite","C",83,250,2,24,64,2,"464",91,1,81,0,0,0,0,24,13,0,"78",10,0,20,0,0,0,0,"111.8","102.6"
"Robert Parish","C",84,230,9,32,81,80,"2567",966,0,215,0,0,0,0,32,18,18,"591",225,0,47,0,0,0,0,"111.8","102.6"
"Kevin McHale","PF",82,210,5,28,68,62,"2397",978,0,192,0,0,0,0,28,18,18,"715",290,1,64,0,0,0,0,"111.8","102.6"
"Sly Williams","SF",79,210,6,28,6,0,"54",21,4,15,0,0,0,0,"111.8","102.6"
"Rod Higgins","SF",79,200,3,26,2,0,"29",16,2,6,0,0,0,0,"105.0","106.9"
"Micheal Ray Richardson","PG",77,189,7,30,47,39,"1604",661,27,163,0,0,0,0,"105.0","106.9"
"Otis Birdsong","SG",75,190,8,30,77,74,"2395",1056,22,228,0,0,0,0,30,3,3,"132",55,3,14,0,0,0,0,"105.0","106.9"
"Darwin Cook","PG",75,184,5,27,79,33,"1965",627,53,172,0,0,0,0,27,3,0,"77",29,4,11,0,0,0,0,"105.0","106.9"
"Mickey Johnson","PF",82,190,11,33,79,4,"1574",507,24,248,0,0,0,0,33,3,0,"54",19,2,7,0,0,0,0,"105.0","106.9"
"Darryl Dawkins","C",83,251,10,29,51,3,"1207",441,1,227,0,0,0,0,29,1,0,"17",6,0,4,0,0,0,0,"105.0","106.9"
"Mike Gminski","C",83,250,5,26,81,78,"2525",949,1,163,0,0,0,0,26,3,3,"109",43,0,11,0,0,0,0,"105.0","106.9"
"Bobby Cattage","PF",81,250,1,27,29,1,"185",83,5,23,0,0,0,0,"105.0","106.9"
"Kelvin Ransey","PG",73,170,5,27,79,15,"1504",505,24,128,0,0,0,0,27,3,3,"68",22,3,9,0,0,0,0,"105.0","106.9"
"Jeff Turner","PF",81,230,1,23,53,1,"650",171,1,125,0,0,0,0,23,3,0,"18",3,0,7,0,0,0,0,"105.0","106.9"
"Albert King","SF",78,190,4,26,73,69,"1998",961,23,205,0,0,0,0,26,3,3,"98",42,4,15,0,0,0,0,"105.0","106.9"
"Ray Williams","PG",75,188,8,31,5,0,"63",32,2,12,0,0,0,0,"105.0","106.9"
"Buck Williams","PF",80,215,4,25,82,82,"3070",956,2,294,0,0,0,0,25,3,3,"126",29,0,15,0,0,0,0,"105.0","106.9"
"Mike O'Koren","SF",79,207,5,27,67,11,"1031",336,27,134,0,0,0,0,27,2,0,"21",6,1,5,0,0,0,0,"105.0","106.9"
"Yvon Joseph","C",83,245,0,28,1,0,"5",0,0,1,0,0,0,0,"105.0","106.9"
"Jay Humphries","PG",75,185,1,23,82,82,"2733",735,29,222,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"104.3","107.2"
"Walter Davis","SG",78,193,8,31,70,62,"2239",1287,76,153,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"104.3","107.2"
"Larry Nance","PF",82,205,4,26,73,69,"2484",1001,8,247,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"104.3","107.2"
"Mike Holton","SG",76,185,1,24,4,0,"65",20,2,7,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"104.3","107.2"
"Alvan Adams","C",81,210,10,31,78,45,"2005",679,2,272,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"104.3","107.2"
"Charles Jones","PF",80,215,1,24,43,18,"742",164,1,87,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"104.3","107.2"
"Charles Pittman","PF",80,220,3,27,69,17,"1132",218,0,140,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"104.3","107.2"
"Ed Pinckney","SF",81,195,0,22,80,24,"1602",457,2,190,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"104.3","107.2"
"Nick Vanos","C",85,255,0,22,11,0,"202",72,0,34,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"104.3","107.2"
"Mike Sanders","SF",78,210,3,25,82,5,"1644",676,15,236,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"104.3","107.2"
"Devin Durrant","SF",79,200,1,25,4,0,"51",21,0,10,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"104.3","107.2"
"Rick Robey","C",83,230,7,30,46,1,"629",191,3,92,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"104.3","107.2"
"Rod Foster","PG",73,160,2,25,48,0,"704",218,32,77,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"104.3","107.2"
"Georgi Glouchkov","PF",80,235,0,26,49,16,"772",209,1,124,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"104.3","107.2"
"James Edwards","C",84,225,8,30,52,51,"1314",587,0,200,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"104.3","107.2"
"Bernard Thompson","SG",78,210,1,23,61,20,"1281",399,2,151,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"104.3","107.2"
"Sedric Toney","PG",74,178,0,23,10,0,"206",59,10,18,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"104.3","107.2"
"Darnell Valentine","PG",73,183,4,26,28,27,"734",206,3,78,0,0,0,0,"109.2","108.2"
"Jerome Kersey","SF",79,215,1,23,79,2,"1217",470,6,208,0,0,0,0,23,4,0,"56",22,1,13,0,0,0,0,"109.2","108.2"
"Mychal Thompson","C",82,226,6,31,82,78,"2569",1011,0,267,0,0,0,0,31,4,4,"140",54,0,13,0,0,0,0,"109.2","108.2"
"Terry Porter","PG",75,195,0,22,79,3,"1214",447,42,136,0,0,0,0,22,4,0,"68",27,6,10,0,0,0,0,"109.2","108.2"
"Jim Paxson","SG",78,200,6,28,75,31,"1931",792,62,156,0,0,0,0,28,4,0,"71",37,6,12,0,0,0,0,"109.2","108.2"
"Clyde Drexler","SG",79,210,2,23,75,58,"2576",1142,60,270,0,0,0,0,23,4,4,"145",57,5,19,0,0,0,0,"109.2","108.2"
"Sam Bowie","C",85,235,1,24,38,34,"1132",345,0,142,0,0,0,0,"109.2","108.2"
"Steve Colter","PG",75,165,1,23,81,51,"1868",597,83,188,0,0,0,0,23,4,4,"104",26,1,13,0,0,0,0,"109.2","108.2"
"Ken Johnson","PF",80,240,0,23,64,0,"815",214,0,147,0,0,0,0,23,2,0,"11",0,0,1,0,0,0,0,"109.2","108.2"
"Brian Martin","SF",81,212,0,23,5,0,"14",5,0,5,0,0,0,0,"109.2","108.2"
"Kiki Vandeweghe","SF",80,220,5,27,79,76,"2791",1332,8,161,0,0,0,0,27,4,4,"149",69,2,12,0,0,0,0,"109.2","108.2"
"Kenny Carr","PF",79,220,8,30,55,31,"1557",466,4,203,0,0,0,0,30,4,4,"143",42,1,18,0,0,0,0,"109.2","108.2"
"Caldwell Jones","C",83,217,12,35,80,19,"1437",254,7,244,0,0,0,0,35,4,0,"73",17,0,13,0,0,0,0,"109.2","108.2"
"Lancaster Gordon","SG",75,185,1,23,60,1,"704",345,28,91,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"105.4","112.1"
"Jay Murphy","SF",81,220,1,23,14,0,"100",45,2,12,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"105.4","112.1"
"Franklin Edwards","PG",73,170,4,26,73,19,"1491",577,9,87,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"105.4","112.1"
"Derek Smith","SG",78,205,3,24,11,9,"339",181,2,35,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"105.4","112.1"
"Cedric Maxwell","SF",80,205,8,30,76,72,"2458",661,3,252,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"105.4","112.1"
"Marques Johnson","SG",79,218,8,29,75,75,"2605",1201,15,214,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"105.4","112.1"
"Darnell Valentine","PG",73,183,4,26,34,2,"483",182,11,45,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"105.4","112.1"
"Jamaal Wilkes","SF",78,190,11,32,13,1,"195",65,3,19,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"105.4","112.1"
"Ozell Jones","C",83,235,1,25,3,0,"18",2,0,5,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"105.4","112.1"
