"Name","Position","Height","Weight","Exp","Age","G","GS","MP","3PA","FGA","PF","PER","USG%","OWS","DWS","PG","PGS","PMP","P3PA","PFGA","PPF","PPER","PUSG%","POWS","PDWS","TORtg","TDRtg"
"Brian Oliver","SG",76,210,1,23,34,0,"279",100,4,33,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"108.3","109.7"
"Mitchell Wiggins","SG",76,185,5,32,49,0,"569",229,1,67,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"108.3","109.7"
"Greg Grant","PG",67,140,2,25,55,0,"834",217,18,73,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"108.3","109.7"
"Dave Hoppen","C",83,235,4,27,11,0,"40",7,0,6,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"108.3","109.7"
"Armen Gilliam","PF",81,230,4,27,81,81,"2771",1001,2,176,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"108.3","109.7"
"Michael Ansley","SF",79,225,2,24,8,0,"32",11,0,6,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"108.3","109.7"
"Kenny Payne","SF",80,195,2,25,49,3,"353",145,12,34,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"108.3","109.7"
"Ron Anderson","SF",79,215,7,33,82,11,"2432",1008,127,128,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"108.3","109.7"
"Hersey Hawkins","SG",75,190,3,25,81,81,"3013",1127,229,174,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"108.3","109.7"
"Charles Shackleford","C",82,225,2,25,72,62,"1399",422,1,205,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"108.3","109.7"
"Charles Barkley","PF",78,252,7,28,75,75,"2881",1126,137,196,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"108.3","109.7"
"Tharon Mayes","SG",75,175,0,23,21,0,"215",94,39,32,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"108.3","109.7"
"Johnny Dawkins","PG",74,165,5,28,82,82,"2815",902,101,158,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"108.3","109.7"
"Craig Hodges","SG",74,190,9,31,56,2,"555",242,96,33,0,0,0,0,31,17,0,"137",41,20,10,0,0,0,0,"115.5","104.5"
"Bill Cartwright","C",85,245,11,34,64,64,"1471",445,0,131,0,0,0,0,34,22,22,"612",116,0,70,0,0,0,0,"115.5","104.5"
"Chuck Nevitt","C",89,217,7,32,4,0,"9",3,0,2,0,0,0,0,"115.5","104.5"
"Bob Hansen","SG",78,190,8,31,66,0,"769",169,25,128,0,0,0,0,31,9,0,"69",22,6,10,0,0,0,0,"115.5","104.5"
"B.J. Armstrong","PG",74,175,2,24,82,3,"1875",697,87,88,0,0,0,0,24,22,0,"434",139,17,33,0,0,0,0,"115.5","104.5"
"John Paxson","PG",74,185,8,31,79,79,"1946",487,44,142,0,0,0,0,31,22,22,"598",139,27,53,0,0,0,0,"115.5","104.5"
"Michael Jordan","SG",78,195,7,28,80,80,"3102",1818,100,201,0,0,0,0,28,22,22,"920",581,44,62,0,0,0,0,"115.5","104.5"
"Scott Williams","PF",82,230,1,23,63,0,"690",172,3,122,0,0,0,0,23,22,0,"321",70,1,65,0,0,0,0,"115.5","104.5"
"Mark Randall","PF",80,235,0,24,15,0,"67",22,2,8,0,0,0,0,"115.5","104.5"
"Rory Sparrow","PG",74,175,11,33,4,0,"18",8,2,2,0,0,0,0,"115.5","104.5"
"Stacey King","PF",83,230,2,25,79,12,"1268",425,5,129,0,0,0,0,25,14,0,"111",40,2,12,0,0,0,0,"115.5","104.5"
"Will Perdue","C",84,240,3,26,77,7,"1007",278,2,133,0,0,0,0,26,18,0,"157",37,1,34,0,0,0,0,"115.5","104.5"
"Horace Grant","PF",82,215,4,26,81,81,"2859",790,2,196,0,0,0,0,26,22,22,"856",183,2,68,0,0,0,0,"115.5","104.5"
"Cliff Levingston","PF",80,210,9,31,79,0,"1020",251,6,134,0,0,0,0,31,22,0,"191",57,1,31,0,0,0,0,"115.5","104.5"
"Dennis Hopson","SG",77,200,4,26,2,0,"10",2,0,2,0,0,0,0,"115.5","104.5"
"Scottie Pippen","SF",80,210,4,26,82,82,"3164",1359,80,242,0,0,0,0,26,22,22,"899",325,24,72,0,0,0,0,"115.5","104.5"
"Tim Hardaway","PG",72,175,2,25,81,81,"3332",1592,376,208,0,0,0,0,25,4,4,"176",80,29,14,0,0,0,0,"113.6","109.9"
"Rod Higgins","SF",79,200,9,32,25,6,"535",211,95,75,0,0,0,0,32,2,2,"17",5,2,1,0,0,0,0,"113.6","109.9"
"Chris Mullin","SF",78,200,6,28,81,81,"3346",1584,175,171,0,0,0,0,28,4,4,"168",63,12,8,0,0,0,0,"113.6","109.9"
"Tyrone Hill","C",81,240,1,23,82,75,"1886",487,1,315,0,0,0,0,23,4,1,"47",7,0,12,0,0,0,0,"113.6","109.9"
"Victor Alexander","C",81,265,0,22,80,28,"1350",459,1,176,0,0,0,0,22,4,0,"24",5,0,8,0,0,0,0,"113.6","109.9"
"Jim Petersen","PF",82,235,7,29,27,2,"169",40,2,35,0,0,0,0,"113.6","109.9"
"Mario Elie","SG",77,210,1,28,79,32,"1677",424,70,159,0,0,0,0,28,4,2,"80",36,2,11,0,0,0,0,"113.6","109.9"
"Billy Thompson","SF",79,195,5,28,1,0,"1",0,0,0,0,0,0,0,"113.6","109.9"
"Kenny Battle","SG",78,210,2,27,8,0,"46",13,1,6,0,0,0,0,"113.6","109.9"
"Vincent Askew","SG",78,210,2,25,80,10,"1496",379,10,128,0,0,0,0,25,4,0,"30",8,0,3,0,0,0,0,"113.6","109.9"
"Jud Buechler","SF",78,220,1,23,15,0,"121",33,1,11,0,0,0,0,"113.6","109.9"
"Tony Massenburg","PF",81,220,1,24,7,0,"22",8,0,10,0,0,0,0,"113.6","109.9"
"Tom Tolbert","PF",79,235,3,26,35,0,"310",86,8,73,0,0,0,0,"113.6","109.9"
"Chris Gatling","PF",82,220,0,24,54,1,"612",206,4,101,0,0,0,0,24,4,0,"81",29,0,14,0,0,0,0,"113.6","109.9"
"Sarunas Marciulionis","SG",77,200,2,27,72,5,"2117",912,10,237,0,0,0,0,27,4,0,"133",47,2,15,0,0,0,0,"113.6","109.9"
"Mike Smrek","C",84,250,6,29,2,0,"3",0,0,0,0,0,0,0,"113.6","109.9"
"Alton Lister","C",84,240,10,33,26,12,"293",79,0,61,0,0,0,0,33,4,3,"47",15,0,9,0,0,0,0,"113.6","109.9"
"Jaren Jackson","SG",76,190,1,24,5,0,"54",23,0,7,0,0,0,0,"113.6","109.9"
"Billy Owens","PF",80,220,0,22,80,77,"2510",891,9,276,0,0,0,0,22,4,4,"157",57,0,14,0,0,0,0,"113.6","109.9"
"Walter Davis","SF",78,193,14,37,46,0,"741",403,16,69,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"100.7","108.6"
"Kevin Brooks","SF",78,200,0,22,37,0,"270",97,11,19,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"100.7","108.6"
"Winston Garland","PG",74,170,4,27,78,67,"2209",750,28,206,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"100.7","108.6"
"Joe Wolf","C",83,230,4,27,67,0,"1160",277,11,124,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"100.7","108.6"
"Reggie Williams","SF",79,190,4,27,81,80,"2623",1277,156,270,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"100.7","108.6"
"Todd Lichti","SG",76,205,2,25,68,10,"1176",376,9,131,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"100.7","108.6"
"Scott Hastings","C",82,235,9,31,40,4,"421",50,9,56,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"100.7","108.6"
"Anthony Cook","PF",81,205,1,24,22,0,"115",25,0,10,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"100.7","108.6"
"Marcus Liberty","SF",80,205,1,23,75,13,"1527",621,50,165,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"100.7","108.6"
"Greg Anderson","PF",82,230,4,27,82,82,"2793",854,4,263,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"100.7","108.6"
"Mahmoud Abdul-Rauf","PG",73,162,1,22,81,11,"1538",845,94,130,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"100.7","108.6"
"Dikembe Mutombo","C",86,245,0,25,71,71,"2716",869,0,273,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"100.7","108.6"
"Jerome Lane","PF",78,230,3,25,9,5,"141",40,0,18,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"100.7","108.6"
"Steve Scheffler","C",81,250,1,24,7,0,"46",7,0,8,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"100.7","108.6"
"Mark Macon","SG",76,185,0,22,76,67,"2304",889,30,242,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"100.7","108.6"
"Jay Humphries","PG",75,185,7,29,71,71,"2261",803,144,210,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"108.8","110.6"
"Frank Brickowski","SF",81,240,7,32,65,60,"1556",584,6,223,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"108.8","110.6"
"Lester Conner","PG",76,180,8,32,81,9,"1420",239,7,86,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"108.8","110.6"
"Steve Henson","PG",71,177,1,23,50,1,"386",144,48,50,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"108.8","110.6"
"Fred Roberts","PF",82,218,8,31,80,63,"1746",645,37,177,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"108.8","110.6"
"Dale Ellis","SF",79,205,8,31,81,11,"2191",1034,329,151,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"108.8","110.6"
"Danny Schayes","C",83,235,10,32,43,4,"726",199,0,98,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"108.8","110.6"
"Moses Malone","C",82,215,17,36,82,77,"2511",929,8,136,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"108.8","110.6"
"Brad Lohaus","PF",83,230,4,27,70,8,"1081",360,144,144,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"108.8","110.6"
"Alvin Robertson","SG",75,185,7,29,82,79,"2463",922,210,263,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"108.8","110.6"
"Larry Krystkowiak","PF",81,220,4,27,79,16,"1848",660,5,218,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"108.8","110.6"
"Jeff Grayer","SG",77,200,3,26,82,11,"1659",689,66,142,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"108.8","110.6"
"Jerome Lane","PF",78,230,3,25,2,0,"6",1,0,1,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"108.8","110.6"
"Dave Popson","PF",82,220,2,27,5,0,"26",7,1,5,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"108.8","110.6"
"Dennis Rodman","PF",79,210,5,30,82,80,"3301",635,101,248,0,0,0,0,30,5,5,"156",27,2,17,0,0,0,0,"107.5","105.3"
"Darrell Walker","SG",76,180,8,30,74,4,"1541",381,10,134,0,0,0,0,30,5,0,"68",9,0,7,0,0,0,0,"107.5","105.3"
"Lance Blanks","SG",76,190,1,25,43,0,"189",55,16,26,0,0,0,0,25,1,0,"10",2,0,2,0,0,0,0,"107.5","105.3"
"Gerald Henderson","PG",74,175,12,36,8,0,"62",21,5,8,0,0,0,0,"107.5","105.3"
"Orlando Woolridge","SF",81,215,10,32,82,61,"2113",907,9,154,0,0,0,0,32,5,5,"128",52,0,14,0,0,0,0,"107.5","105.3"
"William Bedford","C",84,225,4,28,32,8,"363",121,1,56,0,0,0,0,28,1,0,"9",6,0,1,0,0,0,0,"107.5","105.3"
"Isiah Thomas","PG",73,180,10,30,78,78,"2918",1264,86,194,0,0,0,0,30,5,5,"200",65,11,18,0,0,0,0,"107.5","105.3"
"Bill Laimbeer","C",83,245,11,34,81,46,"2234",727,85,225,0,0,0,0,34,5,4,"145",46,10,18,0,0,0,0,"107.5","105.3"
"John Salley","PF",83,230,5,27,72,38,"1774",486,3,222,0,0,0,0,27,5,1,"149",44,1,18,0,0,0,0,"107.5","105.3"
"Brad Sellers","PF",84,210,4,29,43,1,"226",88,1,20,0,0,0,0,29,2,0,"13",4,0,0,0,0,0,0,"107.5","105.3"
"Joe Dumars","SG",75,190,6,28,82,82,"3192",1311,120,145,0,0,0,0,28,5,5,"221",68,10,11,0,0,0,0,"107.5","105.3"
"Mark Aguirre","SF",78,232,10,32,75,12,"1582",787,71,171,0,0,0,0,32,5,0,"113",48,5,9,0,0,0,0,"107.5","105.3"
"Charles Thomas","SG",75,175,0,22,36,0,"156",51,17,20,0,0,0,0,"107.5","105.3"
"Bob McCann","SF",78,244,1,27,26,0,"129",33,1,23,0,0,0,0,27,1,0,"13",6,0,2,0,0,0,0,"107.5","105.3"
"Terry Teagle","SG",77,195,9,31,82,0,"1602",805,4,148,0,0,0,0,31,4,2,"126",55,0,18,0,0,0,0,"107.7","108.9"
"Keith Owens","SF",79,225,0,22,20,0,"80",32,0,11,0,0,0,0,"107.7","108.9"
"Demetrius Calip","PG",73,165,0,22,7,0,"58",18,5,8,0,0,0,0,"107.7","108.9"
"Tony Smith","PG",75,185,1,23,63,0,"820",283,11,91,0,0,0,0,23,4,0,"40",10,2,5,0,0,0,0,"107.7","108.9"
"Jack Haley","C",82,240,3,28,49,9,"394",84,0,75,0,0,0,0,28,2,0,"12",4,0,3,0,0,0,0,"107.7","108.9"
"Sam Perkins","PF",81,235,7,30,63,63,"2332",803,69,192,0,0,0,0,"107.7","108.9"
"Cliff Robinson","PF",81,220,10,31,9,0,"78",27,1,4,0,0,0,0,31,3,0,"24",10,0,6,0,0,0,0,"107.7","108.9"
"Sedale Threatt","PG",74,175,8,30,82,82,"3070",1041,62,231,0,0,0,0,30,4,4,"162",46,3,11,0,0,0,0,"107.7","108.9"
"Chucky Brown","SF",79,214,2,23,36,2,"381",118,3,41,0,0,0,0,23,3,0,"44",19,1,3,0,0,0,0,"107.7","108.9"
"Byron Scott","SG",75,195,8,30,82,82,"2679",1005,157,140,0,0,0,0,30,4,4,"148",44,12,10,0,0,0,0,"107.7","108.9"
"James Worthy","SF",81,225,9,30,54,54,"2108",1007,43,89,0,0,0,0,"107.7","108.9"
"Rory Sparrow","PG",74,175,11,33,42,0,"471",143,13,55,0,0,0,0,33,3,0,"16",4,0,5,0,0,0,0,"107.7","108.9"
"Elden Campbell","C",83,215,1,23,81,47,"1876",491,2,203,0,0,0,0,23,4,2,"117",37,0,14,0,0,0,0,"107.7","108.9"
"A.C. Green","PF",81,220,6,28,82,53,"2902",803,56,141,0,0,0,0,28,4,4,"153",39,0,10,0,0,0,0,"107.7","108.9"
"Vlade Divac","C",85,243,2,23,36,18,"979",317,19,114,0,0,0,0,23,4,4,"143",43,2,17,0,0,0,0,"107.7","108.9"
"John Turner","SF",80,245,0,24,42,0,"345",98,0,40,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"106.2","108.0"
"Dan Godfread","C",82,250,1,24,1,0,"2",0,0,0,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"106.2","108.0"
"Sleepy Floyd","PG",75,170,9,31,82,3,"1662",704,123,128,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"106.2","108.0"
"Larry Smith","PF",80,215,11,34,45,7,"800",92,1,121,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"106.2","108.0"
"Carl Herrera","PF",81,215,0,25,43,7,"566",161,1,60,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"106.2","108.0"
"Gerald Henderson","PG",74,175,12,36,8,0,"34",11,3,4,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"106.2","108.0"
"Kenny Smith","PG",75,170,4,26,81,80,"2735",910,137,112,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"106.2","108.0"
"Vernon Maxwell","SG",76,180,3,26,80,80,"2700",1216,473,200,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"106.2","108.0"
"Kennard Winchester","SG",77,210,1,25,4,0,"17",3,0,1,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"106.2","108.0"
"Matt Bullard","PF",82,215,1,24,80,7,"1278",447,166,129,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"106.2","108.0"
"Tree Rollins","C",85,235,14,36,59,5,"697",86,0,85,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"106.2","108.0"
"Dave Jamerson","SG",77,190,1,24,48,0,"378",191,28,39,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"106.2","108.0"
"Hakeem Olajuwon","C",84,255,7,29,70,69,"2636",1177,1,263,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"106.2","108.0"
"Otis Thorpe","PF",81,225,7,29,82,82,"3056",943,7,307,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"106.2","108.0"
"Avery Johnson","PG",70,175,3,26,49,1,"772",222,10,46,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"106.2","108.0"
"Buck Johnson","SF",79,190,5,28,80,69,"2202",633,9,234,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"106.2","108.0"
"Greg Foster","PF",83,240,1,23,49,3,"548",193,1,83,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"103.9","108.4"
"Rex Chapman","SG",76,185,3,24,1,0,"22",12,2,4,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"103.9","108.4"
"Ledell Eackles","SG",77,220,3,25,65,25,"1463",759,35,145,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"103.9","108.4"
"Andre Turner","PG",71,160,5,27,70,3,"871",261,16,59,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"103.9","108.4"
"Larry Stewart","PF",80,220,0,23,76,43,"2229",590,3,225,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"103.9","108.4"
"Charles Jones","C",81,215,8,34,75,32,"1365",90,0,214,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"103.9","108.4"
"Tom Hammonds","PF",81,215,2,24,37,19,"984",400,1,118,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"103.9","108.4"
"Michael Adams","PG",70,162,6,29,78,78,"2795",1233,386,162,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"103.9","108.4"
"LaBradford Smith","SG",75,200,0,22,48,5,"708",246,21,98,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"103.9","108.4"
"Harvey Grant","SF",80,195,3,26,64,60,"2388",1022,8,178,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"103.9","108.4"
"Albert King","SF",78,190,8,32,6,0,"59",30,7,7,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"103.9","108.4"
"Ralph Sampson","C",88,228,8,31,10,0,"108",29,2,14,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"103.9","108.4"
"Pervis Ellison","C",81,210,2,24,66,64,"2511",1014,3,222,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"103.9","108.4"
"David Wingate","SG",77,185,5,28,81,72,"2127",572,18,162,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"103.9","108.4"
"A.J. English","SG",75,175,1,24,81,6,"1665",846,34,160,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"103.9","108.4"
"Derek Strong","PF",80,220,0,23,1,0,"12",4,0,1,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"103.9","108.4"
"Reggie Miller","SG",79,185,4,26,82,82,"3120",1121,341,210,0,0,0,0,26,3,3,"130",43,11,12,0,0,0,0,"111.7","109.9"
"Vern Fleming","PG",77,185,7,29,82,6,"1737",610,27,134,0,0,0,0,29,3,0,"51",18,0,5,0,0,0,0,"111.7","109.9"
"Chuck Person","SF",80,220,5,27,81,81,"2923",1284,354,247,0,0,0,0,27,3,3,"118",47,15,11,0,0,0,0,"111.7","109.9"
"Rik Smits","C",88,250,3,25,74,55,"1772",855,2,231,0,0,0,0,25,3,1,"28",11,0,7,0,0,0,0,"111.7","109.9"
"George McCloud","SF",78,205,2,24,51,5,"892",313,94,95,0,0,0,0,24,2,2,"53",12,6,5,0,0,0,0,"111.7","109.9"
"Randy Wittman","SG",78,210,8,32,24,0,"115",19,0,4,0,0,0,0,"111.7","109.9"
"Micheal Williams","PG",74,175,3,25,79,76,"2750",824,33,262,0,0,0,0,25,3,3,"106",43,9,12,0,0,0,0,"111.7","109.9"
"Greg Dreiling","C",85,250,5,29,60,23,"509",87,1,123,0,0,0,0,29,1,0,"3",0,0,2,0,0,0,0,"111.7","109.9"
"Mike Sanders","SF",78,210,9,31,10,0,"81",22,0,8,0,0,0,0,"111.7","109.9"
"Sean Green","SG",77,210,0,21,35,0,"256",158,10,31,0,0,0,0,21,1,0,"3",0,0,0,0,0,0,0,"111.7","109.9"
"Kenny Williams","SF",81,205,1,22,60,6,"565",218,4,99,0,0,0,0,22,1,0,"1",0,0,0,0,0,0,0,"111.7","109.9"
"Jerome Lane","PF",78,230,3,25,3,0,"30",5,0,9,0,0,0,0,"111.7","109.9"
"Detlef Schrempf","PF",81,214,6,29,80,4,"2605",925,71,286,0,0,0,0,29,3,0,"120",47,4,10,0,0,0,0,"111.7","109.9"
