"Name","Position","Height","Weight","Exp","Age","G","GS","MP","3PA","FGA","PF","PER","USG%","OWS","DWS","PG","PGS","PMP","P3PA","PFGA","PPF","PPER","PUSG%","POWS","PDWS","TORtg","TDRtg"
"Dale Davis","PF",83,230,0,22,64,23,"1301",279,1,191,0,0,0,0,22,3,0,"69",10,0,8,0,0,0,0,"111.7","109.9"
"LaSalle Thompson","C",82,245,9,30,80,49,"1299",359,2,207,0,0,0,0,30,3,3,"63",11,0,11,0,0,0,0,"111.7","109.9"
"Corey Crowder","SF",77,214,0,22,51,0,"328",112,30,35,0,0,0,0,22,4,0,"12",9,2,1,0,0,0,0,"112.2","105.6"
"Jeff Malone","SG",76,205,8,30,81,81,"2922",1353,12,126,0,0,0,0,30,16,16,"610",275,3,33,0,0,0,0,"112.2","105.6"
"Isaac Austin","C",82,255,0,22,31,0,"112",46,0,20,0,0,0,0,"112.2","105.6"
"Mark Eaton","C",88,275,9,35,81,81,"2023",240,0,239,0,0,0,0,35,16,16,"473",46,0,47,0,0,0,0,"112.2","105.6"
"David Benoit","SF",80,220,0,23,77,2,"1161",375,14,124,0,0,0,0,23,13,9,"257",84,13,30,0,0,0,0,"112.2","105.6"
"John Stockton","PG",73,170,7,29,82,82,"3002",939,204,234,0,0,0,0,29,16,16,"623",182,58,38,0,0,0,0,"112.2","105.6"
"Eric Murdock","PG",73,190,0,23,50,0,"478",183,26,52,0,0,0,0,23,3,0,"11",5,1,1,0,0,0,0,"112.2","105.6"
"Bob Thornton","PF",82,225,6,29,2,0,"6",7,0,1,0,0,0,0,29,7,0,"32",5,0,3,0,0,0,0,"112.2","105.6"
"Thurl Bailey","PF",83,215,8,30,13,0,"327",101,1,31,0,0,0,0,"112.2","105.6"
"Blue Edwards","SF",76,200,2,26,81,81,"2283",830,103,236,0,0,0,0,26,16,7,"354",111,10,45,0,0,0,0,"112.2","105.6"
"Mike Brown","C",81,257,5,28,82,1,"1783",488,1,196,0,0,0,0,28,16,0,"274",75,0,43,0,0,0,0,"112.2","105.6"
"Delaney Rudd","SG",74,180,2,29,65,0,"538",188,47,64,0,0,0,0,29,10,0,"84",21,7,11,0,0,0,0,"112.2","105.6"
"Karl Malone","PF",81,250,6,28,81,81,"3054",1516,17,226,0,0,0,0,28,16,16,"688",284,2,57,0,0,0,0,"112.2","105.6"
"Tyrone Corbin","SF",78,210,6,29,69,1,"1863",488,3,162,0,0,0,0,29,16,0,"447",137,2,45,0,0,0,0,"112.2","105.6"
"Scott Brooks","PG",71,165,3,26,82,0,"1082",374,90,82,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"105.0","112.4"
"Randy Breuer","C",87,230,8,31,67,25,"1176",344,1,117,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"105.0","112.4"
"Tom Garrick","SG",74,185,3,25,15,0,"112",33,2,14,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"105.0","112.4"
"Gerald Glass","SF",77,221,1,24,75,41,"1822",871,54,171,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"105.0","112.4"
"Pooh Richardson","PG",73,180,2,25,82,82,"2922",1261,155,152,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"105.0","112.4"
"Mark Randall","PF",80,235,0,24,39,0,"374",127,14,31,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"105.0","112.4"
"Tod Murphy","PF",81,220,3,28,47,3,"429",80,2,40,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"105.0","112.4"
"Thurl Bailey","PF",83,215,8,30,71,18,"1777",735,1,129,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"105.0","112.4"
"Sam Mitchell","PF",78,210,2,28,82,63,"2151",725,11,230,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"105.0","112.4"
"Doug West","SG",78,200,2,24,80,72,"2540",894,23,239,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"105.0","112.4"
"Luc Longley","C",86,265,0,23,66,3,"991",249,0,157,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"105.0","112.4"
"Tyrone Corbin","SF",78,210,6,29,11,8,"344",142,1,31,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"105.0","112.4"
"Tony Campbell","SF",79,215,7,29,78,41,"2441",1137,37,206,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"105.0","112.4"
"Tellis Frank","PF",82,225,3,26,10,0,"140",33,0,24,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"105.0","112.4"
"Felton Spencer","C",84,265,1,24,61,54,"1481",331,0,241,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"105.0","112.4"
"Myron Brown","PG",75,180,0,22,4,0,"23",6,3,2,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"105.0","112.4"
"Kennard Winchester","SF",77,210,1,25,15,0,"64",27,2,4,0,0,0,0,25,3,0,"11",5,0,0,0,0,0,0,"108.3","104.2"
"Anthony Mason","PF",79,250,2,25,82,0,"2198",399,0,229,0,0,0,0,25,12,0,"288",43,0,34,0,0,0,0,"108.3","104.2"
"James Donaldson","C",86,275,11,34,14,0,"81",18,0,17,0,0,0,0,34,2,0,"11",2,0,2,0,0,0,0,"108.3","104.2"
"Patrick Ewing","C",84,240,6,29,82,82,"3150",1525,6,277,0,0,0,0,29,12,12,"482",239,1,49,0,0,0,0,"108.3","104.2"
"John Starks","SG",75,180,2,26,82,0,"2118",902,270,231,0,0,0,0,26,12,0,"295",123,46,45,0,0,0,0,"108.3","104.2"
"Tim McCormick","C",83,240,7,29,22,0,"108",33,0,18,0,0,0,0,29,1,0,"6",2,0,1,0,0,0,0,"108.3","104.2"
"Charles Oakley","PF",80,225,6,28,82,82,"2309",402,3,258,0,0,0,0,28,12,12,"354",58,0,36,0,0,0,0,"108.3","104.2"
"Mark Jackson","PG",73,180,4,26,81,81,"2461",747,43,153,0,0,0,0,26,12,12,"368",92,21,26,0,0,0,0,"108.3","104.2"
"Greg Anthony","PG",72,176,0,24,82,1,"1510",435,55,170,0,0,0,0,24,12,0,"213",46,12,28,0,0,0,0,"108.3","104.2"
"Patrick Eddie","C",83,240,0,24,4,0,"13",9,0,3,0,0,0,0,"108.3","104.2"
"Brian Quinnett","SG",80,235,2,25,24,0,"190",73,26,21,0,0,0,0,"108.3","104.2"
"Carlton McKinney","SG",76,190,1,27,2,0,"9",9,0,1,0,0,0,0,"108.3","104.2"
"Gerald Wilkins","SG",78,185,6,28,82,82,"2344",964,108,195,0,0,0,0,28,12,12,"344",109,13,35,0,0,0,0,"108.3","104.2"
"Xavier McDaniel","SF",79,205,6,28,82,82,"2344",1021,39,241,0,0,0,0,28,12,12,"458",197,8,34,0,0,0,0,"108.3","104.2"
"Kiki Vandeweghe","SF",80,220,11,33,67,0,"956",383,66,87,0,0,0,0,33,8,0,"75",24,5,10,0,0,0,0,"108.3","104.2"
"Nick Anderson","SG",78,205,2,24,60,59,"2203",1042,85,132,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"103.5","110.5"
"Terry Catledge","PF",80,220,6,28,78,67,"2430",922,4,196,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"103.5","110.5"
"Sam Vincent","PG",74,185,6,28,39,18,"885",349,13,55,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"103.5","110.5"
"Chris Corchiani","PG",72,185,0,23,51,1,"741",193,37,94,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"103.5","110.5"
"Jerry Reynolds","SG",80,200,6,29,46,16,"1159",518,24,69,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"103.5","110.5"
"Otis Smith","SG",77,210,5,28,55,5,"877",318,21,85,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"103.5","110.5"
"Mark Acres","C",83,220,4,29,68,6,"926",151,3,140,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"103.5","110.5"
"Stanley Roberts","C",84,285,0,21,55,34,"1118",446,1,221,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"103.5","110.5"
"Greg Kite","C",83,250,8,30,72,44,"1479",215,1,212,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"103.5","110.5"
"Morlon Wiley","PG",76,185,3,25,9,0,"90",28,4,13,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"103.5","110.5"
"Jeff Turner","SF",81,230,5,29,75,42,"1591",499,8,229,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"103.5","110.5"
"Sean Higgins","PF",81,205,1,23,32,12,"580",262,24,52,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"103.5","110.5"
"Scott Skiles","PG",73,180,5,27,75,63,"2377",868,250,188,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"103.5","110.5"
"Dennis Scott","SF",80,229,1,23,18,15,"608",331,89,49,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"103.5","110.5"
"Stephen Thompson","SG",76,185,0,23,1,0,"15",3,0,2,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"103.5","110.5"
"Bison Dele","PF",81,235,0,22,48,2,"905",324,0,139,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"103.5","110.5"
"Anthony Bowie","SG",78,190,2,28,52,26,"1721",633,44,101,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"103.5","110.5"
"John Morton","SG",75,180,2,24,4,0,"54",12,1,3,0,0,0,0,"113.9","108.2"
"Craig Ehlo","SG",78,180,8,30,63,62,"2016",684,167,150,0,0,0,0,30,17,14,"552",152,51,40,0,0,0,0,"113.9","108.2"
"Hot Rod Williams","C",83,215,5,29,80,12,"2432",678,4,191,0,0,0,0,29,17,0,"567",154,0,58,0,0,0,0,"113.9","108.2"
"John Battle","SG",74,175,6,29,76,2,"1637",659,17,116,0,0,0,0,29,15,0,"202",82,2,11,0,0,0,0,"113.9","108.2"
"Steve Kerr","PG",75,175,3,26,48,20,"847",237,74,29,0,0,0,0,26,12,3,"149",41,11,12,0,0,0,0,"113.9","108.2"
"Henry James","SF",80,220,1,26,65,5,"866",403,90,94,0,0,0,0,26,8,0,"22",10,3,2,0,0,0,0,"113.9","108.2"
"Larry Nance","PF",82,205,10,32,81,81,"2880",1032,6,200,0,0,0,0,32,17,17,"681",251,1,56,0,0,0,0,"113.9","108.2"
"Jimmy Oliver","SG",77,205,0,22,27,8,"252",98,9,22,0,0,0,0,"113.9","108.2"
"Mark Price","PG",72,170,5,27,72,72,"2138",897,261,113,0,0,0,0,27,17,17,"603",238,69,34,0,0,0,0,"113.9","108.2"
"Chucky Brown","SF",79,214,2,23,6,0,"50",10,0,7,0,0,0,0,"113.9","108.2"
"Mike Sanders","SF",78,210,9,31,21,20,"552",139,3,75,0,0,0,0,31,17,17,"418",115,3,62,0,0,0,0,"113.9","108.2"
"Terrell Brandon","PG",71,180,0,21,82,9,"1605",601,23,107,0,0,0,0,21,12,0,"157",55,3,17,0,0,0,0,"113.9","108.2"
"Danny Ferry","PF",82,230,1,25,68,1,"937",328,48,135,0,0,0,0,25,9,0,"55",15,3,7,0,0,0,0,"113.9","108.2"
"Brad Daugherty","C",84,245,5,26,73,73,"2643",1010,2,190,0,0,0,0,26,17,17,"687",235,1,47,0,0,0,0,"113.9","108.2"
"Bobby Phills","SG",77,210,0,22,10,0,"65",28,2,3,0,0,0,0,22,5,0,"12",9,1,1,0,0,0,0,"113.9","108.2"
"Winston Bennett","SF",79,210,2,26,52,45,"831",209,1,121,0,0,0,0,"113.9","108.2"
"Ennis Whatley","PG",75,177,6,29,23,0,"209",51,4,12,0,0,0,0,29,15,0,"96",20,1,11,0,0,0,0,"111.4","104.2"
"Lamont Strothers","SG",76,190,0,23,4,0,"17",12,2,2,0,0,0,0,"111.4","104.2"
"Robert Pack","PG",74,180,0,22,72,0,"894",272,10,101,0,0,0,0,22,14,0,"52",18,0,10,0,0,0,0,"111.4","104.2"
"Kevin Duckworth","C",84,275,5,27,82,82,"2222",786,3,264,0,0,0,0,27,21,21,"647",216,0,76,0,0,0,0,"111.4","104.2"
"Wayne Cooper","C",82,220,13,35,35,0,"344",82,0,57,0,0,0,0,35,3,0,"27",4,0,4,0,0,0,0,"111.4","104.2"
"Jerome Kersey","SF",79,215,7,29,77,76,"2553",852,8,254,0,0,0,0,29,21,21,"756",257,3,85,0,0,0,0,"111.4","104.2"
"Terry Porter","PG",75,195,6,28,82,82,"2784",1129,324,155,0,0,0,0,28,21,21,"870",285,78,49,0,0,0,0,"111.4","104.2"
"Clifford Robinson","SF",82,225,2,25,82,7,"2124",854,11,274,0,0,0,0,25,21,0,"522",197,6,84,0,0,0,0,"111.4","104.2"
"Danny Ainge","SG",76,175,10,32,81,6,"1595",676,230,148,0,0,0,0,32,21,0,"449",169,52,58,0,0,0,0,"111.4","104.2"
"Clyde Drexler","SG",79,210,8,29,76,76,"2751",1476,338,229,0,0,0,0,29,21,21,"847",425,81,77,0,0,0,0,"111.4","104.2"
"Alaa Abdelnaby","PF",82,240,1,23,71,1,"934",361,0,132,0,0,0,0,23,8,0,"25",10,0,4,0,0,0,0,"111.4","104.2"
"Danny Young","PG",75,175,7,29,18,0,"134",40,10,6,0,0,0,0,"111.4","104.2"
"Mark Bryant","PF",81,245,3,26,56,0,"800",198,3,105,0,0,0,0,26,12,0,"116",29,0,22,0,0,0,0,"111.4","104.2"
"Buck Williams","PF",80,215,10,31,80,80,"2519",563,1,244,0,0,0,0,31,21,21,"758",130,0,73,0,0,0,0,"111.4","104.2"
"LeRon Ellis","C",81,225,0,22,29,0,"103",50,0,11,0,0,0,0,22,1,0,"2",0,0,0,0,0,0,0,"105.8","104.7"
"Danny Young","PG",75,175,7,29,44,5,"889",215,60,47,0,0,0,0,29,3,0,"11",4,2,0,0,0,0,0,"105.8","104.7"
"Doc Rivers","PG",76,185,8,30,59,25,"1657",533,92,166,0,0,0,0,30,5,4,"187",56,8,16,0,0,0,0,"105.8","104.7"
"Ron Harper","SG",78,185,5,28,82,82,"3144",1292,211,199,0,0,0,0,28,5,5,"206",87,9,13,0,0,0,0,"105.8","104.7"
"Bo Kimble","SG",76,190,1,25,34,0,"277",111,13,37,0,0,0,0,25,3,0,"5",1,0,2,0,0,0,0,"105.8","104.7"
"David Rivers","PG",72,170,2,27,15,0,"122",30,1,14,0,0,0,0,"105.8","104.7"
"Elliot Perry","PG",72,150,0,22,10,0,"66",15,2,10,0,0,0,0,"105.8","104.7"
"Ken Norman","SF",80,215,4,27,77,24,"2009",821,28,145,0,0,0,0,27,5,5,"184",53,2,18,0,0,0,0,"105.8","104.7"
"Gary Grant","PG",75,185,3,26,78,53,"2049",595,51,181,0,0,0,0,26,5,1,"77",21,2,10,0,0,0,0,"105.8","104.7"
"Danny Manning","PF",82,230,3,25,82,82,"2904",1199,5,293,0,0,0,0,25,5,5,"194",81,3,21,0,0,0,0,"105.8","104.7"
"Tony Brown","SF",78,185,6,31,22,0,"254",89,22,31,0,0,0,0,"105.8","104.7"
"Olden Polynice","C",83,220,4,27,76,65,"1834",470,1,165,0,0,0,0,27,5,0,"63",12,0,11,0,0,0,0,"105.8","104.7"
"Lanard Copeland","SG",78,190,1,26,10,0,"48",23,2,5,0,0,0,0,"105.8","104.7"
"Charles Smith","SF",82,230,3,26,49,25,"1310",539,6,159,0,0,0,0,26,5,5,"148",56,0,24,0,0,0,0,"105.8","104.7"
"James Edwards","C",84,225,14,36,72,11,"1437",538,1,236,0,0,0,0,36,5,0,"87",24,0,11,0,0,0,0,"105.8","104.7"
"Loy Vaught","PF",81,230,1,23,79,38,"1687",551,5,165,0,0,0,0,23,5,0,"36",11,1,3,0,0,0,0,"105.8","104.7"
"Tharon Mayes","SG",75,175,0,23,3,0,"40",5,2,9,0,0,0,0,"105.8","104.7"
"Mitch Richmond","SG",77,215,3,26,80,80,"3095",1465,268,231,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"103.9","109.9"
"Jim Les","PG",71,165,3,28,62,5,"712",192,131,58,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"103.9","109.9"
"Duane Causwell","C",84,240,1,23,80,77,"2291",455,1,281,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"103.9","109.9"
"Pete Chilcutt","PF",82,230,0,23,69,2,"817",250,2,70,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"103.9","109.9"
"Bob Hansen","SG",78,190,8,31,2,2,"40",9,2,6,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"103.9","109.9"
"Dwayne Schintzius","C",85,260,1,23,33,0,"400",117,4,67,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"103.9","109.9"
"Randy Brown","PG",74,190,0,23,56,0,"535",169,6,68,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"103.9","109.9"
"Wayman Tisdale","PF",81,240,6,27,72,71,"2521",1043,2,248,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"103.9","109.9"
"Steve Scheffler","C",81,250,1,24,4,0,"15",2,0,2,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"103.9","109.9"
"Anthony Bonner","PF",80,215,1,23,79,18,"2287",658,4,194,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"103.9","109.9"
"Carl Thomas","SG",76,175,0,22,1,0,"31",12,2,3,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"103.9","109.9"
"Lionel Simmons","SF",79,210,1,23,78,78,"2895",1162,5,205,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"103.9","109.9"
"Dennis Hopson","SG",77,200,4,26,69,0,"1304",591,47,113,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"103.9","109.9"
"Spud Webb","PG",66,133,6,28,77,77,"2724",1006,199,193,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"103.9","109.9"
"Stephen Thompson","SG",76,185,0,23,18,0,"76",34,1,7,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"103.9","109.9"
"Les Jepsen","C",84,237,1,24,31,0,"87",24,1,17,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"103.9","109.9"
"Tracy Moore","SF",76,200,0,26,42,2,"782",325,84,97,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"103.0","111.1"
"Tom Garrick","SG",74,185,3,25,6,0,"63",17,1,7,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"103.0","111.1"
"Brad Davis","PG",75,180,14,36,33,0,"429",86,18,57,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"103.0","111.1"
"Rodney McCray","SF",79,220,8,30,75,48,"2106",622,85,180,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"103.0","111.1"
"Fat Lever","SG",75,170,9,31,31,5,"884",349,52,73,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"103.0","111.1"
"Terry Davis","PF",81,225,2,24,68,67,"2149",531,5,202,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"103.0","111.1"
"Brian Howard","SF",78,204,0,24,27,0,"318",104,2,55,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"103.0","111.1"
"Herb Williams","C",82,242,10,33,75,26,"2040",851,6,189,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"103.0","111.1"
"Rolando Blackman","SG",78,190,10,32,75,74,"2527",1161,169,134,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"103.0","111.1"
"Doug Smith","PF",82,220,0,22,76,32,"1707",702,11,259,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"103.0","111.1"
"Derek Harper","PG",76,185,8,30,65,64,"2252",1011,186,150,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"103.0","111.1"
"James Donaldson","C",86,275,11,34,44,32,"994",227,0,86,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"103.0","111.1"
"Joao Vianna","SF",81,215,0,25,1,0,"9",2,0,3,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"103.0","111.1"
"Randy White","PF",80,240,2,24,65,12,"1021",382,27,157,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"103.0","111.1"
"Mike Iuzzolino","PG",70,175,0,24,52,21,"1280",355,136,79,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"103.0","111.1"
"Donald Hodge","PF",84,230,0,22,51,27,"1058",328,0,128,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"103.0","111.1"
"Brian Quinnett","SG",80,235,2,25,15,0,"136",51,15,11,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"103.0","111.1"
"Sean Higgins","SF",81,205,1,23,6,0,"36",15,1,6,0,0,0,0,"107.5","104.1"
"Steve Bardo","SG",77,190,0,23,1,0,"1",0,0,0,0,0,0,0,"107.5","104.1"
"Greg Sutton","PG",74,170,0,24,67,2,"601",240,89,111,0,0,0,0,24,2,0,"15",6,2,3,0,0,0,0,"107.5","104.1"
"Paul Pressey","SG",77,185,9,33,56,7,"759",161,21,86,0,0,0,0,33,3,2,"46",18,2,9,0,0,0,0,"107.5","104.1"
"Donald Royal","SF",80,210,1,25,60,4,"718",178,0,73,0,0,0,0,25,3,2,"57",9,0,7,0,0,0,0,"107.5","104.1"
"Rod Strickland","PG",75,175,3,25,57,54,"2053",659,15,122,0,0,0,0,25,2,2,"80",22,0,8,0,0,0,0,"107.5","104.1"
"Tom Garrick","SG",74,185,3,25,19,5,"374",93,1,33,0,0,0,0,"107.5","104.1"
"Antoine Carr","PF",81,225,7,30,81,27,"1867",732,5,264,0,0,0,0,30,3,3,"109",44,2,14,0,0,0,0,"107.5","104.1"
"Vinnie Johnson","SG",74,200,12,35,60,23,"1350",499,60,93,0,0,0,0,35,3,0,"69",24,4,7,0,0,0,0,"107.5","104.1"
"Terry Cummings","PF",81,220,9,30,70,67,"2149",1053,13,210,0,0,0,0,30,3,3,"122",66,1,9,0,0,0,0,"107.5","104.1"
"Trent Tucker","SG",77,193,9,32,24,0,"415",129,48,39,0,0,0,0,32,3,0,"38",14,5,3,0,0,0,0,"107.5","104.1"
"Sean Elliott","SF",80,205,2,23,82,82,"3120",1040,82,149,0,0,0,0,23,3,3,"137",40,8,6,0,0,0,0,"107.5","104.1"
"Jud Buechler","SF",78,220,1,23,11,0,"140",30,0,18,0,0,0,0,"107.5","104.1"
"Tony Massenburg","PF",81,220,1,24,1,0,"9",5,0,2,0,0,0,0,"107.5","104.1"
"Morlon Wiley","PG",76,185,3,25,3,0,"13",5,0,3,0,0,0,0,"107.5","104.1"
"Sidney Green","PF",81,220,8,31,80,1,"1127",344,0,148,0,0,0,0,31,3,0,"47",10,0,6,0,0,0,0,"107.5","104.1"
"Willie Anderson","SG",79,190,3,25,57,55,"1889",685,56,151,0,0,0,0,"107.5","104.1"
"Tom Copa","C",82,275,0,27,33,1,"132",40,0,29,0,0,0,0,"107.5","104.1"
"Avery Johnson","PG",70,175,3,26,20,14,"463",108,5,43,0,0,0,0,"107.5","104.1"
"David Robinson","C",85,235,2,26,68,68,"2564",1074,8,219,0,0,0,0,"107.5","104.1"
"Mark West","C",82,230,8,31,82,11,"1436",310,0,239,0,0,0,0,31,8,0,"96",19,0,21,0,0,0,0,"112.1","106.2"
"Tom Chambers","PF",82,220,10,32,69,66,"1948",989,49,196,0,0,0,0,32,7,0,"194",85,7,25,0,0,0,0,"112.1","106.2"
"Cedric Ceballos","SF",78,190,1,22,64,4,"725",365,6,52,0,0,0,0,22,8,8,"188",80,0,14,0,0,0,0,"112.1","106.2"
"Kevin Johnson","PG",73,180,4,25,78,78,"2899",1125,46,180,0,0,0,0,25,8,8,"335",128,6,24,0,0,0,0,"112.1","106.2"
"Tim Perry","PF",81,200,3,26,80,69,"2483",789,8,237,0,0,0,0,26,8,8,"185",63,0,24,0,0,0,0,"112.1","106.2"
"Kurt Rambis","PF",80,213,10,33,28,5,"381",82,0,46,0,0,0,0,"112.1","106.2"
"Ed Nealy","PF",79,238,8,31,52,4,"505",121,50,45,0,0,0,0,31,8,0,"67",18,13,12,0,0,0,0,"112.1","106.2"
"Dan Majerle","SF",78,215,3,26,82,15,"2853",1153,228,158,0,0,0,0,26,7,0,"266",111,33,11,0,0,0,0,"112.1","106.2"
"Jerrod Mustaf","PF",82,238,1,22,52,3,"545",193,0,59,0,0,0,0,"112.1","106.2"
"Steve Burtt","SG",74,185,2,29,31,2,"356",160,6,58,0,0,0,0,29,8,0,"104",38,2,18,0,0,0,0,"112.1","106.2"
"Negele Knight","PG",73,175,1,24,42,1,"631",217,13,58,0,0,0,0,"112.1","106.2"
"Andrew Lang","C",83,245,3,25,81,71,"1965",475,1,306,0,0,0,0,25,8,8,"192",40,0,33,0,0,0,0,"112.1","106.2"
"Jeff Hornacek","SG",75,190,5,28,81,81,"3078",1240,189,218,0,0,0,0,28,8,8,"343",128,17,23,0,0,0,0,"112.1","106.2"
"Dana Barros","PG",71,163,2,24,75,1,"1331",493,186,84,0,0,0,0,24,7,0,"96",40,17,11,0,0,0,0,"110.7","108.8"
"Ricky Pierce","SG",76,205,9,32,78,78,"2658",1306,123,213,0,0,0,0,32,9,9,"316",131,11,24,0,0,0,0,"110.7","108.8"
"Nate McMillan","PG",77,195,5,27,72,30,"1652",405,98,218,0,0,0,0,27,9,2,"246",83,26,35,0,0,0,0,"110.7","108.8"
"Rich King","C",86,260,0,22,40,2,"213",71,1,42,0,0,0,0,"110.7","108.8"
"Eddie Johnson","SF",79,215,10,32,81,19,"2366",1164,107,199,0,0,0,0,32,9,0,"247",137,22,19,0,0,0,0,"110.7","108.8"
"Bart Kofoed","SG",76,210,3,27,44,0,"239",53,7,26,0,0,0,0,"110.7","108.8"
"Marty Conlon","C",82,224,0,24,45,1,"381",101,0,40,0,0,0,0,24,1,0,"1",1,0,0,0,0,0,0,"110.7","108.8"
"Quintin Dailey","SG",75,180,9,31,11,1,"98",37,1,6,0,0,0,0,"110.7","108.8"
"Tony Brown","SF",78,185,6,31,35,2,"401",160,41,51,0,0,0,0,31,5,0,"22",6,4,3,0,0,0,0,"110.7","108.8"
"Benoit Benjamin","C",84,250,6,27,63,61,"1941",740,2,185,0,0,0,0,27,9,4,"161",41,1,20,0,0,0,0,"110.7","108.8"
"Derrick McKey","SF",81,205,4,25,52,44,"1757",604,50,142,0,0,0,0,25,9,9,"315",99,16,37,0,0,0,0,"110.7","108.8"
"Michael Cage","PF",81,224,7,30,82,69,"2461",542,5,237,0,0,0,0,30,9,4,"197",34,0,22,0,0,0,0,"110.7","108.8"
"Gary Payton","PG",76,180,1,23,81,79,"2549",734,23,248,0,0,0,0,23,8,8,"221",58,2,26,0,0,0,0,"110.7","108.8"
"Shawn Kemp","PF",82,230,2,22,64,23,"1808",718,3,261,0,0,0,0,22,9,9,"338",101,0,41,0,0,0,0,"110.7","108.8"
"Kevin Willis","PF",84,220,6,29,81,80,"2962",1224,37,223,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"107.3","108.9"
"Duane Ferrell","SF",79,209,3,26,66,12,"1598",632,33,134,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"107.3","108.9"
"Travis Mays","PG",74,190,1,23,2,0,"32",14,6,4,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"107.3","108.9"
