"Name","Position","Height","Weight","Exp","Age","G","GS","MP","3PA","FGA","PF","PER","USG%","OWS","DWS","PG","PGS","PMP","P3PA","PFGA","PPF","PPER","PUSG%","POWS","PDWS","TORtg","TDRtg"
"Richard Anderson","PF",82,240,5,29,54,2,"604",211,100,64,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"102.0","109.9"
"Rex Chapman","SG",76,185,1,22,54,52,"1762",924,142,113,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"102.0","109.9"
"Terry Dozier","SF",81,210,0,23,9,0,"92",27,1,10,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"102.0","109.9"
"Robert Reid","SF",80,205,11,34,60,27,"1117",414,29,136,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"102.0","109.9"
"Mike Holton","PG",76,185,5,28,16,0,"109",26,0,19,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"102.0","109.9"
"Stuart Gray","C",84,235,5,26,39,1,"466",82,2,64,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"102.0","109.9"
"Kurt Rambis","PF",80,213,8,31,16,16,"448",116,1,45,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"102.0","109.9"
"Kelly Tripucka","SF",78,220,8,30,79,73,"2404",1029,104,220,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"102.0","109.9"
"Andre Turner","PG",71,160,3,25,8,0,"84",25,1,5,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"102.0","109.9"
"Ralph Lewis","SG",78,200,2,26,3,0,"20",6,0,2,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"102.0","109.9"
"Kenny Gattison","PF",80,225,2,25,63,2,"941",269,1,150,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"102.0","109.9"
"Muggsy Bogues","PG",63,136,2,25,81,65,"2743",664,26,168,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"102.0","109.9"
"Randolph Keys","SF",79,195,1,23,32,5,"723",319,33,107,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"102.0","109.9"
"Armen Gilliam","PF",81,230,2,25,60,59,"2159",819,2,184,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"102.0","109.9"
"Dave Hoppen","C",83,235,2,25,10,2,"135",41,0,26,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"102.0","109.9"
"Dell Curry","SG",76,190,3,25,67,13,"1860",990,147,148,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"102.0","109.9"
"J.R. Reid","C",81,247,0,21,82,82,"2757",814,5,292,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"102.0","109.9"
"John Morton","SG",75,180,0,22,37,3,"402",161,30,30,0,0,0,0,22,2,0,"9",5,0,1,0,0,0,0,"106.9","107.2"
"Craig Ehlo","SG",78,180,6,28,81,64,"2894",940,248,226,0,0,0,0,28,5,5,"196",62,15,18,0,0,0,0,"106.9","107.2"
"Paul Mokeski","C",84,250,10,33,38,1,"449",150,1,76,0,0,0,0,33,3,0,"10",2,0,2,0,0,0,0,"106.9","107.2"
"Derrick Chievous","SF",79,195,1,22,14,0,"99",42,1,11,0,0,0,0,22,3,0,"28",10,0,2,0,0,0,0,"106.9","107.2"
"Steve Kerr","PG",75,175,1,24,78,5,"1664",432,144,59,0,0,0,0,24,5,0,"73",14,3,6,0,0,0,0,"106.9","107.2"
"Larry Nance","PF",82,205,8,30,62,53,"2065",807,1,185,0,0,0,0,30,5,5,"159",45,0,20,0,0,0,0,"106.9","107.2"
"Mark Price","PG",72,170,3,25,73,73,"2706",1066,374,89,0,0,0,0,25,5,5,"192",61,17,9,0,0,0,0,"106.9","107.2"
"Chucky Brown","SF",79,214,0,21,75,35,"1339",447,7,148,0,0,0,0,"106.9","107.2"
"Randolph Keys","SF",79,195,1,23,48,13,"892",359,10,117,0,0,0,0,"106.9","107.2"
"Tree Rollins","C",85,235,12,34,48,19,"674",125,1,83,0,0,0,0,34,3,0,"38",3,0,7,0,0,0,0,"106.9","107.2"
"Chris Dudley","PF",83,235,2,24,37,22,"684",203,0,83,0,0,0,0,"106.9","107.2"
"Brad Daugherty","C",84,245,3,24,41,40,"1438",509,2,108,0,0,0,0,24,5,5,"186",70,0,12,0,0,0,0,"106.9","107.2"
"Gary Voce","PF",81,240,0,24,1,0,"4",3,0,0,0,0,0,0,"106.9","107.2"
"Reggie Williams","SF",79,190,2,25,32,12,"542",239,27,79,0,0,0,0,"106.9","107.2"
"Hot Rod Williams","PF",83,215,3,27,82,29,"2776",1070,0,214,0,0,0,0,27,5,0,"174",70,0,23,0,0,0,0,"106.9","107.2"
"Winston Bennett","SF",79,210,0,24,55,34,"990",286,0,133,0,0,0,0,24,5,5,"135",47,0,11,0,0,0,0,"106.9","107.2"
"Ron Harper","SG",78,185,3,26,7,7,"262",138,5,25,0,0,0,0,"106.9","107.2"
"Charles Davis","SF",79,215,7,31,53,0,"429",158,25,52,0,0,0,0,31,6,0,"20",7,1,5,0,0,0,0,"112.3","109.0"
"Clifford Lett","PG",75,170,0,24,4,0,"28",8,0,8,0,0,0,0,"112.3","109.0"
"Bill Cartwright","C",85,245,9,32,71,71,"2160",598,0,243,0,0,0,0,32,16,16,"462",121,0,52,0,0,0,0,"112.3","109.0"
"Craig Hodges","SG",74,190,7,29,63,0,"1055",331,181,87,0,0,0,0,29,16,1,"254",74,41,31,0,0,0,0,"112.3","109.0"
"B.J. Armstrong","PG",74,175,0,22,81,0,"1291",392,6,105,0,0,0,0,22,16,0,"217",62,4,22,0,0,0,0,"112.3","109.0"
"Ed Nealy","PF",79,238,6,29,46,0,"503",70,2,67,0,0,0,0,29,15,0,"228",36,1,45,0,0,0,0,"112.3","109.0"
"John Paxson","PG",74,185,6,29,82,82,"2365",708,92,176,0,0,0,0,29,15,15,"395",87,9,42,0,0,0,0,"112.3","109.0"
"Michael Jordan","SG",78,195,5,26,82,82,"3197",1964,245,241,0,0,0,0,26,16,16,"674",426,50,54,0,0,0,0,"112.3","109.0"
"Stacey King","PF",83,230,0,23,82,2,"1777",530,1,215,0,0,0,0,23,16,2,"281",91,1,32,0,0,0,0,"112.3","109.0"
"Will Perdue","C",84,240,1,24,77,11,"884",268,5,150,0,0,0,0,24,13,0,"78",28,2,13,0,0,0,0,"112.3","109.0"
"Jeff Sanders","PF",80,225,0,24,31,0,"182",40,0,27,0,0,0,0,24,3,0,"3",1,0,0,0,0,0,0,"112.3","109.0"
"Horace Grant","PF",82,215,2,24,80,80,"2753",853,0,230,0,0,0,0,24,16,16,"616",159,2,51,0,0,0,0,"112.3","109.0"
"Jack Haley","PF",82,240,1,26,11,0,"58",20,0,7,0,0,0,0,"112.3","109.0"
"Scottie Pippen","SF",80,210,2,24,82,82,"3148",1150,112,298,0,0,0,0,24,15,14,"612",210,31,62,0,0,0,0,"112.3","109.0"
"Jay Vincent","SF",79,220,8,30,24,1,"200",78,1,29,0,0,0,0,30,3,0,"8",2,0,1,0,0,0,0,"114.0","107.0"
"Jawann Oldham","C",84,215,8,32,3,0,"9",3,0,3,0,0,0,0,"114.0","107.0"
"Orlando Woolridge","SF",81,215,8,30,62,2,"1421",550,5,160,0,0,0,0,30,9,0,"199",70,1,25,0,0,0,0,"114.0","107.0"
"Mychal Thompson","C",82,226,10,35,70,70,"1883",562,0,207,0,0,0,0,35,9,8,"225",44,0,26,0,0,0,0,"114.0","107.0"
"Larry Drew","PG",73,170,8,31,80,3,"1333",383,81,92,0,0,0,0,31,7,0,"51",8,4,9,0,0,0,0,"114.0","107.0"
"Mel McCants","SF",80,240,0,22,13,0,"65",26,0,11,0,0,0,0,22,2,0,"5",0,0,1,0,0,0,0,"114.0","107.0"
"Byron Scott","SG",75,195,6,28,77,77,"2593",1005,220,180,0,0,0,0,28,9,9,"325",106,34,32,0,0,0,0,"114.0","107.0"
"Magic Johnson","PG",80,215,10,30,79,79,"2937",1138,276,167,0,0,0,0,30,9,9,"376",155,25,28,0,0,0,0,"114.0","107.0"
"Vlade Divac","C",85,243,0,21,82,5,"1611",549,5,240,0,0,0,0,21,9,1,"175",44,2,27,0,0,0,0,"114.0","107.0"
"Mike Higgins","SF",81,220,0,22,6,0,"18",0,0,4,0,0,0,0,"114.0","107.0"
"Steve Bucknall","SG",78,215,0,23,18,0,"75",33,1,10,0,0,0,0,"114.0","107.0"
"A.C. Green","PF",81,220,4,26,82,82,"2709",806,46,207,0,0,0,0,26,9,9,"252",79,0,22,0,0,0,0,"114.0","107.0"
"Michael Cooper","SG",77,170,11,33,80,10,"1851",493,157,206,0,0,0,0,33,9,0,"173",35,12,21,0,0,0,0,"114.0","107.0"
"Mark McNamara","C",83,235,6,30,33,1,"190",86,0,31,0,0,0,0,30,2,0,"5",4,0,1,0,0,0,0,"114.0","107.0"
"James Worthy","SF",81,225,7,28,80,80,"2960",1298,49,190,0,0,0,0,28,9,9,"366",181,8,18,0,0,0,0,"114.0","107.0"
"Steve Alford","PG",74,183,2,25,41,0,"302",138,22,22,0,0,0,0,25,3,0,"42",18,6,4,0,0,0,0,"107.2","107.2"
"Brad Davis","PG",75,180,12,34,73,2,"1292",365,104,151,0,0,0,0,"107.2","107.2"
"Sam Perkins","SF",81,235,5,28,76,70,"2668",883,28,225,0,0,0,0,28,3,3,"118",36,1,17,0,0,0,0,"107.2","107.2"
"Kelvin Upshaw","SG",74,180,1,27,3,0,"4",3,1,0,0,0,0,0,"107.2","107.2"
"Adrian Dantley","SF",77,208,13,33,45,45,"1300",484,2,99,0,0,0,0,"107.2","107.2"
"Rolando Blackman","SG",78,190,8,30,80,80,"2934",1256,43,128,0,0,0,0,30,3,3,"127",54,5,7,0,0,0,0,"107.2","107.2"
"Herb Williams","C",82,242,8,31,81,19,"2199",665,9,243,0,0,0,0,31,3,0,"81",23,0,16,0,0,0,0,"107.2","107.2"
"Derek Harper","PG",76,185,6,28,82,82,"3007",1161,240,224,0,0,0,0,28,3,3,"119",48,16,13,0,0,0,0,"107.2","107.2"
"James Donaldson","C",86,275,9,32,73,73,"2265",479,0,129,0,0,0,0,32,3,3,"74",13,0,8,0,0,0,0,"107.2","107.2"
"Randy White","PF",80,240,0,22,55,2,"707",252,14,124,0,0,0,0,22,1,0,"2",0,0,0,0,0,0,0,"107.2","107.2"
"Anthony Jones","SG",78,195,2,27,66,0,"650",194,13,77,0,0,0,0,27,1,0,"3",0,0,0,0,0,0,0,"107.2","107.2"
"Roy Tarpley","PF",83,230,3,25,45,35,"1648",696,6,160,0,0,0,0,25,3,3,"129",46,1,12,0,0,0,0,"107.2","107.2"
"Bob McCann","SF",78,244,0,25,10,0,"62",21,0,7,0,0,0,0,"107.2","107.2"
"Mark Wade","PG",71,160,1,24,1,0,"3",0,0,0,0,0,0,0,"107.2","107.2"
"Bill Wennington","C",84,245,4,26,60,2,"814",234,4,144,0,0,0,0,26,3,0,"25",5,0,5,0,0,0,0,"107.2","107.2"
"Kenny Walker","PF",80,210,3,25,68,21,"1595",384,5,178,0,0,0,0,25,10,2,"154",29,1,22,0,0,0,0,"109.4","108.0"
"Eddie Lee Wilkins","C",82,220,3,27,79,0,"972",310,2,152,0,0,0,0,27,7,0,"54",18,0,7,0,0,0,0,"109.4","108.0"
"Rod Strickland","PG",75,175,1,23,51,0,"1019",386,21,71,0,0,0,0,"109.4","108.0"
"Patrick Ewing","C",84,240,4,27,82,82,"3165",1673,4,325,0,0,0,0,27,10,10,"395",219,2,41,0,0,0,0,"109.4","108.0"
"Stuart Gray","C",84,235,5,26,19,0,"94",17,3,26,0,0,0,0,26,4,0,"12",5,0,3,0,0,0,0,"109.4","108.0"
"Johnny Newman","SF",79,190,3,26,80,69,"2277",786,142,254,0,0,0,0,26,10,0,"231",85,10,41,0,0,0,0,"109.4","108.0"
"Trent Tucker","SG",77,193,7,30,81,2,"1725",606,245,159,0,0,0,0,30,10,0,"178",55,27,19,0,0,0,0,"109.4","108.0"
"Mark Jackson","PG",73,180,2,24,82,69,"2428",749,131,121,0,0,0,0,24,9,0,"81",31,2,5,0,0,0,0,"109.4","108.0"
"Brian Quinnett","SG",80,235,0,23,31,0,"193",58,2,27,0,0,0,0,23,3,0,"16",4,1,2,0,0,0,0,"109.4","108.0"
"Greg Butler","C",83,240,1,23,13,0,"33",12,0,8,0,0,0,0,"109.4","108.0"
"Pete Myers","SG",78,180,3,26,24,0,"208",45,1,39,0,0,0,0,"109.4","108.0"
"Gerald Wilkins","SG",78,185,4,26,82,80,"2609",1032,125,188,0,0,0,0,26,10,10,"319",137,8,23,0,0,0,0,"109.4","108.0"
"Charles Oakley","PF",80,225,4,26,61,61,"2196",641,3,220,0,0,0,0,26,10,8,"336",84,1,33,0,0,0,0,"109.4","108.0"
"Maurice Cheeks","PG",73,180,11,33,31,13,"753",159,7,32,0,0,0,0,33,10,10,"388",104,4,21,0,0,0,0,"109.4","108.0"
"Kiki Vandeweghe","SF",80,220,9,31,22,13,"563",231,19,28,0,0,0,0,31,10,10,"236",74,13,14,0,0,0,0,"109.4","108.0"
"Dennis Rodman","PF",79,210,3,28,82,43,"2377",496,9,276,0,0,0,0,28,19,17,"560",95,0,62,0,0,0,0,"109.9","103.5"
"Dave Greenwood","PF",81,222,10,32,37,0,"205",52,0,40,0,0,0,0,32,5,0,"47",4,0,11,0,0,0,0,"109.9","103.5"
"Gerald Henderson","PG",74,175,10,34,46,0,"335",83,31,36,0,0,0,0,34,8,0,"19",5,3,3,0,0,0,0,"109.9","103.5"
"Vinnie Johnson","SG",74,200,10,33,82,12,"1972",775,34,143,0,0,0,0,33,20,0,"463",184,7,38,0,0,0,0,"109.9","103.5"
"William Bedford","C",84,225,2,26,42,0,"246",125,6,39,0,0,0,0,26,5,0,"19",6,0,4,0,0,0,0,"109.9","103.5"
"Isiah Thomas","PG",73,180,8,28,81,81,"2993",1322,136,206,0,0,0,0,28,20,20,"758",320,68,65,0,0,0,0,"109.9","103.5"
"Scott Hastings","PF",82,235,7,29,40,0,"166",33,12,31,0,0,0,0,29,5,0,"16",4,3,4,0,0,0,0,"109.9","103.5"
"Bill Laimbeer","C",83,245,9,32,81,81,"2675",785,158,278,0,0,0,0,32,20,20,"667",199,43,77,0,0,0,0,"109.9","103.5"
"Ralph Lewis","SG",78,200,2,26,4,0,"6",1,0,1,0,0,0,0,"109.9","103.5"
"John Salley","PF",83,230,3,25,82,12,"1914",408,4,282,0,0,0,0,25,20,0,"547",122,0,76,0,0,0,0,"109.9","103.5"
"Stan Kimbrough","PG",71,153,0,23,10,0,"50",16,0,4,0,0,0,0,"109.9","103.5"
"Joe Dumars","SG",75,190,4,26,75,71,"2578",1058,55,129,0,0,0,0,26,20,20,"754",284,19,37,0,0,0,0,"109.9","103.5"
"Mark Aguirre","SF",78,232,8,30,78,40,"2005",898,93,201,0,0,0,0,30,20,3,"439",184,24,51,0,0,0,0,"109.9","103.5"
"James Edwards","C",84,225,12,34,82,70,"2283",928,3,295,0,0,0,0,34,20,20,"536",231,1,74,0,0,0,0,"109.9","103.5"
"Mitchell Wiggins","SG",76,185,4,30,66,52,"1852",853,3,165,0,0,0,0,30,4,0,"51",15,0,5,0,0,0,0,"104.8","103.4"
"Chuck Nevitt","C",89,217,6,30,3,0,"9",2,0,3,0,0,0,0,"104.8","103.4"
"Hakeem Olajuwon","C",84,255,5,27,82,82,"3124",1609,6,314,0,0,0,0,27,4,4,"161",70,0,19,0,0,0,0,"104.8","103.4"
"Larry Smith","PF",80,215,9,32,74,0,"1300",213,2,203,0,0,0,0,32,4,0,"73",8,0,11,0,0,0,0,"104.8","103.4"
"Derrick Chievous","SF",79,195,1,22,41,0,"492",178,8,59,0,0,0,0,"104.8","103.4"
"Mike Woodson","SG",77,195,9,31,61,11,"972",405,41,100,0,0,0,0,31,1,0,"6",3,1,1,0,0,0,0,"104.8","103.4"
"Lewis Lloyd","SG",78,205,6,30,19,0,"113",51,0,9,0,0,0,0,"104.8","103.4"
"Tim McCormick","C",83,240,5,27,18,0,"116",29,0,24,0,0,0,0,27,3,0,"21",3,0,5,0,0,0,0,"104.8","103.4"
