"Date","Name","Team","Started","B2B","MP","FGA","ThreePA","PF","USG%","ORtg","DRtg","Home","Away","Winner","TORtg","TDRtg"
20111225,"Dirk Nowitzki","Dallas Mavericks",0,0,"29:13",15,0,4,31.3,108.0,109.0,"Dallas Mavericks","Miami Heat","Miami Heat",94.7,105.7
20111225,"Ian Mahinmi","Dallas Mavericks",0,0,"15:08",3,0,4,9.7,73.0,105.0,"Dallas Mavericks","Miami Heat","Miami Heat",94.7,105.7
20111225,"Terrel Harris","Miami Heat",0,0,"2:56",0,0,0,14.1,41.0,95.0,"Dallas Mavericks","Miami Heat","Miami Heat",105.7,94.7
20111225,"James Jones","Miami Heat",0,0,"18:26",6,5,2,19.0,104.0,102.0,"Dallas Mavericks","Miami Heat","Miami Heat",105.7,94.7
20111225,"Dominique Jones","Dallas Mavericks",0,0,"4:13",3,1,0,39.4,110.0,115.0,"Dallas Mavericks","Miami Heat","Miami Heat",94.7,105.7
20111225,"Mario Chalmers","Miami Heat",0,0,"24:21",1,0,3,5.9,109.0,86.0,"Dallas Mavericks","Miami Heat","Miami Heat",105.7,94.7
20111225,"Dwyane Wade","Miami Heat",0,0,"34:39",21,0,4,34.2,107.0,94.0,"Dallas Mavericks","Miami Heat","Miami Heat",105.7,94.7
20111225,"Joel Anthony","Miami Heat",0,0,"25:38",3,0,1,7.0,156.0,101.0,"Dallas Mavericks","Miami Heat","Miami Heat",105.7,94.7
20111225,"Brendan Haywood","Dallas Mavericks",0,0,"13:38",2,0,4,12.6,30.0,110.0,"Dallas Mavericks","Miami Heat","Miami Heat",94.7,105.7
20111225,"Delonte West","Dallas Mavericks",0,0,"24:38",7,3,0,19.7,94.0,103.0,"Dallas Mavericks","Miami Heat","Miami Heat",94.7,105.7
20111225,"Vince Carter","Dallas Mavericks",0,0,"20:41",6,3,3,18.4,66.0,110.0,"Dallas Mavericks","Miami Heat","Miami Heat",94.7,105.7
20111225,"Chris Bosh","Miami Heat",0,0,"23:59",9,0,5,19.0,55.0,90.0,"Dallas Mavericks","Miami Heat","Miami Heat",105.7,94.7
20111225,"Brandan Wright","Dallas Mavericks",0,0,"10:51",1,0,0,3.9,0.0,102.0,"Dallas Mavericks","Miami Heat","Miami Heat",94.7,105.7
20111225,"Udonis Haslem","Miami Heat",0,0,"32:16",6,0,5,14.4,104.0,96.0,"Dallas Mavericks","Miami Heat","Miami Heat",105.7,94.7
20111225,"Shawn Marion","Dallas Mavericks",0,0,"29:18",10,0,3,19.0,97.0,109.0,"Dallas Mavericks","Miami Heat","Miami Heat",94.7,105.7
20111225,"Mickell Gladness","Miami Heat",0,0,"2:56",0,0,2,0.0,0,103.0,"Dallas Mavericks","Miami Heat","Miami Heat",105.7,94.7
20111225,"LeBron James","Miami Heat",0,0,"36:16",19,0,3,34.7,141.0,90.0,"Dallas Mavericks","Miami Heat","Miami Heat",105.7,94.7
