"Name","Team","Position","Height","Weight","Exp","Age","G","GS","MP","FGA","3PA","PF","PER","USG%","OWS","DWS","PG","PGS","PMP","PFGA","P3PA","PPF","PPER","PUSG%","POWS","PDWS","TORtg","TDRtg"
"Brian Scalabrine","BOS","PF",81,241,8,31,52,3,472,85,49,59,3.6,10.4,-0.3,0.5,1,0,"1",0,0,0,0.0,0.0,0.0,0.0,107.7,103.8
"Ray Allen","BOS","SG",77,205,13,34,80,80,2819,973,399,182,15.2,20.2,5.1,2.9,24,24,"925",304,145,74,13.1,19.4,1.1,1.3,107.7,103.8
"Rasheed Wallace","BOS","C",82,225,14,35,79,13,1780,650,290,222,13.1,20.2,0.2,3.4,24,1,"410",125,55,82,10.4,17.1,0.2,0.8,107.7,103.8
"Delonte West","CLE","SG",76,180,5,26,60,3,1500,436,77,86,13.8,18.3,1.3,2.0,11,0,"269",67,19,16,8.9,16.1,-0.1,0.3,111.2,104.1
"Jawad Williams","CLE","PG",81,218,1,26,54,6,742,206,93,73,8.2,15.3,0.3,0.7,3,0,"4",2,2,1,-24.4,23.3,0.0,0.0,111.2,104.1
"Daniel Gibson","CLE","PG",74,190,3,23,56,10,1068,268,149,79,11.3,14.2,1.6,1.0,5,0,"23",7,4,3,1.3,20.0,-0.1,0.0,111.2,104.1
"Darnell Jackson","CLE","PF",81,253,1,24,27,0,114,25,3,19,0.4,16.6,-0.4,0.1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",111.2,104.1
"Jamario Moon","CLE","SF",80,205,2,29,61,2,1052,247,100,69,12.6,12.8,1.2,1.7,11,0,"113",24,16,8,17.8,10.4,0.3,0.2,111.2,104.1
"Cedric Jackson","CLE","PG",75,191,0,23,5,0,10,2,1,0,-6.6,22.2,-0.1,0.0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",111.2,104.1
"Coby Karl","CLE","SG",77,215,1,26,3,0,5,0,0,0,-38.1,37.3,-0.1,0.0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",111.2,104.1
"Anthony Parker","CLE","SG",78,215,6,34,81,81,2289,475,261,151,9.9,12.0,2.3,2.6,11,11,"331",64,44,16,9.8,11.5,0.3,0.3,111.2,104.1
"Antawn Jamison","CLE","PF",80,223,11,33,25,23,811,336,79,67,16.7,23.1,0.7,1.4,11,11,"375",137,39,38,14.5,21.5,0.2,0.5,111.2,104.1
"Sebastian Telfair","CLE","PG",72,165,5,24,4,0,77,35,9,6,14.0,26.4,0.0,0.1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",111.2,104.1
"Shaquille O'Neal","CLE","C",85,325,17,37,53,53,1240,463,1,169,17.9,25.1,0.9,2.1,11,11,"243",93,0,41,16.2,26.4,0.1,0.3,111.2,104.1
"J.J. Hickson","CLE","PF",81,242,1,21,81,73,1691,522,1,132,15.2,18.9,1.8,2.5,11,0,"79",22,0,9,12.4,20.6,0.1,0.0,111.2,104.1
"LeBron James","CLE","SF",80,240,6,25,76,76,2966,1528,387,119,31.1,33.5,13.3,5.2,11,11,"460",211,50,23,28.6,30.9,1.5,0.8,111.2,104.1
"Mo Williams","CLE","PG",73,185,6,27,69,68,2359,855,371,170,16.1,22.0,4.0,2.7,11,11,"411",127,52,35,12.1,19.3,0.4,0.3,111.2,104.1
"Anderson Varejao","CLE","PF",82,230,5,27,76,7,2166,467,5,223,15.8,13.1,4.3,3.8,11,0,"255",48,1,38,11.6,13.4,0.1,0.4,111.2,104.1
"Zydrunas Ilgauskas","CLE","C",87,238,11,34,64,6,1339,438,23,183,11.9,19.0,0.5,2.0,7,0,"69",13,0,10,9.7,10.3,0.0,0.1,111.2,104.1
"Danny Green","CLE","SG",78,210,0,22,20,0,115,39,22,9,12.3,18.9,0.0,0.2,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",111.2,104.1
"Leon Powe","CLE","SF",80,240,3,26,20,2,236,49,0,36,10.2,17.3,0.1,0.3,3,0,"9",4,0,3,3.5,35.0,0.0,0.0,111.2,104.1
"Dominic McGuire","WAS","SF",81,220,2,24,41,0,240,40,0,32,4.2,9.9,-0.3,0.2,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",104.2,109.4
"Quinton Ross","WAS","SG",78,195,5,28,25,0,261,55,8,35,0.3,11.4,-0.5,0.1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",104.2,109.4
"Andray Blatche","WAS","PF",83,235,4,23,81,36,2256,999,44,218,17.6,25.8,0.8,2.6,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",104.2,109.4
"Nick Young","WAS","SG",78,200,2,24,74,23,1421,558,170,147,10.7,21.4,0.9,0.5,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",104.2,109.4
"James Singleton","WAS","PF",80,216,3,28,32,3,766,190,15,82,11.8,14.9,0.1,0.9,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",104.2,109.4
"Paul Davis","WAS","PF",83,270,3,25,2,0,8,4,0,0,33.3,27.6,0.0,0.0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",104.2,109.4
"Cartier Martin","WAS","SF",79,220,1,25,8,0,114,48,18,12,13.2,23.0,0.1,0.1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",104.2,109.4
"DeShawn Stevenson","WAS","SG",77,210,9,28,40,13,616,103,62,51,3.3,10.2,-0.6,0.3,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",104.2,109.4
"Earl Boykins","WAS","PG",65,135,10,33,67,1,1117,403,60,48,12.9,20.7,0.6,0.3,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",104.2,109.4
"Shaun Livingston","WAS","PG",79,182,4,24,26,18,666,185,4,52,14.4,17.4,0.9,0.3,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",104.2,109.4
"JaVale McGee","WAS","C",84,237,1,22,60,19,968,307,1,122,17.0,19.1,0.8,1.3,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",104.2,109.4
"Randy Foye","WAS","PG",76,210,3,26,70,38,1667,619,182,123,13.2,21.1,1.6,0.7,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",104.2,109.4
"Caron Butler","WAS","SF",79,217,7,29,47,47,1853,694,95,126,13.5,22.0,0.4,1.7,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",104.2,109.4
"Mike James","WAS","PG",74,188,8,34,4,0,46,20,6,3,5.5,28.1,-0.2,0.0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",104.2,109.4
"Mike Harris","WAS","PF",78,240,1,26,5,0,14,3,0,4,11.9,12.6,0.0,0.0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",104.2,109.4
"Josh Howard","WAS","SF",79,210,6,29,4,3,91,46,11,13,19.2,28.8,0.2,0.1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",104.2,109.4
"Fabricio Oberto","WAS","C",82,245,4,34,57,20,650,56,0,121,5.7,6.9,0.2,0.4,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",104.2,109.4
"Brendan Haywood","WAS","C",84,268,8,30,49,48,1614,335,0,145,16.2,13.2,2.6,1.9,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",104.2,109.4
"Al Thornton","WAS","SF",80,220,2,26,24,16,674,216,17,62,12.1,19.1,0.2,0.5,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",104.2,109.4
"Mike Miller","WAS","SG",80,218,9,29,54,50,1805,433,171,131,13.9,14.7,2.5,1.4,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",104.2,109.4
"Antawn Jamison","WAS","PF",80,223,11,33,41,41,1595,700,168,112,17.5,24.3,2.3,1.4,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",104.2,109.4
"Cedric Jackson","WAS","PG",75,191,0,23,4,0,39,11,3,5,-0.2,24.1,-0.2,0.0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",104.2,109.4
"Gilbert Arenas","WAS","PG",75,191,8,28,32,32,1169,616,181,95,18.7,31.9,0.9,0.9,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",104.2,109.4
"Alonzo Gee","WAS","SG",78,220,0,22,11,2,182,59,9,13,16.2,20.4,0.3,0.1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",104.2,109.4
"Josh Howard","DAL","SF",79,210,6,29,31,9,827,342,75,78,12.0,24.3,0.0,0.8,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",109.2,106.3
"Jason Terry","DAL","SG",74,176,10,32,77,12,2540,1041,373,142,16.5,23.0,4.4,2.1,6,0,"174",69,30,16,11.8,22.1,0.1,0.2,109.2,106.3
"James Singleton","DAL","SF",80,216,3,28,25,0,211,64,22,31,10.2,17.1,-0.2,0.4,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",109.2,106.3
"Dirk Nowitzki","DAL","PF",84,237,11,31,81,80,3039,1496,121,208,22.9,28.8,8.4,3.9,6,6,"233",106,7,15,28.3,27.0,1.1,0.3,109.2,106.3
"Kris Humphries","DAL","PF",81,235,5,24,25,0,315,115,0,43,14.8,21.5,0.2,0.4,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",109.2,106.3
"DeShawn Stevenson","DAL","SG",77,210,9,28,24,5,267,60,25,23,3.2,12.1,-0.3,0.2,2,0,"6",3,3,2,-27.2,23.4,-0.1,0.0,109.2,106.3
"Jason Kidd","DAL","PG",76,205,15,36,80,80,2881,671,414,142,17.2,14.5,4.8,4.0,6,6,"243",46,28,15,13.5,11.6,0.2,0.4,109.2,106.3
"Quinton Ross","DAL","SF",78,195,5,28,27,7,301,56,13,34,5.4,9.6,0.1,0.2,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",109.2,106.3
"Shawn Marion","DAL","SF",79,220,10,31,75,75,2385,778,19,141,14.7,18.1,2.1,2.8,6,6,"148",59,4,12,7.9,21.9,-0.2,0.2,109.2,106.3
"Caron Butler","DAL","SG",79,217,7,29,27,27,930,357,50,67,14.2,22.3,0.2,1.2,6,6,"202",99,23,16,17.8,29.2,0.1,0.3,109.2,106.3
"Eduardo Najera","DAL","PF",80,240,9,33,33,3,481,93,47,61,9.1,10.6,0.3,0.6,5,0,"36",8,5,8,3.1,11.7,-0.1,0.1,109.2,106.3
"Erick Dampier","DAL","C",83,265,13,34,55,47,1280,213,3,153,14.0,11.4,1.8,2.0,5,4,"118",8,0,19,3.7,7.6,-0.2,0.2,109.2,106.3
"Tim Thomas","DAL","SF",82,230,12,32,18,1,285,106,43,31,15.1,21.1,0.4,0.3,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",109.2,106.3
"Drew Gooden","DAL","C",82,230,7,28,46,11,1030,336,6,129,16.1,19.8,1.1,1.6,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",109.2,106.3
"Brendan Haywood","DAL","C",84,268,8,30,28,19,741,156,1,64,16.1,14.0,1.1,1.1,6,2,"139",21,0,14,19.3,11.0,0.3,0.3,109.2,106.3
"Matt Carroll","DAL","SG",78,212,6,29,25,0,121,50,19,13,7.1,22.7,-0.2,0.1,1,0,"5",1,0,0,21.2,9.4,0.0,0.0,109.2,106.3
"Jose Barea","DAL","PG",72,175,3,25,78,18,1546,527,157,119,12.8,19.9,1.0,1.2,6,0,"105",37,10,13,8.0,21.5,-0.2,0.1,109.2,106.3
"Rodrigue Beaubois","DAL","PG",72,170,0,21,56,16,700,299,110,84,18.5,24.7,1.1,0.8,4,0,"31",19,6,5,17.4,35.2,0.0,0.0,109.2,106.3
"Baron Davis","LAC","PG",75,209,10,30,75,73,2523,1015,296,210,17.4,24.3,2.5,2.1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",103.3,110.1
"Steve Blake","LAC","PG",75,172,6,29,29,10,762,167,87,39,12.3,14.1,0.6,0.3,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",103.3,110.1
"DeAndre Jordan","LAC","C",83,250,1,21,70,12,1137,238,2,152,12.7,14.7,0.2,1.2,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",103.3,110.1
"Eric Gordon","LAC","SG",76,215,1,21,62,60,2229,784,321,96,14.1,21.5,2.3,0.9,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",103.3,110.1
"JamesOn Curry","LAC","PG",75,190,0,24,1,0,0,0,0,0,0,0,0.0,0.0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",103.3,110.1
"Bobby Brown","LAC","PG",74,175,1,25,23,0,191,85,32,14,8.2,26.1,-0.4,0.1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",103.3,110.1
"Mardy Collins","LAC","SG",78,220,3,25,43,0,470,128,17,45,5.7,16.3,-0.8,0.3,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",103.3,110.1
"Drew Gooden","LAC","PF",82,230,7,28,24,22,725,266,2,65,18.0,22.6,1.1,0.6,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",103.3,110.1
"Brian Skinner","LAC","PF",81,255,11,33,16,1,123,25,0,20,5.5,13.1,-0.1,0.1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",103.3,110.1
"Kareem Rush","LAC","SG",78,215,6,29,7,0,58,11,3,8,4.8,10.9,-0.1,0.1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",103.3,110.1
"Ricky Davis","LAC","SF",78,195,11,30,36,2,499,143,42,39,8.5,16.8,-0.1,0.2,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",103.3,110.1
"Sebastian Telfair","LAC","PG",72,165,5,24,39,1,582,166,47,65,9.8,17.4,-0.1,0.3,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",103.3,110.1
"Travis Outlaw","LAC","SF",81,210,6,25,23,6,499,180,74,30,12.6,19.5,0.3,0.3,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",103.3,110.1
"Al Thornton","LAC","SF",80,220,2,26,51,30,1405,460,14,144,11.6,18.9,1.0,0.5,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",103.3,110.1
"Marcus Camby","LAC","PF",83,220,13,35,51,51,1596,356,6,105,18.3,13.0,1.7,2.8,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",103.3,110.1
"Craig Smith","LAC","PF",79,250,3,26,75,2,1232,397,5,194,16.9,21.2,2.0,1.0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",103.3,110.1
"Steve Novak","LAC","SF",82,220,3,26,54,0,362,108,71,21,8.3,14.2,0.2,0.1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",103.3,110.1
"Rasual Butler","LAC","SF",79,205,7,30,82,64,2702,870,432,121,10.7,17.0,1.8,0.9,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",103.3,110.1
"Chris Kaman","LAC","C",84,268,6,27,76,76,2608,1202,6,213,16.5,27.1,0.0,2.4,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",103.3,110.1
"Pau Gasol","LAL","C",84,227,8,29,65,65,2403,844,5,152,22.9,21.4,6.8,4.2,23,23,"913",306,3,63,24.0,21.0,3.2,1.1,108.8,103.7
"Lamar Odom","LAL","PF",82,220,10,30,82,38,2585,739,182,227,15.9,17.0,2.8,4.9,23,0,"667",194,41,84,15.4,16.7,0.8,0.9,108.8,103.7
"Luke Walton","LAL","SF",80,235,6,29,29,0,272,84,17,19,9.7,16.1,-0.1,0.4,16,0,"96",23,9,13,4.4,13.7,-0.1,0.1,108.8,103.7
"Shannon Brown","LAL","SG",76,205,3,24,82,7,1700,592,189,129,12.4,18.8,1.1,2.3,23,0,"324",107,32,37,9.7,18.7,0.0,0.3,108.8,103.7
"Metta World Peace","LAL","SF",78,244,10,30,77,77,2605,740,296,165,12.1,16.2,1.8,3.5,23,23,"839",254,117,67,10.8,16.1,0.4,0.7,108.8,103.7
"Adam Morrison","LAL","SF",80,205,2,25,31,0,241,85,21,17,7.4,18.3,-0.2,0.2,2,0,"13",9,2,2,21.5,31.6,0.0,0.0,108.8,103.7
"Josh Powell","LAL","PF",81,225,4,27,63,0,581,194,16,71,6.7,18.6,-0.7,0.7,13,0,"40",8,1,9,3.7,12.3,0.0,0.0,108.8,103.7
"Jordan Farmar","LAL","PG",74,180,3,23,82,0,1474,515,229,109,12.3,19.0,1.0,1.8,23,0,"301",94,50,30,11.2,18.2,0.1,0.3,108.8,103.7
"Kobe Bryant","LAL","SG",78,200,13,31,73,73,2835,1569,301,187,21.9,32.3,5.4,4.0,23,23,"923",511,131,75,24.7,33.2,2.7,0.9,108.8,103.7
"Andrew Bynum","LAL","C",84,285,4,22,65,65,1977,688,1,193,20.2,20.8,4.4,3.4,23,23,"561",149,0,61,17.3,15.8,1.0,0.7,108.8,103.7
"Didier Ilunga-Mbenga","LAL","C",84,245,5,29,49,2,355,103,0,54,11.6,16.0,0.0,0.6,3,0,"12",6,0,2,11.3,24.5,0.0,0.0,108.8,103.7
"Derek Fisher","LAL","PG",73,200,13,35,82,82,2227,558,224,202,9.3,14.0,1.2,2.7,23,23,"754",183,75,83,10.8,14.8,0.8,0.5,108.8,103.7
"Sasha Vujacic","LAL","SG",79,193,5,25,67,1,575,164,81,67,11.4,15.2,0.7,0.7,10,0,"76",23,15,8,14.1,17.2,0.2,0.0,108.8,103.7
"Shane Battier","HOU","SG",80,220,8,31,67,62,2168,447,279,139,11.1,11.4,2.2,2.1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",107.6,108.0
"Jermaine Taylor","HOU","SG",76,210,0,23,31,4,303,119,22,15,11.4,23.1,-0.1,0.2,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",107.6,108.0
"Aaron Brooks","HOU","PG",72,161,2,25,82,82,2919,1331,525,199,16.0,25.7,3.9,1.6,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",107.6,108.0
"Hilton Armstrong","HOU","C",83,235,3,25,9,0,40,17,1,10,1.1,25.3,-0.2,0.1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",107.6,108.0
"Kyle Lowry","HOU","PG",72,175,3,23,68,0,1651,464,136,173,15.5,18.6,2.9,1.4,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",107.6,108.0
"Tracy McGrady","HOU","SG",80,210,12,30,6,0,46,19,2,2,12.4,21.8,0.0,0.0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",107.6,108.0
"Jared Jeffries","HOU","SF",83,230,7,28,18,0,332,84,9,46,10.1,14.6,0.1,0.3,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",107.6,108.0
"Joey Dorsey","HOU","PF",80,268,1,26,7,0,54,11,0,12,11.5,13.0,0.0,0.1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",107.6,108.0
"Brian Cook","HOU","PF",81,234,6,29,15,0,44,23,9,5,2.4,32.2,-0.2,0.0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",107.6,108.0
"Jordan Hill","HOU","PF",82,235,0,22,23,0,372,109,0,55,15.7,17.6,0.6,0.4,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",107.6,108.0
"Trevor Ariza","HOU","SF",80,200,5,24,72,71,2629,999,407,162,13.3,21.2,0.1,3.1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",107.6,108.0
"Mike Harris","HOU","PF",78,240,1,26,8,0,82,27,1,10,6.4,21.6,-0.2,0.1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",107.6,108.0
"Will Conroy","HOU","PG",74,195,1,27,5,0,36,10,3,5,-2.4,18.3,-0.2,0.0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",107.6,108.0
"David Andersen","HOU","C",83,245,0,29,63,0,891,340,78,119,12.1,20.2,0.4,0.9,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",107.6,108.0
"Kevin Martin","HOU","SG",79,185,5,26,24,22,859,354,100,45,17.1,25.4,1.8,0.5,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",107.6,108.0
"Chase Budinger","HOU","SF",79,218,0,21,74,4,1488,565,249,85,14.1,19.4,1.9,1.2,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",107.6,108.0
"Chuck Hayes","HOU","C",78,240,4,26,82,82,1773,329,0,219,11.7,10.8,1.2,2.4,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",107.6,108.0
"Carl Landry","HOU","PF",81,248,2,26,52,1,1415,552,0,146,21.1,23.8,4.1,1.3,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",107.6,108.0
"Garrett Temple","HOU","SG",78,190,0,23,9,0,118,29,12,16,8.6,20.1,-0.1,0.1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",107.6,108.0
"Pops Mensah-Bonsu","HOU","PF",81,240,2,26,4,0,13,4,0,3,15.2,22.6,0.0,0.0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",107.6,108.0
"Luis Scola","HOU","PF",81,245,2,29,82,82,2671,1090,5,246,17.2,22.7,3.4,3.0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",107.6,108.0
"Travis Diener","POR","PG",73,175,4,27,5,0,26,4,2,1,7.3,8.9,0.0,0.0,2,0,"7",0,0,0,10.3,0.0,0.0,0.0,110.8,107.1
"Shavlik Randolph","POR","PF",82,240,4,26,3,0,6,3,0,0,16.5,38.6,0.0,0.0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",110.8,107.1
"Patrick Mills","POR","PG",72,185,0,21,10,0,38,24,4,6,11.9,38.9,0.0,0.0,3,0,"12",4,1,1,19.3,21.7,0.0,0.0,110.8,107.1
"Rudy Fernandez","POR","SG",78,185,1,24,62,2,1441,423,266,87,13.1,17.7,1.4,1.6,6,3,"119",27,23,7,12.0,14.3,0.2,-0.1,110.8,107.1
"Brandon Roy","POR","SG",78,215,3,25,65,65,2419,1038,221,136,21.3,26.7,7.0,2.1,3,1,"83",33,12,7,4.5,23.1,-0.1,-0.1,110.8,107.1
"Joel Przybilla","POR","C",85,255,9,30,30,9,681,86,0,95,11.2,10.3,0.3,1.2,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",110.8,107.1
"Jeff Ayres","POR","C",81,240,0,22,39,4,405,65,0,76,12.1,10.1,0.8,0.6,3,0,"17",4,0,1,27.7,19.1,0.0,0.0,110.8,107.1
"Travis Outlaw","POR","SF",81,210,6,25,11,0,231,101,31,13,14.8,25.4,0.1,0.3,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",110.8,107.1
"Dante Cunningham","POR","PF",80,230,0,22,63,2,707,214,2,97,14.3,16.8,0.9,1.0,5,0,"42",15,1,10,24.8,23.6,0.1,0.1,110.8,107.1
"Martell Webster","POR","SF",79,210,4,23,82,49,2005,639,332,153,12.5,18.2,2.4,2.0,6,0,"152",52,17,13,13.3,19.8,0.1,0.0,110.8,107.1
"Marcus Camby","POR","C",83,220,13,35,23,23,718,145,1,56,17.0,12.3,0.8,1.5,6,6,"178",38,1,18,13.8,11.8,0.1,0.1,110.8,107.1
"Nicolas Batum","POR","SF",80,200,1,21,37,25,918,268,132,83,17.3,16.4,2.4,1.1,6,6,"139",37,21,13,11.8,15.4,0.2,-0.1,110.8,107.1
"LaMarcus Aldridge","POR","PF",83,240,3,24,78,78,2922,1169,16,231,18.2,22.9,5.5,3.3,6,6,"229",93,2,16,17.5,25.8,0.2,0.0,110.8,107.1
"Andre Miller","POR","PG",74,200,10,33,82,66,2500,908,80,169,18.1,23.8,4.6,2.4,6,6,"210",74,7,12,15.2,25.2,0.1,-0.1,110.8,107.1
"Anthony Tolliver","POR","PF",80,240,1,24,2,0,4,1,1,1,-11.5,11.9,0.0,0.0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",110.8,107.1
"Steve Blake","POR","PG",75,172,6,29,51,28,1397,355,207,84,11.2,14.8,1.3,1.1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",110.8,107.1
"Jerryd Bayless","POR","SG",75,200,1,21,74,11,1304,483,92,152,14.3,24.9,1.7,1.0,6,2,"166",65,15,21,15.4,24.1,0.3,-0.1,110.8,107.1
"Juwan Howard","POR","C",81,240,15,36,73,27,1632,375,1,191,10.0,13.9,1.1,1.6,6,0,"87",19,0,20,7.9,12.1,0.1,0.0,110.8,107.1
"Greg Oden","POR","C",84,250,1,22,21,21,502,152,0,84,23.1,20.7,1.3,1.0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",110.8,107.1
