"Name","Team","Position","Height","Weight","Exp","Age","G","GS","MP","FGA","3PA","PF","PER","USG%","OWS","DWS","PG","PGS","PMP","PFGA","P3PA","PPF","PPER","PUSG%","POWS","PDWS","TORtg","TDRtg"
"Matt Barnes","LAC","SF",79,235,10,33,63,40,1735,527,283,185,12.0,16.6,1.5,2.0,13,13,"404",107,60,41,9.7,14.2,0.2,0.2,112.1,104.8
"Glen Davis","LAC","PF",81,289,6,28,23,1,308,81,1,48,10.3,15.5,0.1,0.4,13,0,"158",41,0,24,13.1,13.2,0.2,0.1,112.1,104.8
"Jamal Crawford","LAC","SG",77,200,13,33,69,24,2094,1011,446,120,17.3,27.2,3.8,1.5,13,0,"313",171,79,24,16.7,28.5,0.4,0.1,112.1,104.8
"Antawn Jamison","LAC","PF",80,223,15,37,22,0,248,92,41,29,7.8,19.6,-0.3,0.4,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",112.1,104.8
"Darren Collison","LAC","PG",72,160,4,26,80,35,2069,694,189,150,16.2,19.7,3.8,2.0,13,0,"249",90,12,17,13.9,21.2,0.3,0.0,112.1,104.8
"DeAndre Jordan","LAC","C",83,250,5,25,82,82,2870,515,0,264,18.2,12.4,5.3,5.8,13,13,"442",63,0,45,16.5,11.7,0.5,0.7,112.1,104.8
"Byron Mullens","LAC","C",84,275,4,24,27,0,167,64,39,33,7.8,21.1,-0.2,0.2,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",112.1,104.8
"Danny Granger","LAC","SF",81,222,8,30,12,0,194,84,34,21,12.6,22.8,0.1,0.2,13,0,"134",40,22,24,3.6,15.2,-0.2,0.1,112.1,104.8
"Chris Paul","LAC","PG",72,175,8,28,62,62,2171,870,212,157,25.9,23.7,9.0,3.2,13,13,"472",197,70,50,23.6,23.9,1.5,0.5,112.1,104.8
"Ryan Hollins","LAC","PF",84,230,7,29,61,0,482,72,0,87,11.9,11.5,0.7,0.6,5,0,"9",4,0,3,-3.2,26.2,0.0,0.0,112.1,104.8
"Stephen Jackson","LAC","SF",80,218,13,35,9,0,107,26,14,11,0.1,13.9,-0.3,0.1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",112.1,104.8
"Maalik Wayns","LAC","PG",74,200,1,22,2,0,9,2,0,4,19.3,9.8,0.0,0.0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",112.1,104.8
"Blake Griffin","LAC","PF",82,251,3,24,80,80,2863,1359,44,265,23.9,29.0,8.1,4.1,13,13,"478",234,7,54,21.7,27.9,1.1,0.3,112.1,104.8
"Robert Sacre","LAL","C",84,263,1,24,65,13,1089,300,0,134,12.1,15.5,0.7,0.7,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",104.2,110.6
"Steve Nash","LAL","PG",75,195,17,39,15,10,313,94,24,18,12.2,18.9,0.1,0.0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",104.2,110.6
"Pau Gasol","LAL","C",84,227,12,33,60,60,1884,885,14,124,19.3,26.4,1.3,1.7,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",104.2,110.6
"Nick Young","LAL","SG",78,200,6,28,64,9,1810,889,350,156,16.0,26.8,2.3,0.3,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",104.2,110.6
"Steve Blake","LAL","PG",75,172,10,33,27,27,891,233,131,49,12.1,15.7,0.4,0.3,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",104.2,110.6
"Wesley Johnson","LAL","SF",79,205,3,26,79,62,2240,651,271,207,11.0,15.1,0.4,1.5,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",104.2,110.6
"MarShon Brooks","LAL","SG",77,200,2,25,18,0,228,88,19,16,16.5,22.3,0.2,0.1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",104.2,110.6
"Ryan Kelly","LAL","PF",83,230,0,22,59,25,1312,371,142,147,12.6,15.9,1.5,0.7,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",104.2,110.6
"Chris Kaman","LAL","C",84,268,10,31,39,13,736,346,3,93,17.0,26.7,-0.2,0.7,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",104.2,110.6
"Jordan Hill","LAL","PF",82,235,4,26,72,32,1500,521,1,172,19.3,19.7,3.1,1.3,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",104.2,110.6
"Kent Bazemore","LAL","SG",77,201,1,24,23,15,643,246,89,60,13.3,22.3,0.0,0.4,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",104.2,110.6
"Jordan Farmar","LAL","PG",74,180,6,27,41,5,912,364,160,65,15.0,23.2,0.4,0.4,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",104.2,110.6
"Kobe Bryant","LAL","SG",78,200,17,35,6,6,177,73,16,9,10.7,28.7,-0.5,0.1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",104.2,110.6
"Elias Harris","LAL","SF",80,239,0,24,2,0,11,1,0,0,7.6,4.0,0.0,0.0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",104.2,110.6
"Xavier Henry","LAL","SF",78,220,3,22,43,5,908,345,81,79,12.3,23.1,-0.1,0.5,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",104.2,110.6
"Shawne Williams","LAL","PF",81,225,5,27,36,13,751,192,129,93,9.5,12.9,0.1,0.6,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",104.2,110.6
"Jodie Meeks","LAL","SG",76,208,4,26,77,70,2556,892,404,119,14.7,19.1,3.8,0.7,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",104.2,110.6
"Manny Harris","LAL","SG",77,185,2,24,9,0,180,70,20,10,10.9,20.4,-0.1,0.1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",104.2,110.6
"Kendall Marshall","LAL","PG",76,195,1,22,54,45,1564,419,178,76,12.6,16.3,0.6,0.3,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",104.2,110.6
"Nazr Mohammed","CHI","C",82,221,15,36,80,1,562,126,0,77,10.1,14.5,-0.4,1.2,2,0,"5",1,0,3,-8.2,9.6,0.0,0.0,102.5,100.5
"Carlos Boozer","CHI","PF",81,258,11,32,76,76,2141,980,2,216,14.4,26.3,-0.9,4.3,5,5,"121",47,0,13,11.7,23.0,-0.1,0.2,102.5,100.5
"Luol Deng","CHI","SF",81,220,9,28,23,23,860,354,62,53,17.0,25.1,1.0,1.4,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",102.5,100.5
"Joakim Noah","CHI","C",83,232,6,28,80,80,2820,800,2,245,20.0,18.7,4.5,6.6,5,5,"210",41,0,19,13.1,15.5,-0.1,0.4,102.5,100.5
"Ronnie Brewer","CHI","SF",79,220,7,28,1,0,2,0,0,0,0.0,0.0,0.0,0.0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",102.5,100.5
"D.J. Augustin","CHI","PG",72,180,5,26,61,9,1857,694,321,140,16.8,22.5,4.0,2.4,5,0,"141",72,26,16,9.5,30.5,-0.2,0.1,102.5,100.5
"Derrick Rose","CHI","PG",75,190,4,25,10,10,311,164,47,15,9.7,31.5,-0.6,0.4,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",102.5,100.5
"Jimmer Fredette","CHI","SG",74,195,2,24,8,0,56,29,11,7,11.6,27.9,0.0,0.1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",102.5,100.5
"Marquis Teague","CHI","SG",74,189,1,20,19,2,242,66,10,25,0.0,17.2,-0.8,0.3,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",102.5,100.5
"Louis Amundson","CHI","PF",81,225,7,31,1,0,1,0,0,0,0.0,0.0,0.0,0.0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",102.5,100.5
"Jimmy Butler","CHI","SG",79,220,2,24,67,67,2591,693,240,106,13.5,16.8,2.4,4.6,5,5,"218",57,20,13,11.4,15.5,0.2,0.2,102.5,100.5
"Cartier Martin","CHI","SF",79,220,5,29,6,0,48,8,5,3,13.3,10.3,0.1,0.1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",102.5,100.5
"Taj Gibson","CHI","PF",81,225,4,28,82,8,2351,896,7,207,16.0,23.0,1.4,4.4,5,0,"154",57,0,12,26.5,25.3,0.5,0.2,102.5,100.5
"Tony Snell","CHI","SG",79,200,0,22,77,12,1231,336,178,84,8.0,14.9,-0.1,1.7,5,0,"46",9,5,5,-0.3,10.5,-0.1,0.1,102.5,100.5
"Mike James","CHI","PG",74,188,11,38,11,0,77,21,5,11,1.5,16.1,-0.2,0.1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",102.5,100.5
"Erik Murphy","CHI","C",82,230,0,23,24,0,62,13,3,7,0.2,11.2,-0.2,0.1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",102.5,100.5
"Tornike Shengelia","CHI","SF",81,217,1,22,9,0,17,4,0,2,9.0,13.6,0.0,0.0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",102.5,100.5
"Jarvis Varnado","CHI","PF",81,230,1,25,1,0,2,0,0,1,-9.1,0.0,0.0,0.0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",102.5,100.5
"Kirk Hinrich","CHI","PG",75,190,10,33,73,61,2116,619,242,203,10.8,17.3,0.4,3.3,5,5,"167",56,19,22,8.2,19.8,-0.1,0.1,102.5,100.5
"Mike Dunleavy","CHI","SF",81,220,11,33,82,61,2584,774,324,163,12.6,17.0,2.4,4.1,5,5,"163",53,26,7,15.5,17.9,0.3,0.1,102.5,100.5
"Udonis Haslem","MIA","PF",80,230,10,33,46,18,653,146,0,79,10.5,13.9,0.3,0.8,16,6,"169",37,0,28,9.8,12.8,0.2,0.1,110.9,105.8
"Chris Bosh","MIA","C",83,235,10,29,79,79,2531,953,218,192,19.0,22.6,4.6,3.4,20,20,"686",229,74,51,18.2,19.7,1.4,0.6,110.9,105.8
"DeAndre Liggins","MIA","SG",78,209,2,25,1,0,1,1,0,0,129.1,47.8,0.0,0.0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",110.9,105.8
"Norris Cole","MIA","PG",74,170,2,25,82,6,2014,500,174,156,8.8,15.6,-0.5,1.7,20,0,"404",78,40,34,7.2,13.1,0.1,0.1,110.9,105.8
"Ray Allen","MIA","SG",77,205,17,38,73,9,1936,543,309,115,12.8,16.8,2.5,1.5,20,1,"527",143,85,41,12.8,17.8,0.6,0.3,110.9,105.8
"Shane Battier","MIA","SF",80,220,12,35,73,56,1468,275,210,124,8.7,10.0,1.0,1.4,16,6,"202",26,20,23,5.8,8.4,0.1,0.1,110.9,105.8
"Mario Chalmers","MIA","PG",73,190,5,27,73,73,2178,560,226,210,14.0,17.4,2.4,2.5,20,19,"535",111,43,48,10.2,14.5,0.1,0.4,110.9,105.8
"LeBron James","MIA","PF",80,240,10,29,77,77,2902,1353,306,126,29.3,31.0,12.3,3.7,20,20,"763",340,86,46,31.1,31.6,3.4,0.9,110.9,105.8
"Toney Douglas","MIA","PG",74,190,4,27,27,17,410,104,43,47,10.9,15.6,0.3,0.4,10,0,"29",9,6,3,12.9,19.2,0.1,0.0,110.9,105.8
"Michael Beasley","MIA","SF",81,235,5,25,55,2,831,355,54,93,16.8,25.7,0.5,1.1,4,0,"23",10,0,3,14.6,27.4,0.0,0.0,110.9,105.8
"Roger Mason","MIA","SG",77,200,9,33,25,2,260,67,48,26,8.2,14.5,0.1,0.2,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",110.9,105.8
"Justin Hamilton","MIA","C",84,260,0,23,7,0,68,20,9,8,12.6,17.7,0.1,0.1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",110.9,105.8
"James Jones","MIA","SF",80,225,10,33,20,6,236,68,54,6,15.4,15.6,0.6,0.1,15,0,"126",40,32,17,16.2,16.7,0.4,0.1,110.9,105.8
"Dwyane Wade","MIA","SG",76,212,10,32,54,53,1775,761,32,106,22.0,27.9,3.5,2.0,20,20,"693",278,24,55,18.5,27.4,0.7,0.5,110.9,105.8
"Chris Andersen","MIA","C",82,230,11,35,72,0,1396,275,12,162,18.5,13.8,3.8,2.2,18,0,"317",57,1,34,17.7,13.3,0.7,0.5,110.9,105.8
"Greg Oden","MIA","C",84,250,2,26,23,6,212,49,0,52,12.4,16.0,0.2,0.3,3,0,"7",0,0,2,10.6,0.0,0.0,0.0,110.9,105.8
"Joel Anthony","MIA","C",81,245,6,31,12,0,37,6,0,4,8.0,10.2,0.0,0.0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",110.9,105.8
"Rashard Lewis","MIA","SF",82,215,15,34,60,6,971,236,134,90,10.7,14.1,0.5,1.1,18,8,"319",85,59,29,9.9,14.7,0.1,0.2,110.9,105.8
"Tornike Shengelia","BRK","SF",81,217,1,22,17,0,137,24,6,16,3.3,13.2,-0.2,0.0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",106.7,107.7
"Reggie Evans","BRK","PF",80,245,11,33,30,6,399,59,0,54,9.0,13.6,-0.1,0.5,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",106.7,107.7
"Tyshawn Taylor","BRK","PG",75,185,1,23,23,3,270,91,12,29,5.4,23.5,-0.7,0.2,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",106.7,107.7
"Mirza Teletovic","BRK","SF",80,235,1,28,72,7,1396,529,349,143,14.3,20.5,1.6,1.1,12,0,"220",82,56,14,16.8,20.5,0.4,0.1,106.7,107.7
"Jorge Gutierrez","BRK","PG",75,191,0,25,15,2,244,54,12,37,8.7,14.1,0.1,0.2,2,0,"3",0,0,0,33.7,28.7,0.0,0.0,106.7,107.7
"Marquis Teague","BRK","SG",74,189,1,20,21,1,201,53,8,21,8.4,19.5,-0.2,0.2,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",106.7,107.7
"Joe Johnson","BRK","SG",79,240,12,32,79,79,2575,1018,404,129,15.5,22.3,3.9,1.0,12,12,"469",184,53,20,20.3,23.1,1.4,0.1,106.7,107.7
"Paul Pierce","BRK","SF",79,235,15,36,75,68,2098,712,300,190,16.8,22.4,2.9,2.3,12,12,"368",129,53,44,15.1,21.7,0.4,0.3,106.7,107.7
"Marcus Thornton","BRK","SG",76,205,4,26,26,1,620,266,137,36,16.1,24.4,0.6,0.5,10,0,"124",54,21,4,14.2,25.2,0.1,0.0,106.7,107.7
"Kevin Garnett","BRK","C",83,220,18,37,54,54,1109,356,3,123,13.3,18.9,-0.7,1.9,12,12,"250",63,2,25,17.2,16.8,0.3,0.3,106.7,107.7
"Deron Williams","BRK","PG",75,210,8,29,64,58,2059,716,268,148,17.6,21.8,3.8,1.5,12,12,"428",152,53,31,14.6,22.7,0.4,0.2,106.7,107.7
"Andray Blatche","BRK","PF",83,235,8,27,73,7,1618,674,54,166,18.8,25.6,1.6,2.1,12,0,"172",58,2,22,19.7,23.1,0.3,0.2,106.7,107.7
"Jason Terry","BRK","PG",74,176,14,36,35,0,570,152,103,48,7.4,15.3,0.0,0.2,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",106.7,107.7
"Brook Lopez","BRK","C",84,260,5,25,17,17,533,229,1,52,25.4,27.1,1.9,0.5,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",106.7,107.7
"Andrei Kirilenko","BRK","PF",81,220,11,32,45,4,857,160,5,65,12.4,14.6,0.4,0.9,10,0,"144",15,0,11,14.4,8.6,0.2,0.2,106.7,107.7
"Mason Plumlee","BRK","PF",82,235,0,23,70,22,1275,302,3,171,19.0,17.1,3.0,1.7,10,0,"114",16,0,24,4.5,14.1,-0.2,0.1,106.7,107.7
"Jason Collins","BRK","C",84,255,12,35,22,1,172,24,3,30,4.1,8.9,-0.1,0.1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",106.7,107.7
"Shaun Livingston","BRK","PG",79,182,8,28,76,54,1974,487,6,172,14.5,16.1,2.6,1.8,12,10,"325",86,1,41,13.1,18.7,0.3,0.1,106.7,107.7
"Alan Anderson","BRK","SF",78,220,4,31,78,26,1773,485,248,147,9.5,15.9,0.8,0.9,12,2,"261",62,31,32,9.3,15.0,0.1,0.1,106.7,107.7
"Anthony Bennett","CLE","SF",80,240,0,20,52,0,663,225,53,93,6.9,20.3,-1.1,0.7,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",104.2,107.7
"Tristan Thompson","CLE","PF",80,225,2,22,82,82,2594,761,1,188,14.9,17.5,3.4,2.3,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",104.2,107.7
"Jarrett Jack","CLE","PG",75,202,8,30,80,31,2252,698,185,133,11.5,17.8,0.9,1.4,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",104.2,107.7
"Anderson Varejao","CLE","C",82,230,9,31,65,29,1800,459,7,164,17.0,14.6,2.7,2.7,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",104.2,107.7
"Spencer Hawes","CLE","C",84,245,6,25,27,25,804,297,105,83,16.6,20.7,1.0,0.9,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",104.2,107.7
"Matthew Dellavedova","CLE","SG",76,200,0,23,72,4,1271,296,155,121,10.7,13.2,1.4,0.7,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",104.2,107.7
"Carrick Felix","CLE","SG",78,201,0,23,7,0,38,14,5,4,13.3,23.2,0.0,0.0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",104.2,107.7
"Tyler Zeller","CLE","C",84,250,1,24,70,9,1049,290,1,137,15.4,17.1,1.5,1.1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",104.2,107.7
"Earl Clark","CLE","PF",82,225,4,26,45,17,698,240,116,61,8.6,17.9,-0.5,0.7,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",104.2,107.7
"Henry Sims","CLE","C",82,245,1,23,20,0,168,45,0,32,10.7,15.7,0.0,0.2,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",104.2,107.7
"Dion Waiters","CLE","SG",76,210,1,22,70,24,2072,993,250,153,14.0,26.9,0.3,1.3,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",104.2,107.7
"Scotty Hopson","CLE","SG",79,204,0,24,2,0,7,4,2,0,-6.5,31.1,-0.1,0.0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",104.2,107.7
"Andrew Bynum","CLE","C",84,285,7,26,24,19,480,203,0,28,14.8,23.4,-0.2,0.5,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",104.2,107.7
"Shane Edwards","CLE","SF",79,220,0,26,2,0,12,3,0,1,-1.0,14.9,0.0,0.0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",104.2,107.7
"Alonzo Gee","CLE","SF",78,220,4,26,65,24,1020,236,58,96,8.6,13.4,-0.1,1.0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",104.2,107.7
"Sergey Karasev","CLE","SF",79,203,0,20,22,1,156,35,19,22,2.3,14.4,-0.2,0.1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",104.2,107.7
"Kyrie Irving","CLE","PG",75,193,2,21,71,71,2496,1237,344,163,20.1,28.2,4.6,2.1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",104.2,107.7
"Arinze Onuaku","CLE","PF",81,275,0,26,2,0,5,1,0,0,-5.3,8.9,0.0,0.0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",104.2,107.7
"Seth Curry","CLE","PG",74,185,0,23,1,0,9,3,1,0,19.9,14.9,0.0,0.0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",104.2,107.7
"Luol Deng","CLE","SF",81,220,9,28,40,40,1353,506,127,58,14.0,20.6,1.3,0.9,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",104.2,107.7
"C.J. Miles","CLE","SG",78,210,8,26,51,34,984,409,211,103,16.0,22.0,1.5,0.9,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",104.2,107.7
"Jeff Teague","ATL","PG",74,180,4,25,79,79,2542,1040,225,158,17.1,25.7,3.3,1.9,7,7,"242",112,27,15,17.1,28.9,0.1,0.4,105.9,106.4
