"","X","X.3","X.2","X.1","Date","Name","Team","Started","B2B","MP","FGA","X3PA","PF","USG.","ORtg","DRtg","Home","Away","Winner","TORtg","TDRtg"
"7266",7266,7266,7266,7266,19851228,"Caldwell Jones","Portland Trail Blazers",0,1,"13:00",0,3,0,15,107,"Houston Rockets","Portland Trail Blazers","Houston Rockets",NA,NA,NA
"7267",7267,7267,7267,7267,19851228,"Jeff Malone","Washington Bullets",1,1,"41:00",0,2,0,111,97,"New Jersey Nets","Washington Bullets","Washington Bullets",NA,NA,NA
"7268",7268,7268,7268,7268,19851228,"Darren Daye","Washington Bullets",0,1,"20:00",0,2,0,118,98,"New Jersey Nets","Washington Bullets","Washington Bullets",NA,NA,NA
"7269",7269,7269,7269,7269,19851228,"Mike Gminski","New Jersey Nets",1,0,"29:00",0,0,0,69,97,"New Jersey Nets","Washington Bullets","Washington Bullets",NA,NA,NA
"7270",7270,7270,7270,7270,19851228,"Frank Johnson","Washington Bullets",1,1,"34:00",0,3,0,89,99,"New Jersey Nets","Washington Bullets","Washington Bullets",NA,NA,NA
"7271",7271,7271,7271,7271,19851228,"Darwin Cook","New Jersey Nets",1,0,"23:00",0,4,0,66,101,"New Jersey Nets","Washington Bullets","Washington Bullets",NA,NA,NA
"7272",7272,7272,7272,7272,19851228,"Freeman Williams","Washington Bullets",0,1,"22:00",1,2,0,113,100,"New Jersey Nets","Washington Bullets","Washington Bullets",NA,NA,NA
"7273",7273,7273,7273,7273,19851228,"Manute Bol","Washington Bullets",1,1,"36:00",1,4,0,33,89,"New Jersey Nets","Washington Bullets","Washington Bullets",NA,NA,NA
"7274",7274,7274,7274,7274,19851228,"Dan Roundfield","Washington Bullets",1,1,"30:00",0,3,0,82,94,"New Jersey Nets","Washington Bullets","Washington Bullets",NA,NA,NA
"7275",7275,7275,7275,7275,19851228,"Tom McMillen","Washington Bullets",0,1,"14:00",0,1,0,100,99,"New Jersey Nets","Washington Bullets","Washington Bullets",NA,NA,NA
"7276",7276,7276,7276,7276,19851228,"Cliff Robinson","Washington Bullets",1,1,"33:00",0,2,0,98,86,"New Jersey Nets","Washington Bullets","Washington Bullets",NA,NA,NA
"7277",7277,7277,7277,7277,19851228,"Kelvin Ransey","New Jersey Nets",0,0,"25:00",2,1,0,106,103,"New Jersey Nets","Washington Bullets","Washington Bullets",NA,NA,NA
"7278",7278,7278,7278,7278,19851228,"Mickey Johnson","New Jersey Nets",0,0,"23:00",0,3,0,108,97,"New Jersey Nets","Washington Bullets","Washington Bullets",NA,NA,NA
"7279",7279,7279,7279,7279,19851228,"Mike O'Koren","New Jersey Nets",0,0,"10:00",0,0,0,48,105,"New Jersey Nets","Washington Bullets","Washington Bullets",NA,NA,NA
"7280",7280,7280,7280,7280,19851228,"Albert King","New Jersey Nets",1,0,"28:00",0,6,0,82,92,"New Jersey Nets","Washington Bullets","Washington Bullets",NA,NA,NA
"7281",7281,7281,7281,7281,19851228,"Charles Jones","Washington Bullets",0,1,"10:00",0,2,0,140,90,"New Jersey Nets","Washington Bullets","Washington Bullets",NA,NA,NA
"7282",7282,7282,7282,7282,19851228,"Buck Williams","New Jersey Nets",1,0,"41:00",0,2,0,133,98,"New Jersey Nets","Washington Bullets","Washington Bullets",NA,NA,NA
"7283",7283,7283,7283,7283,19851228,"Otis Birdsong","New Jersey Nets",1,0,"37:00",0,1,0,103,106,"New Jersey Nets","Washington Bullets","Washington Bullets",NA,NA,NA
"7284",7284,7284,7284,7284,19851228,"Darryl Dawkins","New Jersey Nets",0,0,"24:00",0,5,0,83,101,"New Jersey Nets","Washington Bullets","Washington Bullets",NA,NA,NA
"7285",7285,7285,7285,7285,19851228,"Kevin Willis","Atlanta Hawks",1,1,"12:00",0,6,0,65,79,"New York Knicks","Atlanta Hawks","Atlanta Hawks",NA,NA,NA
"7286",7286,7286,7286,7286,19851228,"Pat Cummings","New York Knicks",1,0,"32:00",1,5,0,76,100,"New York Knicks","Atlanta Hawks","Atlanta Hawks",NA,NA,NA
"7287",7287,7287,7287,7287,19851228,"Ernie Grunfeld","New York Knicks",0,0,"27:00",0,2,0,82,104,"New York Knicks","Atlanta Hawks","Atlanta Hawks",NA,NA,NA
"7288",7288,7288,7288,7288,19851228,"Jon Koncak","Atlanta Hawks",0,1,"32:00",0,2,0,102,70,"New York Knicks","Atlanta Hawks","Atlanta Hawks",NA,NA,NA
"7289",7289,7289,7289,7289,19851228,"Louis Orr","New York Knicks",1,0,"21:00",0,1,0,95,108,"New York Knicks","Atlanta Hawks","Atlanta Hawks",NA,NA,NA
"7290",7290,7290,7290,7290,19851228,"Ken Bannister","New York Knicks",0,0,"23:00",0,3,0,91,103,"New York Knicks","Atlanta Hawks","Atlanta Hawks",NA,NA,NA
"7291",7291,7291,7291,7291,19851228,"Bob Thornton","New York Knicks",0,0,"16:00",0,1,0,27,94,"New York Knicks","Atlanta Hawks","Atlanta Hawks",NA,NA,NA
"7292",7292,7292,7292,7292,19851228,"Dominique Wilkins","Atlanta Hawks",1,1,"44:00",4,3,0,138,75,"New York Knicks","Atlanta Hawks","Atlanta Hawks",NA,NA,NA
"7293",7293,7293,7293,7293,19851228,"Darrell Walker","New York Knicks",0,0,"26:00",0,3,0,58,93,"New York Knicks","Atlanta Hawks","Atlanta Hawks",NA,NA,NA
"7294",7294,7294,7294,7294,19851228,"Scott Hastings","Atlanta Hawks",0,1,"27:00",0,5,0,83,88,"New York Knicks","Atlanta Hawks","Atlanta Hawks",NA,NA,NA
"7295",7295,7295,7295,7295,19851228,"Spud Webb","Atlanta Hawks",0,1,"11:00",0,1,0,102,81,"New York Knicks","Atlanta Hawks","Atlanta Hawks",NA,NA,NA
"7296",7296,7296,7296,7296,19851228,"Randy Wittman","Atlanta Hawks",1,1,"34:00",0,4,0,83,88,"New York Knicks","Atlanta Hawks","Atlanta Hawks",NA,NA,NA
"7297",7297,7297,7297,7297,19851228,"Eddie Johnson","Atlanta Hawks",0,1,"18:00",0,1,0,127,89,"New York Knicks","Atlanta Hawks","Atlanta Hawks",NA,NA,NA
"7298",7298,7298,7298,7298,19851228,"Rory Sparrow","New York Knicks",1,0,"24:00",0,5,0,46,103,"New York Knicks","Atlanta Hawks","Atlanta Hawks",NA,NA,NA
"7299",7299,7299,7299,7299,19851228,"Fred Cofield","New York Knicks",0,0,"2:00",0,1,0,37,106,"New York Knicks","Atlanta Hawks","Atlanta Hawks",NA,NA,NA
"7300",7300,7300,7300,7300,19851228,"Trent Tucker","New York Knicks",1,0,"17:00",2,2,0,74,106,"New York Knicks","Atlanta Hawks","Atlanta Hawks",NA,NA,NA
"7301",7301,7301,7301,7301,19851228,"Lorenzo Charles","Atlanta Hawks",0,1,"7:00",0,2,0,84,82,"New York Knicks","Atlanta Hawks","Atlanta Hawks",NA,NA,NA
"7302",7302,7302,7302,7302,19851228,"Gerald Wilkins","New York Knicks",0,0,"27:00",1,1,0,91,107,"New York Knicks","Atlanta Hawks","Atlanta Hawks",NA,NA,NA
"7303",7303,7303,7303,7303,19851228,"Tree Rollins","Atlanta Hawks",1,1,"22:00",0,3,0,92,71,"New York Knicks","Atlanta Hawks","Atlanta Hawks",NA,NA,NA
"7304",7304,7304,7304,7304,19851228,"James Bailey","New York Knicks",1,0,"25:00",0,6,0,80,88,"New York Knicks","Atlanta Hawks","Atlanta Hawks",NA,NA,NA
"7305",7305,7305,7305,7305,19851228,"Doc Rivers","Atlanta Hawks",1,1,"33:00",2,5,0,74,80,"New York Knicks","Atlanta Hawks","Atlanta Hawks",NA,NA,NA
"7306",7306,7306,7306,7306,19851228,"Jay Humphries","Phoenix Suns",1,0,"30:00",0,5,0,70,92,"Phoenix Suns","Philadelphia 76ers","Philadelphia 76ers",NA,NA,NA
"7307",7307,7307,7307,7307,19851228,"Bobby Jones","Philadelphia 76ers",1,0,"28:00",0,4,0,95,95,"Phoenix Suns","Philadelphia 76ers","Philadelphia 76ers",NA,NA,NA
"7308",7308,7308,7308,7308,19851228,"Terry Catledge","Philadelphia 76ers",0,0,"14:00",0,3,0,111,104,"Phoenix Suns","Philadelphia 76ers","Philadelphia 76ers",NA,NA,NA
"7309",7309,7309,7309,7309,19851228,"Alvan Adams","Phoenix Suns",1,0,"33:00",0,2,0,93,96,"Phoenix Suns","Philadelphia 76ers","Philadelphia 76ers",NA,NA,NA
"7310",7310,7310,7310,7310,19851228,"Larry Nance","Phoenix Suns",1,0,"28:00",0,5,0,87,98,"Phoenix Suns","Philadelphia 76ers","Philadelphia 76ers",NA,NA,NA
"7311",7311,7311,7311,7311,19851228,"Perry Moss","Philadelphia 76ers",0,0,"14:00",0,1,0,74,100,"Phoenix Suns","Philadelphia 76ers","Philadelphia 76ers",NA,NA,NA
"7312",7312,7312,7312,7312,19851228,"Charles Pittman","Phoenix Suns",1,0,"26:00",0,4,0,86,101,"Phoenix Suns","Philadelphia 76ers","Philadelphia 76ers",NA,NA,NA
"7313",7313,7313,7313,7313,19851228,"Moses Malone","Philadelphia 76ers",1,0,"16:00",0,3,0,61,102,"Phoenix Suns","Philadelphia 76ers","Philadelphia 76ers",NA,NA,NA
"7314",7314,7314,7314,7314,19851228,"Clemon Johnson","Philadelphia 76ers",0,0,"32:00",0,3,0,97,95,"Phoenix Suns","Philadelphia 76ers","Philadelphia 76ers",NA,NA,NA
"7315",7315,7315,7315,7315,19851228,"Ed Pinckney","Phoenix Suns",0,0,"16:00",1,5,0,124,80,"Phoenix Suns","Philadelphia 76ers","Philadelphia 76ers",NA,NA,NA
"7316",7316,7316,7316,7316,19851228,"Mike Sanders","Phoenix Suns",0,0,"27:00",1,4,0,99,99,"Phoenix Suns","Philadelphia 76ers","Philadelphia 76ers",NA,NA,NA
"7317",7317,7317,7317,7317,19851228,"Julius Erving","Philadelphia 76ers",1,0,"36:00",0,2,0,134,94,"Phoenix Suns","Philadelphia 76ers","Philadelphia 76ers",NA,NA,NA
"7318",7318,7318,7318,7318,19851228,"Leon Wood","Philadelphia 76ers",0,0,"17:00",5,0,0,90,100,"Phoenix Suns","Philadelphia 76ers","Philadelphia 76ers",NA,NA,NA
"7319",7319,7319,7319,7319,19851228,"Rick Robey","Phoenix Suns",0,0,"20:00",0,0,0,110,102,"Phoenix Suns","Philadelphia 76ers","Philadelphia 76ers",NA,NA,NA
"7320",7320,7320,7320,7320,19851228,"Rod Foster","Phoenix Suns",0,0,"18:00",0,1,0,104,107,"Phoenix Suns","Philadelphia 76ers","Philadelphia 76ers",NA,NA,NA
"7321",7321,7321,7321,7321,19851228,"Georgi Glouchkov","Phoenix Suns",0,0,"9:00",0,1,0,83,105,"Phoenix Suns","Philadelphia 76ers","Philadelphia 76ers",NA,NA,NA
"7322",7322,7322,7322,7322,19851228,"Charles Barkley","Philadelphia 76ers",1,0,"39:00",3,4,0,94,98,"Phoenix Suns","Philadelphia 76ers","Philadelphia 76ers",NA,NA,NA
"7323",7323,7323,7323,7323,19851228,"Bernard Thompson","Phoenix Suns",1,0,"33:00",0,3,0,101,105,"Phoenix Suns","Philadelphia 76ers","Philadelphia 76ers",NA,NA,NA
"7324",7324,7324,7324,7324,19851228,"Maurice Cheeks","Philadelphia 76ers",1,0,"44:00",0,2,0,93,95,"Phoenix Suns","Philadelphia 76ers","Philadelphia 76ers",NA,NA,NA
"7325",7325,7325,7325,7325,19851228,"Larry Drew","Sacramento Kings",1,0,"20:00",0,2,0,86,130,"Sacramento Kings","Los Angeles Lakers","Los Angeles Lakers",NA,NA,NA
"7326",7326,7326,7326,7326,19851228,"LaSalle Thompson","Sacramento Kings",1,0,"32:00",0,2,0,124,117,"Sacramento Kings","Los Angeles Lakers","Los Angeles Lakers",NA,NA,NA
"7327",7327,7327,7327,7327,19851228,"Mark Olberding","Sacramento Kings",1,0,"35:00",0,3,0,87,128,"Sacramento Kings","Los Angeles Lakers","Los Angeles Lakers",NA,NA,NA
"7328",7328,7328,7328,7328,19851228,"Byron Scott","Los Angeles Lakers",1,0,"15:00",0,3,0,108,105,"Sacramento Kings","Los Angeles Lakers","Los Angeles Lakers",NA,NA,NA
"7329",7329,7329,7329,7329,19851228,"Magic Johnson","Los Angeles Lakers",1,0,"29:00",1,1,0,125,99,"Sacramento Kings","Los Angeles Lakers","Los Angeles Lakers",NA,NA,NA
"7330",7330,7330,7330,7330,19851228,"Mike McGee","Los Angeles Lakers",0,0,"22:00",3,4,0,111,111,"Sacramento Kings","Los Angeles Lakers","Los Angeles Lakers",NA,NA,NA
"7331",7331,7331,7331,7331,19851228,"Reggie Theus","Sacramento Kings",1,0,"38:00",1,1,0,104,128,"Sacramento Kings","Los Angeles Lakers","Los Angeles Lakers",NA,NA,NA
"7332",7332,7332,7332,7332,19851228,"Kareem Abdul-Jabbar","Los Angeles Lakers",1,0,"28:00",0,2,0,159,98,"Sacramento Kings","Los Angeles Lakers","Los Angeles Lakers",NA,NA,NA
"7333",7333,7333,7333,7333,19851228,"Mike Bratz","Sacramento Kings",0,0,"6:00",0,2,0,187,115,"Sacramento Kings","Los Angeles Lakers","Los Angeles Lakers",NA,NA,NA
"7334",7334,7334,7334,7334,19851228,"Ronnie Lester","Los Angeles Lakers",0,0,"7:00",0,2,0,70,110,"Sacramento Kings","Los Angeles Lakers","Los Angeles Lakers",NA,NA,NA
"7335",7335,7335,7335,7335,19851228,"Carl Henry","Sacramento Kings",0,0,"6:00",1,0,0,234,112,"Sacramento Kings","Los Angeles Lakers","Los Angeles Lakers",NA,NA,NA
"7336",7336,7336,7336,7336,19851228,"Joe Kleine","Sacramento Kings",0,0,"14:00",0,5,0,71,131,"Sacramento Kings","Los Angeles Lakers","Los Angeles Lakers",NA,NA,NA
"7337",7337,7337,7337,7337,19851228,"Kurt Rambis","Los Angeles Lakers",1,0,"19:00",0,4,0,203,106,"Sacramento Kings","Los Angeles Lakers","Los Angeles Lakers",NA,NA,NA
"7338",7338,7338,7338,7338,19851228,"Rich Kelley","Sacramento Kings",0,0,"10:00",0,2,0,73,119,"Sacramento Kings","Los Angeles Lakers","Los Angeles Lakers",NA,NA,NA
"7339",7339,7339,7339,7339,19851228,"James Worthy","Los Angeles Lakers",1,0,"29:00",0,1,0,181,106,"Sacramento Kings","Los Angeles Lakers","Los Angeles Lakers",NA,NA,NA
"7340",7340,7340,7340,7340,19851228,"Maurice Lucas","Los Angeles Lakers",0,0,"21:00",0,2,0,88,105,"Sacramento Kings","Los Angeles Lakers","Los Angeles Lakers",NA,NA,NA
"7341",7341,7341,7341,7341,19851228,"Terry Tyler","Sacramento Kings",0,0,"23:00",0,1,0,78,122,"Sacramento Kings","Los Angeles Lakers","Los Angeles Lakers",NA,NA,NA
"7342",7342,7342,7342,7342,19851228,"Eddie Johnson","Sacramento Kings",1,0,"30:00",0,1,0,125,126,"Sacramento Kings","Los Angeles Lakers","Los Angeles Lakers",NA,NA,NA
"7343",7343,7343,7343,7343,19851228,"A.C. Green","Los Angeles Lakers",0,0,"19:00",0,6,0,132,97,"Sacramento Kings","Los Angeles Lakers","Los Angeles Lakers",NA,NA,NA
"7344",7344,7344,7344,7344,19851228,"Larry Spriggs","Los Angeles Lakers",0,0,"8:00",0,1,0,131,104,"Sacramento Kings","Los Angeles Lakers","Los Angeles Lakers",NA,NA,NA
"7345",7345,7345,7345,7345,19851228,"Michael Cooper","Los Angeles Lakers",0,0,"23:00",1,4,0,86,106,"Sacramento Kings","Los Angeles Lakers","Los Angeles Lakers",NA,NA,NA
"7346",7346,7346,7346,7346,19851228,"Mitch Kupchak","Los Angeles Lakers",0,0,"20:00",0,2,0,100,106,"Sacramento Kings","Los Angeles Lakers","Los Angeles Lakers",NA,NA,NA
"7347",7347,7347,7347,7347,19851228,"Mike Woodson","Sacramento Kings",0,0,"26:00",0,2,0,91,126,"Sacramento Kings","Los Angeles Lakers","Los Angeles Lakers",NA,NA,NA
"7348",7348,7348,7348,7348,19851228,"Jon Sundvold","San Antonio Spurs",0,0,"16:00",0,3,0,102,115,"San Antonio Spurs","Denver Nuggets","San Antonio Spurs",NA,NA,NA
"7349",7349,7349,7349,7349,19851228,"T.R. Dunn","Denver Nuggets",1,0,"27:00",0,4,0,76,98,"San Antonio Spurs","Denver Nuggets","San Antonio Spurs",NA,NA,NA
"7350",7350,7350,7350,7350,19851228,"Steve Johnson","San Antonio Spurs",1,0,"13:00",0,5,0,49,104,"San Antonio Spurs","Denver Nuggets","San Antonio Spurs",NA,NA,NA
"7351",7351,7351,7351,7351,19851228,"Wes Matthews","San Antonio Spurs",1,0,"32:00",0,1,0,104,103,"San Antonio Spurs","Denver Nuggets","San Antonio Spurs",NA,NA,NA
"7352",7352,7352,7352,7352,19851228,"Alfredrick Hughes","San Antonio Spurs",0,0,"8:00",0,0,0,44,99,"San Antonio Spurs","Denver Nuggets","San Antonio Spurs",NA,NA,NA
"7353",7353,7353,7353,7353,19851228,"Artis Gilmore","San Antonio Spurs",1,0,"39:00",0,4,0,128,99,"San Antonio Spurs","Denver Nuggets","San Antonio Spurs",NA,NA,NA
"7354",7354,7354,7354,7354,19851228,"Danny Schayes","Denver Nuggets",1,0,"28:00",1,6,0,147,109,"San Antonio Spurs","Denver Nuggets","San Antonio Spurs",NA,NA,NA
"7355",7355,7355,7355,7355,19851228,"Wayne Cooper","Denver Nuggets",1,0,"25:00",0,2,0,93,109,"San Antonio Spurs","Denver Nuggets","San Antonio Spurs",NA,NA,NA
"7356",7356,7356,7356,7356,19851228,"Calvin Natt","Denver Nuggets",0,0,"16:00",0,2,0,125,110,"San Antonio Spurs","Denver Nuggets","San Antonio Spurs",NA,NA,NA
"7357",7357,7357,7357,7357,19851228,"Mike Mitchell","San Antonio Spurs",1,0,"35:00",0,1,0,111,113,"San Antonio Spurs","Denver Nuggets","San Antonio Spurs",NA,NA,NA
"7358",7358,7358,7358,7358,19851228,"Bill Hanzlik","Denver Nuggets",0,0,"31:00",1,3,0,81,104,"San Antonio Spurs","Denver Nuggets","San Antonio Spurs",NA,NA,NA
"7359",7359,7359,7359,7359,19851228,"Marc Iavaroni","San Antonio Spurs",0,0,"13:00",0,2,0,192,97,"San Antonio Spurs","Denver Nuggets","San Antonio Spurs",NA,NA,NA
"7360",7360,7360,7360,7360,19851228,"Alvin Robertson","San Antonio Spurs",1,0,"40:00",0,1,0,97,94,"San Antonio Spurs","Denver Nuggets","San Antonio Spurs",NA,NA,NA
"7361",7361,7361,7361,7361,19851228,"Mike Evans","Denver Nuggets",0,0,"11:00",3,1,0,98,105,"San Antonio Spurs","Denver Nuggets","San Antonio Spurs",NA,NA,NA
"7362",7362,7362,7362,7362,19851228,"Fat Lever","Denver Nuggets",1,0,"37:00",2,5,0,79,101,"San Antonio Spurs","Denver Nuggets","San Antonio Spurs",NA,NA,NA
"7363",7363,7363,7363,7363,19851228,"Blair Rasmussen","Denver Nuggets",0,0,"3:00",0,0,0,33,115,"San Antonio Spurs","Denver Nuggets","San Antonio Spurs",NA,NA,NA
"7364",7364,7364,7364,7364,19851228,"Jeff Cook","San Antonio Spurs",0,0,"8:00",0,1,0,200,92,"San Antonio Spurs","Denver Nuggets","San Antonio Spurs",NA,NA,NA
"7365",7365,7365,7365,7365,19851228,"Elston Turner","Denver Nuggets",0,0,"24:00",0,2,0,96,110,"San Antonio Spurs","Denver Nuggets","San Antonio Spurs",NA,NA,NA
"7366",7366,7366,7366,7366,19851228,"Alex English","Denver Nuggets",1,0,"38:00",1,4,0,118,113,"San Antonio Spurs","Denver Nuggets","San Antonio Spurs",NA,NA,NA
"7367",7367,7367,7367,7367,19851228,"Dave Greenwood","San Antonio Spurs",0,0,"36:00",0,5,0,121,108,"San Antonio Spurs","Denver Nuggets","San Antonio Spurs",NA,NA,NA
"7368",7368,7368,7368,7368,19851228,"Lancaster Gordon","Los Angeles Clippers",0,0,"16:00",0,3,0,80,121,"Seattle SuperSonics","Los Angeles Clippers","Los Angeles Clippers",NA,NA,NA
"7369",7369,7369,7369,7369,19851228,"Tom Chambers","Seattle SuperSonics",0,1,"8:00",0,2,0,149,120,"Seattle SuperSonics","Los Angeles Clippers","Los Angeles Clippers",NA,NA,NA
"7370",7370,7370,7370,7370,19851228,"Franklin Edwards","Los Angeles Clippers",0,0,"16:00",0,0,0,132,117,"Seattle SuperSonics","Los Angeles Clippers","Los Angeles Clippers",NA,NA,NA
"7371",7371,7371,7371,7371,19851228,"Gerald Henderson","Seattle SuperSonics",1,1,"37:00",1,3,0,107,125,"Seattle SuperSonics","Los Angeles Clippers","Los Angeles Clippers",NA,NA,NA
"7372",7372,7372,7372,7372,19851228,"Cedric Maxwell","Los Angeles Clippers",1,0,"33:00",0,1,0,109,118,"Seattle SuperSonics","Los Angeles Clippers","Los Angeles Clippers",NA,NA,NA
"7373",7373,7373,7373,7373,19851228,"Marques Johnson","Los Angeles Clippers",1,0,"31:00",0,2,0,134,104,"Seattle SuperSonics","Los Angeles Clippers","Los Angeles Clippers",NA,NA,NA
"7374",7374,7374,7374,7374,19851228,"Danny Vranes","Seattle SuperSonics",0,1,"27:00",0,5,0,134,109,"Seattle SuperSonics","Los Angeles Clippers","Los Angeles Clippers",NA,NA,NA
"7375",7375,7375,7375,7375,19851228,"Michael Phelps","Seattle SuperSonics",0,1,"1:00",0,0,0,203,126,"Seattle SuperSonics","Los Angeles Clippers","Los Angeles Clippers",NA,NA,NA
"7376",7376,7376,7376,7376,19851228,"Danny Young","Seattle SuperSonics",0,1,"11:00",0,0,0,25,126,"Seattle SuperSonics","Los Angeles Clippers","Los Angeles Clippers",NA,NA,NA
"7377",7377,7377,7377,7377,19851228,"Benoit Benjamin","Los Angeles Clippers",0,0,"12:00",0,3,0,102,105,"Seattle SuperSonics","Los Angeles Clippers","Los Angeles Clippers",NA,NA,NA
"7378",7378,7378,7378,7378,19851228,"Rory White","Los Angeles Clippers",0,0,"17:00",0,1,0,88,114,"Seattle SuperSonics","Los Angeles Clippers","Los Angeles Clippers",NA,NA,NA
"7379",7379,7379,7379,7379,19851228,"Norm Nixon","Los Angeles Clippers",1,0,"34:00",1,2,0,93,123,"Seattle SuperSonics","Los Angeles Clippers","Los Angeles Clippers",NA,NA,NA
"7380",7380,7380,7380,7380,19851228,"Frank Brickowski","Seattle SuperSonics",0,1,"3:00",0,1,0,0,126,"Seattle SuperSonics","Los Angeles Clippers","Los Angeles Clippers",NA,NA,NA
"7381",7381,7381,7381,7381,19851228,"Xavier McDaniel","Seattle SuperSonics",1,1,"37:00",0,4,0,99,107,"Seattle SuperSonics","Los Angeles Clippers","Los Angeles Clippers",NA,NA,NA
"7382",7382,7382,7382,7382,19851228,"Junior Bridgeman","Los Angeles Clippers",1,0,"30:00",0,2,0,109,111,"Seattle SuperSonics","Los Angeles Clippers","Los Angeles Clippers",NA,NA,NA
"7383",7383,7383,7383,7383,19851228,"Jack Sikma","Seattle SuperSonics",1,1,"39:00",0,3,0,131,117,"Seattle SuperSonics","Los Angeles Clippers","Los Angeles Clippers",NA,NA,NA
"7384",7384,7384,7384,7384,19851228,"Ricky Sobers","Seattle SuperSonics",0,1,"16:00",0,1,0,97,123,"Seattle SuperSonics","Los Angeles Clippers","Los Angeles Clippers",NA,NA,NA
"7385",7385,7385,7385,7385,19851228,"Tim McCormick","Seattle SuperSonics",1,1,"27:00",0,3,0,85,123,"Seattle SuperSonics","Los Angeles Clippers","Los Angeles Clippers",NA,NA,NA
"7386",7386,7386,7386,7386,19851228,"Al Wood","Seattle SuperSonics",1,1,"33:00",1,1,0,128,122,"Seattle SuperSonics","Los Angeles Clippers","Los Angeles Clippers",NA,NA,NA
"7387",7387,7387,7387,7387,19851228,"George Johnson","Seattle SuperSonics",0,1,"1:00",0,0,0,203,126,"Seattle SuperSonics","Los Angeles Clippers","Los Angeles Clippers",NA,NA,NA
"7388",7388,7388,7388,7388,19851228,"Michael Cage","Los Angeles Clippers",0,0,"15:00",0,2,0,146,101,"Seattle SuperSonics","Los Angeles Clippers","Los Angeles Clippers",NA,NA,NA
"7389",7389,7389,7389,7389,19851228,"Kurt Nimphius","Los Angeles Clippers",1,0,"36:00",0,4,0,168,111,"Seattle SuperSonics","Los Angeles Clippers","Los Angeles Clippers",NA,NA,NA
"7390",7390,7390,7390,7390,19851228,"Scott Wedman","Boston Celtics",0,0,"10:00",0,3,0,129,113,"Utah Jazz","Boston Celtics","Boston Celtics",NA,NA,NA
"7391",7391,7391,7391,7391,19851228,"Jerry Sichting","Boston Celtics",0,0,"17:00",0,2,0,104,115,"Utah Jazz","Boston Celtics","Boston Celtics",NA,NA,NA
"7392",7392,7392,7392,7392,19851228,"Sam Vincent","Boston Celtics",0,0,"12:00",0,2,0,79,111,"Utah Jazz","Boston Celtics","Boston Celtics",NA,NA,NA
"7393",7393,7393,7393,7393,19851228,"Pace Mannion","Utah Jazz",0,0,"1:00",0,0,0,0,114,"Utah Jazz","Boston Celtics","Boston Celtics",NA,NA,NA
"7394",7394,7394,7394,7394,19851228,"David Thirdkill","Boston Celtics",0,0,"1:00",0,1,0,0,115,"Utah Jazz","Boston Celtics","Boston Celtics",NA,NA,NA
"7395",7395,7395,7395,7395,19851228,"Steve Hayes","Utah Jazz",0,0,"4:00",0,1,0,0,114,"Utah Jazz","Boston Celtics","Boston Celtics",NA,NA,NA
"7396",7396,7396,7396,7396,19851228,"Larry Bird","Boston Celtics",1,0,"40:00",0,2,0,123,105,"Utah Jazz","Boston Celtics","Boston Celtics",NA,NA,NA
"7397",7397,7397,7397,7397,19851228,"Carey Scurry","Utah Jazz",0,0,"14:00",0,2,0,116,105,"Utah Jazz","Boston Celtics","Boston Celtics",NA,NA,NA
"7398",7398,7398,7398,7398,19851228,"Bill Walton","Boston Celtics",0,0,"18:00",0,1,0,83,92,"Utah Jazz","Boston Celtics","Boston Celtics",NA,NA,NA
"7399",7399,7399,7399,7399,19851228,"Dennis Johnson","Boston Celtics",1,0,"38:00",0,3,0,65,106,"Utah Jazz","Boston Celtics","Boston Celtics",NA,NA,NA
"7400",7400,7400,7400,7400,19851228,"John Stockton","Utah Jazz",1,0,"29:00",0,2,0,111,111,"Utah Jazz","Boston Celtics","Boston Celtics",NA,NA,NA
"7401",7401,7401,7401,7401,19851228,"Thurl Bailey","Utah Jazz",0,0,"25:00",0,2,0,114,104,"Utah Jazz","Boston Celtics","Boston Celtics",NA,NA,NA
"7402",7402,7402,7402,7402,19851228,"Adrian Dantley","Utah Jazz",1,0,"44:00",0,5,0,121,109,"Utah Jazz","Boston Celtics","Boston Celtics",NA,NA,NA
"7403",7403,7403,7403,7403,19851228,"Danny Ainge","Boston Celtics",1,0,"28:00",3,3,0,139,113,"Utah Jazz","Boston Celtics","Boston Celtics",NA,NA,NA
"7404",7404,7404,7404,7404,19851228,"Bob Hansen","Utah Jazz",1,0,"29:00",0,2,0,71,110,"Utah Jazz","Boston Celtics","Boston Celtics",NA,NA,NA
"7405",7405,7405,7405,7405,19851228,"Robert Parish","Boston Celtics",1,0,"37:00",0,4,0,114,98,"Utah Jazz","Boston Celtics","Boston Celtics",NA,NA,NA
"7406",7406,7406,7406,7406,19851228,"Rickey Green","Utah Jazz",0,0,"23:00",0,1,0,147,112,"Utah Jazz","Boston Celtics","Boston Celtics",NA,NA,NA
"7407",7407,7407,7407,7407,19851228,"Kevin McHale","Boston Celtics",1,0,"39:00",0,5,0,126,109,"Utah Jazz","Boston Celtics","Boston Celtics",NA,NA,NA
"7408",7408,7408,7408,7408,19851228,"Karl Malone","Utah Jazz",1,0,"28:00",0,5,0,50,105,"Utah Jazz","Boston Celtics","Boston Celtics",NA,NA,NA
"7409",7409,7409,7409,7409,19851228,"Mark Eaton","Utah Jazz",1,0,"43:00",0,5,0,89,103,"Utah Jazz","Boston Celtics","Boston Celtics",NA,NA,NA
