"","X","X.3","X.2","X.1","Date","Name","Team","Started","B2B","MP","FGA","X3PA","PF","USG.","ORtg","DRtg","Home","Away","Winner","TORtg","TDRtg"
"1",1,1,1,1,19851025,"Kevin Willis","Atlanta Hawks",1,0,"22:00",0,3,0,76,107,"Atlanta Hawks","Washington Bullets","Washington Bullets",NA,NA,NA
"2",2,2,2,2,19851025,"Cliff Robinson","Washington Bullets",1,0,"36:00",0,1,0,103,90,"Atlanta Hawks","Washington Bullets","Washington Bullets",NA,NA,NA
"3",3,3,3,3,19851025,"Jon Koncak","Atlanta Hawks",0,0,"6:00",0,4,0,122,112,"Atlanta Hawks","Washington Bullets","Washington Bullets",NA,NA,NA
"4",4,4,4,4,19851025,"Perry Moss","Washington Bullets",0,0,"20:00",0,2,0,128,97,"Atlanta Hawks","Washington Bullets","Washington Bullets",NA,NA,NA
"5",5,5,5,5,19851025,"Manute Bol","Washington Bullets",0,0,"3:00",0,2,0,0,101,"Atlanta Hawks","Washington Bullets","Washington Bullets",NA,NA,NA
"6",6,6,6,6,19851025,"Tom McMillen","Washington Bullets",0,0,"3:00",0,1,0,102,104,"Atlanta Hawks","Washington Bullets","Washington Bullets",NA,NA,NA
"7",7,7,7,7,19851025,"Dan Roundfield","Washington Bullets",0,0,"26:00",0,4,0,47,96,"Atlanta Hawks","Washington Bullets","Washington Bullets",NA,NA,NA
"8",8,8,8,8,19851025,"Scott Hastings","Atlanta Hawks",0,0,"23:00",0,0,0,72,101,"Atlanta Hawks","Washington Bullets","Washington Bullets",NA,NA,NA
"9",9,9,9,9,19851025,"Spud Webb","Atlanta Hawks",1,0,"29:00",0,4,0,126,107,"Atlanta Hawks","Washington Bullets","Washington Bullets",NA,NA,NA
"10",10,10,10,10,19851025,"Lorenzo Charles","Atlanta Hawks",0,0,"10:00",0,0,0,138,111,"Atlanta Hawks","Washington Bullets","Washington Bullets",NA,NA,NA
"11",11,11,11,11,19851025,"Ray Williams","Atlanta Hawks",0,0,"9:00",0,1,0,200,102,"Atlanta Hawks","Washington Bullets","Washington Bullets",NA,NA,NA
"12",12,12,12,12,19851025,"Tree Rollins","Atlanta Hawks",1,0,"34:00",0,2,0,99,102,"Atlanta Hawks","Washington Bullets","Washington Bullets",NA,NA,NA
"13",13,13,13,13,19851025,"Cliff Levingston","Atlanta Hawks",1,0,"31:00",0,4,0,90,103,"Atlanta Hawks","Washington Bullets","Washington Bullets",NA,NA,NA
"14",14,14,14,14,19851025,"Jeff Malone","Washington Bullets",1,0,"30:00",0,2,0,102,104,"Atlanta Hawks","Washington Bullets","Washington Bullets",NA,NA,NA
"15",15,15,15,15,19851025,"Darren Daye","Washington Bullets",0,0,"11:00",0,2,0,121,89,"Atlanta Hawks","Washington Bullets","Washington Bullets",NA,NA,NA
"16",16,16,16,16,19851025,"Charles Jones","Washington Bullets",1,0,"25:00",0,2,0,101,91,"Atlanta Hawks","Washington Bullets","Washington Bullets",NA,NA,NA
"17",17,17,17,17,19851025,"Gus Williams","Washington Bullets",1,0,"30:00",2,0,0,134,101,"Atlanta Hawks","Washington Bullets","Washington Bullets",NA,NA,NA
"18",18,18,18,18,19851025,"Jeff Ruland","Washington Bullets",1,0,"41:00",0,3,0,110,95,"Atlanta Hawks","Washington Bullets","Washington Bullets",NA,NA,NA
"19",19,19,19,19,19851025,"Randy Wittman","Atlanta Hawks",0,0,"24:00",1,0,0,129,112,"Atlanta Hawks","Washington Bullets","Washington Bullets",NA,NA,NA
"20",20,20,20,20,19851025,"Dominique Wilkins","Atlanta Hawks",1,0,"42:00",2,2,0,99,105,"Atlanta Hawks","Washington Bullets","Washington Bullets",NA,NA,NA
"21",21,21,21,21,19851025,"Dudley Bradley","Washington Bullets",0,0,"15:00",0,0,0,200,101,"Atlanta Hawks","Washington Bullets","Washington Bullets",NA,NA,NA
"22",22,22,22,22,19851025,"Sedric Toney","Atlanta Hawks",0,0,"10:00",0,3,0,0,107,"Atlanta Hawks","Washington Bullets","Washington Bullets",NA,NA,NA
"23",23,23,23,23,19851025,"Jawann Oldham","Chicago Bulls",1,0,"35:00",0,6,0,101,108,"Chicago Bulls","Cleveland Cavaliers","Chicago Bulls",NA,NA,NA
"24",24,24,24,24,19851025,"Roy Hinson","Cleveland Cavaliers",1,0,"40:00",0,2,0,99,108,"Chicago Bulls","Cleveland Cavaliers","Chicago Bulls",NA,NA,NA
"25",25,25,25,25,19851025,"Gene Banks","Chicago Bulls",0,0,"16:00",0,1,0,88,110,"Chicago Bulls","Cleveland Cavaliers","Chicago Bulls",NA,NA,NA
"26",26,26,26,26,19851025,"George Gervin","Chicago Bulls",0,0,"16:00",0,3,0,74,105,"Chicago Bulls","Cleveland Cavaliers","Chicago Bulls",NA,NA,NA
"27",27,27,27,27,19851025,"Orlando Woolridge","Chicago Bulls",1,0,"44:00",1,3,0,122,105,"Chicago Bulls","Cleveland Cavaliers","Chicago Bulls",NA,NA,NA
"28",28,28,28,28,19851025,"Mark West","Cleveland Cavaliers",1,0,"21:00",0,4,0,104,98,"Chicago Bulls","Cleveland Cavaliers","Chicago Bulls",NA,NA,NA
"29",29,29,29,29,19851025,"Edgar Jones","Cleveland Cavaliers",0,0,"14:00",0,1,0,80,109,"Chicago Bulls","Cleveland Cavaliers","Chicago Bulls",NA,NA,NA
"30",30,30,30,30,19851025,"Dirk Minniefield","Cleveland Cavaliers",0,0,"16:00",0,3,0,154,100,"Chicago Bulls","Cleveland Cavaliers","Chicago Bulls",NA,NA,NA
"31",31,31,31,31,19851025,"John Bagley","Cleveland Cavaliers",1,0,"38:00",0,3,0,78,106,"Chicago Bulls","Cleveland Cavaliers","Chicago Bulls",NA,NA,NA
"32",32,32,32,32,19851025,"Michael Jordan","Chicago Bulls",1,0,"39:00",0,5,0,108,104,"Chicago Bulls","Cleveland Cavaliers","Chicago Bulls",NA,NA,NA
"33",33,33,33,33,19851025,"Kyle Macy","Chicago Bulls",1,0,"46:00",3,5,0,125,107,"Chicago Bulls","Cleveland Cavaliers","Chicago Bulls",NA,NA,NA
"34",34,34,34,34,19851025,"Sidney Green","Chicago Bulls",1,0,"24:00",0,6,0,94,103,"Chicago Bulls","Cleveland Cavaliers","Chicago Bulls",NA,NA,NA
"35",35,35,35,35,19851025,"Ben Poquette","Cleveland Cavaliers",0,0,"25:00",1,2,0,154,112,"Chicago Bulls","Cleveland Cavaliers","Chicago Bulls",NA,NA,NA
"36",36,36,36,36,19851025,"Melvin Turpin","Cleveland Cavaliers",0,0,"23:00",0,4,0,102,103,"Chicago Bulls","Cleveland Cavaliers","Chicago Bulls",NA,NA,NA
"37",37,37,37,37,19851025,"Ron Anderson","Cleveland Cavaliers",0,0,"16:00",0,4,0,205,109,"Chicago Bulls","Cleveland Cavaliers","Chicago Bulls",NA,NA,NA
"38",38,38,38,38,19851025,"World B. Free","Cleveland Cavaliers",1,0,"36:00",2,5,0,125,109,"Chicago Bulls","Cleveland Cavaliers","Chicago Bulls",NA,NA,NA
"39",39,39,39,39,19851025,"Charles Oakley","Chicago Bulls",0,0,"19:00",0,1,0,77,103,"Chicago Bulls","Cleveland Cavaliers","Chicago Bulls",NA,NA,NA
"40",40,40,40,40,19851025,"Phil Hubbard","Cleveland Cavaliers",1,0,"36:00",0,6,0,61,107,"Chicago Bulls","Cleveland Cavaliers","Chicago Bulls",NA,NA,NA
"41",41,41,41,41,19851025,"Dave Corzine","Chicago Bulls",0,0,"26:00",0,3,0,108,104,"Chicago Bulls","Cleveland Cavaliers","Chicago Bulls",NA,NA,NA
"42",42,42,42,42,19851025,"Rick Mahorn","Detroit Pistons",0,0,"17:00",0,4,0,89,101,"Detroit Pistons","Milwaukee Bucks","Detroit Pistons",NA,NA,NA
"43",43,43,43,43,19851025,"Craig Hodges","Milwaukee Bucks",1,0,"32:00",1,4,0,74,107,"Detroit Pistons","Milwaukee Bucks","Detroit Pistons",NA,NA,NA
"44",44,44,44,44,19851025,"Kenny Fields","Milwaukee Bucks",0,0,"8:00",0,5,0,107,109,"Detroit Pistons","Milwaukee Bucks","Detroit Pistons",NA,NA,NA
"45",45,45,45,45,19851025,"Kent Benson","Detroit Pistons",0,0,"5:00",0,0,0,141,102,"Detroit Pistons","Milwaukee Bucks","Detroit Pistons",NA,NA,NA
"46",46,46,46,46,19851025,"Paul Mokeski","Milwaukee Bucks",0,0,"7:00",0,0,0,0,104,"Detroit Pistons","Milwaukee Bucks","Detroit Pistons",NA,NA,NA
"47",47,47,47,47,19851025,"Earl Cureton","Detroit Pistons",1,0,"35:00",0,4,0,106,105,"Detroit Pistons","Milwaukee Bucks","Detroit Pistons",NA,NA,NA
"48",48,48,48,48,19851025,"Ricky Pierce","Milwaukee Bucks",0,0,"31:00",0,4,0,109,107,"Detroit Pistons","Milwaukee Bucks","Detroit Pistons",NA,NA,NA
"49",49,49,49,49,19851025,"Randy Breuer","Milwaukee Bucks",0,0,"20:00",0,3,0,131,101,"Detroit Pistons","Milwaukee Bucks","Detroit Pistons",NA,NA,NA
"50",50,50,50,50,19851025,"Terry Cummings","Milwaukee Bucks",1,0,"31:00",0,4,0,76,106,"Detroit Pistons","Milwaukee Bucks","Detroit Pistons",NA,NA,NA
"51",51,51,51,51,19851025,"Kelly Tripucka","Detroit Pistons",1,0,"35:00",0,4,0,117,104,"Detroit Pistons","Milwaukee Bucks","Detroit Pistons",NA,NA,NA
"52",52,52,52,52,19851025,"John Long","Detroit Pistons",0,0,"17:00",0,2,0,133,104,"Detroit Pistons","Milwaukee Bucks","Detroit Pistons",NA,NA,NA
"53",53,53,53,53,19851025,"Bill Laimbeer","Detroit Pistons",1,0,"39:00",1,4,0,126,104,"Detroit Pistons","Milwaukee Bucks","Detroit Pistons",NA,NA,NA
"54",54,54,54,54,19851025,"Vinnie Johnson","Detroit Pistons",1,0,"26:00",0,2,0,108,102,"Detroit Pistons","Milwaukee Bucks","Detroit Pistons",NA,NA,NA
"55",55,55,55,55,19851025,"Isiah Thomas","Detroit Pistons",1,0,"34:00",0,6,0,84,98,"Detroit Pistons","Milwaukee Bucks","Detroit Pistons",NA,NA,NA
"56",56,56,56,56,19851025,"Sidney Moncrief","Milwaukee Bucks",1,0,"35:00",2,2,0,142,106,"Detroit Pistons","Milwaukee Bucks","Detroit Pistons",NA,NA,NA
"57",57,57,57,57,19851025,"Joe Dumars","Detroit Pistons",0,0,"19:00",0,2,0,81,108,"Detroit Pistons","Milwaukee Bucks","Detroit Pistons",NA,NA,NA
"58",58,58,58,58,19851025,"Alton Lister","Milwaukee Bucks",1,0,"21:00",0,4,0,79,99,"Detroit Pistons","Milwaukee Bucks","Detroit Pistons",NA,NA,NA
"59",59,59,59,59,19851025,"Paul Pressey","Milwaukee Bucks",1,0,"35:00",1,5,0,101,108,"Detroit Pistons","Milwaukee Bucks","Detroit Pistons",NA,NA,NA
"60",60,60,60,60,19851025,"Tony Campbell","Detroit Pistons",0,0,"13:00",0,4,0,90,96,"Detroit Pistons","Milwaukee Bucks","Detroit Pistons",NA,NA,NA
"61",61,61,61,61,19851025,"Jeff Lamp","Milwaukee Bucks",0,0,"20:00",1,1,0,100,111,"Detroit Pistons","Milwaukee Bucks","Detroit Pistons",NA,NA,NA
"62",62,62,62,62,19851025,"Terry Teagle","Golden State Warriors",1,0,"34:00",1,1,0,77,107,"Golden State Warriors","Denver Nuggets","Denver Nuggets",NA,NA,NA
"63",63,63,63,63,19851025,"T.R. Dunn","Denver Nuggets",1,0,"30:00",0,2,0,17,93,"Golden State Warriors","Denver Nuggets","Denver Nuggets",NA,NA,NA
"64",64,64,64,64,19851025,"Joe Barry Carroll","Golden State Warriors",1,0,"38:00",0,4,0,75,100,"Golden State Warriors","Denver Nuggets","Denver Nuggets",NA,NA,NA
"65",65,65,65,65,19851025,"Geoff Huston","Golden State Warriors",0,0,"16:00",1,0,0,50,105,"Golden State Warriors","Denver Nuggets","Denver Nuggets",NA,NA,NA
"66",66,66,66,66,19851025,"Peter Thibeaux","Golden State Warriors",1,0,"20:00",0,6,0,103,96,"Golden State Warriors","Denver Nuggets","Denver Nuggets",NA,NA,NA
"67",67,67,67,67,19851025,"Danny Schayes","Denver Nuggets",0,0,"12:00",0,5,0,45,87,"Golden State Warriors","Denver Nuggets","Denver Nuggets",NA,NA,NA
"68",68,68,68,68,19851025,"Fat Lever","Denver Nuggets",1,0,"29:00",0,4,0,122,89,"Golden State Warriors","Denver Nuggets","Denver Nuggets",NA,NA,NA
"69",69,69,69,69,19851025,"Calvin Natt","Denver Nuggets",1,0,"35:00",0,4,0,103,94,"Golden State Warriors","Denver Nuggets","Denver Nuggets",NA,NA,NA
"70",70,70,70,70,19851025,"Guy Williams","Golden State Warriors",0,0,"9:00",0,6,0,47,95,"Golden State Warriors","Denver Nuggets","Denver Nuggets",NA,NA,NA
"71",71,71,71,71,19851025,"Pete Verhoeven","Golden State Warriors",0,0,"18:00",0,6,0,124,110,"Golden State Warriors","Denver Nuggets","Denver Nuggets",NA,NA,NA
"72",72,72,72,72,19851025,"Bill Hanzlik","Denver Nuggets",0,0,"27:00",0,5,0,108,94,"Golden State Warriors","Denver Nuggets","Denver Nuggets",NA,NA,NA
"73",73,73,73,73,19851025,"Lester Conner","Golden State Warriors",0,0,"21:00",1,0,0,81,107,"Golden State Warriors","Denver Nuggets","Denver Nuggets",NA,NA,NA
"74",74,74,74,74,19851025,"Jerome Whitehead","Golden State Warriors",0,0,"18:00",0,4,0,94,108,"Golden State Warriors","Denver Nuggets","Denver Nuggets",NA,NA,NA
"75",75,75,75,75,19851025,"Mike Evans","Denver Nuggets",0,0,"19:00",2,2,0,106,86,"Golden State Warriors","Denver Nuggets","Denver Nuggets",NA,NA,NA
"76",76,76,76,76,19851025,"Wayne Cooper","Denver Nuggets",1,0,"20:00",0,5,0,142,91,"Golden State Warriors","Denver Nuggets","Denver Nuggets",NA,NA,NA
"77",77,77,77,77,19851025,"Larry Smith","Golden State Warriors",1,0,"30:00",0,6,0,131,106,"Golden State Warriors","Denver Nuggets","Denver Nuggets",NA,NA,NA
"78",78,78,78,78,19851025,"Blair Rasmussen","Denver Nuggets",0,0,"11:00",0,4,0,81,75,"Golden State Warriors","Denver Nuggets","Denver Nuggets",NA,NA,NA
"79",79,79,79,79,19851025,"Sleepy Floyd","Golden State Warriors",1,0,"35:00",1,4,0,90,104,"Golden State Warriors","Denver Nuggets","Denver Nuggets",NA,NA,NA
"80",80,80,80,80,19851025,"Elston Turner","Denver Nuggets",0,0,"18:00",1,5,0,70,93,"Golden State Warriors","Denver Nuggets","Denver Nuggets",NA,NA,NA
"81",81,81,81,81,19851025,"Alex English","Denver Nuggets",1,0,"39:00",0,4,0,123,95,"Golden State Warriors","Denver Nuggets","Denver Nuggets",NA,NA,NA
"82",82,82,82,82,19851025,"Ron Crevier","Golden State Warriors",0,0,"1:00",0,0,0,0,110,"Golden State Warriors","Denver Nuggets","Denver Nuggets",NA,NA,NA
"83",83,83,83,83,19851025,"Scott Wedman","Boston Celtics",0,0,"28:00",3,0,0,119,102,"New Jersey Nets","Boston Celtics","New Jersey Nets",NA,NA,NA
"84",84,84,84,84,19851025,"Jerry Sichting","Boston Celtics",0,0,"25:00",0,3,0,72,103,"New Jersey Nets","Boston Celtics","New Jersey Nets",NA,NA,NA
"85",85,85,85,85,19851025,"Mike Gminski","New Jersey Nets",0,0,"25:00",0,1,0,92,98,"New Jersey Nets","Boston Celtics","New Jersey Nets",NA,NA,NA
"86",86,86,86,86,19851025,"Micheal Ray Richardson","New Jersey Nets",1,0,"36:00",1,5,0,96,85,"New Jersey Nets","Boston Celtics","New Jersey Nets",NA,NA,NA
"87",87,87,87,87,19851025,"Darwin Cook","New Jersey Nets",0,0,"34:00",0,3,0,110,100,"New Jersey Nets","Boston Celtics","New Jersey Nets",NA,NA,NA
"88",88,88,88,88,19851025,"Larry Bird","Boston Celtics",1,0,"36:00",2,3,0,101,76,"New Jersey Nets","Boston Celtics","New Jersey Nets",NA,NA,NA
"89",89,89,89,89,19851025,"Otis Birdsong","New Jersey Nets",1,0,"28:00",0,3,0,63,99,"New Jersey Nets","Boston Celtics","New Jersey Nets",NA,NA,NA
"90",90,90,90,90,19851025,"Bill Walton","Boston Celtics",0,0,"19:00",0,5,0,36,95,"New Jersey Nets","Boston Celtics","New Jersey Nets",NA,NA,NA
"91",91,91,91,91,19851025,"Dennis Johnson","Boston Celtics",1,0,"44:00",1,3,0,80,105,"New Jersey Nets","Boston Celtics","New Jersey Nets",NA,NA,NA
"92",92,92,92,92,19851025,"Bobby Cattage","New Jersey Nets",0,0,"1:00",0,0,0,53,103,"New Jersey Nets","Boston Celtics","New Jersey Nets",NA,NA,NA
"93",93,93,93,93,19851025,"Kelvin Ransey","New Jersey Nets",0,0,"5:00",0,1,0,96,99,"New Jersey Nets","Boston Celtics","New Jersey Nets",NA,NA,NA
"94",94,94,94,94,19851025,"Danny Ainge","Boston Celtics",1,0,"38:00",1,0,0,96,99,"New Jersey Nets","Boston Celtics","New Jersey Nets",NA,NA,NA
"95",95,95,95,95,19851025,"Greg Kite","Boston Celtics",0,0,"1:00",0,1,0,0,107,"New Jersey Nets","Boston Celtics","New Jersey Nets",NA,NA,NA
"96",96,96,96,96,19851025,"Robert Parish","Boston Celtics",1,0,"36:00",0,6,0,144,100,"New Jersey Nets","Boston Celtics","New Jersey Nets",NA,NA,NA
"97",97,97,97,97,19851025,"Kevin McHale","Boston Celtics",1,0,"38:00",0,6,0,103,103,"New Jersey Nets","Boston Celtics","New Jersey Nets",NA,NA,NA
"98",98,98,98,98,19851025,"Mickey Johnson","New Jersey Nets",0,0,"15:00",0,3,0,80,83,"New Jersey Nets","Boston Celtics","New Jersey Nets",NA,NA,NA
"99",99,99,99,99,19851025,"Buck Williams","New Jersey Nets",1,0,"47:00",0,5,0,102,97,"New Jersey Nets","Boston Celtics","New Jersey Nets",NA,NA,NA
"100",100,100,100,100,19851025,"Mike O'Koren","New Jersey Nets",1,0,"37:00",0,4,0,117,95,"New Jersey Nets","Boston Celtics","New Jersey Nets",NA,NA,NA
"101",101,101,101,101,19851025,"Darryl Dawkins","New Jersey Nets",1,0,"37:00",0,5,0,126,96,"New Jersey Nets","Boston Celtics","New Jersey Nets",NA,NA,NA
"102",102,102,102,102,19851025,"Jay Humphries","Phoenix Suns",1,0,"39:00",4,5,0,122,109,"Portland Trail Blazers","Phoenix Suns","Portland Trail Blazers",NA,NA,NA
"103",103,103,103,103,19851025,"Darnell Valentine","Portland Trail Blazers",1,0,"33:00",0,5,0,93,90,"Portland Trail Blazers","Phoenix Suns","Portland Trail Blazers",NA,NA,NA
"104",104,104,104,104,19851025,"Walter Davis","Phoenix Suns",1,0,"39:00",6,4,0,85,111,"Portland Trail Blazers","Phoenix Suns","Portland Trail Blazers",NA,NA,NA
"105",105,105,105,105,19851025,"Caldwell Jones","Portland Trail Blazers",0,0,"5:00",0,2,0,0,104,"Portland Trail Blazers","Phoenix Suns","Portland Trail Blazers",NA,NA,NA
"106",106,106,106,106,19851025,"Mike Holton","Phoenix Suns",0,0,"14:00",0,3,0,103,118,"Portland Trail Blazers","Phoenix Suns","Portland Trail Blazers",NA,NA,NA
"107",107,107,107,107,19851025,"Alvan Adams","Phoenix Suns",1,0,"32:00",0,6,0,108,100,"Portland Trail Blazers","Phoenix Suns","Portland Trail Blazers",NA,NA,NA
"108",108,108,108,108,19851025,"Rick Robey","Phoenix Suns",0,0,"16:00",0,4,0,69,101,"Portland Trail Blazers","Phoenix Suns","Portland Trail Blazers",NA,NA,NA
"109",109,109,109,109,19851025,"Mychal Thompson","Portland Trail Blazers",1,0,"23:00",0,2,0,117,103,"Portland Trail Blazers","Phoenix Suns","Portland Trail Blazers",NA,NA,NA
"110",110,110,110,110,19851025,"Ed Pinckney","Phoenix Suns",0,0,"22:00",0,3,0,58,113,"Portland Trail Blazers","Phoenix Suns","Portland Trail Blazers",NA,NA,NA
"111",111,111,111,111,19851025,"Jim Paxson","Portland Trail Blazers",0,0,"32:00",0,2,0,125,109,"Portland Trail Blazers","Phoenix Suns","Portland Trail Blazers",NA,NA,NA
"112",112,112,112,112,19851025,"Terry Porter","Portland Trail Blazers",0,0,"18:00",0,1,0,124,97,"Portland Trail Blazers","Phoenix Suns","Portland Trail Blazers",NA,NA,NA
"113",113,113,113,113,19851025,"Clyde Drexler","Portland Trail Blazers",1,0,"27:00",0,6,0,102,104,"Portland Trail Blazers","Phoenix Suns","Portland Trail Blazers",NA,NA,NA
"114",114,114,114,114,19851025,"Sam Bowie","Portland Trail Blazers",1,0,"38:00",0,5,0,71,102,"Portland Trail Blazers","Phoenix Suns","Portland Trail Blazers",NA,NA,NA
"115",115,115,115,115,19851025,"Mike Sanders","Phoenix Suns",1,0,"36:00",0,2,0,138,112,"Portland Trail Blazers","Phoenix Suns","Portland Trail Blazers",NA,NA,NA
"116",116,116,116,116,19851025,"Steve Colter","Portland Trail Blazers",0,0,"3:00",0,0,0,53,101,"Portland Trail Blazers","Phoenix Suns","Portland Trail Blazers",NA,NA,NA
"117",117,117,117,117,19851025,"Devin Durrant","Phoenix Suns",0,0,"14:00",0,1,0,38,102,"Portland Trail Blazers","Phoenix Suns","Portland Trail Blazers",NA,NA,NA
"118",118,118,118,118,19851025,"Charles Jones","Phoenix Suns",1,0,"34:00",0,5,0,116,101,"Portland Trail Blazers","Phoenix Suns","Portland Trail Blazers",NA,NA,NA
"119",119,119,119,119,19851025,"James Edwards","Phoenix Suns",0,0,"19:00",0,4,0,107,109,"Portland Trail Blazers","Phoenix Suns","Portland Trail Blazers",NA,NA,NA
"120",120,120,120,120,19851025,"Kenny Carr","Portland Trail Blazers",0,0,"40:00",1,4,0,113,105,"Portland Trail Blazers","Phoenix Suns","Portland Trail Blazers",NA,NA,NA
"121",121,121,121,121,19851025,"Jerome Kersey","Portland Trail Blazers",0,0,"9:00",0,2,0,112,84,"Portland Trail Blazers","Phoenix Suns","Portland Trail Blazers",NA,NA,NA
"122",122,122,122,122,19851025,"Kiki Vandeweghe","Portland Trail Blazers",1,0,"37:00",0,4,0,131,110,"Portland Trail Blazers","Phoenix Suns","Portland Trail Blazers",NA,NA,NA
"123",123,123,123,123,19851025,"Larry Drew","Sacramento Kings",1,0,"34:00",0,2,0,105,111,"Sacramento Kings","Los Angeles Clippers","Los Angeles Clippers",NA,NA,NA
"124",124,124,124,124,19851025,"Franklin Edwards","Los Angeles Clippers",1,0,"35:00",0,2,0,129,100,"Sacramento Kings","Los Angeles Clippers","Los Angeles Clippers",NA,NA,NA
"125",125,125,125,125,19851025,"Derek Smith","Los Angeles Clippers",1,0,"36:00",0,6,0,126,103,"Sacramento Kings","Los Angeles Clippers","Los Angeles Clippers",NA,NA,NA
"126",126,126,126,126,19851025,"Cedric Maxwell","Los Angeles Clippers",1,0,"37:00",0,4,0,103,98,"Sacramento Kings","Los Angeles Clippers","Los Angeles Clippers",NA,NA,NA
"127",127,127,127,127,19851025,"Marques Johnson","Los Angeles Clippers",1,0,"32:00",0,4,0,117,106,"Sacramento Kings","Los Angeles Clippers","Los Angeles Clippers",NA,NA,NA
"128",128,128,128,128,19851025,"LaSalle Thompson","Sacramento Kings",1,0,"28:00",0,5,0,96,101,"Sacramento Kings","Los Angeles Clippers","Los Angeles Clippers",NA,NA,NA
"129",129,129,129,129,19851025,"Lancaster Gordon","Los Angeles Clippers",0,0,"5:00",0,0,0,63,110,"Sacramento Kings","Los Angeles Clippers","Los Angeles Clippers",NA,NA,NA
"130",130,130,130,130,19851025,"Mark Olberding","Sacramento Kings",0,0,"29:00",0,3,0,57,110,"Sacramento Kings","Los Angeles Clippers","Los Angeles Clippers",NA,NA,NA
"131",131,131,131,131,19851025,"Benoit Benjamin","Los Angeles Clippers",0,0,"6:00",0,3,0,77,75,"Sacramento Kings","Los Angeles Clippers","Los Angeles Clippers",NA,NA,NA
"132",132,132,132,132,19851025,"Jay Murphy","Los Angeles Clippers",0,0,"2:00",0,0,0,0,110,"Sacramento Kings","Los Angeles Clippers","Los Angeles Clippers",NA,NA,NA
"133",133,133,133,133,19851025,"David Cooke","Sacramento Kings",0,0,"2:00",0,0,0,23,84,"Sacramento Kings","Los Angeles Clippers","Los Angeles Clippers",NA,NA,NA
"134",134,134,134,134,19851025,"Reggie Theus","Sacramento Kings",1,0,"39:00",1,4,0,130,103,"Sacramento Kings","Los Angeles Clippers","Los Angeles Clippers",NA,NA,NA
"135",135,135,135,135,19851025,"Junior Bridgeman","Los Angeles Clippers",0,0,"12:00",0,2,0,18,109,"Sacramento Kings","Los Angeles Clippers","Los Angeles Clippers",NA,NA,NA
"136",136,136,136,136,19851025,"Carl Henry","Sacramento Kings",0,0,"3:00",0,1,0,25,110,"Sacramento Kings","Los Angeles Clippers","Los Angeles Clippers",NA,NA,NA
"137",137,137,137,137,19851025,"Joe Kleine","Sacramento Kings",0,0,"10:00",0,4,0,104,99,"Sacramento Kings","Los Angeles Clippers","Los Angeles Clippers",NA,NA,NA
"138",138,138,138,138,19851025,"Rich Kelley","Sacramento Kings",0,0,"15:00",0,2,0,71,102,"Sacramento Kings","Los Angeles Clippers","Los Angeles Clippers",NA,NA,NA
"139",139,139,139,139,19851025,"Jamaal Wilkes","Los Angeles Clippers",0,0,"14:00",0,2,0,65,97,"Sacramento Kings","Los Angeles Clippers","Los Angeles Clippers",NA,NA,NA
"140",140,140,140,140,19851025,"Michael Adams","Sacramento Kings",0,0,"2:00",0,0,0,0,111,"Sacramento Kings","Los Angeles Clippers","Los Angeles Clippers",NA,NA,NA
"141",141,141,141,141,19851025,"Eddie Johnson","Sacramento Kings",1,0,"40:00",1,3,0,94,106,"Sacramento Kings","Los Angeles Clippers","Los Angeles Clippers",NA,NA,NA
"142",142,142,142,142,19851025,"James Donaldson","Los Angeles Clippers",1,0,"37:00",0,5,0,80,96,"Sacramento Kings","Los Angeles Clippers","Los Angeles Clippers",NA,NA,NA
"143",143,143,143,143,19851025,"Otis Thorpe","Sacramento Kings",1,0,"20:00",0,5,0,140,105,"Sacramento Kings","Los Angeles Clippers","Los Angeles Clippers",NA,NA,NA
"144",144,144,144,144,19851025,"Michael Cage","Los Angeles Clippers",0,0,"24:00",0,4,0,122,105,"Sacramento Kings","Los Angeles Clippers","Los Angeles Clippers",NA,NA,NA
"145",145,145,145,145,19851025,"Mike Woodson","Sacramento Kings",0,0,"18:00",0,5,0,94,105,"Sacramento Kings","Los Angeles Clippers","Los Angeles Clippers",NA,NA,NA
"146",146,146,146,146,19851025,"Mark Eaton","Utah Jazz",1,0,"36:00",0,5,0,125,107,"Utah Jazz","Houston Rockets","Houston Rockets",NA,NA,NA
"147",147,147,147,147,19851025,"Rodney McCray","Houston Rockets",1,0,"30:00",0,4,0,131,99,"Utah Jazz","Houston Rockets","Houston Rockets",NA,NA,NA
"148",148,148,148,148,19851025,"Fred Roberts","Utah Jazz",0,0,"9:00",0,0,0,165,107,"Utah Jazz","Houston Rockets","Houston Rockets",NA,NA,NA
"149",149,149,149,149,19851025,"John Stockton","Utah Jazz",0,0,"25:00",0,4,0,121,108,"Utah Jazz","Houston Rockets","Houston Rockets",NA,NA,NA
"150",150,150,150,150,19851025,"Allen Leavell","Houston Rockets",0,0,"11:00",0,2,0,17,109,"Utah Jazz","Houston Rockets","Houston Rockets",NA,NA,NA
"151",151,151,151,151,19851025,"Adrian Dantley","Utah Jazz",1,0,"36:00",0,3,0,118,115,"Utah Jazz","Houston Rockets","Houston Rockets",NA,NA,NA
"152",152,152,152,152,19851025,"Lewis Lloyd","Houston Rockets",1,0,"33:00",0,4,0,110,110,"Utah Jazz","Houston Rockets","Houston Rockets",NA,NA,NA
