"Name","Position","Height","Weight","Exp","Age","G","GS","MP","3PA","FGA","PF","PER","USG%","OWS","DWS","PG","PGS","PMP","P3PA","PFGA","PPF","PPER","PUSG%","POWS","PDWS","TORtg","TDRtg"
"Reggie Miller","SG",79,185,7,29,81,81,"2665",1092,470,157,0,0,0,0,29,17,17,"641",290,128,35,0,0,0,0,"109.6","105.6"
"Duane Ferrell","SF",79,209,6,29,56,1,"607",173,6,79,0,0,0,0,29,10,0,"85",24,2,10,0,0,0,0,"109.6","105.6"
"Haywoode Workman","PG",74,180,3,29,69,14,"1028",269,98,115,0,0,0,0,29,17,0,"275",67,18,45,0,0,0,0,"109.6","105.6"
"Mark Strickland","PF",81,210,0,24,4,0,"9",3,0,0,0,0,0,0,"109.6","105.6"
"Greg Kite","C",83,250,11,33,9,0,"61",14,0,13,0,0,0,0,33,8,0,"26",3,0,9,0,0,0,0,"109.6","105.6"
"Rik Smits","C",88,250,6,28,78,78,"2381",1060,2,278,0,0,0,0,28,17,17,"546",232,1,73,0,0,0,0,"109.6","105.6"
"LaSalle Thompson","C",82,245,12,33,38,3,"453",118,0,76,0,0,0,0,"109.6","105.6"
"Byron Scott","PG",75,195,11,33,80,1,"1528",583,203,123,0,0,0,0,33,17,0,"298",94,34,30,0,0,0,0,"109.6","105.6"
"John Williams","SF",80,235,7,28,34,0,"402",115,12,48,0,0,0,0,"109.6","105.6"
"Sam Mitchell","SF",78,210,5,31,81,12,"1377",413,10,206,0,0,0,0,31,17,0,"223",64,2,41,0,0,0,0,"109.6","105.6"
"Mark Jackson","PG",73,180,7,29,82,67,"2402",566,87,148,0,0,0,0,29,17,17,"554",130,40,34,0,0,0,0,"109.6","105.6"
"Derrick McKey","SF",81,205,7,28,81,81,"2805",833,89,260,0,0,0,0,28,17,17,"592",174,35,65,0,0,0,0,"109.6","105.6"
"Vern Fleming","PG",77,185,10,32,55,1,"686",188,7,80,0,0,0,0,32,3,0,"8",3,1,0,0,0,0,0,"109.6","105.6"
"Antonio Davis","PF",81,215,1,26,44,1,"1030",245,0,134,0,0,0,0,26,17,0,"367",71,0,61,0,0,0,0,"109.6","105.6"
"Dale Davis","PF",83,230,3,25,74,70,"2346",576,1,222,0,0,0,0,25,17,17,"490",105,0,56,0,0,0,0,"109.6","105.6"
"Ennis Whatley","PG",75,177,8,32,27,2,"292",53,8,37,0,0,0,0,32,3,0,"19",4,0,2,0,0,0,0,"106.6","105.2"
"Kevin Willis","PF",84,220,9,32,2,2,"89",41,1,7,0,0,0,0,"106.6","105.2"
"Jim Les","PG",71,165,6,31,24,0,"188",38,23,28,0,0,0,0,"106.6","105.2"
"Craig Ehlo","SG",78,180,11,33,49,0,"1166",422,134,86,0,0,0,0,33,3,0,"49",12,6,0,0,0,0,0,"106.6","105.2"
"Grant Long","PF",80,225,6,28,79,77,"2579",704,31,232,0,0,0,0,28,3,3,"110",28,1,11,0,0,0,0,"106.6","105.2"
"Mookie Blaylock","PG",72,180,5,27,80,80,"3069",1198,555,164,0,0,0,0,27,3,3,"121",49,28,6,0,0,0,0,"106.6","105.2"
"Doug Edwards","PF",79,220,1,24,38,0,"212",48,1,30,0,0,0,0,"106.6","105.2"
"Sergei Bazarevich","PG",74,168,0,29,10,0,"74",22,6,10,0,0,0,0,"106.6","105.2"
"Steve Smith","SG",79,200,3,25,78,59,"2603",976,404,216,0,0,0,0,25,3,3,"108",43,18,14,0,0,0,0,"106.6","105.2"
"Tom Hovasse","SF",80,205,0,28,2,0,"4",1,1,1,0,0,0,0,"106.6","105.2"
"Ken Norman","SF",80,215,7,30,74,27,"1879",856,285,154,0,0,0,0,30,3,0,"42",18,8,13,0,0,0,0,"106.6","105.2"
"Greg Anderson","PF",82,230,6,30,51,0,"622",104,0,103,0,0,0,0,30,3,0,"39",5,0,9,0,0,0,0,"106.6","105.2"
"Morlon Wiley","PG",76,185,6,28,5,0,"17",6,4,0,0,0,0,0,"106.6","105.2"
"Jon Koncak","C",84,250,9,31,62,20,"943",187,36,137,0,0,0,0,"106.6","105.2"
"Fred Vinson","SG",76,190,0,24,5,0,"27",7,6,4,0,0,0,0,"106.6","105.2"
