"","X","X.1","Date","Name","Team","Started","B2B","MP","FGA","X3PA","PF","USG.","ORtg","DRtg","Home","Away","Winner","TORtg","TDRtg"
"1169",1169,1169,19871114,"Karl Malone","Utah Jazz",1,1,"40:00",0,3,0,108,102,"Houston Rockets","Utah Jazz","Houston Rockets",NA,NA,NA
"1170",1170,1170,19871114,"Hakeem Olajuwon","Houston Rockets",1,0,"29:00",0,5,0,117,93,"Houston Rockets","Utah Jazz","Houston Rockets",NA,NA,NA
"1171",1171,1171,19871114,"Lester Conner","Houston Rockets",0,0,"11:00",0,1,0,86,98,"Houston Rockets","Utah Jazz","Houston Rockets",NA,NA,NA
"1172",1172,1172,19871114,"Steve Harris","Houston Rockets",1,0,"22:00",0,0,0,124,109,"Houston Rockets","Utah Jazz","Houston Rockets",NA,NA,NA
"1173",1173,1173,19871114,"Bob Hansen","Utah Jazz",1,1,"21:00",1,0,0,160,115,"Houston Rockets","Utah Jazz","Houston Rockets",NA,NA,NA
"1174",1174,1174,19871114,"Carey Scurry","Utah Jazz",0,1,"9:00",0,3,0,199,99,"Houston Rockets","Utah Jazz","Houston Rockets",NA,NA,NA
"1175",1175,1175,19871114,"Darryl Dawkins","Utah Jazz",0,1,"10:00",0,5,0,65,108,"Houston Rockets","Utah Jazz","Houston Rockets",NA,NA,NA
"1176",1176,1176,19871114,"Kelly Tripucka","Utah Jazz",0,1,"9:00",0,2,0,44,99,"Houston Rockets","Utah Jazz","Houston Rockets",NA,NA,NA
"1177",1177,1177,19871114,"Marc Iavaroni","Utah Jazz",1,1,"18:00",0,2,0,23,114,"Houston Rockets","Utah Jazz","Houston Rockets",NA,NA,NA
"1178",1178,1178,19871114,"Andre Turner","Houston Rockets",0,0,"14:00",0,0,0,105,87,"Houston Rockets","Utah Jazz","Houston Rockets",NA,NA,NA
"1179",1179,1179,19871114,"Thurl Bailey","Utah Jazz",0,1,"29:00",0,3,0,51,95,"Houston Rockets","Utah Jazz","Houston Rockets",NA,NA,NA
"1180",1180,1180,19871114,"Ralph Sampson","Houston Rockets",1,0,"41:00",0,4,0,98,95,"Houston Rockets","Utah Jazz","Houston Rockets",NA,NA,NA
"1181",1181,1181,19871114,"World B. Free","Houston Rockets",0,0,"26:00",1,1,0,33,107,"Houston Rockets","Utah Jazz","Houston Rockets",NA,NA,NA
"1182",1182,1182,19871114,"Purvis Short","Houston Rockets",0,0,"23:00",0,2,0,102,100,"Houston Rockets","Utah Jazz","Houston Rockets",NA,NA,NA
"1183",1183,1183,19871114,"Charles Davis","Milwaukee Bucks",0,0,"8:00",1,0,0,16,108,"New York Knicks","Milwaukee Bucks","New York Knicks",NA,NA,NA
"1184",1184,1184,19871114,"Jack Sikma","Milwaukee Bucks",1,0,"39:00",1,5,0,78,96,"New York Knicks","Milwaukee Bucks","New York Knicks",NA,NA,NA
"1185",1185,1185,19871114,"Gerald Wilkins","New York Knicks",1,1,"32:00",2,1,0,83,94,"New York Knicks","Milwaukee Bucks","New York Knicks",NA,NA,NA
"1186",1186,1186,19871114,"Paul Mokeski","Milwaukee Bucks",0,0,"16:00",0,3,0,25,95,"New York Knicks","Milwaukee Bucks","New York Knicks",NA,NA,NA
"1187",1187,1187,19871114,"Jerry Reynolds","Milwaukee Bucks",1,0,"16:00",0,0,0,79,105,"New York Knicks","Milwaukee Bucks","New York Knicks",NA,NA,NA
"1188",1188,1188,19871114,"Craig Hodges","Milwaukee Bucks",0,0,"33:00",7,3,0,110,106,"New York Knicks","Milwaukee Bucks","New York Knicks",NA,NA,NA
"1189",1189,1189,19871114,"Patrick Ewing","New York Knicks",1,1,"35:00",0,4,0,111,84,"New York Knicks","Milwaukee Bucks","New York Knicks",NA,NA,NA
"1190",1190,1190,19871114,"Terry Cummings","Milwaukee Bucks",1,0,"37:00",0,4,0,97,92,"New York Knicks","Milwaukee Bucks","New York Knicks",NA,NA,NA
"1191",1191,1191,19871114,"Bill Cartwright","New York Knicks",0,1,"14:00",0,1,0,103,96,"New York Knicks","Milwaukee Bucks","New York Knicks",NA,NA,NA
"1192",1192,1192,19871114,"Johnny Newman","New York Knicks",0,1,"12:00",0,1,0,35,102,"New York Knicks","Milwaukee Bucks","New York Knicks",NA,NA,NA
"1193",1193,1193,19871114,"Trent Tucker","New York Knicks",0,1,"16:00",2,0,0,73,105,"New York Knicks","Milwaukee Bucks","New York Knicks",NA,NA,NA
"1194",1194,1194,19871114,"John Lucas","Milwaukee Bucks",0,0,"32:00",3,1,0,127,92,"New York Knicks","Milwaukee Bucks","New York Knicks",NA,NA,NA
"1195",1195,1195,19871114,"Mark Jackson","New York Knicks",1,1,"39:00",0,3,0,105,96,"New York Knicks","Milwaukee Bucks","New York Knicks",NA,NA,NA
"1196",1196,1196,19871114,"Ray Tolbert","New York Knicks",0,1,"23:00",0,1,0,64,98,"New York Knicks","Milwaukee Bucks","New York Knicks",NA,NA,NA
"1197",1197,1197,19871114,"Sidney Green","New York Knicks",1,1,"21:00",0,6,0,142,85,"New York Knicks","Milwaukee Bucks","New York Knicks",NA,NA,NA
"1198",1198,1198,19871114,"Gerald Henderson","New York Knicks",0,1,"9:00",0,1,0,230,96,"New York Knicks","Milwaukee Bucks","New York Knicks",NA,NA,NA
"1199",1199,1199,19871114,"Randy Breuer","Milwaukee Bucks",1,0,"14:00",0,4,0,79,94,"New York Knicks","Milwaukee Bucks","New York Knicks",NA,NA,NA
"1200",1200,1200,19871114,"Chris McNealy","New York Knicks",0,1,"5:00",0,1,0,67,97,"New York Knicks","Milwaukee Bucks","New York Knicks",NA,NA,NA
"1201",1201,1201,19871114,"Paul Pressey","Milwaukee Bucks",1,0,"45:00",3,4,0,75,101,"New York Knicks","Milwaukee Bucks","New York Knicks",NA,NA,NA
"1202",1202,1202,19871114,"Kenny Walker","New York Knicks",1,1,"34:00",0,1,0,95,91,"New York Knicks","Milwaukee Bucks","New York Knicks",NA,NA,NA
"1203",1203,1203,19871114,"Jay Humphries","Phoenix Suns",0,1,"14:00",0,3,0,83,114,"Phoenix Suns","San Antonio Spurs","Phoenix Suns",NA,NA,NA
"1204",1204,1204,19871114,"Frank Brickowski","San Antonio Spurs",1,0,"34:00",0,4,0,140,119,"Phoenix Suns","San Antonio Spurs","Phoenix Suns",NA,NA,NA
"1205",1205,1205,19871114,"Dave Greenwood","San Antonio Spurs",1,0,"23:00",0,2,0,60,122,"Phoenix Suns","San Antonio Spurs","Phoenix Suns",NA,NA,NA
"1206",1206,1206,19871114,"Winston Crite","Phoenix Suns",0,1,"5:00",0,0,0,73,81,"Phoenix Suns","San Antonio Spurs","Phoenix Suns",NA,NA,NA
"1207",1207,1207,19871114,"Ed Nealy","San Antonio Spurs",0,0,"8:00",0,0,0,200,125,"Phoenix Suns","San Antonio Spurs","Phoenix Suns",NA,NA,NA
"1208",1208,1208,19871114,"Greg Anderson","San Antonio Spurs",0,0,"20:00",1,2,0,81,116,"Phoenix Suns","San Antonio Spurs","Phoenix Suns",NA,NA,NA
"1209",1209,1209,19871114,"Mike Sanders","Phoenix Suns",0,1,"12:00",0,4,0,79,114,"Phoenix Suns","San Antonio Spurs","Phoenix Suns",NA,NA,NA
"1210",1210,1210,19871114,"Jeff Cook","Phoenix Suns",0,1,"24:00",0,3,0,175,107,"Phoenix Suns","San Antonio Spurs","Phoenix Suns",NA,NA,NA
"1211",1211,1211,19871114,"Jeff Hornacek","Phoenix Suns",1,1,"30:00",0,3,0,122,108,"Phoenix Suns","San Antonio Spurs","Phoenix Suns",NA,NA,NA
"1212",1212,1212,19871114,"Walter Berry","San Antonio Spurs",1,0,"32:00",0,0,0,96,120,"Phoenix Suns","San Antonio Spurs","Phoenix Suns",NA,NA,NA
"1213",1213,1213,19871114,"Walter Davis","Phoenix Suns",1,1,"33:00",0,1,0,156,109,"Phoenix Suns","San Antonio Spurs","Phoenix Suns",NA,NA,NA
"1214",1214,1214,19871114,"Alvan Adams","Phoenix Suns",1,1,"29:00",0,3,0,115,104,"Phoenix Suns","San Antonio Spurs","Phoenix Suns",NA,NA,NA
"1215",1215,1215,19871114,"Nate Blackwell","San Antonio Spurs",0,0,"2:00",1,1,0,0,124,"Phoenix Suns","San Antonio Spurs","Phoenix Suns",NA,NA,NA
"1216",1216,1216,19871114,"Petur Gudmundsson","San Antonio Spurs",0,0,"15:00",0,4,0,94,116,"Phoenix Suns","San Antonio Spurs","Phoenix Suns",NA,NA,NA
"1217",1217,1217,19871114,"Eddie Johnson","Phoenix Suns",1,1,"28:00",0,2,0,114,112,"Phoenix Suns","San Antonio Spurs","Phoenix Suns",NA,NA,NA
"1218",1218,1218,19871114,"Alvin Robertson","San Antonio Spurs",1,0,"33:00",3,5,0,116,112,"Phoenix Suns","San Antonio Spurs","Phoenix Suns",NA,NA,NA
"1219",1219,1219,19871114,"Leon Wood","San Antonio Spurs",0,0,"24:00",6,2,0,123,120,"Phoenix Suns","San Antonio Spurs","Phoenix Suns",NA,NA,NA
"1220",1220,1220,19871114,"James Bailey","Phoenix Suns",0,1,"14:00",0,3,0,148,108,"Phoenix Suns","San Antonio Spurs","Phoenix Suns",NA,NA,NA
"1221",1221,1221,19871114,"James Edwards","Phoenix Suns",1,1,"34:00",0,4,0,103,102,"Phoenix Suns","San Antonio Spurs","Phoenix Suns",NA,NA,NA
"1222",1222,1222,19871114,"Bernard Thompson","Phoenix Suns",0,1,"17:00",0,4,0,89,102,"Phoenix Suns","San Antonio Spurs","Phoenix Suns",NA,NA,NA
"1223",1223,1223,19871114,"Kurt Nimphius","San Antonio Spurs",0,0,"9:00",0,0,0,40,114,"Phoenix Suns","San Antonio Spurs","Phoenix Suns",NA,NA,NA
"1224",1224,1224,19871114,"Johnny Dawkins","San Antonio Spurs",1,0,"40:00",1,0,0,109,119,"Phoenix Suns","San Antonio Spurs","Phoenix Suns",NA,NA,NA
"1225",1225,1225,19871115,"Sam Vincent","Seattle SuperSonics",0,0,"9:00",0,2,0,41,121,"Houston Rockets","Seattle SuperSonics","Houston Rockets",NA,NA,NA
"1226",1226,1226,19871115,"Tom Chambers","Seattle SuperSonics",1,0,"29:00",0,3,0,91,118,"Houston Rockets","Seattle SuperSonics","Houston Rockets",NA,NA,NA
"1227",1227,1227,19871115,"Rodney McCray","Houston Rockets",1,1,"42:00",0,3,0,123,112,"Houston Rockets","Seattle SuperSonics","Houston Rockets",NA,NA,NA
"1228",1228,1228,19871115,"Nate McMillan","Seattle SuperSonics",1,0,"19:00",0,3,0,81,101,"Houston Rockets","Seattle SuperSonics","Houston Rockets",NA,NA,NA
"1229",1229,1229,19871115,"Allen Leavell","Houston Rockets",1,1,"25:00",2,1,0,121,120,"Houston Rockets","Seattle SuperSonics","Houston Rockets",NA,NA,NA
"1230",1230,1230,19871115,"Dale Ellis","Seattle SuperSonics",1,0,"37:00",1,5,0,132,113,"Houston Rockets","Seattle SuperSonics","Houston Rockets",NA,NA,NA
"1231",1231,1231,19871115,"Danny Young","Seattle SuperSonics",0,0,"24:00",1,0,0,148,118,"Houston Rockets","Seattle SuperSonics","Houston Rockets",NA,NA,NA
"1232",1232,1232,19871115,"Clemon Johnson","Seattle SuperSonics",1,0,"12:00",0,1,0,165,113,"Houston Rockets","Seattle SuperSonics","Houston Rockets",NA,NA,NA
"1233",1233,1233,19871115,"Alton Lister","Seattle SuperSonics",0,0,"21:00",0,6,0,99,112,"Houston Rockets","Seattle SuperSonics","Houston Rockets",NA,NA,NA
"1234",1234,1234,19871115,"Hakeem Olajuwon","Houston Rockets",1,1,"40:00",0,5,0,109,106,"Houston Rockets","Seattle SuperSonics","Houston Rockets",NA,NA,NA
"1235",1235,1235,19871115,"Xavier McDaniel","Seattle SuperSonics",1,0,"33:00",0,3,0,109,116,"Houston Rockets","Seattle SuperSonics","Houston Rockets",NA,NA,NA
"1236",1236,1236,19871115,"Steve Harris","Houston Rockets",1,1,"13:00",0,0,0,113,112,"Houston Rockets","Seattle SuperSonics","Houston Rockets",NA,NA,NA
"1237",1237,1237,19871115,"Andre Turner","Houston Rockets",0,1,"6:00",0,0,0,99,96,"Houston Rockets","Seattle SuperSonics","Houston Rockets",NA,NA,NA
"1238",1238,1238,19871115,"Lester Conner","Houston Rockets",0,1,"18:00",0,0,0,33,93,"Houston Rockets","Seattle SuperSonics","Houston Rockets",NA,NA,NA
"1239",1239,1239,19871115,"Purvis Short","Houston Rockets",0,1,"17:00",0,4,0,46,111,"Houston Rockets","Seattle SuperSonics","Houston Rockets",NA,NA,NA
"1240",1240,1240,19871115,"Russ Schoene","Seattle SuperSonics",0,0,"18:00",0,0,0,105,116,"Houston Rockets","Seattle SuperSonics","Houston Rockets",NA,NA,NA
"1241",1241,1241,19871115,"Olden Polynice","Seattle SuperSonics",0,0,"9:00",0,2,0,52,106,"Houston Rockets","Seattle SuperSonics","Houston Rockets",NA,NA,NA
"1242",1242,1242,19871115,"Kevin Williams","Seattle SuperSonics",0,0,"13:00",0,3,0,71,118,"Houston Rockets","Seattle SuperSonics","Houston Rockets",NA,NA,NA
"1243",1243,1243,19871115,"Cedric Maxwell","Houston Rockets",0,1,"17:00",0,1,0,205,119,"Houston Rockets","Seattle SuperSonics","Houston Rockets",NA,NA,NA
"1244",1244,1244,19871115,"Derrick McKey","Seattle SuperSonics",0,0,"16:00",0,6,0,113,103,"Houston Rockets","Seattle SuperSonics","Houston Rockets",NA,NA,NA
"1245",1245,1245,19871115,"Ralph Sampson","Houston Rockets",1,1,"39:00",0,3,0,118,114,"Houston Rockets","Seattle SuperSonics","Houston Rockets",NA,NA,NA
"1246",1246,1246,19871115,"World B. Free","Houston Rockets",0,1,"23:00",4,6,0,130,118,"Houston Rockets","Seattle SuperSonics","Houston Rockets",NA,NA,NA
"1247",1247,1247,19871115,"Reggie Miller","Indiana Pacers",0,1,"34:00",2,4,0,138,116,"Indiana Pacers","Boston Celtics","Boston Celtics",NA,NA,NA
"1248",1248,1248,19871115,"Vern Fleming","Indiana Pacers",1,1,"38:00",0,2,0,136,112,"Indiana Pacers","Boston Celtics","Boston Celtics",NA,NA,NA
"1249",1249,1249,19871115,"Darren Daye","Boston Celtics",0,0,"13:00",0,1,0,72,111,"Indiana Pacers","Boston Celtics","Boston Celtics",NA,NA,NA
"1250",1250,1250,19871115,"Dennis Johnson","Boston Celtics",1,0,"39:00",0,4,0,105,111,"Indiana Pacers","Boston Celtics","Boston Celtics",NA,NA,NA
"1251",1251,1251,19871115,"Steve Stipanovich","Indiana Pacers",1,1,"38:00",0,2,0,91,111,"Indiana Pacers","Boston Celtics","Boston Celtics",NA,NA,NA
"1252",1252,1252,19871115,"Larry Bird","Boston Celtics",1,0,"43:00",2,1,0,126,102,"Indiana Pacers","Boston Celtics","Boston Celtics",NA,NA,NA
"1253",1253,1253,19871115,"John Long","Indiana Pacers",1,1,"14:00",0,1,0,90,119,"Indiana Pacers","Boston Celtics","Boston Celtics",NA,NA,NA
"1254",1254,1254,19871115,"Fred Roberts","Boston Celtics",1,0,"24:00",0,1,0,154,111,"Indiana Pacers","Boston Celtics","Boston Celtics",NA,NA,NA
"1255",1255,1255,19871115,"Chuck Person","Indiana Pacers",1,1,"37:00",1,5,0,96,111,"Indiana Pacers","Boston Celtics","Boston Celtics",NA,NA,NA
"1256",1256,1256,19871115,"Wayman Tisdale","Indiana Pacers",1,1,"37:00",0,3,0,97,117,"Indiana Pacers","Boston Celtics","Boston Celtics",NA,NA,NA
"1257",1257,1257,19871115,"Mark Acres","Boston Celtics",0,0,"24:00",0,4,0,152,112,"Indiana Pacers","Boston Celtics","Boston Celtics",NA,NA,NA
"1258",1258,1258,19871115,"Danny Ainge","Boston Celtics",1,0,"41:00",8,4,0,88,105,"Indiana Pacers","Boston Celtics","Boston Celtics",NA,NA,NA
"1259",1259,1259,19871115,"Scott Skiles","Indiana Pacers",0,1,"6:00",0,0,0,24,83,"Indiana Pacers","Boston Celtics","Boston Celtics",NA,NA,NA
"1260",1260,1260,19871115,"Robert Parish","Boston Celtics",1,0,"40:00",0,3,0,114,101,"Indiana Pacers","Boston Celtics","Boston Celtics",NA,NA,NA
"1261",1261,1261,19871115,"Stuart Gray","Indiana Pacers",0,1,"5:00",0,1,0,0,116,"Indiana Pacers","Boston Celtics","Boston Celtics",NA,NA,NA
"1262",1262,1262,19871115,"Ron Anderson","Indiana Pacers",0,1,"27:00",1,2,0,123,109,"Indiana Pacers","Boston Celtics","Boston Celtics",NA,NA,NA
"1263",1263,1263,19871115,"Reggie Lewis","Boston Celtics",0,0,"16:00",0,4,0,110,113,"Indiana Pacers","Boston Celtics","Boston Celtics",NA,NA,NA
"1264",1264,1264,19871115,"Clinton Wheeler","Indiana Pacers",0,1,"4:00",0,1,0,0,115,"Indiana Pacers","Boston Celtics","Boston Celtics",NA,NA,NA
"1265",1265,1265,19871115,"Walter Berry","San Antonio Spurs",1,1,"23:00",0,4,0,102,132,"Los Angeles Lakers","San Antonio Spurs","Los Angeles Lakers",NA,NA,NA
"1266",1266,1266,19871115,"Milt Wagner","Los Angeles Lakers",0,1,"6:00",0,0,0,161,118,"Los Angeles Lakers","San Antonio Spurs","Los Angeles Lakers",NA,NA,NA
"1267",1267,1267,19871115,"Frank Brickowski","San Antonio Spurs",1,1,"26:00",0,3,0,114,125,"Los Angeles Lakers","San Antonio Spurs","Los Angeles Lakers",NA,NA,NA
"1268",1268,1268,19871115,"Dave Greenwood","San Antonio Spurs",1,1,"28:00",0,2,0,131,131,"Los Angeles Lakers","San Antonio Spurs","Los Angeles Lakers",NA,NA,NA
"1269",1269,1269,19871115,"Wes Matthews","Los Angeles Lakers",0,1,"6:00",0,1,0,103,117,"Los Angeles Lakers","San Antonio Spurs","Los Angeles Lakers",NA,NA,NA
"1270",1270,1270,19871115,"Kurt Rambis","Los Angeles Lakers",0,1,"22:00",0,4,0,140,116,"Los Angeles Lakers","San Antonio Spurs","Los Angeles Lakers",NA,NA,NA
"1271",1271,1271,19871115,"Nate Blackwell","San Antonio Spurs",0,1,"8:00",2,2,0,119,126,"Los Angeles Lakers","San Antonio Spurs","Los Angeles Lakers",NA,NA,NA
"1272",1272,1272,19871115,"Mychal Thompson","Los Angeles Lakers",0,1,"8:00",0,4,0,81,110,"Los Angeles Lakers","San Antonio Spurs","Los Angeles Lakers",NA,NA,NA
"1273",1273,1273,19871115,"Magic Johnson","Los Angeles Lakers",1,1,"31:00",0,1,0,127,112,"Los Angeles Lakers","San Antonio Spurs","Los Angeles Lakers",NA,NA,NA
"1274",1274,1274,19871115,"Kareem Abdul-Jabbar","Los Angeles Lakers",1,1,"26:00",0,2,0,140,116,"Los Angeles Lakers","San Antonio Spurs","Los Angeles Lakers",NA,NA,NA
"1275",1275,1275,19871115,"Greg Anderson","San Antonio Spurs",0,1,"30:00",0,4,0,99,133,"Los Angeles Lakers","San Antonio Spurs","Los Angeles Lakers",NA,NA,NA
"1276",1276,1276,19871115,"Byron Scott","Los Angeles Lakers",1,1,"31:00",3,1,0,110,116,"Los Angeles Lakers","San Antonio Spurs","Los Angeles Lakers",NA,NA,NA
"1277",1277,1277,19871115,"James Worthy","Los Angeles Lakers",1,1,"34:00",0,4,0,148,117,"Los Angeles Lakers","San Antonio Spurs","Los Angeles Lakers",NA,NA,NA
"1278",1278,1278,19871115,"Alvin Robertson","San Antonio Spurs",1,1,"34:00",0,2,0,90,124,"Los Angeles Lakers","San Antonio Spurs","Los Angeles Lakers",NA,NA,NA
"1279",1279,1279,19871115,"Leon Wood","San Antonio Spurs",0,1,"21:00",4,2,0,126,130,"Los Angeles Lakers","San Antonio Spurs","Los Angeles Lakers",NA,NA,NA
"1280",1280,1280,19871115,"A.C. Green","Los Angeles Lakers",1,1,"41:00",0,4,0,145,108,"Los Angeles Lakers","San Antonio Spurs","Los Angeles Lakers",NA,NA,NA
"1281",1281,1281,19871115,"Michael Cooper","Los Angeles Lakers",0,1,"24:00",2,2,0,109,111,"Los Angeles Lakers","San Antonio Spurs","Los Angeles Lakers",NA,NA,NA
"1282",1282,1282,19871115,"Mike Smrek","Los Angeles Lakers",0,1,"11:00",0,3,0,62,108,"Los Angeles Lakers","San Antonio Spurs","Los Angeles Lakers",NA,NA,NA
"1283",1283,1283,19871115,"Johnny Dawkins","San Antonio Spurs",1,1,"34:00",0,1,0,133,127,"Los Angeles Lakers","San Antonio Spurs","Los Angeles Lakers",NA,NA,NA
"1284",1284,1284,19871115,"Kurt Nimphius","San Antonio Spurs",0,1,"13:00",0,4,0,110,128,"Los Angeles Lakers","San Antonio Spurs","Los Angeles Lakers",NA,NA,NA
"1285",1285,1285,19871115,"Petur Gudmundsson","San Antonio Spurs",0,1,"23:00",0,6,0,106,131,"Los Angeles Lakers","San Antonio Spurs","Los Angeles Lakers",NA,NA,NA
"1286",1286,1286,19871115,"Kevin Willis","Atlanta Hawks",1,1,"43:00",0,5,0,104,116,"Milwaukee Bucks","Atlanta Hawks","Milwaukee Bucks",NA,NA,NA
"1287",1287,1287,19871115,"Jack Sikma","Milwaukee Bucks",1,1,"42:00",0,5,0,151,98,"Milwaukee Bucks","Atlanta Hawks","Milwaukee Bucks",NA,NA,NA
"1288",1288,1288,19871115,"Jon Koncak","Atlanta Hawks",1,1,"26:00",0,4,0,106,115,"Milwaukee Bucks","Atlanta Hawks","Milwaukee Bucks",NA,NA,NA
"1289",1289,1289,19871115,"Craig Hodges","Milwaukee Bucks",0,1,"18:00",2,1,0,104,115,"Milwaukee Bucks","Atlanta Hawks","Milwaukee Bucks",NA,NA,NA
"1290",1290,1290,19871115,"Jerry Reynolds","Milwaukee Bucks",1,1,"28:00",0,3,0,93,101,"Milwaukee Bucks","Atlanta Hawks","Milwaukee Bucks",NA,NA,NA
"1291",1291,1291,19871115,"John Battle","Atlanta Hawks",0,1,"19:00",1,1,0,104,120,"Milwaukee Bucks","Atlanta Hawks","Milwaukee Bucks",NA,NA,NA
"1292",1292,1292,19871115,"Randy Breuer","Milwaukee Bucks",1,1,"33:00",0,3,0,99,111,"Milwaukee Bucks","Atlanta Hawks","Milwaukee Bucks",NA,NA,NA
"1293",1293,1293,19871115,"Dominique Wilkins","Atlanta Hawks",1,1,"32:00",3,2,0,68,119,"Milwaukee Bucks","Atlanta Hawks","Milwaukee Bucks",NA,NA,NA
"1294",1294,1294,19871115,"Terry Cummings","Milwaukee Bucks",1,1,"39:00",0,2,0,139,110,"Milwaukee Bucks","Atlanta Hawks","Milwaukee Bucks",NA,NA,NA
"1295",1295,1295,19871115,"Scott Hastings","Atlanta Hawks",0,1,"2:00",0,0,0,0,112,"Milwaukee Bucks","Atlanta Hawks","Milwaukee Bucks",NA,NA,NA
"1296",1296,1296,19871115,"John Lucas","Milwaukee Bucks",0,1,"34:00",3,0,0,137,110,"Milwaukee Bucks","Atlanta Hawks","Milwaukee Bucks",NA,NA,NA
"1297",1297,1297,19871115,"Spud Webb","Atlanta Hawks",0,1,"15:00",0,1,0,105,114,"Milwaukee Bucks","Atlanta Hawks","Milwaukee Bucks",NA,NA,NA
"1298",1298,1298,19871115,"Randy Wittman","Atlanta Hawks",1,1,"27:00",0,1,0,87,117,"Milwaukee Bucks","Atlanta Hawks","Milwaukee Bucks",NA,NA,NA
"1299",1299,1299,19871115,"Antoine Carr","Atlanta Hawks",0,1,"19:00",0,5,0,143,119,"Milwaukee Bucks","Atlanta Hawks","Milwaukee Bucks",NA,NA,NA
"1300",1300,1300,19871115,"Paul Pressey","Milwaukee Bucks",1,1,"33:00",0,2,0,89,107,"Milwaukee Bucks","Atlanta Hawks","Milwaukee Bucks",NA,NA,NA
"1301",1301,1301,19871115,"Mike McGee","Atlanta Hawks",0,1,"3:00",0,0,0,202,115,"Milwaukee Bucks","Atlanta Hawks","Milwaukee Bucks",NA,NA,NA
"1302",1302,1302,19871115,"Paul Mokeski","Milwaukee Bucks",0,1,"13:00",0,5,0,113,106,"Milwaukee Bucks","Atlanta Hawks","Milwaukee Bucks",NA,NA,NA
"1303",1303,1303,19871115,"Doc Rivers","Atlanta Hawks",1,1,"35:00",0,4,0,112,111,"Milwaukee Bucks","Atlanta Hawks","Milwaukee Bucks",NA,NA,NA
"1304",1304,1304,19871115,"Cliff Levingston","Atlanta Hawks",0,1,"19:00",0,2,0,160,115,"Milwaukee Bucks","Atlanta Hawks","Milwaukee Bucks",NA,NA,NA
"1305",1305,1305,19871115,"Jeff Malone","Washington Bullets",1,0,"40:00",0,3,0,121,111,"New Jersey Nets","Washington Bullets","Washington Bullets",NA,NA,NA
"1306",1306,1306,19871115,"Darrell Walker","Washington Bullets",0,0,"34:00",0,4,0,90,109,"New Jersey Nets","Washington Bullets","Washington Bullets",NA,NA,NA
"1307",1307,1307,19871115,"Frank Johnson","Washington Bullets",0,0,"14:00",0,1,0,90,111,"New Jersey Nets","Washington Bullets","Washington Bullets",NA,NA,NA
"1308",1308,1308,19871115,"Chris Engler","New Jersey Nets",0,0,"3:00",0,0,0,64,83,"New Jersey Nets","Washington Bullets","Washington Bullets",NA,NA,NA
"1309",1309,1309,19871115,"Orlando Woolridge","New Jersey Nets",1,0,"34:00",1,2,0,122,114,"New Jersey Nets","Washington Bullets","Washington Bullets",NA,NA,NA
"1310",1310,1310,19871115,"Manute Bol","Washington Bullets",0,0,"26:00",0,5,0,166,102,"New Jersey Nets","Washington Bullets","Washington Bullets",NA,NA,NA
"1311",1311,1311,19871115,"Bernard King","Washington Bullets",1,0,"34:00",0,4,0,100,115,"New Jersey Nets","Washington Bullets","Washington Bullets",NA,NA,NA
"1312",1312,1312,19871115,"Mike Gminski","New Jersey Nets",1,0,"41:00",0,2,0,114,115,"New Jersey Nets","Washington Bullets","Washington Bullets",NA,NA,NA
"1313",1313,1313,19871115,"Muggsy Bogues","Washington Bullets",1,0,"8:00",0,0,0,52,118,"New Jersey Nets","Washington Bullets","Washington Bullets",NA,NA,NA
"1314",1314,1314,19871115,"Mark Alarie","Washington Bullets",0,0,"14:00",0,3,0,121,109,"New Jersey Nets","Washington Bullets","Washington Bullets",NA,NA,NA
"1315",1315,1315,19871115,"Moses Malone","Washington Bullets",1,0,"41:00",0,0,0,120,109,"New Jersey Nets","Washington Bullets","Washington Bullets",NA,NA,NA
"1316",1316,1316,19871115,"Ben Coleman","New Jersey Nets",0,0,"10:00",0,5,0,139,101,"New Jersey Nets","Washington Bullets","Washington Bullets",NA,NA,NA
"1317",1317,1317,19871115,"John Williams","Washington Bullets",1,0,"29:00",0,5,0,119,104,"New Jersey Nets","Washington Bullets","Washington Bullets",NA,NA,NA
"1318",1318,1318,19871115,"Pearl Washington","New Jersey Nets",1,0,"33:00",0,4,0,110,119,"New Jersey Nets","Washington Bullets","Washington Bullets",NA,NA,NA
"1319",1319,1319,19871115,"Buck Williams","New Jersey Nets",1,0,"41:00",0,3,0,105,104,"New Jersey Nets","Washington Bullets","Washington Bullets",NA,NA,NA
"1320",1320,1320,19871115,"John Bagley","New Jersey Nets",0,0,"16:00",1,2,0,97,114,"New Jersey Nets","Washington Bullets","Washington Bullets",NA,NA,NA
"1321",1321,1321,19871115,"Otis Birdsong","New Jersey Nets",0,0,"27:00",0,4,0,144,117,"New Jersey Nets","Washington Bullets","Washington Bullets",NA,NA,NA
"1322",1322,1322,19871115,"Dennis Hopson","New Jersey Nets",1,0,"21:00",0,1,0,50,118,"New Jersey Nets","Washington Bullets","Washington Bullets",NA,NA,NA
"1323",1323,1323,19871115,"Adrian Branch","New Jersey Nets",0,0,"14:00",0,3,0,134,109,"New Jersey Nets","Washington Bullets","Washington Bullets",NA,NA,NA
"1324",1324,1324,19871117,"Jeff Malone","Washington Bullets",1,0,"37:00",0,3,0,135,119,"Chicago Bulls","Washington Bullets","Chicago Bulls",NA,NA,NA
