"Name","Team","Position","Height","Weight","Exp","Age","G","GS","MP","FGA","3PA","PF","PER","USG%","OWS","DWS","PG","PGS","PMP","PFGA","P3PA","PPF","PPER","PUSG%","POWS","PDWS","TORtg","TDRtg"
"Dee Brown","TOR","PG",73,160,8,30,49,0,1377,495,349,75,13.9,19.7,1.8,0.6,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",102.0,103.9
"Vince Carter","TOR","SF",78,215,0,22,50,49,1760,766,66,140,19.6,25.6,3.6,1.4,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",102.0,103.9
"Doug Christie","TOR","SG",78,200,6,28,50,50,1768,650,161,111,16.9,22.5,2.5,1.7,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",102.0,103.9
"LaMark Baker","TOR","PG",73,175,0,29,1,0,2,1,0,0,-46.6,45.4,-0.1,0.0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",102.0,103.9
"Michael Stewart","TOR","C",82,230,1,23,42,2,394,53,0,76,8.8,8.7,0.3,0.4,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",102.0,103.9
"John Wallace","TOR","SF",80,225,2,24,48,3,812,354,0,92,15.9,27.4,0.4,0.7,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",102.0,103.9
"Micheal Williams","TOR","PG",74,175,9,32,2,0,15,5,0,1,-6.5,18.1,-0.1,0.0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",102.0,103.9
"Reggie Slater","TOR","PF",79,215,4,28,30,0,263,81,0,50,11.3,24.7,0.1,0.1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",102.0,103.9
"Alvin Williams","TOR","PG",77,185,1,24,50,45,1051,237,42,94,10.4,13.6,0.5,0.6,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",102.0,103.9
"Tracy McGrady","TOR","SF",80,210,1,19,49,2,1106,385,35,94,20.6,21.9,1.8,1.4,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",102.0,103.9
"Charles Oakley","TOR","PF",80,225,13,35,50,50,1633,327,5,182,10.8,12.8,0.7,1.4,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",102.0,103.9
"Andrew DeClercq","BOS","C",82,230,3,25,14,1,258,57,0,51,12.2,15.9,0.1,0.3,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",100.4,102.4
"Antoine Walker","BOS","PF",80,224,2,22,42,41,1549,735,176,142,17.0,27.2,0.6,1.9,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",100.4,102.4
"Marlon Garnett","BOS","PG",74,186,0,23,24,0,205,51,23,18,6.5,15.6,-0.1,0.1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",100.4,102.4
"Bruce Bowen","BOS","SF",79,185,2,27,30,1,494,93,26,51,5.0,10.5,-0.4,0.4,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",100.4,102.4
"Eric Riley","BOS","C",84,245,4,28,35,11,337,54,0,73,11.8,12.4,0.2,0.5,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",100.4,102.4
"Tony Battie","BOS","C",83,230,1,22,50,15,1121,283,3,159,15.5,14.1,1.7,1.6,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",100.4,102.4
"Damon Jones","BOS","PG",75,185,0,22,13,0,213,75,33,16,13.3,18.6,0.2,0.2,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",100.4,102.4
"Kenny Anderson","BOS","PG",72,168,7,28,34,33,1010,357,24,78,16.7,20.9,1.8,0.6,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",100.4,102.4
"Dana Barros","BOS","PG",71,163,9,31,50,16,1156,371,160,64,17.7,19.0,2.5,0.9,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",100.4,102.4
"Paul Pierce","BOS","SF",79,235,0,21,48,47,1632,647,204,139,19.2,23.1,2.9,2.0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",100.4,102.4
"Vitaly Potapenko","BOS","C",82,280,2,23,33,32,927,286,0,116,15.1,19.5,0.8,1.0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",100.4,102.4
"Popeye Jones","BOS","PF",80,250,5,28,18,2,206,51,1,31,12.4,14.2,0.3,0.1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",100.4,102.4
"Greg Minor","BOS","SG",78,210,4,27,44,7,765,204,28,69,9.7,15.4,0.2,0.6,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",100.4,102.4
"Ron Mercer","BOS","SG",79,210,1,22,41,40,1551,707,30,81,13.5,24.2,0.1,1.2,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",100.4,102.4
"Dwayne Schintzius","BOS","C",85,260,7,30,16,0,67,16,0,17,0.7,18.5,-0.3,0.1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",100.4,102.4
"Walter McCarty","BOS","PF",82,230,2,24,32,4,659,177,50,88,8.9,16.4,-0.2,0.7,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",100.4,102.4
"Tyrone Hill","PHI","PF",81,240,8,30,21,6,587,150,0,77,12.2,16.6,0.3,0.9,8,1,"196",39,0,33,9.8,12.4,0.1,0.2,99.9,97.6
"Tim Thomas","PHI","SF",82,230,1,21,17,0,188,67,19,21,12.8,22.3,0.1,0.2,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",99.9,97.6
"Jerald Honeycutt","PHI","PF",81,245,1,24,13,0,90,27,14,10,5.0,19.4,-0.2,0.1,6,0,"12",5,3,3,-12.2,22.7,-0.1,0.0,99.9,97.6
"George Lynch","PHI","SF",80,218,5,28,43,43,1315,349,23,142,12.8,16.0,0.1,2.5,8,6,"249",65,6,30,16.5,15.6,0.3,0.3,99.9,97.6
"Aaron McKie","PHI","SG",77,209,4,26,50,4,959,237,31,90,11.4,15.2,-0.1,1.7,6,0,"97",23,1,17,9.9,12.7,0.1,0.1,99.9,97.6
"Casey Shaw","PHI","C",83,260,0,23,9,0,14,8,0,2,-14.9,32.4,-0.1,0.0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",99.9,97.6
"Allen Iverson","PHI","SG",72,165,2,23,48,48,1990,1056,199,98,22.2,32.6,4.3,2.9,8,8,"358",214,53,19,22.6,33.1,0.8,0.2,99.9,97.6
"Larry Hughes","PHI","PG",77,184,0,20,50,1,988,414,52,97,16.7,25.2,0.9,1.5,8,2,"198",77,7,21,20.3,22.8,0.3,0.3,99.9,97.6
"Anthony Parker","PHI","SG",78,215,1,23,2,0,3,1,0,0,30.9,15.1,0.0,0.0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",99.9,97.6
"Matt Geiger","PHI","C",84,243,6,29,50,40,1540,555,5,157,17.1,21.6,2.4,2.3,8,8,"239",96,1,29,18.6,23.1,0.4,0.3,99.9,97.6
"Rick Mahorn","PHI","PF",82,240,17,40,16,0,127,18,0,22,1.5,9.8,-0.2,0.2,5,0,"29",6,0,6,5.9,12.3,0.0,0.0,99.9,97.6
"Benoit Benjamin","PHI","C",84,250,13,34,6,0,33,7,0,6,-1.5,13.7,-0.1,0.0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",99.9,97.6
"Nazr Mohammed","PHI","C",82,221,0,21,26,0,121,42,0,22,10.0,23.7,-0.2,0.2,3,0,"3",0,0,0,0.0,0.0,0.0,0.0,99.9,97.6
"Doug Overton","PHI","PG",75,190,6,29,10,0,37,15,1,2,4.5,20.8,-0.1,0.0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",99.9,97.6
"Scott Williams","PHI","C",82,230,8,30,2,0,17,2,0,4,-1.3,10.7,-0.1,0.0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",99.9,97.6
"Theo Ratliff","PHI","PF",82,225,3,25,50,50,1627,419,0,180,16.9,17.1,2.1,3.3,7,7,"204",43,0,19,16.8,13.0,0.3,0.2,99.9,97.6
"Harvey Grant","PHI","PF",80,195,10,33,47,10,798,168,6,73,6.6,11.5,-0.2,0.9,4,0,"29",1,0,1,7.5,1.6,0.0,0.0,99.9,97.6
"Eric Snow","PHI","PG",75,190,3,25,48,48,1716,348,21,149,12.9,13.9,1.3,2.5,8,8,"306",88,13,26,14.0,18.5,0.3,0.1,99.9,97.6
"Brad Miller","CHH","C",83,244,0,22,38,0,469,138,2,65,21.2,21.7,1.6,0.5,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",102.3,102.4
"Eldridge Recasner","CHH","PG",75,190,4,31,44,2,708,184,60,66,11.1,17.4,0.4,0.4,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",102.3,102.4
"Chuck Person","CHH","SF",80,220,11,34,50,21,990,289,157,90,9.6,16.5,0.2,0.7,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",102.3,102.4
"Ricky Davis","CHH","SG",78,195,0,19,46,1,557,200,12,46,12.9,23.8,-0.4,0.5,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",102.3,102.4
"Derrick Coleman","CHH","PF",82,230,8,31,37,29,1178,406,33,96,15.6,23.3,0.4,1.6,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",102.3,102.4
"Charles Shackleford","CHH","C",82,225,5,32,32,4,367,90,0,66,12.1,16.8,0.1,0.5,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",102.3,102.4
"David Wesley","CHH","PG",72,190,5,28,50,50,1848,545,170,130,16.9,19.8,3.1,1.7,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",102.3,102.4
"Travis Williams","CHH","SF",78,215,1,29,8,0,62,13,0,10,8.8,15.9,0.0,0.1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",102.3,102.4
"Chucky Brown","CHH","PF",79,214,9,30,48,21,1192,373,40,106,11.6,17.4,0.9,0.7,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",102.3,102.4
"Joe Wolf","CHH","PF",83,230,10,34,3,0,12,1,0,6,-14.5,7.4,0.0,0.0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",102.3,102.4
"Willie Burton","CHH","SF",80,210,7,30,3,0,18,7,1,2,0.6,25.7,-0.1,0.0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",102.3,102.4
"Corey Beck","CHH","PG",73,190,2,27,16,0,150,31,1,21,9.7,15.1,-0.1,0.2,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",102.3,102.4
"B.J. Armstrong","CHH","PG",74,175,9,31,10,1,178,43,8,16,13.3,15.3,0.3,0.1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",102.3,102.4
"Eddie Jones","CHH","SF",78,190,4,27,30,30,1157,368,78,86,19.8,21.5,2.4,1.6,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",102.3,102.4
"Bobby Phills","CHH","SG",77,210,7,29,43,43,1574,497,172,124,14.4,20.0,1.7,1.3,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",102.3,102.4
"J.R. Reid","CHH","PF",81,247,8,30,16,16,556,169,0,63,17.6,20.0,1.2,0.7,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",102.3,102.4
"Elden Campbell","CHH","C",83,215,8,30,32,32,1134,364,1,108,19.4,21.5,2.1,1.7,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",102.3,102.4
"Paul Grant","MIN","C",84,245,0,25,4,0,8,4,0,4,-14.3,27.5,-0.1,0.0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",101.9,101.5
"Bill Curley","MIN","PF",81,220,2,26,35,7,372,72,5,83,7.4,10.8,0.3,0.4,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",101.9,101.5
"Joe Smith","MIN","C",82,225,3,23,43,42,1418,522,3,147,16.6,20.8,2.0,1.7,4,4,"120",37,0,15,9.5,18.3,-0.1,0.1,101.9,101.5
"Dean Garrett","MIN","C",82,225,2,32,49,37,1054,231,0,113,13.6,11.8,1.5,1.4,4,3,"92",18,0,16,13.4,11.3,0.2,0.1,101.9,101.5
"Kevin Garnett","MIN","PF",83,220,3,22,47,47,1780,900,14,152,22.4,27.8,2.4,3.0,4,4,"170",79,2,10,24.1,28.1,0.2,0.3,101.9,101.5
"Reggie Jordan","MIN","SG",76,195,4,31,27,1,296,54,0,38,9.8,12.6,0.0,0.3,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",101.9,101.5
"Andrae Patterson","MIN","PF",81,238,0,23,35,0,284,97,5,62,14.5,20.9,0.2,0.5,2,0,"7",0,0,1,13.6,6.7,0.0,0.0,101.9,101.5
"Tom Hammonds","MIN","PF",81,215,9,31,49,0,716,179,0,88,9.4,15.0,0.5,0.5,4,0,"18",0,0,4,6.2,7.2,0.0,0.0,101.9,101.5
"Sam Mitchell","MIN","SF",78,210,9,35,50,20,1344,522,38,111,14.1,20.6,1.9,1.1,4,1,"131",40,6,13,7.2,19.0,-0.1,0.0,101.9,101.5
"Bobby Jackson","MIN","PG",73,185,1,25,50,12,941,348,27,75,14.4,21.4,0.3,0.9,4,0,"27",10,3,3,-3.3,19.1,-0.1,0.0,101.9,101.5
"Stephon Marbury","MIN","PG",74,180,2,21,18,18,661,304,39,44,18.8,26.4,0.8,0.6,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",101.9,101.5
"Chris Carr","MIN","SG",77,207,3,24,11,2,81,26,9,9,6.5,17.2,-0.1,0.1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",101.9,101.5
"Anthony Peeler","MIN","SG",76,208,6,29,28,28,810,272,114,60,11.7,17.8,0.4,0.7,4,4,"125",35,13,12,6.7,14.6,-0.1,0.1,101.9,101.5
"Malik Sealy","MIN","SF",80,190,6,28,31,7,731,231,23,68,11.1,17.5,0.4,0.7,4,0,"70",23,0,4,7.8,18.2,0.0,0.0,101.9,101.5
"Trevor Winter","MIN","C",84,275,0,25,1,0,5,0,0,5,-4.3,0.0,0.0,0.0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",101.9,101.5
"Brian Evans","MIN","SF",80,220,2,25,5,0,24,10,2,1,3.1,18.3,-0.1,0.0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",101.9,101.5
"Rasho Nesterovic","MIN","C",84,248,0,22,2,0,30,12,0,5,3.5,20.3,-0.1,0.0,3,0,"29",8,0,4,15.1,14.5,0.1,0.0,101.9,101.5
"Terrell Brandon","MIN","PG",71,180,7,28,21,20,712,299,19,57,20.9,22.1,1.5,0.8,4,4,"161",69,5,11,22.4,25.8,0.2,0.2,101.9,101.5
"Dennis Scott","MIN","SF",80,229,8,30,21,9,532,157,68,32,12.4,15.1,1.0,0.3,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",101.9,101.5
"James Robinson","MIN","PG",74,180,5,28,17,0,226,87,44,31,8.2,23.6,-0.5,0.3,4,0,"10",4,3,3,-19.3,32.8,-0.1,0.0,101.9,101.5
"Kelly McCarty","DEN","SG",79,200,0,23,2,0,4,3,0,0,31.7,56.6,0.0,0.0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",103.1,110.4
"Raef LaFrentz","DEN","C",83,240,0,22,12,12,387,129,31,38,18.9,18.6,1.1,0.1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",103.1,110.4
"Nick Van Exel","DEN","PG",73,170,5,27,50,50,1802,769,234,90,16.7,24.3,3.2,-1.0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",103.1,110.4
"Keon Clark","DEN","C",83,220,0,23,28,0,409,80,1,52,11.3,13.0,0.1,0.2,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",103.1,110.4
"Tyson Wheeler","DEN","PG",70,165,0,23,1,0,3,1,1,1,76.1,28.4,0.1,0.0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",103.1,110.4
"Eric Washington","DEN","SG",76,190,1,24,38,6,761,184,97,87,9.5,13.8,0.5,-0.1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",103.1,110.4
"Cory Alexander","DEN","PG",73,185,3,25,36,4,778,260,105,77,11.0,20.3,-0.2,0.0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",103.1,110.4
"Danny Fortson","DEN","PF",79,260,1,22,50,38,1417,386,3,212,18.7,18.0,3.6,0.7,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",103.1,110.4
"Monty Williams","DEN","SF",80,225,4,27,1,0,6,2,0,0,-7.6,21.7,0.0,0.0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",103.1,110.4
"Bryant Stith","DEN","SG",77,208,6,28,46,32,1194,290,106,65,10.0,13.9,1.0,-0.5,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",103.1,110.4
"Johnny Taylor","DEN","SF",81,220,1,24,36,9,724,198,68,97,9.5,15.1,0.2,0.0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",103.1,110.4
"Loren Meyer","DEN","C",82,257,2,26,14,0,70,28,5,22,-2.8,21.3,-0.3,0.0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",103.1,110.4
"Carl Herrera","DEN","PF",81,215,7,32,24,0,265,63,1,38,8.2,13.5,-0.1,0.1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",103.1,110.4
"Eric Williams","DEN","SF",80,220,3,26,38,8,780,219,26,76,10.7,19.1,0.5,-0.2,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",103.1,110.4
"Chauncey Billups","DEN","SG",75,202,1,22,45,41,1488,495,235,115,15.1,20.3,2.8,-0.5,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",103.1,110.4
"Antonio McDyess","DEN","C",81,220,3,24,50,50,1937,882,9,175,21.7,27.3,2.9,1.3,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",103.1,110.4
"Terry Davis","WAS","C",81,225,8,31,37,34,578,92,0,79,10.6,9.9,0.9,0.4,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",101.2,103.7
"Jeff McInnis","WAS","PG",76,190,1,24,35,6,427,134,35,36,11.0,19.0,0.0,0.2,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",101.2,103.7
"John Coker","WAS","C",84,253,1,27,14,0,98,31,0,17,9.6,16.8,0.1,0.1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",101.2,103.7
"Ben Wallace","WAS","C",81,240,2,24,46,16,1231,199,0,111,16.2,11.0,1.5,2.1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",101.2,103.7
"Randell Jackson","WAS","PF",83,215,0,23,27,8,271,108,7,29,11.6,25.2,-0.2,0.1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",101.2,103.7
"Etdrick Bohannon","WAS","SF",81,220,1,25,2,0,4,0,0,0,0.0,0.0,0.0,0.0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",101.2,103.7
"Tim Legler","WAS","SG",76,200,8,32,30,0,377,115,35,42,9.1,16.1,0.2,0.1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",101.2,103.7
"Rod Strickland","WAS","PG",75,175,10,32,44,43,1632,603,42,91,20.2,24.0,2.8,1.3,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",101.2,103.7
"Jahidi White","WAS","PF",81,290,0,22,20,0,191,32,0,39,9.4,15.3,-0.1,0.2,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",101.2,103.7
"Tracy Murray","WAS","SF",79,225,6,27,36,0,653,237,103,65,9.6,20.1,-0.1,0.4,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",101.2,103.7
"Calbert Cheaney","WAS","SG",79,209,5,27,50,18,1266,415,37,146,8.8,17.7,-0.4,0.8,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",101.2,103.7
"Otis Thorpe","WAS","PF",81,225,14,36,49,38,1539,440,2,196,15.0,17.2,2.3,1.4,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",101.2,103.7
"Mitch Richmond","WAS","SG",77,215,10,33,50,50,1912,803,221,121,15.5,25.7,2.2,1.0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",101.2,103.7
"Juwan Howard","WAS","SF",81,240,4,25,36,36,1430,604,3,130,17.1,24.6,1.5,1.2,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",101.2,103.7
"Chris Whitney","WAS","PG",72,168,5,27,39,1,441,156,95,49,15.8,21.5,0.7,0.3,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",101.2,103.7
"Derrick McKey","IND","SF",81,205,11,32,13,0,244,52,1,24,12.2,14.0,0.2,0.2,13,0,"245",40,4,39,10.1,12.1,0.2,0.3,108.7,104.4
