"Name","Position","Height","Weight","Exp","Age","G","GS","MP","3PA","FGA","PF","PER","USG%","OWS","DWS","PG","PGS","PMP","P3PA","PFGA","PPF","PPER","PUSG%","POWS","PDWS","TORtg","TDRtg"
"Purvis Short","SF",79,210,8,29,34,15,"950",501,17,103,0,0,0,0,29,10,2,"253",123,2,34,0,0,0,0,"108.9","111.2"
"Larry Smith","PF",80,215,6,29,80,78,"2374",544,1,295,0,0,0,0,29,10,10,"329",81,0,39,0,0,0,0,"108.9","111.2"
"Terry Teagle","SG",77,195,4,26,82,0,"1650",808,10,190,0,0,0,0,26,10,0,"233",124,2,27,0,0,0,0,"108.9","111.2"
"Jerome Whitehead","C",82,220,8,30,73,1,"937",327,1,175,0,0,0,0,30,10,0,"100",27,0,22,0,0,0,0,"108.9","111.2"
"Greg Ballard","SF",79,215,9,32,82,7,"1579",564,40,167,0,0,0,0,32,10,0,"179",48,10,16,0,0,0,0,"108.9","111.2"
"Ben McDonald","PF",80,210,1,24,63,34,"1284",360,8,200,0,0,0,0,24,5,0,"45",11,2,7,0,0,0,0,"108.9","111.2"
"Joe Barry Carroll","C",84,225,5,28,81,81,"2724",1461,0,255,0,0,0,0,28,10,10,"334",163,1,42,0,0,0,0,"108.9","111.2"
"Sleepy Floyd","PG",75,170,4,26,82,82,"3064",1030,190,199,0,0,0,0,26,10,10,"414",152,28,24,0,0,0,0,"108.9","111.2"
"Chris Washburn","C",83,225,0,21,35,2,"385",145,1,51,0,0,0,0,21,5,0,"29",7,0,2,0,0,0,0,"108.9","111.2"
"Clinton Smith","SG",78,210,0,23,41,0,"341",117,2,36,0,0,0,0,"108.9","111.2"
"Jay Humphries","PG",75,185,2,24,82,82,"2579",753,27,239,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"108.0","110.3"
"Walter Davis","SG",78,193,9,32,79,79,"2646",1515,81,184,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"108.0","110.3"
"Larry Nance","PF",82,205,5,27,69,67,"2569",1062,5,223,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"108.0","110.3"
"William Bedford","C",84,225,0,23,50,18,"979",358,1,125,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"108.0","110.3"
"Ed Pinckney","SF",81,195,1,23,80,65,"2250",497,2,196,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"108.0","110.3"
"Grant Gondrezick","SG",77,205,0,24,64,1,"836",300,17,91,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"108.0","110.3"
"Nick Vanos","C",85,255,1,23,57,14,"640",158,2,94,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"108.0","110.3"
"Kenny Gattison","PF",80,225,0,22,77,14,"1104",311,3,178,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"108.0","110.3"
"Mike Sanders","SF",78,210,4,26,82,4,"1655",722,17,210,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"108.0","110.3"
"Alvan Adams","C",81,210,11,32,68,40,"1690",618,1,207,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"108.0","110.3"
"James Edwards","C",84,225,9,31,14,9,"304",110,0,42,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"108.0","110.3"
"Bernard Thompson","SF",78,210,2,24,24,2,"331",105,3,53,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"108.0","110.3"
"Rafael Addison","SF",79,215,0,22,62,12,"711",331,50,75,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"108.0","110.3"
"Jeff Hornacek","SG",75,190,0,23,80,3,"1561",350,43,130,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"108.0","110.3"
"Tom Chambers","PF",82,220,5,27,82,82,"3018",1446,145,307,0,0,0,0,27,14,14,"498",263,18,51,0,0,0,0,"110.7","110.3"
"Maurice Lucas","PF",81,215,12,34,63,0,"1120",388,5,171,0,0,0,0,34,14,0,"265",90,1,43,0,0,0,0,"110.7","110.3"
"Gerald Henderson","PG",74,175,7,31,6,6,"155",50,3,17,0,0,0,0,"110.7","110.3"
"Nate McMillan","PG",77,195,0,22,71,50,"1972",301,7,238,0,0,0,0,22,14,14,"356",62,0,42,0,0,0,0,"110.7","110.3"
"Russ Schoene","PF",82,210,1,26,63,0,"579",190,13,94,0,0,0,0,26,14,0,"123",28,6,16,0,0,0,0,"110.7","110.3"
"Michael Phelps","SG",76,180,1,25,60,6,"469",176,10,60,0,0,0,0,"110.7","110.3"
"Clemon Johnson","C",82,240,8,30,78,7,"1051",178,2,137,0,0,0,0,30,14,7,"262",53,0,18,0,0,0,0,"110.7","110.3"
"Dale Ellis","SG",79,205,3,26,82,76,"3073",1520,240,267,0,0,0,0,26,14,14,"530",304,36,54,0,0,0,0,"110.7","110.3"
"Eddie Johnson","SG",74,180,9,31,24,0,"508",186,15,36,0,0,0,0,31,14,0,"181",58,5,16,0,0,0,0,"110.7","110.3"
"Danny Young","PG",75,175,2,24,73,26,"1482",288,79,72,0,0,0,0,24,14,0,"208",52,16,21,0,0,0,0,"110.7","110.3"
"Kevin Williams","SG",74,175,2,25,65,0,"703",296,7,154,0,0,0,0,25,14,0,"255",94,2,44,0,0,0,0,"110.7","110.3"
"Terence Stansbury","SG",77,170,2,25,44,0,"375",156,29,78,0,0,0,0,"110.7","110.3"
"Curtis Kitchen","PF",81,235,0,23,6,0,"31",6,1,4,0,0,0,0,23,8,0,"23",2,0,7,0,0,0,0,"110.7","110.3"
"Alton Lister","C",84,240,5,28,75,75,"2288",687,1,289,0,0,0,0,28,9,7,"206",50,0,37,0,0,0,0,"110.7","110.3"
"Xavier McDaniel","SF",79,205,1,23,82,82,"3031",1583,14,300,0,0,0,0,23,14,14,"528",254,10,63,0,0,0,0,"110.7","110.3"
"Walter Berry","PF",80,215,0,22,7,0,"19",8,0,8,0,0,0,0,"111.5","108.6"
"Steve Johnson","C",82,235,5,29,79,74,"2345",889,0,340,0,0,0,0,29,4,4,"137",61,0,15,0,0,0,0,"111.5","108.6"
"Perry Young","SG",77,210,0,23,4,0,"52",17,0,11,0,0,0,0,"111.5","108.6"
"Mike Holton","PG",76,185,2,25,58,1,"479",171,23,51,0,0,0,0,25,2,0,"9",2,0,1,0,0,0,0,"111.5","108.6"
"Jim Paxson","SG",78,200,7,29,72,1,"1798",733,98,134,0,0,0,0,29,4,0,"94",32,2,8,0,0,0,0,"111.5","108.6"
"Chris Engler","C",83,245,3,27,7,0,"17",8,0,0,0,0,0,0,"111.5","108.6"
"Jerome Kersey","SF",79,215,2,24,82,8,"2088",733,23,328,0,0,0,0,24,4,0,"60",25,0,13,0,0,0,0,"111.5","108.6"
"Joe Binion","PF",80,235,0,25,11,0,"51",10,0,5,0,0,0,0,"111.5","108.6"
"Terry Porter","PG",75,195,1,23,80,80,"2714",770,60,192,0,0,0,0,23,4,4,"150",50,5,14,0,0,0,0,"111.5","108.6"
"Clyde Drexler","SG",79,210,3,24,82,82,"3114",1408,47,281,0,0,0,0,24,4,4,"153",79,4,16,0,0,0,0,"111.5","108.6"
"Sam Bowie","C",85,235,2,25,5,5,"163",66,0,19,0,0,0,0,"111.5","108.6"
"Fernando Martin","C",81,220,0,24,24,0,"146",31,1,24,0,0,0,0,24,1,0,"1",1,0,0,0,0,0,0,"111.5","108.6"
"Ron Rowan","SG",77,200,0,24,7,0,"16",9,1,1,0,0,0,0,"111.5","108.6"
"Kevin Duckworth","C",84,275,0,22,51,0,"753",228,1,165,0,0,0,0,22,4,0,"53",12,0,14,0,0,0,0,"111.5","108.6"
"Kiki Vandeweghe","SF",80,220,6,28,79,79,"3029",1545,81,137,0,0,0,0,28,4,4,"174",71,4,10,0,0,0,0,"111.5","108.6"
"Kenny Carr","PF",79,220,9,31,49,43,"1443",399,2,159,0,0,0,0,"111.5","108.6"
"Caldwell Jones","PF",83,217,13,36,78,37,"1578",224,2,227,0,0,0,0,36,4,4,"129",12,0,15,0,0,0,0,"111.5","108.6"
"Larry Drew","PG",73,170,6,28,60,22,"1566",683,72,107,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"101.2","112.3"
"Lancaster Gordon","SG",75,185,2,24,70,4,"1130",545,48,106,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"101.2","112.3"
"Darnell Valentine","PG",73,183,5,27,65,52,"1759",671,56,148,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"101.2","112.3"
"Geoff Huston","PG",74,175,7,29,19,8,"428",121,2,28,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"101.2","112.3"
"Earl Cureton","C",81,210,6,29,35,11,"868",234,1,86,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"101.2","112.3"
"Steffond Johnson","PF",80,240,0,24,29,0,"234",64,3,55,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"101.2","112.3"
"Marques Johnson","SF",79,218,9,30,10,10,"302",155,6,24,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"101.2","112.3"
"Kenny Fields","SF",77,220,2,24,44,17,"861",344,12,120,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"101.2","112.3"
"Mike Woodson","SG",77,195,6,28,74,66,"2126",1130,123,201,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"101.2","112.3"
"Cedric Maxwell","SF",80,205,9,31,35,31,"1132",289,0,102,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"101.2","112.3"
"Quintin Dailey","SG",75,180,4,26,49,5,"924",491,10,113,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"101.2","112.3"
"Benoit Benjamin","C",84,250,1,22,72,61,"2230",713,2,251,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"101.2","112.3"
"Rory White","SF",80,210,4,27,68,35,"1545",552,3,159,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"101.2","112.3"
"Tim Kempton","PF",82,245,0,23,66,6,"936",206,1,162,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"101.2","112.3"
"Michael Cage","PF",81,224,2,25,80,76,"2922",878,3,221,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"101.2","112.3"
"Dwayne Polee","SG",77,180,0,23,1,0,"6",4,3,3,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"101.2","112.3"
"Kurt Nimphius","PF",82,218,5,28,38,6,"811",252,3,118,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"101.2","112.3"
"LaSalle Thompson","C",82,245,4,25,82,53,"2166",752,5,290,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"108.9","112.1"
"Franklin Edwards","PG",73,170,5,27,8,0,"122",32,4,7,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"108.9","112.1"
"Harold Pressley","SF",79,210,0,23,67,23,"913",317,28,96,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"108.9","112.1"
"Joe Kleine","C",83,255,1,25,79,31,"1658",543,1,213,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"108.9","112.1"
"Brook Steppe","SG",77,195,3,27,34,7,"665",199,9,56,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"108.9","112.1"
"Derek Smith","SG",78,205,4,25,52,42,"1658",757,33,184,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"108.9","112.1"
"Jerry Eaves","PG",76,180,3,27,3,0,"26",8,0,6,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"108.9","112.1"
"Mark Olberding","PF",80,225,11,30,76,0,"1002",165,1,144,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"108.9","112.1"
"Terry Tyler","SF",79,215,8,30,82,48,"1930",664,3,151,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"108.9","112.1"
"Eddie Johnson","SF",79,215,5,27,81,30,"2457",1309,118,218,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"108.9","112.1"
"Othell Wilson","PG",72,190,1,25,53,2,"789",185,18,67,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"108.9","112.1"
"Bruce Douglas","SG",75,195,0,22,8,1,"98",24,1,9,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"108.9","112.1"
"Reggie Theus","PG",79,190,8,29,79,76,"2872",1223,78,208,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"108.9","112.1"
"Otis Thorpe","PF",81,225,2,24,82,82,"2956",1050,3,292,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"108.9","112.1"
"Johnny Rogers","PF",82,225,0,23,45,15,"468",185,5,66,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"108.9","112.1"
"Kevin Willis","PF",84,220,2,24,81,81,"2626",1003,4,313,0,0,0,0,24,9,9,"356",115,0,33,0,0,0,0,"112.6","105.2"
"Michael Wilson","PG",76,175,2,27,2,0,"2",2,0,1,0,0,0,0,"112.6","105.2"
"Jon Koncak","C",84,250,1,23,82,19,"1684",352,1,262,0,0,0,0,23,8,0,"86",13,0,24,0,0,0,0,"112.6","105.2"
"John Battle","SG",74,175,1,24,64,8,"804",315,10,76,0,0,0,0,24,8,0,"78",34,5,13,0,0,0,0,"112.6","105.2"
"Dominique Wilkins","SF",79,200,4,27,79,79,"2969",1787,106,149,0,0,0,0,27,9,9,"360",210,10,25,0,0,0,0,"112.6","105.2"
"Doc Rivers","PG",76,185,3,25,82,82,"2590",758,21,287,0,0,0,0,25,8,8,"245",47,0,32,0,0,0,0,"112.6","105.2"
"Gus Williams","SG",74,175,10,33,33,0,"481",146,18,53,0,0,0,0,"112.6","105.2"
"Scott Hastings","PF",82,235,4,26,40,0,"256",68,12,35,0,0,0,0,26,4,0,"21",3,0,5,0,0,0,0,"112.6","105.2"
"Spud Webb","PG",66,133,1,23,33,0,"532",162,6,65,0,0,0,0,23,8,1,"122",19,1,10,0,0,0,0,"112.6","105.2"
"Randy Wittman","SG",78,210,3,27,71,65,"2049",792,12,107,0,0,0,0,27,9,9,"300",121,0,22,0,0,0,0,"112.6","105.2"
"Antoine Carr","PF",81,225,2,25,65,2,"695",265,3,146,0,0,0,0,25,9,0,"162",56,0,36,0,0,0,0,"112.6","105.2"
"Mike McGee","SF",77,190,5,27,76,6,"1420",677,229,156,0,0,0,0,27,8,0,"101",39,14,7,0,0,0,0,"112.6","105.2"
"Tree Rollins","C",85,235,9,31,75,58,"1764",313,0,240,0,0,0,0,31,9,9,"221",28,0,33,0,0,0,0,"112.6","105.2"
"Cedric Henderson","PF",80,210,0,21,6,0,"10",5,0,1,0,0,0,0,"112.6","105.2"
"Cliff Levingston","PF",80,210,4,26,82,10,"1848",496,3,261,0,0,0,0,26,9,0,"108",18,1,21,0,0,0,0,"112.6","105.2"
"Mark West","C",82,230,3,26,78,13,"1333",385,2,229,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"102.6","106.4"
"Craig Ehlo","SG",78,180,3,25,44,15,"890",239,29,80,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"102.6","106.4"
"Ron Harper","SG",78,185,0,23,82,82,"3064",1614,94,247,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"102.6","106.4"
"Keith Lee","PF",82,215,1,24,67,1,"870",374,1,147,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"102.6","106.4"
"Scooter McCray","PF",81,215,2,26,24,2,"279",65,0,28,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"102.6","106.4"
"Johnny Newman","SF",79,190,0,23,59,0,"630",275,22,67,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"102.6","106.4"
"Dirk Minniefield","PG",75,180,1,26,11,0,"122",42,5,8,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"102.6","106.4"
"John Bagley","PG",72,185,4,26,72,67,"2182",732,103,114,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"102.6","106.4"
"Mark Price","PG",72,170,0,22,67,0,"1217",424,70,75,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"102.6","106.4"
"Melvin Turpin","C",83,240,2,26,64,1,"801",366,0,90,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"102.6","106.4"
"Ben Poquette","PF",81,235,9,31,37,1,"437",82,3,51,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"102.6","106.4"
"Brad Daugherty","C",84,245,0,21,80,80,"2695",905,0,248,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"102.6","106.4"
"Tyrone Corbin","SF",78,210,1,24,32,0,"438",117,4,48,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"102.6","106.4"
"Phil Hubbard","SF",80,215,7,30,68,68,"2083",605,4,224,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"102.6","106.4"
"Hot Rod Williams","PF",83,215,0,24,80,80,"2714",897,1,197,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"102.6","106.4"
"Frank Brickowski","PF",81,240,2,27,37,0,"404",94,0,105,0,0,0,0,"115.6","106.5"
"Wes Matthews","PG",73,170,6,27,50,0,"532",187,3,53,0,0,0,0,27,12,0,"61",23,1,9,0,0,0,0,"115.6","106.5"
"Kurt Rambis","PF",80,213,5,28,78,10,"1514",313,0,201,0,0,0,0,28,17,0,"215",41,0,42,0,0,0,0,"115.6","106.5"
"Mychal Thompson","PF",82,226,7,32,33,1,"680",269,1,85,0,0,0,0,32,18,0,"401",137,0,50,0,0,0,0,"115.6","106.5"
"Billy Thompson","SF",79,195,0,23,59,0,"762",261,1,148,0,0,0,0,23,3,0,"27",11,0,2,0,0,0,0,"115.6","106.5"
"Kareem Abdul-Jabbar","C",86,225,17,39,78,78,"2441",993,3,245,0,0,0,0,39,18,18,"559",234,1,56,0,0,0,0,"115.6","106.5"
"Byron Scott","SG",75,195,3,25,82,82,"2729",1134,149,163,0,0,0,0,25,18,18,"608",210,34,52,0,0,0,0,"115.6","106.5"
"Magic Johnson","PG",80,215,7,27,80,80,"2904",1308,39,168,0,0,0,0,27,18,18,"666",271,10,37,0,0,0,0,"115.6","106.5"
"Michael Cooper","SG",77,170,8,30,82,2,"2253",736,231,199,0,0,0,0,30,18,0,"522",159,70,46,0,0,0,0,"115.6","106.5"
"A.C. Green","PF",81,220,1,23,79,72,"2240",587,5,171,0,0,0,0,23,18,18,"505",130,0,47,0,0,0,0,"115.6","106.5"
"Mike Smrek","C",84,250,1,24,35,3,"233",60,0,70,0,0,0,0,24,10,0,"33",10,0,15,0,0,0,0,"115.6","106.5"
"James Worthy","SF",81,225,4,25,82,82,"2819",1207,13,206,0,0,0,0,25,18,18,"681",298,2,42,0,0,0,0,"115.6","106.5"
"Adrian Branch","SF",79,185,0,23,32,0,"219",96,2,39,0,0,0,0,23,11,0,"42",21,1,10,0,0,0,0,"115.6","106.5"
"Steve Harris","SG",77,195,1,23,74,3,"1174",599,8,111,0,0,0,0,23,9,0,"91",43,1,15,0,0,0,0,"106.5","105.5"
"Richard Anderson","PF",82,240,2,26,51,0,"312",139,16,37,0,0,0,0,26,5,0,"5",3,2,1,0,0,0,0,"106.5","105.5"
"Jim Petersen","PF",82,235,2,24,82,56,"2403",755,4,268,0,0,0,0,24,10,0,"187",51,0,26,0,0,0,0,"106.5","105.5"
"Rodney McCray","SF",79,220,3,25,81,81,"3136",783,9,172,0,0,0,0,25,10,10,"436",101,2,21,0,0,0,0,"106.5","105.5"
"Conner Henry","SG",79,195,0,23,18,0,"92",33,11,7,0,0,0,0,"106.5","105.5"
"Allen Leavell","PG",73,170,7,29,53,11,"1175",358,57,126,0,0,0,0,29,10,10,"384",107,16,42,0,0,0,0,"106.5","105.5"
"Dirk Minniefield","PG",75,180,1,26,63,52,"1478",440,34,166,0,0,0,0,26,8,0,"27",8,1,8,0,0,0,0,"106.5","105.5"
"Lewis Lloyd","SG",78,205,5,27,32,14,"688",310,7,69,0,0,0,0,"106.5","105.5"
"Cedric Maxwell","SF",80,205,9,31,46,0,"836",188,1,76,0,0,0,0,31,10,0,"177",34,1,17,0,0,0,0,"106.5","105.5"
"Buck Johnson","SF",79,190,0,23,60,3,"520",201,1,81,0,0,0,0,23,5,0,"10",6,0,1,0,0,0,0,"106.5","105.5"
"Ralph Sampson","PF",88,228,3,26,43,32,"1326",566,3,169,0,0,0,0,26,10,10,"330",146,2,47,0,0,0,0,"106.5","105.5"
"Dave Feitl","C",83,235,0,24,62,1,"498",202,1,83,0,0,0,0,24,6,0,"8",0,0,0,0,0,0,0,"106.5","105.5"
"Mitchell Wiggins","SG",76,185,3,27,32,19,"788",350,5,82,0,0,0,0,"106.5","105.5"
"Hakeem Olajuwon","C",84,255,2,24,75,75,"2760",1332,5,294,0,0,0,0,24,10,10,"389",179,1,44,0,0,0,0,"106.5","105.5"
"Robert Reid","SG",80,205,8,31,75,63,"2594",1006,162,232,0,0,0,0,31,10,10,"431",155,17,36,0,0,0,0,"106.5","105.5"
"Darren Daye","SF",80,220,3,26,1,0,"7",0,0,2,0,0,0,0,"108.6","107.6"
"Earl Cureton","C",81,210,6,29,43,36,"1105",276,1,102,0,0,0,0,"108.6","107.6"
"Gene Banks","SF",79,215,5,27,63,39,"1822",462,5,173,0,0,0,0,27,3,3,"79",22,0,13,0,0,0,0,"108.6","107.6"
"Elston Turner","SF",77,190,5,27,70,4,"936",252,8,97,0,0,0,0,27,3,0,"25",5,0,3,0,0,0,0,"108.6","107.6"
"Granville Waiters","C",83,225,3,26,44,26,"534",93,1,83,0,0,0,0,26,2,0,"8",0,0,1,0,0,0,0,"108.6","107.6"
"Sedale Threatt","PG",74,175,3,25,40,0,"778",273,16,88,0,0,0,0,25,3,0,"70",17,0,11,0,0,0,0,"108.6","107.6"
"Charles Oakley","PF",80,225,1,23,82,81,"2980",1052,30,315,0,0,0,0,23,3,3,"129",50,4,13,0,0,0,0,"108.6","107.6"
"Michael Jordan","SG",78,195,2,23,82,82,"3281",2279,66,237,0,0,0,0,23,3,3,"128",84,5,11,0,0,0,0,"108.6","107.6"
"Fred Cofield","PG",75,190,1,25,5,0,"27",11,1,1,0,0,0,0,"108.6","107.6"
"Steve Colter","PG",75,165,2,24,27,18,"473",142,9,38,0,0,0,0,"108.6","107.6"
"Perry Young","SG",77,210,0,23,5,0,"20",4,0,3,0,0,0,0,"108.6","107.6"
"Brad Sellers","PF",84,210,0,24,80,17,"1751",606,10,194,0,0,0,0,24,3,0,"68",19,0,8,0,0,0,0,"108.6","107.6"
"Ben Poquette","PF",81,235,9,31,21,1,"167",40,1,26,0,0,0,0,"108.6","107.6"
"Pete Myers","SG",78,180,0,23,29,0,"155",52,6,25,0,0,0,0,23,1,0,"1",1,0,0,0,0,0,0,"108.6","107.6"
"Mike Brown","C",81,257,0,23,62,3,"818",201,0,129,0,0,0,0,23,1,0,"3",1,0,1,0,0,0,0,"108.6","107.6"
"John Paxson","PG",74,185,3,26,82,64,"2689",793,140,207,0,0,0,0,26,3,3,"87",22,7,9,0,0,0,0,"108.6","107.6"
"Dave Corzine","C",83,250,8,30,82,39,"2287",619,5,202,0,0,0,0,30,3,3,"122",22,0,6,0,0,0,0,"108.6","107.6"
