"","X","X.1","Date","Name","Team","Started","B2B","MP","FGA","X3PA","PF","USG.","ORtg","DRtg","Home","Away","Winner","TORtg","TDRtg"
"5109",5109,5109,19861214,"Kiki Vandeweghe","Portland Trail Blazers",1,0,"29:00",1,3,0,131,104,"Portland Trail Blazers","Dallas Mavericks","Portland Trail Blazers",NA,NA,NA
"5110",5110,5110,19861214,"Kenny Carr","Portland Trail Blazers",1,0,"29:00",0,5,0,143,88,"Portland Trail Blazers","Dallas Mavericks","Portland Trail Blazers",NA,NA,NA
"5111",5111,5111,19861214,"Caldwell Jones","Portland Trail Blazers",0,0,"12:00",0,3,0,83,89,"Portland Trail Blazers","Dallas Mavericks","Portland Trail Blazers",NA,NA,NA
"5112",5112,5112,19861216,"Rick Mahorn","Detroit Pistons",0,0,"24:00",0,3,0,160,96,"Atlanta Hawks","Detroit Pistons","Detroit Pistons",NA,NA,NA
"5113",5113,5113,19861216,"Dennis Rodman","Detroit Pistons",0,0,"20:00",0,4,0,78,102,"Atlanta Hawks","Detroit Pistons","Detroit Pistons",NA,NA,NA
"5114",5114,5114,19861216,"Tree Rollins","Atlanta Hawks",1,0,"12:00",0,2,0,0,116,"Atlanta Hawks","Detroit Pistons","Detroit Pistons",NA,NA,NA
"5115",5115,5115,19861216,"Doc Rivers","Atlanta Hawks",1,0,"31:00",0,6,0,132,110,"Atlanta Hawks","Detroit Pistons","Detroit Pistons",NA,NA,NA
"5116",5116,5116,19861216,"Kevin Willis","Atlanta Hawks",1,0,"36:00",0,4,0,108,111,"Atlanta Hawks","Detroit Pistons","Detroit Pistons",NA,NA,NA
"5117",5117,5117,19861216,"John Battle","Atlanta Hawks",0,0,"17:00",1,1,0,109,118,"Atlanta Hawks","Detroit Pistons","Detroit Pistons",NA,NA,NA
"5118",5118,5118,19861216,"Isiah Thomas","Detroit Pistons",1,0,"30:00",3,5,0,114,107,"Atlanta Hawks","Detroit Pistons","Detroit Pistons",NA,NA,NA
"5119",5119,5119,19861216,"Vinnie Johnson","Detroit Pistons",0,0,"11:00",0,0,0,142,115,"Atlanta Hawks","Detroit Pistons","Detroit Pistons",NA,NA,NA
"5120",5120,5120,19861216,"Mike McGee","Atlanta Hawks",0,0,"29:00",6,3,0,99,112,"Atlanta Hawks","Detroit Pistons","Detroit Pistons",NA,NA,NA
"5121",5121,5121,19861216,"Scott Hastings","Atlanta Hawks",0,0,"11:00",2,1,0,145,116,"Atlanta Hawks","Detroit Pistons","Detroit Pistons",NA,NA,NA
"5122",5122,5122,19861216,"Adrian Dantley","Detroit Pistons",1,0,"28:00",0,3,0,96,105,"Atlanta Hawks","Detroit Pistons","Detroit Pistons",NA,NA,NA
"5123",5123,5123,19861216,"Randy Wittman","Atlanta Hawks",1,0,"37:00",1,0,0,74,122,"Atlanta Hawks","Detroit Pistons","Detroit Pistons",NA,NA,NA
"5124",5124,5124,19861216,"Antoine Carr","Atlanta Hawks",0,0,"9:00",0,5,0,0,97,"Atlanta Hawks","Detroit Pistons","Detroit Pistons",NA,NA,NA
"5125",5125,5125,19861216,"John Salley","Detroit Pistons",0,0,"12:00",0,2,0,152,90,"Atlanta Hawks","Detroit Pistons","Detroit Pistons",NA,NA,NA
"5126",5126,5126,19861216,"Jon Koncak","Atlanta Hawks",0,0,"24:00",0,3,0,63,113,"Atlanta Hawks","Detroit Pistons","Detroit Pistons",NA,NA,NA
"5127",5127,5127,19861216,"Sidney Green","Detroit Pistons",1,0,"22:00",0,2,0,99,99,"Atlanta Hawks","Detroit Pistons","Detroit Pistons",NA,NA,NA
"5128",5128,5128,19861216,"Joe Dumars","Detroit Pistons",1,0,"39:00",0,1,0,92,109,"Atlanta Hawks","Detroit Pistons","Detroit Pistons",NA,NA,NA
"5129",5129,5129,19861216,"Jeff Taylor","Detroit Pistons",0,0,"2:00",0,0,0,0,115,"Atlanta Hawks","Detroit Pistons","Detroit Pistons",NA,NA,NA
"5130",5130,5130,19861216,"Cliff Levingston","Atlanta Hawks",1,0,"34:00",0,5,0,130,113,"Atlanta Hawks","Detroit Pistons","Detroit Pistons",NA,NA,NA
"5131",5131,5131,19861216,"Tony Campbell","Detroit Pistons",0,0,"14:00",0,2,0,66,114,"Atlanta Hawks","Detroit Pistons","Detroit Pistons",NA,NA,NA
"5132",5132,5132,19861216,"Bill Laimbeer","Detroit Pistons",1,0,"38:00",0,1,0,134,97,"Atlanta Hawks","Detroit Pistons","Detroit Pistons",NA,NA,NA
"5133",5133,5133,19861216,"Dave Corzine","Chicago Bulls",0,0,"23:00",0,3,0,79,102,"Chicago Bulls","New Jersey Nets","Chicago Bulls",NA,NA,NA
"5134",5134,5134,19861216,"Charles Oakley","Chicago Bulls",1,0,"23:00",0,4,0,68,91,"Chicago Bulls","New Jersey Nets","Chicago Bulls",NA,NA,NA
"5135",5135,5135,19861216,"Kevin McKenna","New Jersey Nets",0,0,"30:00",2,3,0,81,100,"Chicago Bulls","New Jersey Nets","Chicago Bulls",NA,NA,NA
"5136",5136,5136,19861216,"Earl Cureton","Chicago Bulls",0,0,"17:00",0,3,0,74,101,"Chicago Bulls","New Jersey Nets","Chicago Bulls",NA,NA,NA
"5137",5137,5137,19861216,"Gene Banks","Chicago Bulls",1,0,"32:00",0,1,0,103,101,"Chicago Bulls","New Jersey Nets","Chicago Bulls",NA,NA,NA
"5138",5138,5138,19861216,"Ben Coleman","New Jersey Nets",0,0,"5:00",0,2,0,38,86,"Chicago Bulls","New Jersey Nets","Chicago Bulls",NA,NA,NA
"5139",5139,5139,19861216,"James Bailey","New Jersey Nets",0,0,"15:00",0,4,0,81,97,"Chicago Bulls","New Jersey Nets","Chicago Bulls",NA,NA,NA
"5140",5140,5140,19861216,"Elston Turner","Chicago Bulls",0,0,"15:00",0,1,0,106,98,"Chicago Bulls","New Jersey Nets","Chicago Bulls",NA,NA,NA
"5141",5141,5141,19861216,"Mike Gminski","New Jersey Nets",1,0,"35:00",0,4,0,128,104,"Chicago Bulls","New Jersey Nets","Chicago Bulls",NA,NA,NA
"5142",5142,5142,19861216,"Granville Waiters","Chicago Bulls",1,0,"11:00",0,2,0,83,101,"Chicago Bulls","New Jersey Nets","Chicago Bulls",NA,NA,NA
"5143",5143,5143,19861216,"John Paxson","Chicago Bulls",1,0,"31:00",2,3,0,87,103,"Chicago Bulls","New Jersey Nets","Chicago Bulls",NA,NA,NA
"5144",5144,5144,19861216,"Michael Jordan","Chicago Bulls",1,0,"37:00",1,5,0,108,108,"Chicago Bulls","New Jersey Nets","Chicago Bulls",NA,NA,NA
"5145",5145,5145,19861216,"Pearl Washington","New Jersey Nets",1,0,"18:00",0,3,0,46,109,"Chicago Bulls","New Jersey Nets","Chicago Bulls",NA,NA,NA
"5146",5146,5146,19861216,"Leon Wood","New Jersey Nets",0,0,"30:00",1,3,0,146,105,"Chicago Bulls","New Jersey Nets","Chicago Bulls",NA,NA,NA
"5147",5147,5147,19861216,"Steve Colter","Chicago Bulls",0,0,"20:00",1,2,0,111,93,"Chicago Bulls","New Jersey Nets","Chicago Bulls",NA,NA,NA
"5148",5148,5148,19861216,"Brad Sellers","Chicago Bulls",0,0,"11:00",0,0,0,98,100,"Chicago Bulls","New Jersey Nets","Chicago Bulls",NA,NA,NA
"5149",5149,5149,19861216,"Tony Brown","New Jersey Nets",1,0,"40:00",0,5,0,118,102,"Chicago Bulls","New Jersey Nets","Chicago Bulls",NA,NA,NA
"5150",5150,5150,19861216,"Mike Brown","Chicago Bulls",0,0,"20:00",0,3,0,157,104,"Chicago Bulls","New Jersey Nets","Chicago Bulls",NA,NA,NA
"5151",5151,5151,19861216,"Buck Williams","New Jersey Nets",1,0,"41:00",0,3,0,104,102,"Chicago Bulls","New Jersey Nets","Chicago Bulls",NA,NA,NA
"5152",5152,5152,19861216,"Jeff Turner","New Jersey Nets",1,0,"26:00",0,2,0,80,100,"Chicago Bulls","New Jersey Nets","Chicago Bulls",NA,NA,NA
"5153",5153,5153,19861216,"Brad Daugherty","Cleveland Cavaliers",1,0,"26:00",0,3,0,123,111,"Cleveland Cavaliers","Los Angeles Lakers","Los Angeles Lakers",NA,NA,NA
"5154",5154,5154,19861216,"Frank Brickowski","Los Angeles Lakers",0,0,"10:00",0,3,0,158,119,"Cleveland Cavaliers","Los Angeles Lakers","Los Angeles Lakers",NA,NA,NA
"5155",5155,5155,19861216,"Hot Rod Williams","Cleveland Cavaliers",1,0,"42:00",0,0,0,131,116,"Cleveland Cavaliers","Los Angeles Lakers","Los Angeles Lakers",NA,NA,NA
"5156",5156,5156,19861216,"Wes Matthews","Los Angeles Lakers",0,0,"12:00",0,3,0,185,111,"Cleveland Cavaliers","Los Angeles Lakers","Los Angeles Lakers",NA,NA,NA
"5157",5157,5157,19861216,"Mark West","Cleveland Cavaliers",0,0,"11:00",0,3,0,64,123,"Cleveland Cavaliers","Los Angeles Lakers","Los Angeles Lakers",NA,NA,NA
"5158",5158,5158,19861216,"Kurt Rambis","Los Angeles Lakers",0,0,"22:00",0,2,0,141,111,"Cleveland Cavaliers","Los Angeles Lakers","Los Angeles Lakers",NA,NA,NA
"5159",5159,5159,19861216,"Melvin Turpin","Cleveland Cavaliers",0,0,"22:00",0,2,0,133,115,"Cleveland Cavaliers","Los Angeles Lakers","Los Angeles Lakers",NA,NA,NA
"5160",5160,5160,19861216,"James Worthy","Los Angeles Lakers",1,0,"36:00",0,2,0,124,109,"Cleveland Cavaliers","Los Angeles Lakers","Los Angeles Lakers",NA,NA,NA
"5161",5161,5161,19861216,"Kareem Abdul-Jabbar","Los Angeles Lakers",1,0,"35:00",0,1,0,111,116,"Cleveland Cavaliers","Los Angeles Lakers","Los Angeles Lakers",NA,NA,NA
"5162",5162,5162,19861216,"Byron Scott","Los Angeles Lakers",1,0,"26:00",1,4,0,91,115,"Cleveland Cavaliers","Los Angeles Lakers","Los Angeles Lakers",NA,NA,NA
"5163",5163,5163,19861216,"Magic Johnson","Los Angeles Lakers",1,0,"42:00",1,2,0,119,115,"Cleveland Cavaliers","Los Angeles Lakers","Los Angeles Lakers",NA,NA,NA
"5164",5164,5164,19861216,"A.C. Green","Los Angeles Lakers",1,0,"26:00",0,2,0,150,116,"Cleveland Cavaliers","Los Angeles Lakers","Los Angeles Lakers",NA,NA,NA
"5165",5165,5165,19861216,"Ben Poquette","Cleveland Cavaliers",0,0,"5:00",0,0,0,0,127,"Cleveland Cavaliers","Los Angeles Lakers","Los Angeles Lakers",NA,NA,NA
"5166",5166,5166,19861216,"Michael Cooper","Los Angeles Lakers",0,0,"31:00",3,3,0,101,116,"Cleveland Cavaliers","Los Angeles Lakers","Los Angeles Lakers",NA,NA,NA
"5167",5167,5167,19861216,"Mark Price","Cleveland Cavaliers",0,0,"21:00",2,1,0,108,127,"Cleveland Cavaliers","Los Angeles Lakers","Los Angeles Lakers",NA,NA,NA
"5168",5168,5168,19861216,"John Bagley","Cleveland Cavaliers",1,0,"35:00",1,1,0,90,122,"Cleveland Cavaliers","Los Angeles Lakers","Los Angeles Lakers",NA,NA,NA
"5169",5169,5169,19861216,"Phil Hubbard","Cleveland Cavaliers",1,0,"38:00",0,5,0,139,122,"Cleveland Cavaliers","Los Angeles Lakers","Los Angeles Lakers",NA,NA,NA
"5170",5170,5170,19861216,"Ron Harper","Cleveland Cavaliers",1,0,"40:00",5,5,0,106,116,"Cleveland Cavaliers","Los Angeles Lakers","Los Angeles Lakers",NA,NA,NA
"5171",5171,5171,19861216,"Roy Tarpley","Dallas Mavericks",0,0,"3:00",0,3,0,63,68,"Dallas Mavericks","San Antonio Spurs","Dallas Mavericks",NA,NA,NA
"5172",5172,5172,19861216,"Dave Greenwood","San Antonio Spurs",1,0,"41:00",0,6,0,121,101,"Dallas Mavericks","San Antonio Spurs","Dallas Mavericks",NA,NA,NA
"5173",5173,5173,19861216,"Artis Gilmore","San Antonio Spurs",1,0,"35:00",0,5,0,116,103,"Dallas Mavericks","San Antonio Spurs","Dallas Mavericks",NA,NA,NA
"5174",5174,5174,19861216,"Kevin Duckworth","San Antonio Spurs",0,0,"7:00",0,2,0,0,111,"Dallas Mavericks","San Antonio Spurs","Dallas Mavericks",NA,NA,NA
"5175",5175,5175,19861216,"Sam Perkins","Dallas Mavericks",1,0,"39:00",1,2,0,94,94,"Dallas Mavericks","San Antonio Spurs","Dallas Mavericks",NA,NA,NA
"5176",5176,5176,19861216,"Derek Harper","Dallas Mavericks",1,0,"39:00",1,1,0,136,96,"Dallas Mavericks","San Antonio Spurs","Dallas Mavericks",NA,NA,NA
"5177",5177,5177,19861216,"Brad Davis","Dallas Mavericks",0,0,"9:00",1,1,0,65,111,"Dallas Mavericks","San Antonio Spurs","Dallas Mavericks",NA,NA,NA
"5178",5178,5178,19861216,"Mychal Thompson","San Antonio Spurs",1,0,"28:00",0,4,0,88,109,"Dallas Mavericks","San Antonio Spurs","Dallas Mavericks",NA,NA,NA
"5179",5179,5179,19861216,"Rolando Blackman","Dallas Mavericks",1,0,"41:00",0,1,0,98,107,"Dallas Mavericks","San Antonio Spurs","Dallas Mavericks",NA,NA,NA
"5180",5180,5180,19861216,"Johnny Moore","San Antonio Spurs",1,0,"17:00",0,1,0,35,110,"Dallas Mavericks","San Antonio Spurs","Dallas Mavericks",NA,NA,NA
"5181",5181,5181,19861216,"James Donaldson","Dallas Mavericks",1,0,"45:00",0,1,0,130,102,"Dallas Mavericks","San Antonio Spurs","Dallas Mavericks",NA,NA,NA
"5182",5182,5182,19861216,"Jon Sundvold","San Antonio Spurs",0,0,"9:00",2,0,0,148,100,"Dallas Mavericks","San Antonio Spurs","Dallas Mavericks",NA,NA,NA
"5183",5183,5183,19861216,"Al Wood","Dallas Mavericks",0,0,"7:00",0,1,0,86,111,"Dallas Mavericks","San Antonio Spurs","Dallas Mavericks",NA,NA,NA
"5184",5184,5184,19861216,"Alvin Robertson","San Antonio Spurs",1,0,"40:00",0,1,0,113,103,"Dallas Mavericks","San Antonio Spurs","Dallas Mavericks",NA,NA,NA
"5185",5185,5185,19861216,"Mark Aguirre","Dallas Mavericks",1,0,"36:00",2,2,0,111,100,"Dallas Mavericks","San Antonio Spurs","Dallas Mavericks",NA,NA,NA
"5186",5186,5186,19861216,"Tyrone Corbin","San Antonio Spurs",0,0,"31:00",0,4,0,100,99,"Dallas Mavericks","San Antonio Spurs","Dallas Mavericks",NA,NA,NA
"5187",5187,5187,19861216,"Detlef Schrempf","Dallas Mavericks",0,0,"21:00",0,1,0,70,106,"Dallas Mavericks","San Antonio Spurs","Dallas Mavericks",NA,NA,NA
"5188",5188,5188,19861216,"Johnny Dawkins","San Antonio Spurs",0,0,"32:00",1,1,0,99,104,"Dallas Mavericks","San Antonio Spurs","Dallas Mavericks",NA,NA,NA
"5189",5189,5189,19861216,"Jay Humphries","Phoenix Suns",1,0,"31:00",0,3,0,136,101,"Houston Rockets","Phoenix Suns","Phoenix Suns",NA,NA,NA
"5190",5190,5190,19861216,"Steve Harris","Houston Rockets",1,0,"29:00",0,5,0,91,111,"Houston Rockets","Phoenix Suns","Phoenix Suns",NA,NA,NA
"5191",5191,5191,19861216,"Walter Davis","Phoenix Suns",1,0,"29:00",0,3,0,114,115,"Houston Rockets","Phoenix Suns","Phoenix Suns",NA,NA,NA
"5192",5192,5192,19861216,"Jim Petersen","Houston Rockets",0,0,"16:00",0,2,0,87,111,"Houston Rockets","Phoenix Suns","Phoenix Suns",NA,NA,NA
"5193",5193,5193,19861216,"Rodney McCray","Houston Rockets",1,0,"38:00",1,1,0,95,112,"Houston Rockets","Phoenix Suns","Phoenix Suns",NA,NA,NA
"5194",5194,5194,19861216,"William Bedford","Phoenix Suns",0,0,"13:00",0,1,0,100,97,"Houston Rockets","Phoenix Suns","Phoenix Suns",NA,NA,NA
"5195",5195,5195,19861216,"Ralph Sampson","Houston Rockets",1,0,"38:00",0,4,0,104,103,"Houston Rockets","Phoenix Suns","Phoenix Suns",NA,NA,NA
"5196",5196,5196,19861216,"Ed Pinckney","Phoenix Suns",1,0,"23:00",0,3,0,53,105,"Houston Rockets","Phoenix Suns","Phoenix Suns",NA,NA,NA
"5197",5197,5197,19861216,"Grant Gondrezick","Phoenix Suns",0,0,"19:00",0,2,0,140,108,"Houston Rockets","Phoenix Suns","Phoenix Suns",NA,NA,NA
"5198",5198,5198,19861216,"Lewis Lloyd","Houston Rockets",1,0,"20:00",0,2,0,117,116,"Houston Rockets","Phoenix Suns","Phoenix Suns",NA,NA,NA
"5199",5199,5199,19861216,"Kenny Gattison","Phoenix Suns",0,0,"27:00",0,3,0,123,104,"Houston Rockets","Phoenix Suns","Phoenix Suns",NA,NA,NA
"5200",5200,5200,19861216,"Mike Sanders","Phoenix Suns",0,0,"27:00",0,2,0,69,86,"Houston Rockets","Phoenix Suns","Phoenix Suns",NA,NA,NA
"5201",5201,5201,19861216,"Dirk Minniefield","Houston Rockets",0,0,"20:00",0,2,0,95,96,"Houston Rockets","Phoenix Suns","Phoenix Suns",NA,NA,NA
"5202",5202,5202,19861216,"Alvan Adams","Phoenix Suns",1,0,"32:00",0,4,0,142,107,"Houston Rockets","Phoenix Suns","Phoenix Suns",NA,NA,NA
"5203",5203,5203,19861216,"Mitchell Wiggins","Houston Rockets",0,0,"24:00",0,6,0,99,109,"Houston Rockets","Phoenix Suns","Phoenix Suns",NA,NA,NA
"5204",5204,5204,19861216,"Hakeem Olajuwon","Houston Rockets",1,0,"42:00",0,3,0,113,107,"Houston Rockets","Phoenix Suns","Phoenix Suns",NA,NA,NA
"5205",5205,5205,19861216,"Buck Johnson","Houston Rockets",0,0,"13:00",0,1,0,166,110,"Houston Rockets","Phoenix Suns","Phoenix Suns",NA,NA,NA
"5206",5206,5206,19861216,"Rafael Addison","Phoenix Suns",1,0,"22:00",0,2,0,61,115,"Houston Rockets","Phoenix Suns","Phoenix Suns",NA,NA,NA
"5207",5207,5207,19861216,"Jeff Hornacek","Phoenix Suns",0,0,"17:00",0,0,0,90,101,"Houston Rockets","Phoenix Suns","Phoenix Suns",NA,NA,NA
"5208",5208,5208,19861216,"Darnell Valentine","Los Angeles Clippers",1,0,"35:00",2,4,0,102,127,"Los Angeles Clippers","Golden State Warriors","Golden State Warriors",NA,NA,NA
"5209",5209,5209,19861216,"Joe Barry Carroll","Golden State Warriors",1,0,"37:00",0,4,0,144,113,"Los Angeles Clippers","Golden State Warriors","Golden State Warriors",NA,NA,NA
"5210",5210,5210,19861216,"Lancaster Gordon","Los Angeles Clippers",0,0,"8:00",0,1,0,78,118,"Los Angeles Clippers","Golden State Warriors","Golden State Warriors",NA,NA,NA
"5211",5211,5211,19861216,"Geoff Huston","Los Angeles Clippers",0,0,"9:00",0,4,0,97,127,"Los Angeles Clippers","Golden State Warriors","Golden State Warriors",NA,NA,NA
"5212",5212,5212,19861216,"Cedric Maxwell","Los Angeles Clippers",1,0,"42:00",0,3,0,146,117,"Los Angeles Clippers","Golden State Warriors","Golden State Warriors",NA,NA,NA
"5213",5213,5213,19861216,"Chris Mullin","Golden State Warriors",1,0,"33:00",0,2,0,99,121,"Los Angeles Clippers","Golden State Warriors","Golden State Warriors",NA,NA,NA
"5214",5214,5214,19861216,"Rory White","Los Angeles Clippers",0,0,"9:00",0,1,0,132,124,"Los Angeles Clippers","Golden State Warriors","Golden State Warriors",NA,NA,NA
"5215",5215,5215,19861216,"Larry Smith","Golden State Warriors",1,0,"27:00",0,4,0,115,115,"Los Angeles Clippers","Golden State Warriors","Golden State Warriors",NA,NA,NA
"5216",5216,5216,19861216,"Terry Teagle","Golden State Warriors",0,0,"14:00",0,2,0,124,120,"Los Angeles Clippers","Golden State Warriors","Golden State Warriors",NA,NA,NA
"5217",5217,5217,19861216,"Jerome Whitehead","Golden State Warriors",0,0,"14:00",0,4,0,133,121,"Los Angeles Clippers","Golden State Warriors","Golden State Warriors",NA,NA,NA
"5218",5218,5218,19861216,"Benoit Benjamin","Los Angeles Clippers",0,0,"28:00",0,5,0,117,117,"Los Angeles Clippers","Golden State Warriors","Golden State Warriors",NA,NA,NA
"5219",5219,5219,19861216,"Greg Ballard","Golden State Warriors",0,0,"20:00",1,4,0,106,125,"Los Angeles Clippers","Golden State Warriors","Golden State Warriors",NA,NA,NA
"5220",5220,5220,19861216,"Ben McDonald","Golden State Warriors",1,0,"36:00",0,5,0,102,118,"Los Angeles Clippers","Golden State Warriors","Golden State Warriors",NA,NA,NA
"5221",5221,5221,19861216,"Rod Higgins","Golden State Warriors",0,0,"11:00",0,1,0,20,108,"Los Angeles Clippers","Golden State Warriors","Golden State Warriors",NA,NA,NA
"5222",5222,5222,19861216,"Tim Kempton","Los Angeles Clippers",1,0,"24:00",0,1,0,130,124,"Los Angeles Clippers","Golden State Warriors","Golden State Warriors",NA,NA,NA
"5223",5223,5223,19861216,"Sleepy Floyd","Golden State Warriors",1,0,"43:00",2,3,0,146,118,"Los Angeles Clippers","Golden State Warriors","Golden State Warriors",NA,NA,NA
"5224",5224,5224,19861216,"Michael Cage","Los Angeles Clippers",1,0,"45:00",0,2,0,131,117,"Los Angeles Clippers","Golden State Warriors","Golden State Warriors",NA,NA,NA
"5225",5225,5225,19861216,"Mike Woodson","Los Angeles Clippers",1,0,"40:00",2,3,0,87,126,"Los Angeles Clippers","Golden State Warriors","Golden State Warriors",NA,NA,NA
"5226",5226,5226,19861216,"Clinton Smith","Golden State Warriors",0,0,"5:00",0,0,0,250,127,"Los Angeles Clippers","Golden State Warriors","Golden State Warriors",NA,NA,NA
"5227",5227,5227,19861216,"Craig Hodges","Milwaukee Bucks",1,0,"43:00",4,3,0,76,97,"Milwaukee Bucks","Philadelphia 76ers","Milwaukee Bucks",NA,NA,NA
"5228",5228,5228,19861216,"Roy Hinson","Philadelphia 76ers",1,0,"28:00",0,3,0,95,109,"Milwaukee Bucks","Philadelphia 76ers","Milwaukee Bucks",NA,NA,NA
"5229",5229,5229,19861216,"Paul Mokeski","Milwaukee Bucks",0,0,"11:00",0,4,0,100,95,"Milwaukee Bucks","Philadelphia 76ers","Milwaukee Bucks",NA,NA,NA
"5230",5230,5230,19861216,"Jerry Reynolds","Milwaukee Bucks",1,0,"25:00",0,2,0,108,96,"Milwaukee Bucks","Philadelphia 76ers","Milwaukee Bucks",NA,NA,NA
"5231",5231,5231,19861216,"Jack Sikma","Milwaukee Bucks",1,0,"31:00",0,5,0,114,84,"Milwaukee Bucks","Philadelphia 76ers","Milwaukee Bucks",NA,NA,NA
"5232",5232,5232,19861216,"Randy Breuer","Milwaukee Bucks",0,0,"23:00",0,3,0,99,90,"Milwaukee Bucks","Philadelphia 76ers","Milwaukee Bucks",NA,NA,NA
"5233",5233,5233,19861216,"Danny Vranes","Philadelphia 76ers",0,0,"1:00",0,0,0,0,114,"Milwaukee Bucks","Philadelphia 76ers","Milwaukee Bucks",NA,NA,NA
"5234",5234,5234,19861216,"Ricky Pierce","Milwaukee Bucks",0,0,"34:00",1,2,0,109,95,"Milwaukee Bucks","Philadelphia 76ers","Milwaukee Bucks",NA,NA,NA
"5235",5235,5235,19861216,"Cliff Robinson","Philadelphia 76ers",0,0,"26:00",0,3,0,75,111,"Milwaukee Bucks","Philadelphia 76ers","Milwaukee Bucks",NA,NA,NA
"5236",5236,5236,19861216,"Tim McCormick","Philadelphia 76ers",1,0,"34:00",0,2,0,59,105,"Milwaukee Bucks","Philadelphia 76ers","Milwaukee Bucks",NA,NA,NA
"5237",5237,5237,19861216,"Julius Erving","Philadelphia 76ers",1,0,"27:00",1,1,0,125,109,"Milwaukee Bucks","Philadelphia 76ers","Milwaukee Bucks",NA,NA,NA
"5238",5238,5238,19861216,"Sedale Threatt","Philadelphia 76ers",0,0,"15:00",0,1,0,73,95,"Milwaukee Bucks","Philadelphia 76ers","Milwaukee Bucks",NA,NA,NA
"5239",5239,5239,19861216,"David Wingate","Philadelphia 76ers",0,0,"10:00",0,3,0,112,107,"Milwaukee Bucks","Philadelphia 76ers","Milwaukee Bucks",NA,NA,NA
"5240",5240,5240,19861216,"Andrew Toney","Philadelphia 76ers",0,0,"29:00",2,1,0,132,105,"Milwaukee Bucks","Philadelphia 76ers","Milwaukee Bucks",NA,NA,NA
"5241",5241,5241,19861216,"Paul Pressey","Milwaukee Bucks",1,0,"40:00",1,4,0,118,93,"Milwaukee Bucks","Philadelphia 76ers","Milwaukee Bucks",NA,NA,NA
"5242",5242,5242,19861216,"Charles Barkley","Philadelphia 76ers",1,0,"37:00",2,6,0,101,106,"Milwaukee Bucks","Philadelphia 76ers","Milwaukee Bucks",NA,NA,NA
"5243",5243,5243,19861216,"Terry Cummings","Milwaukee Bucks",1,0,"33:00",0,3,0,110,96,"Milwaukee Bucks","Philadelphia 76ers","Milwaukee Bucks",NA,NA,NA
"5244",5244,5244,19861216,"Maurice Cheeks","Philadelphia 76ers",1,0,"33:00",0,1,0,59,104,"Milwaukee Bucks","Philadelphia 76ers","Milwaukee Bucks",NA,NA,NA
"5245",5245,5245,19861216,"Jerry Sichting","Boston Celtics",0,0,"15:00",0,0,0,224,111,"New York Knicks","Boston Celtics","Boston Celtics",NA,NA,NA
"5246",5246,5246,19861216,"Jawann Oldham","New York Knicks",1,0,"16:00",0,1,0,65,109,"New York Knicks","Boston Celtics","Boston Celtics",NA,NA,NA
"5247",5247,5247,19861216,"Louis Orr","New York Knicks",1,0,"39:00",0,3,0,100,120,"New York Knicks","Boston Celtics","Boston Celtics",NA,NA,NA
"5248",5248,5248,19861216,"David Thirdkill","Boston Celtics",0,0,"1:00",0,0,0,0,113,"New York Knicks","Boston Celtics","Boston Celtics",NA,NA,NA
"5249",5249,5249,19861216,"Bill Cartwright","New York Knicks",0,0,"35:00",0,2,0,140,117,"New York Knicks","Boston Celtics","Boston Celtics",NA,NA,NA
"5250",5250,5250,19861216,"Larry Bird","Boston Celtics",1,0,"42:00",5,4,0,132,96,"New York Knicks","Boston Celtics","Boston Celtics",NA,NA,NA
"5251",5251,5251,19861216,"Fred Roberts","Boston Celtics",0,0,"20:00",0,3,0,77,108,"New York Knicks","Boston Celtics","Boston Celtics",NA,NA,NA
"5252",5252,5252,19861216,"Trent Tucker","New York Knicks",0,0,"38:00",3,5,0,122,116,"New York Knicks","Boston Celtics","Boston Celtics",NA,NA,NA
"5253",5253,5253,19861216,"Danny Ainge","Boston Celtics",1,0,"41:00",0,4,0,115,105,"New York Knicks","Boston Celtics","Boston Celtics",NA,NA,NA
"5254",5254,5254,19861216,"Greg Kite","Boston Celtics",0,0,"8:00",0,1,0,29,98,"New York Knicks","Boston Celtics","Boston Celtics",NA,NA,NA
"5255",5255,5255,19861216,"Robert Parish","Boston Celtics",1,0,"37:00",0,4,0,124,100,"New York Knicks","Boston Celtics","Boston Celtics",NA,NA,NA
"5256",5256,5256,19861216,"Rory Sparrow","New York Knicks",1,0,"23:00",1,3,0,38,108,"New York Knicks","Boston Celtics","Boston Celtics",NA,NA,NA
"5257",5257,5257,19861216,"Kevin McHale","Boston Celtics",1,0,"36:00",0,5,0,126,105,"New York Knicks","Boston Celtics","Boston Celtics",NA,NA,NA
"5258",5258,5258,19861216,"Gerald Wilkins","New York Knicks",1,0,"44:00",0,0,0,108,117,"New York Knicks","Boston Celtics","Boston Celtics",NA,NA,NA
"5259",5259,5259,19861216,"Dennis Johnson","Boston Celtics",1,0,"40:00",0,3,0,69,111,"New York Knicks","Boston Celtics","Boston Celtics",NA,NA,NA
"5260",5260,5260,19861216,"Patrick Ewing","New York Knicks",1,0,"36:00",0,6,0,97,115,"New York Knicks","Boston Celtics","Boston Celtics",NA,NA,NA
"5261",5261,5261,19861216,"Pat Cummings","New York Knicks",0,0,"9:00",0,2,0,89,120,"New York Knicks","Boston Celtics","Boston Celtics",NA,NA,NA
