"","X","X.1","Date","Name","Team","Started","B2B","MP","FGA","X3PA","PF","USG.","ORtg","DRtg","Home","Away","Winner","TORtg","TDRtg"
"1",1,1,19861031,"Terry Catledge","Washington Bullets",1,0,"30:00",0,4,0,92,123,"Boston Celtics","Washington Bullets","Boston Celtics",NA,NA,NA
"2",2,2,19861031,"Sam Vincent","Boston Celtics",1,0,"28:00",0,2,0,108,105,"Boston Celtics","Washington Bullets","Boston Celtics",NA,NA,NA
"3",3,3,19861031,"Dennis Johnson","Boston Celtics",1,0,"44:00",1,2,0,116,104,"Boston Celtics","Washington Bullets","Boston Celtics",NA,NA,NA
"4",4,4,19861031,"Rick Carlisle","Boston Celtics",0,0,"7:00",0,2,0,0,98,"Boston Celtics","Washington Bullets","Boston Celtics",NA,NA,NA
"5",5,5,19861031,"Frank Johnson","Washington Bullets",1,0,"26:00",0,4,0,116,122,"Boston Celtics","Washington Bullets","Boston Celtics",NA,NA,NA
"6",6,6,19861031,"Jeff Malone","Washington Bullets",0,0,"26:00",0,1,0,134,128,"Boston Celtics","Washington Bullets","Boston Celtics",NA,NA,NA
"7",7,7,19861031,"Larry Bird","Boston Celtics",1,0,"40:00",3,3,0,136,105,"Boston Celtics","Washington Bullets","Boston Celtics",NA,NA,NA
"8",8,8,19861031,"Charles Jones","Washington Bullets",0,0,"6:00",0,0,0,52,132,"Boston Celtics","Washington Bullets","Boston Celtics",NA,NA,NA
"9",9,9,19861031,"Kevin McHale","Boston Celtics",1,0,"37:00",0,5,0,152,103,"Boston Celtics","Washington Bullets","Boston Celtics",NA,NA,NA
"10",10,10,19861031,"Darwin Cook","Washington Bullets",0,0,"25:00",1,3,0,79,129,"Boston Celtics","Washington Bullets","Boston Celtics",NA,NA,NA
"11",11,11,19861031,"Dan Roundfield","Washington Bullets",0,0,"23:00",0,3,0,103,121,"Boston Celtics","Washington Bullets","Boston Celtics",NA,NA,NA
"12",12,12,19861031,"Moses Malone","Washington Bullets",1,0,"39:00",0,1,0,130,124,"Boston Celtics","Washington Bullets","Boston Celtics",NA,NA,NA
"13",13,13,19861031,"Jerry Sichting","Boston Celtics",0,0,"20:00",0,4,0,164,104,"Boston Celtics","Washington Bullets","Boston Celtics",NA,NA,NA
"14",14,14,19861031,"Greg Kite","Boston Celtics",0,0,"8:00",0,1,0,72,100,"Boston Celtics","Washington Bullets","Boston Celtics",NA,NA,NA
"15",15,15,19861031,"John Williams","Washington Bullets",1,0,"29:00",0,4,0,92,123,"Boston Celtics","Washington Bullets","Boston Celtics",NA,NA,NA
"16",16,16,19861031,"Fred Roberts","Boston Celtics",0,0,"13:00",0,2,0,101,101,"Boston Celtics","Washington Bullets","Boston Celtics",NA,NA,NA
"17",17,17,19861031,"Anthony Jones","Washington Bullets",1,0,"19:00",0,4,0,76,121,"Boston Celtics","Washington Bullets","Boston Celtics",NA,NA,NA
"18",18,18,19861031,"Jay Murphy","Washington Bullets",0,0,"3:00",0,0,0,0,119,"Boston Celtics","Washington Bullets","Boston Celtics",NA,NA,NA
"19",19,19,19861031,"Manute Bol","Washington Bullets",0,0,"14:00",0,1,0,61,119,"Boston Celtics","Washington Bullets","Boston Celtics",NA,NA,NA
"20",20,20,19861031,"Robert Parish","Boston Celtics",1,0,"40:00",0,5,0,128,100,"Boston Celtics","Washington Bullets","Boston Celtics",NA,NA,NA
"21",21,21,19861031,"David Thirdkill","Boston Celtics",0,0,"3:00",0,1,0,140,111,"Boston Celtics","Washington Bullets","Boston Celtics",NA,NA,NA
"22",22,22,19861031,"Mark Eaton","Utah Jazz",1,0,"31:00",0,5,0,49,100,"Dallas Mavericks","Utah Jazz","Dallas Mavericks",NA,NA,NA
"23",23,23,19861031,"Al Wood","Dallas Mavericks",0,0,"23:00",0,2,0,99,76,"Dallas Mavericks","Utah Jazz","Dallas Mavericks",NA,NA,NA
"24",24,24,19861031,"Sam Perkins","Dallas Mavericks",1,0,"27:00",0,4,0,134,68,"Dallas Mavericks","Utah Jazz","Dallas Mavericks",NA,NA,NA
"25",25,25,19861031,"John Stockton","Utah Jazz",1,0,"27:00",0,3,0,55,101,"Dallas Mavericks","Utah Jazz","Dallas Mavericks",NA,NA,NA
"26",26,26,19861031,"Myron Jackson","Dallas Mavericks",0,0,"2:00",0,0,0,136,85,"Dallas Mavericks","Utah Jazz","Dallas Mavericks",NA,NA,NA
"27",27,27,19861031,"Rolando Blackman","Dallas Mavericks",1,0,"22:00",0,3,0,96,73,"Dallas Mavericks","Utah Jazz","Dallas Mavericks",NA,NA,NA
"28",28,28,19861031,"Darrell Griffith","Utah Jazz",0,0,"18:00",2,5,0,90,102,"Dallas Mavericks","Utah Jazz","Dallas Mavericks",NA,NA,NA
"29",29,29,19861031,"Derek Harper","Dallas Mavericks",1,0,"25:00",1,3,0,81,82,"Dallas Mavericks","Utah Jazz","Dallas Mavericks",NA,NA,NA
"30",30,30,19861031,"Uwe Blab","Dallas Mavericks",0,0,"9:00",0,5,0,23,84,"Dallas Mavericks","Utah Jazz","Dallas Mavericks",NA,NA,NA
"31",31,31,19861031,"Karl Malone","Utah Jazz",1,0,"21:00",0,4,0,64,95,"Dallas Mavericks","Utah Jazz","Dallas Mavericks",NA,NA,NA
"32",32,32,19861031,"Mark Aguirre","Dallas Mavericks",1,0,"28:00",1,1,0,113,77,"Dallas Mavericks","Utah Jazz","Dallas Mavericks",NA,NA,NA
"33",33,33,19861031,"Detlef Schrempf","Dallas Mavericks",0,0,"20:00",1,3,0,86,71,"Dallas Mavericks","Utah Jazz","Dallas Mavericks",NA,NA,NA
"34",34,34,19861031,"Bill Wennington","Dallas Mavericks",0,0,"14:00",0,1,0,122,71,"Dallas Mavericks","Utah Jazz","Dallas Mavericks",NA,NA,NA
"35",35,35,19861031,"Kent Benson","Utah Jazz",0,0,"18:00",0,3,0,33,101,"Dallas Mavericks","Utah Jazz","Dallas Mavericks",NA,NA,NA
"36",36,36,19861031,"Brad Davis","Dallas Mavericks",0,0,"22:00",0,1,0,130,74,"Dallas Mavericks","Utah Jazz","Dallas Mavericks",NA,NA,NA
"37",37,37,19861031,"Bob Hansen","Utah Jazz",1,0,"19:00",1,1,0,118,103,"Dallas Mavericks","Utah Jazz","Dallas Mavericks",NA,NA,NA
"38",38,38,19861031,"Carey Scurry","Utah Jazz",0,0,"7:00",0,3,0,128,81,"Dallas Mavericks","Utah Jazz","Dallas Mavericks",NA,NA,NA
"39",39,39,19861031,"Kelly Tripucka","Utah Jazz",0,0,"26:00",0,2,0,85,99,"Dallas Mavericks","Utah Jazz","Dallas Mavericks",NA,NA,NA
"40",40,40,19861031,"Roy Tarpley","Dallas Mavericks",0,0,"19:00",0,6,0,79,72,"Dallas Mavericks","Utah Jazz","Dallas Mavericks",NA,NA,NA
"41",41,41,19861031,"Marc Iavaroni","Utah Jazz",0,0,"13:00",0,2,0,75,98,"Dallas Mavericks","Utah Jazz","Dallas Mavericks",NA,NA,NA
"42",42,42,19861031,"Thurl Bailey","Utah Jazz",1,0,"28:00",0,2,0,39,106,"Dallas Mavericks","Utah Jazz","Dallas Mavericks",NA,NA,NA
"43",43,43,19861031,"James Donaldson","Dallas Mavericks",1,0,"29:00",0,2,0,112,73,"Dallas Mavericks","Utah Jazz","Dallas Mavericks",NA,NA,NA
"44",44,44,19861031,"Rickey Green","Utah Jazz",0,0,"21:00",0,2,0,88,102,"Dallas Mavericks","Utah Jazz","Dallas Mavericks",NA,NA,NA
"45",45,45,19861031,"Dell Curry","Utah Jazz",0,0,"11:00",1,1,0,93,100,"Dallas Mavericks","Utah Jazz","Dallas Mavericks",NA,NA,NA
"46",46,46,19861031,"T.R. Dunn","Denver Nuggets",1,0,"38:00",0,2,0,145,106,"Denver Nuggets","San Antonio Spurs","Denver Nuggets",NA,NA,NA
"47",47,47,19861031,"Dave Greenwood","San Antonio Spurs",0,0,"23:00",0,2,0,135,139,"Denver Nuggets","San Antonio Spurs","Denver Nuggets",NA,NA,NA
"48",48,48,19861031,"Kevin Duckworth","San Antonio Spurs",0,0,"11:00",0,2,0,0,140,"Denver Nuggets","San Antonio Spurs","Denver Nuggets",NA,NA,NA
"49",49,49,19861031,"Fat Lever","Denver Nuggets",1,0,"34:00",1,1,0,156,95,"Denver Nuggets","San Antonio Spurs","Denver Nuggets",NA,NA,NA
"50",50,50,19861031,"Calvin Natt","Denver Nuggets",1,0,"20:00",0,2,0,119,102,"Denver Nuggets","San Antonio Spurs","Denver Nuggets",NA,NA,NA
"51",51,51,19861031,"Darrell Walker","Denver Nuggets",0,0,"20:00",0,2,0,125,102,"Denver Nuggets","San Antonio Spurs","Denver Nuggets",NA,NA,NA
"52",52,52,19861031,"Ed Nealy","San Antonio Spurs",0,0,"18:00",1,1,0,98,119,"Denver Nuggets","San Antonio Spurs","Denver Nuggets",NA,NA,NA
"53",53,53,19861031,"Mark Alarie","Denver Nuggets",0,0,"19:00",0,0,0,113,105,"Denver Nuggets","San Antonio Spurs","Denver Nuggets",NA,NA,NA
"54",54,54,19861031,"Johnny Moore","San Antonio Spurs",1,0,"25:00",3,1,0,117,131,"Denver Nuggets","San Antonio Spurs","Denver Nuggets",NA,NA,NA
"55",55,55,19861031,"Larry Krystkowiak","San Antonio Spurs",0,0,"5:00",0,1,0,100,140,"Denver Nuggets","San Antonio Spurs","Denver Nuggets",NA,NA,NA
"56",56,56,19861031,"Maurice Martin","Denver Nuggets",0,0,"4:00",0,0,0,183,102,"Denver Nuggets","San Antonio Spurs","Denver Nuggets",NA,NA,NA
"57",57,57,19861031,"Alex English","Denver Nuggets",1,0,"32:00",0,2,0,152,105,"Denver Nuggets","San Antonio Spurs","Denver Nuggets",NA,NA,NA
"58",58,58,19861031,"Tyrone Corbin","San Antonio Spurs",0,0,"20:00",0,4,0,137,136,"Denver Nuggets","San Antonio Spurs","Denver Nuggets",NA,NA,NA
"59",59,59,19861031,"Blair Rasmussen","Denver Nuggets",0,0,"17:00",0,4,0,114,99,"Denver Nuggets","San Antonio Spurs","Denver Nuggets",NA,NA,NA
"60",60,60,19861031,"Artis Gilmore","San Antonio Spurs",1,0,"19:00",0,1,0,68,130,"Denver Nuggets","San Antonio Spurs","Denver Nuggets",NA,NA,NA
"61",61,61,19861031,"Danny Schayes","Denver Nuggets",0,0,"18:00",0,2,0,131,102,"Denver Nuggets","San Antonio Spurs","Denver Nuggets",NA,NA,NA
"62",62,62,19861031,"Wayne Cooper","Denver Nuggets",1,0,"8:00",0,0,0,128,96,"Denver Nuggets","San Antonio Spurs","Denver Nuggets",NA,NA,NA
"63",63,63,19861031,"Mike Mitchell","San Antonio Spurs",1,0,"19:00",0,2,0,83,135,"Denver Nuggets","San Antonio Spurs","Denver Nuggets",NA,NA,NA
"64",64,64,19861031,"Mychal Thompson","San Antonio Spurs",1,0,"29:00",0,3,0,75,133,"Denver Nuggets","San Antonio Spurs","Denver Nuggets",NA,NA,NA
"65",65,65,19861031,"Bill Hanzlik","Denver Nuggets",0,0,"26:00",0,3,0,123,107,"Denver Nuggets","San Antonio Spurs","Denver Nuggets",NA,NA,NA
"66",66,66,19861031,"Alvin Robertson","San Antonio Spurs",1,0,"22:00",0,3,0,96,129,"Denver Nuggets","San Antonio Spurs","Denver Nuggets",NA,NA,NA
"67",67,67,19861031,"Mike Evans","Denver Nuggets",0,0,"4:00",1,0,0,73,94,"Denver Nuggets","San Antonio Spurs","Denver Nuggets",NA,NA,NA
"68",68,68,19861031,"Jon Sundvold","San Antonio Spurs",0,0,"29:00",1,2,0,128,137,"Denver Nuggets","San Antonio Spurs","Denver Nuggets",NA,NA,NA
"69",69,69,19861031,"Johnny Dawkins","San Antonio Spurs",0,0,"20:00",1,0,0,93,138,"Denver Nuggets","San Antonio Spurs","Denver Nuggets",NA,NA,NA
"70",70,70,19861031,"Rick Mahorn","Detroit Pistons",0,0,"14:00",0,1,0,58,118,"Detroit Pistons","Milwaukee Bucks","Milwaukee Bucks",NA,NA,NA
"71",71,71,19861031,"Craig Hodges","Milwaukee Bucks",1,0,"20:00",3,4,0,108,113,"Detroit Pistons","Milwaukee Bucks","Milwaukee Bucks",NA,NA,NA
"72",72,72,19861031,"Kenny Fields","Milwaukee Bucks",0,0,"6:00",0,2,0,200,84,"Detroit Pistons","Milwaukee Bucks","Milwaukee Bucks",NA,NA,NA
"73",73,73,19861031,"Paul Mokeski","Milwaukee Bucks",0,0,"14:00",0,4,0,150,110,"Detroit Pistons","Milwaukee Bucks","Milwaukee Bucks",NA,NA,NA
"74",74,74,19861031,"Randy Breuer","Milwaukee Bucks",0,0,"16:00",0,1,0,97,105,"Detroit Pistons","Milwaukee Bucks","Milwaukee Bucks",NA,NA,NA
"75",75,75,19861031,"Vinnie Johnson","Detroit Pistons",0,0,"29:00",0,1,0,147,126,"Detroit Pistons","Milwaukee Bucks","Milwaukee Bucks",NA,NA,NA
"76",76,76,19861031,"Chuck Nevitt","Detroit Pistons",0,0,"3:00",0,1,0,0,118,"Detroit Pistons","Milwaukee Bucks","Milwaukee Bucks",NA,NA,NA
"77",77,77,19861031,"Adrian Dantley","Detroit Pistons",1,0,"34:00",2,4,0,146,125,"Detroit Pistons","Milwaukee Bucks","Milwaukee Bucks",NA,NA,NA
"78",78,78,19861031,"Bill Laimbeer","Detroit Pistons",1,0,"34:00",0,4,0,112,117,"Detroit Pistons","Milwaukee Bucks","Milwaukee Bucks",NA,NA,NA
"79",79,79,19861031,"Dennis Rodman","Detroit Pistons",0,0,"14:00",0,2,0,18,126,"Detroit Pistons","Milwaukee Bucks","Milwaukee Bucks",NA,NA,NA
"80",80,80,19861031,"Joe Dumars","Detroit Pistons",1,0,"31:00",0,2,0,78,123,"Detroit Pistons","Milwaukee Bucks","Milwaukee Bucks",NA,NA,NA
"81",81,81,19861031,"Jack Sikma","Milwaukee Bucks",1,0,"35:00",0,4,0,96,100,"Detroit Pistons","Milwaukee Bucks","Milwaukee Bucks",NA,NA,NA
"82",82,82,19861031,"Dudley Bradley","Milwaukee Bucks",0,0,"15:00",2,3,0,208,99,"Detroit Pistons","Milwaukee Bucks","Milwaukee Bucks",NA,NA,NA
"83",83,83,19861031,"Mike Glenn","Milwaukee Bucks",0,0,"9:00",0,1,0,141,94,"Detroit Pistons","Milwaukee Bucks","Milwaukee Bucks",NA,NA,NA
"84",84,84,19861031,"Terry Cummings","Milwaukee Bucks",1,0,"25:00",0,4,0,109,87,"Detroit Pistons","Milwaukee Bucks","Milwaukee Bucks",NA,NA,NA
"85",85,85,19861031,"Ricky Pierce","Milwaukee Bucks",0,0,"29:00",1,2,0,159,106,"Detroit Pistons","Milwaukee Bucks","Milwaukee Bucks",NA,NA,NA
"86",86,86,19861031,"Keith Smith","Milwaukee Bucks",0,0,"2:00",0,1,0,0,115,"Detroit Pistons","Milwaukee Bucks","Milwaukee Bucks",NA,NA,NA
"87",87,87,19861031,"John Salley","Detroit Pistons",1,0,"16:00",0,5,0,65,105,"Detroit Pistons","Milwaukee Bucks","Milwaukee Bucks",NA,NA,NA
"88",88,88,19861031,"Sidney Green","Detroit Pistons",0,0,"29:00",0,3,0,52,118,"Detroit Pistons","Milwaukee Bucks","Milwaukee Bucks",NA,NA,NA
"89",89,89,19861031,"Sidney Moncrief","Milwaukee Bucks",1,0,"35:00",1,1,0,120,106,"Detroit Pistons","Milwaukee Bucks","Milwaukee Bucks",NA,NA,NA
"90",90,90,19861031,"John Schweitz","Detroit Pistons",0,0,"3:00",0,0,0,0,118,"Detroit Pistons","Milwaukee Bucks","Milwaukee Bucks",NA,NA,NA
"91",91,91,19861031,"Paul Pressey","Milwaukee Bucks",1,0,"34:00",0,4,0,110,105,"Detroit Pistons","Milwaukee Bucks","Milwaukee Bucks",NA,NA,NA
"92",92,92,19861031,"Isiah Thomas","Detroit Pistons",1,0,"33:00",1,6,0,95,110,"Detroit Pistons","Milwaukee Bucks","Milwaukee Bucks",NA,NA,NA
"93",93,93,19861031,"Kenny Walker","New York Knicks",1,0,"26:00",0,4,0,121,111,"New Jersey Nets","New York Knicks","New Jersey Nets",NA,NA,NA
"94",94,94,19861031,"Michael Wilson","New Jersey Nets",0,0,"21:00",0,3,0,81,99,"New Jersey Nets","New York Knicks","New Jersey Nets",NA,NA,NA
"95",95,95,19861031,"Bob Thornton","New York Knicks",0,0,"5:00",0,1,0,133,99,"New Jersey Nets","New York Knicks","New Jersey Nets",NA,NA,NA
"96",96,96,19861031,"Ben Coleman","New Jersey Nets",0,0,"2:00",0,0,0,61,105,"New Jersey Nets","New York Knicks","New Jersey Nets",NA,NA,NA
"97",97,97,19861031,"Mike Gminski","New Jersey Nets",1,0,"25:00",0,2,0,133,92,"New Jersey Nets","New York Knicks","New Jersey Nets",NA,NA,NA
"98",98,98,19861031,"Pat Cummings","New York Knicks",0,0,"24:00",0,4,0,97,97,"New Jersey Nets","New York Knicks","New Jersey Nets",NA,NA,NA
"99",99,99,19861031,"Rory Sparrow","New York Knicks",1,0,"30:00",0,3,0,83,112,"New Jersey Nets","New York Knicks","New Jersey Nets",NA,NA,NA
"100",100,100,19861031,"Jeff Turner","New Jersey Nets",0,0,"6:00",0,0,0,0,105,"New Jersey Nets","New York Knicks","New Jersey Nets",NA,NA,NA
"101",101,101,19861031,"Tony Brown","New Jersey Nets",0,0,"23:00",0,5,0,167,105,"New Jersey Nets","New York Knicks","New Jersey Nets",NA,NA,NA
"102",102,102,19861031,"Gerald Wilkins","New York Knicks",1,0,"22:00",1,2,0,86,116,"New Jersey Nets","New York Knicks","New Jersey Nets",NA,NA,NA
"103",103,103,19861031,"Buck Williams","New Jersey Nets",1,0,"38:00",0,2,0,127,88,"New Jersey Nets","New York Knicks","New Jersey Nets",NA,NA,NA
"104",104,104,19861031,"Louis Orr","New York Knicks",0,0,"22:00",0,3,0,95,104,"New Jersey Nets","New York Knicks","New Jersey Nets",NA,NA,NA
"105",105,105,19861031,"Stewart Granger","New York Knicks",0,0,"18:00",0,2,0,37,113,"New Jersey Nets","New York Knicks","New Jersey Nets",NA,NA,NA
"106",106,106,19861031,"Patrick Ewing","New York Knicks",1,0,"31:00",0,3,0,81,98,"New Jersey Nets","New York Knicks","New Jersey Nets",NA,NA,NA
"107",107,107,19861031,"McKinley Singleton","New York Knicks",0,0,"4:00",0,1,0,200,115,"New Jersey Nets","New York Knicks","New Jersey Nets",NA,NA,NA
"108",108,108,19861031,"Bill Cartwright","New York Knicks",1,0,"36:00",0,4,0,130,103,"New Jersey Nets","New York Knicks","New Jersey Nets",NA,NA,NA
"109",109,109,19861031,"Trent Tucker","New York Knicks",0,0,"22:00",0,4,0,83,113,"New Jersey Nets","New York Knicks","New Jersey Nets",NA,NA,NA
"110",110,110,19861031,"Orlando Woolridge","New Jersey Nets",1,0,"40:00",0,3,0,105,98,"New Jersey Nets","New York Knicks","New Jersey Nets",NA,NA,NA
"111",111,111,19861031,"Pearl Washington","New Jersey Nets",1,0,"26:00",0,2,0,65,99,"New Jersey Nets","New York Knicks","New Jersey Nets",NA,NA,NA
"112",112,112,19861031,"Leon Wood","New Jersey Nets",0,0,"3:00",2,0,0,110,105,"New Jersey Nets","New York Knicks","New Jersey Nets",NA,NA,NA
"113",113,113,19861031,"Albert King","New Jersey Nets",1,0,"29:00",0,3,0,96,96,"New Jersey Nets","New York Knicks","New Jersey Nets",NA,NA,NA
"114",114,114,19861031,"James Bailey","New Jersey Nets",0,0,"7:00",0,3,0,80,99,"New Jersey Nets","New York Knicks","New Jersey Nets",NA,NA,NA
"115",115,115,19861031,"Darryl Dawkins","New Jersey Nets",0,0,"20:00",0,4,0,108,103,"New Jersey Nets","New York Knicks","New Jersey Nets",NA,NA,NA
"116",116,116,19861031,"Cliff Robinson","Philadelphia 76ers",0,0,"10:00",0,3,0,0,100,"Philadelphia 76ers","Indiana Pacers","Philadelphia 76ers",NA,NA,NA
"117",117,117,19861031,"Vern Fleming","Indiana Pacers",1,0,"30:00",0,1,0,142,116,"Philadelphia 76ers","Indiana Pacers","Philadelphia 76ers",NA,NA,NA
"118",118,118,19861031,"Wayman Tisdale","Indiana Pacers",0,0,"32:00",0,2,0,92,113,"Philadelphia 76ers","Indiana Pacers","Philadelphia 76ers",NA,NA,NA
"119",119,119,19861031,"Roy Hinson","Philadelphia 76ers",1,0,"31:00",0,5,0,60,104,"Philadelphia 76ers","Indiana Pacers","Philadelphia 76ers",NA,NA,NA
"120",120,120,19861031,"Steve Stipanovich","Indiana Pacers",1,0,"21:00",0,6,0,74,105,"Philadelphia 76ers","Indiana Pacers","Philadelphia 76ers",NA,NA,NA
"121",121,121,19861031,"Walker Russell","Indiana Pacers",0,0,"18:00",0,1,0,117,115,"Philadelphia 76ers","Indiana Pacers","Philadelphia 76ers",NA,NA,NA
"122",122,122,19861031,"Chuck Person","Indiana Pacers",0,0,"27:00",1,5,0,101,107,"Philadelphia 76ers","Indiana Pacers","Philadelphia 76ers",NA,NA,NA
"123",123,123,19861031,"John Long","Indiana Pacers",1,0,"30:00",0,1,0,90,107,"Philadelphia 76ers","Indiana Pacers","Philadelphia 76ers",NA,NA,NA
"124",124,124,19861031,"Clark Kellogg","Indiana Pacers",1,0,"18:00",1,3,0,92,108,"Philadelphia 76ers","Indiana Pacers","Philadelphia 76ers",NA,NA,NA
"125",125,125,19861031,"Tim McCormick","Philadelphia 76ers",0,0,"20:00",0,5,0,71,103,"Philadelphia 76ers","Indiana Pacers","Philadelphia 76ers",NA,NA,NA
"126",126,126,19861031,"Jeff Ruland","Philadelphia 76ers",1,0,"27:00",0,3,0,155,112,"Philadelphia 76ers","Indiana Pacers","Philadelphia 76ers",NA,NA,NA
"127",127,127,19861031,"Herb Williams","Indiana Pacers",1,0,"38:00",1,6,0,126,112,"Philadelphia 76ers","Indiana Pacers","Philadelphia 76ers",NA,NA,NA
"128",128,128,19861031,"Julius Erving","Philadelphia 76ers",1,0,"35:00",2,1,0,112,107,"Philadelphia 76ers","Indiana Pacers","Philadelphia 76ers",NA,NA,NA
"129",129,129,19861031,"Sedale Threatt","Philadelphia 76ers",0,0,"19:00",1,2,0,74,110,"Philadelphia 76ers","Indiana Pacers","Philadelphia 76ers",NA,NA,NA
"130",130,130,19861031,"Stuart Gray","Indiana Pacers",0,0,"4:00",0,0,0,200,96,"Philadelphia 76ers","Indiana Pacers","Philadelphia 76ers",NA,NA,NA
"131",131,131,19861031,"Ron Anderson","Indiana Pacers",0,0,"4:00",0,0,0,0,120,"Philadelphia 76ers","Indiana Pacers","Philadelphia 76ers",NA,NA,NA
"132",132,132,19861031,"Andrew Toney","Philadelphia 76ers",0,0,"14:00",0,0,0,149,112,"Philadelphia 76ers","Indiana Pacers","Philadelphia 76ers",NA,NA,NA
"133",133,133,19861031,"Charles Barkley","Philadelphia 76ers",1,0,"38:00",0,4,0,126,103,"Philadelphia 76ers","Indiana Pacers","Philadelphia 76ers",NA,NA,NA
"134",134,134,19861031,"Clint Richardson","Indiana Pacers",0,0,"18:00",0,1,0,109,94,"Philadelphia 76ers","Indiana Pacers","Philadelphia 76ers",NA,NA,NA
"135",135,135,19861031,"Maurice Cheeks","Philadelphia 76ers",1,0,"40:00",0,4,0,137,105,"Philadelphia 76ers","Indiana Pacers","Philadelphia 76ers",NA,NA,NA
"136",136,136,19861031,"Kenny Green","Philadelphia 76ers",0,0,"6:00",0,0,0,39,109,"Philadelphia 76ers","Indiana Pacers","Philadelphia 76ers",NA,NA,NA
"137",137,137,19861031,"Jay Humphries","Phoenix Suns",1,0,"33:00",0,2,0,122,116,"Phoenix Suns","Golden State Warriors","Phoenix Suns",NA,NA,NA
"138",138,138,19861031,"Walter Davis","Phoenix Suns",1,0,"30:00",0,3,0,112,111,"Phoenix Suns","Golden State Warriors","Phoenix Suns",NA,NA,NA
"139",139,139,19861031,"Joe Barry Carroll","Golden State Warriors",1,0,"33:00",0,3,0,152,109,"Phoenix Suns","Golden State Warriors","Phoenix Suns",NA,NA,NA
"140",140,140,19861031,"James Edwards","Phoenix Suns",0,0,"17:00",0,1,0,161,103,"Phoenix Suns","Golden State Warriors","Phoenix Suns",NA,NA,NA
"141",141,141,19861031,"Jeff Hornacek","Phoenix Suns",0,0,"15:00",0,2,0,65,118,"Phoenix Suns","Golden State Warriors","Phoenix Suns",NA,NA,NA
"142",142,142,19861031,"Larry Nance","Phoenix Suns",1,0,"41:00",0,1,0,103,102,"Phoenix Suns","Golden State Warriors","Phoenix Suns",NA,NA,NA
"143",143,143,19861031,"Chris Mullin","Golden State Warriors",1,0,"28:00",1,4,0,139,117,"Phoenix Suns","Golden State Warriors","Phoenix Suns",NA,NA,NA
"144",144,144,19861031,"Purvis Short","Golden State Warriors",1,0,"37:00",0,4,0,77,114,"Phoenix Suns","Golden State Warriors","Phoenix Suns",NA,NA,NA
"145",145,145,19861031,"Mike Sanders","Phoenix Suns",0,0,"16:00",0,0,0,75,111,"Phoenix Suns","Golden State Warriors","Phoenix Suns",NA,NA,NA
"146",146,146,19861031,"Larry Smith","Golden State Warriors",0,0,"13:00",0,1,0,0,109,"Phoenix Suns","Golden State Warriors","Phoenix Suns",NA,NA,NA
"147",147,147,19861031,"Grant Gondrezick","Phoenix Suns",0,0,"18:00",0,2,0,100,116,"Phoenix Suns","Golden State Warriors","Phoenix Suns",NA,NA,NA
"148",148,148,19861031,"Ed Pinckney","Phoenix Suns",1,0,"34:00",0,2,0,132,107,"Phoenix Suns","Golden State Warriors","Phoenix Suns",NA,NA,NA
"149",149,149,19861031,"Terry Teagle","Golden State Warriors",0,0,"13:00",1,0,0,102,115,"Phoenix Suns","Golden State Warriors","Phoenix Suns",NA,NA,NA
"150",150,150,19861031,"Kenny Gattison","Phoenix Suns",0,0,"8:00",0,2,0,102,114,"Phoenix Suns","Golden State Warriors","Phoenix Suns",NA,NA,NA
"151",151,151,19861031,"Jerome Whitehead","Golden State Warriors",0,0,"13:00",0,3,0,83,113,"Phoenix Suns","Golden State Warriors","Phoenix Suns",NA,NA,NA
"152",152,152,19861031,"Greg Ballard","Golden State Warriors",0,0,"18:00",1,4,0,123,107,"Phoenix Suns","Golden State Warriors","Phoenix Suns",NA,NA,NA
"153",153,153,19861031,"Alvan Adams","Phoenix Suns",1,0,"28:00",0,4,0,106,102,"Phoenix Suns","Golden State Warriors","Phoenix Suns",NA,NA,NA
"154",154,154,19861031,"Rod Higgins","Golden State Warriors",0,0,"18:00",0,2,0,124,111,"Phoenix Suns","Golden State Warriors","Phoenix Suns",NA,NA,NA
"155",155,155,19861031,"Sleepy Floyd","Golden State Warriors",1,0,"37:00",2,6,0,123,114,"Phoenix Suns","Golden State Warriors","Phoenix Suns",NA,NA,NA
"156",156,156,19861031,"Chris Washburn","Golden State Warriors",1,0,"19:00",0,3,0,112,119,"Phoenix Suns","Golden State Warriors","Phoenix Suns",NA,NA,NA
"157",157,157,19861031,"Clinton Smith","Golden State Warriors",0,0,"11:00",1,1,0,78,104,"Phoenix Suns","Golden State Warriors","Phoenix Suns",NA,NA,NA
"158",158,158,19861031,"Tom Chambers","Seattle SuperSonics",1,0,"35:00",0,4,0,137,110,"Portland Trail Blazers","Seattle SuperSonics","Seattle SuperSonics",NA,NA,NA
"159",159,159,19861031,"Gerald Henderson","Seattle SuperSonics",1,0,"21:00",0,3,0,137,116,"Portland Trail Blazers","Seattle SuperSonics","Seattle SuperSonics",NA,NA,NA
"160",160,160,19861031,"Jerome Kersey","Portland Trail Blazers",0,0,"20:00",0,5,0,116,113,"Portland Trail Blazers","Seattle SuperSonics","Seattle SuperSonics",NA,NA,NA
"161",161,161,19861031,"Michael Phelps","Seattle SuperSonics",1,0,"19:00",0,1,0,94,116,"Portland Trail Blazers","Seattle SuperSonics","Seattle SuperSonics",NA,NA,NA
