"Name","Team","Position","Height","Weight","Exp","Age","G","GS","MP","FGA","3PA","PF","PER","USG%","OWS","DWS","PG","PGS","PMP","PFGA","P3PA","PPF","PPER","PUSG%","POWS","PDWS","TORtg","TDRtg"
"Donald Sloan","CLE","SG",75,205,1,25,20,0,257,78,19,17,9.9,17.7,0.1,0.0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",104.3,109.4
"C.J. Miles","CLE","SF",78,210,7,25,65,13,1364,614,328,138,15.3,23.9,1.8,0.8,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",104.3,109.4
"Tyler Zeller","CLE","C",84,250,0,23,77,55,2033,559,4,251,11.0,15.9,0.8,1.2,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",104.3,109.4
"Dion Waiters","CLE","SG",76,210,0,21,61,48,1756,815,203,113,13.7,26.1,0.3,0.6,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",104.3,109.4
"Jon Leuer","CLE","C",82,228,1,23,9,0,91,28,3,11,3.3,17.5,-0.2,0.0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",104.3,109.4
"Samardo Samuels","CLE","C",81,260,2,24,18,1,196,60,1,30,6.2,17.4,-0.1,0.0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",104.3,109.4
"Alonzo Gee","CLE","SF",78,220,3,25,82,82,2541,744,219,199,10.5,16.9,0.5,1.5,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",104.3,109.4
"Jeremy Pargo","CLE","PG",74,219,1,26,25,11,447,187,57,32,11.3,24.1,-0.1,0.1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",104.3,109.4
"Chris Quinn","CLE","SG",74,185,5,29,7,0,78,16,5,4,1.3,13.1,-0.2,0.0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",104.3,109.4
"Kevin Jones","CLE","PF",80,251,0,23,32,0,334,107,0,25,11.1,16.2,0.1,0.2,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",104.3,109.4
"Shaun Livingston","CLE","PG",79,182,7,27,49,12,1135,280,1,105,14.6,14.7,1.9,0.6,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",104.3,109.4
"Kyrie Irving","CLE","PG",75,193,1,20,59,59,2048,1070,279,146,21.4,30.2,4.2,1.1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",104.3,109.4
"Marreese Speights","CLE","C",82,245,4,25,39,1,721,337,5,89,18.2,26.6,0.9,0.6,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",104.3,109.4
"Luke Walton","CLE","PF",80,235,9,32,50,0,857,181,67,98,11.3,13.0,0.1,0.7,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",104.3,109.4
"Wayne Ellington","CLE","SG",76,200,3,25,38,17,985,330,143,43,13.9,17.6,1.6,0.3,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",104.3,109.4
"Omri Casspi","CLE","SF",81,225,3,24,43,1,503,160,76,45,12.9,17.7,0.1,0.6,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",104.3,109.4
"Darren Collison","DAL","PG",72,160,3,25,81,47,2372,724,136,139,16.3,19.6,4.0,1.7,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",105.9,106.5
"Chris Kaman","DAL","C",84,268,9,30,66,52,1363,617,1,141,16.3,25.3,0.0,1.6,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",105.9,106.5
"Bernard James","DAL","C",82,240,0,27,46,11,457,103,2,64,14.7,13.9,0.5,0.7,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",105.9,106.5
"Troy Murphy","DAL","PF",83,245,11,32,14,1,256,61,35,29,9.1,13.0,0.0,0.3,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",105.9,106.5
"Elton Brand","DAL","C",80,275,13,33,72,18,1527,478,1,192,15.2,17.2,1.2,2.2,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",105.9,106.5
"Shawn Marion","DAL","PF",79,220,13,34,67,67,2010,690,73,111,18.0,19.0,2.9,2.5,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",105.9,106.5
"Derek Fisher","DAL","PG",73,200,16,38,9,9,229,65,23,24,8.7,18.5,0.0,0.1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",105.9,106.5
"Anthony Morrow","DAL","SG",77,210,4,27,17,0,82,34,5,10,10.9,22.1,0.0,0.0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",105.9,106.5
"Chris Douglas-Roberts","DAL","SG",79,200,3,26,6,0,63,14,4,4,8.3,14.0,0.0,0.0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",105.9,106.5
"O.J. Mayo","DAL","SG",77,210,4,25,82,82,2913,1026,349,195,13.9,20.9,2.3,1.8,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",105.9,106.5
"Josh Akognon","DAL","PG",71,185,0,26,3,0,9,4,2,3,15.3,20.3,0.0,0.0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",105.9,106.5
"Brandan Wright","DAL","C",81,205,4,25,64,16,1149,404,3,78,21.0,19.0,2.8,1.3,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",105.9,106.5
"Dominique Jones","DAL","PG",76,215,2,24,29,3,338,109,9,29,12.4,23.0,-0.2,0.2,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",105.9,106.5
"Vince Carter","DAL","SF",78,215,14,36,81,3,2093,855,399,226,17.8,23.1,3.9,2.0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",105.9,106.5
"Eddy Curry","DAL","C",84,295,10,30,2,0,25,8,0,7,-0.2,23.3,-0.1,0.0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",105.9,106.5
"Jared Cunningham","DAL","SG",76,194,0,21,8,0,26,14,3,3,14.8,29.6,0.0,0.0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",105.9,106.5
"Dirk Nowitzki","DAL","PF",84,237,14,34,53,47,1661,728,157,93,19.8,24.2,3.3,1.8,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",105.9,106.5
"Justin Dentmon","DAL","PG",71,185,1,27,2,0,4,2,0,0,-19.4,22.8,0.0,0.0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",105.9,106.5
"Dahntay Jones","DAL","SF",78,210,9,32,50,15,635,140,37,73,6.9,14.2,0.2,0.3,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",105.9,106.5
"Chris Wright","DAL","SG",73,210,0,23,3,0,4,2,0,0,-1.9,34.2,0.0,0.0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",105.9,106.5
"Rodrigue Beaubois","DAL","PG",72,170,3,24,45,0,549,176,72,54,10.6,18.7,0.0,0.4,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",105.9,106.5
"Mike James","DAL","PG",74,188,10,37,45,23,862,271,125,95,9.5,17.9,0.0,0.5,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",105.9,106.5
"Jae Crowder","DAL","SF",79,240,0,22,78,16,1353,367,192,128,10.2,15.1,0.2,1.3,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",105.9,106.5
"Darius Johnson-Odom","LAL","SG",74,215,0,23,4,0,6,4,1,0,-6.7,29.7,-0.1,0.0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",107.8,106.6
"Steve Nash","LAL","PG",75,195,16,38,50,50,1627,475,130,70,16.0,17.8,3.7,0.6,2,2,"61",23,3,2,14.5,21.6,0.1,0.0,107.8,106.6
"Pau Gasol","LAL","PF",84,227,11,32,49,42,1655,579,28,93,16.7,20.5,2.0,1.7,4,4,"146",52,0,4,17.9,22.4,0.0,0.0,107.8,106.6
"Jordan Hill","LAL","PF",82,235,3,25,29,1,458,155,2,55,18.5,20.2,0.9,0.5,3,0,"31",10,0,2,17.7,15.1,0.0,0.0,107.8,106.6
"Earl Clark","LAL","PF",82,225,3,25,59,36,1363,386,104,102,12.4,15.7,0.7,1.5,4,1,"82",19,4,4,1.2,14.3,-0.3,0.0,107.8,106.6
"Robert Sacre","LAL","C",84,263,0,23,32,3,203,48,0,38,3.4,13.8,-0.2,0.1,2,0,"4",1,0,0,10.7,11.7,0.0,0.0,107.8,106.6
"Dwight Howard","LAL","C",83,240,8,27,76,76,2722,813,6,291,19.4,22.2,2.8,4.8,4,4,"126",42,0,17,19.0,27.4,0.0,0.1,107.8,106.6
"Antawn Jamison","LAL","PF",80,223,14,36,76,6,1636,575,233,124,15.3,18.7,3.0,1.3,4,0,"79",23,12,9,10.0,17.0,0.0,0.0,107.8,106.6
"Chris Duhon","LAL","PG",73,185,8,30,46,9,820,123,91,56,8.0,9.2,0.6,0.4,2,0,"68",11,8,4,5.5,11.0,-0.1,0.0,107.8,106.6
"Metta World Peace","LAL","SF",78,244,13,33,75,66,2530,824,412,198,12.5,17.5,1.9,2.6,3,3,"84",28,14,5,4.5,17.7,-0.2,0.0,107.8,106.6
"Andrew Goudelock","LAL","SG",75,200,1,24,1,0,6,2,0,0,-6.4,14.8,0.0,0.0,3,2,"80",36,10,7,12.4,23.9,-0.1,0.0,107.8,106.6
"Darius Morris","LAL","PG",76,190,1,22,48,17,683,188,66,58,8.1,16.2,-0.1,0.3,4,2,"105",35,9,6,13.0,20.0,0.1,-0.1,107.8,106.6
"Steve Blake","LAL","PG",75,172,9,32,45,13,1175,270,171,83,11.7,13.2,1.6,0.8,2,2,"75",28,12,8,12.1,20.2,0.0,0.0,107.8,106.6
"Kobe Bryant","LAL","SG",78,200,16,34,78,78,3013,1595,407,173,23.0,31.9,8.4,2.6,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",107.8,106.6
"Jodie Meeks","LAL","SG",76,208,3,25,78,10,1663,530,342,103,11.4,16.7,1.9,1.1,1,0,"20",4,2,2,1.6,16.1,-0.1,0.0,107.8,106.6
"Devin Ebanks","LAL","SF",81,215,2,23,19,3,197,73,22,23,6.3,20.4,-0.2,0.1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",107.8,106.6
"Darko Milicic","BOS","C",84,250,9,27,1,0,5,1,0,1,-30.2,28.4,-0.1,0.0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",103.1,103.3
"Rajon Rondo","BOS","PG",73,171,6,26,38,38,1423,465,50,96,18.1,21.7,1.2,2.0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",103.1,103.3
"Brandon Bass","BOS","PF",80,240,7,27,81,69,2239,589,2,188,12.3,15.5,2.0,2.7,6,5,"204",29,0,17,9.3,10.1,0.2,0.3,103.1,103.3
"D.J. White","BOS","PF",81,251,4,26,12,0,86,23,0,5,14.7,15.9,0.1,0.1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",103.1,103.3
"Jarvis Varnado","BOS","PF",81,230,0,24,5,0,18,4,0,1,12.8,17.8,0.0,0.0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",103.1,103.3
"Chris Wilcox","BOS","C",82,221,10,30,61,7,830,153,1,125,15.3,12.1,1.8,1.3,2,0,"6",0,0,0,5.0,0.0,0.0,0.0,103.1,103.3
"Paul Pierce","BOS","SF",79,235,14,35,77,77,2575,1092,382,210,19.1,27.4,3.5,3.7,6,6,"255",106,41,21,10.6,30.1,-0.6,0.4,103.1,103.3
"Jason Collins","BOS","C",84,255,11,34,32,7,330,23,0,74,3.0,7.5,-0.1,0.4,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",103.1,103.3
"Kevin Garnett","BOS","C",83,220,17,36,68,68,2022,850,16,154,19.2,24.5,1.8,3.8,6,6,"212",60,2,23,17.3,20.8,0.0,0.6,103.1,103.3
"Jason Terry","BOS","SG",74,176,13,35,79,24,2124,648,331,110,12.8,18.0,2.1,1.9,6,1,"189",54,34,9,14.8,17.2,0.3,0.3,103.1,103.3
"Courtney Lee","BOS","SG",77,200,4,27,78,39,1941,530,156,139,11.7,15.7,0.9,2.4,4,0,"39",5,2,3,6.6,8.8,0.0,0.1,103.1,103.3
"Jordan Crawford","BOS","SG",76,195,2,24,27,2,582,217,75,45,12.0,23.1,0.0,0.5,5,0,"59",23,12,3,1.6,23.2,-0.2,0.1,103.1,103.3
"Jeff Green","BOS","PF",81,235,4,26,81,17,2252,806,182,175,15.0,22.2,1.9,2.8,6,6,"258",85,22,22,14.7,24.5,0.3,0.3,103.1,103.3
"Shavlik Randolph","BOS","PF",82,240,5,29,16,0,198,48,0,38,15.9,16.7,0.3,0.4,1,0,"3",0,0,1,8.7,0.0,0.0,0.0,103.1,103.3
"Leandro Barbosa","BOS","PG",75,176,9,30,41,2,513,193,47,51,13.5,21.4,0.4,0.5,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",103.1,103.3
"Jared Sullinger","BOS","PF",81,280,0,20,45,5,892,225,5,154,13.5,14.9,1.3,1.4,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",103.1,103.3
"Avery Bradley","BOS","PG",74,180,2,22,50,50,1435,478,126,129,8.8,18.8,-1.3,1.6,6,6,"191",42,8,11,6.7,14.6,-0.3,0.3,103.1,103.3
"Kris Joseph","BOS","SF",79,210,0,24,6,0,24,11,2,2,-3.2,29.1,-0.2,0.0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",103.1,103.3
"Terrence Williams","BOS","SF",78,220,3,25,24,0,318,97,15,13,12.3,19.1,-0.1,0.4,5,0,"48",10,3,3,0.6,15.8,-0.2,0.1,103.1,103.3
"Fab Melo","BOS","C",84,255,0,22,6,0,36,6,0,7,4.9,11.5,0.0,0.1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",103.1,103.3
"Udonis Haslem","MIA","PF",80,230,9,32,75,59,1414,251,0,173,9.9,10.7,1.2,2.0,22,19,"357",86,0,54,14.2,14.4,0.5,0.5,112.3,103.7
"Chris Bosh","MIA","C",83,235,9,28,74,74,2454,907,74,168,20.0,22.7,5.6,3.4,23,23,"751",240,37,67,16.8,18.9,1.0,1.2,112.3,103.7
"Norris Cole","MIA","PG",74,170,1,24,80,4,1590,425,98,155,7.9,17.0,-0.8,1.4,21,0,"418",102,32,40,12.4,15.5,0.5,0.4,112.3,103.7
"Ray Allen","MIA","SG",77,205,16,37,79,0,2035,651,332,129,14.7,19.3,3.4,1.9,23,0,"573",172,96,42,14.4,18.8,1.1,0.5,112.3,103.7
"Shane Battier","MIA","SF",80,220,11,34,72,20,1786,362,316,149,10.7,11.0,2.8,1.6,22,0,"392",93,88,49,7.4,13.6,0.4,0.3,112.3,103.7
"Mario Chalmers","MIA","PG",73,190,4,26,77,77,2068,529,301,196,13.3,16.1,2.6,2.5,23,23,"650",183,68,70,11.2,18.2,0.5,0.5,112.3,103.7
"LeBron James","MIA","PF",80,240,9,28,76,76,2877,1354,254,110,31.6,30.2,14.6,4.7,23,23,"960",432,96,43,28.1,29.2,3.7,1.5,112.3,103.7
"Mike Miller","MIA","SF",80,218,12,32,59,17,900,231,175,63,13.5,14.4,1.6,1.0,17,5,"232",45,36,26,12.1,10.4,0.4,0.3,112.3,103.7
"Josh Harrellson","MIA","C",82,275,1,23,6,0,31,9,5,4,8.5,19.9,0.0,0.0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",112.3,103.7
"Rashard Lewis","MIA","PF",82,215,14,33,55,9,792,249,131,67,11.1,18.2,0.3,0.9,11,0,"47",20,4,5,6.7,27.7,-0.2,0.1,112.3,103.7
"Dexter Pittman","MIA","C",83,308,2,24,4,0,12,5,0,4,17.0,27.9,0.0,0.0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",112.3,103.7
"James Jones","MIA","SF",80,225,9,32,38,0,221,61,53,16,8.1,14.2,0.1,0.2,9,0,"33",7,4,3,6.0,13.2,0.0,0.0,112.3,103.7
"Dwyane Wade","MIA","SG",76,212,9,31,69,69,2391,1093,66,140,24.0,29.5,6.1,3.5,22,22,"782",315,4,45,18.7,25.3,0.7,1.0,112.3,103.7
"Chris Andersen","MIA","C",82,230,10,34,42,0,624,123,3,89,17.4,14.4,1.6,1.1,20,0,"303",57,0,53,24.9,14.3,1.4,0.5,112.3,103.7
"Jarvis Varnado","MIA","PF",81,230,0,24,8,0,40,3,0,9,-4.1,9.6,-0.1,0.0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",112.3,103.7
"Joel Anthony","MIA","C",81,245,5,30,62,3,566,68,0,49,10.4,8.6,0.4,0.8,14,0,"71",10,0,13,6.4,8.9,0.0,0.1,112.3,103.7
"Terrel Harris","MIA","SG",77,190,1,25,7,0,29,8,1,3,7.2,25.6,0.0,0.0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",112.3,103.7
"Juwan Howard","MIA","PF",81,240,18,39,7,2,51,19,0,9,9.9,22.0,0.0,0.0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",112.3,103.7
"Cole Aldrich","SAC","C",83,245,2,24,15,0,175,37,0,19,15.7,12.9,0.2,0.2,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",106.2,111.4
"Patrick Patterson","SAC","PF",81,235,2,23,24,3,556,168,36,48,14.5,15.4,0.9,0.2,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",106.2,111.4
"DeMarcus Cousins","SAC","C",83,270,2,22,75,74,2289,1036,22,269,20.2,28.1,2.0,2.3,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",106.2,111.4
"Tyreke Evans","SAC","SG",78,220,3,23,65,61,2016,765,133,133,18.1,22.3,3.6,0.8,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",106.2,111.4
"Thomas Robinson","SAC","PF",81,240,0,21,51,0,809,243,0,95,10.6,18.6,-0.7,0.5,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",106.2,111.4
"John Salmons","SAC","SF",79,210,10,33,76,72,2278,612,267,143,10.2,14.5,1.8,-0.1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",106.2,111.4
"James Johnson","SAC","SF",81,245,3,25,54,11,878,283,21,99,10.2,19.3,-1.1,0.6,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",106.2,111.4
"Francisco Garcia","SAC","SG",79,195,7,31,40,15,710,205,109,66,10.5,14.5,0.2,0.4,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",106.2,111.4
"Aaron Brooks","SAC","PG",72,161,4,28,46,20,959,303,127,89,12.1,18.0,0.9,0.0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",106.2,111.4
"Tyler Honeycutt","SAC","SF",80,188,1,22,9,0,32,11,2,2,1.9,23.4,-0.2,0.0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",106.2,111.4
"Jimmer Fredette","SAC","SG",74,195,1,23,69,0,967,409,156,64,14.6,23.9,1.1,-0.1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",106.2,111.4
"Isaiah Thomas","SAC","PG",69,185,1,23,79,62,2122,832,321,167,17.5,23.0,5.2,-0.1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",106.2,111.4
"Jason Thompson","SAC","PF",83,250,4,26,82,81,2285,745,3,227,14.6,18.2,2.7,0.9,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",106.2,111.4
"Travis Outlaw","SAC","SF",81,210,9,28,38,2,444,177,50,35,13.0,21.9,0.3,0.1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",106.2,111.4
"Marcus Thornton","SAC","SG",76,205,3,25,72,8,1726,774,379,105,16.3,23.1,3.1,0.1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",106.2,111.4
"Chuck Hayes","SAC","C",78,240,7,29,74,1,1209,190,1,114,10.7,9.4,1.1,0.4,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",106.2,111.4
"Toney Douglas","SAC","PG",74,190,3,26,22,0,376,114,54,42,16.0,17.3,0.6,0.3,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",106.2,111.4
"Malcolm Thomas","CHI","PF",81,225,1,24,7,0,36,9,0,7,16.7,16.3,0.1,0.1,3,0,"6",2,0,0,31.8,33.1,0.0,0.0,103.5,103.2
"Carlos Boozer","CHI","PF",81,258,10,31,79,79,2546,1140,2,239,17.1,25.8,1.4,4.3,12,12,"431",168,1,36,16.7,23.8,0.4,0.2,103.5,103.2
"Luol Deng","CHI","SF",81,220,8,27,75,75,2903,1093,233,105,15.1,21.5,3.0,3.3,5,5,"224",84,18,12,8.3,21.2,-0.4,0.1,103.5,103.2
"Joakim Noah","CHI","C",83,232,5,27,66,64,2426,630,5,185,18.1,17.2,2.7,4.7,12,12,"409",119,0,43,16.7,18.5,0.3,0.3,103.5,103.2
"Marco Belinelli","CHI","SG",77,192,5,26,73,27,1882,610,221,140,10.4,18.7,1.3,1.6,12,7,"325",107,47,26,13.7,19.8,0.5,0.0,103.5,103.2
"Daequan Cook","CHI","SG",77,205,5,25,33,0,276,108,61,13,4.0,20.1,-0.6,0.3,6,0,"36",10,8,6,-9.2,18.4,-0.2,0.0,103.5,103.2
"Nate Robinson","CHI","PG",69,180,7,28,82,23,2086,921,348,207,17.4,25.1,3.5,2.4,12,8,"404",163,65,38,15.6,24.9,0.5,0.0,103.5,103.2
"Jimmy Butler","CHI","SF",79,220,1,23,82,20,2134,512,105,97,15.2,14.6,4.4,2.6,12,12,"490",115,37,26,14.4,15.0,0.9,0.2,103.5,103.2
"Marquis Teague","CHI","PG",74,189,0,19,48,0,392,113,23,47,6.0,18.2,-0.7,0.4,8,0,"72",17,5,10,4.4,12.5,-0.1,0.0,103.5,103.2
"Louis Amundson","CHI","PF",81,225,6,30,1,0,2,1,0,0,0.0,23.0,0.0,0.0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",103.5,103.2
"Nazr Mohammed","CHI","C",82,221,14,35,63,12,693,180,2,97,10.8,14.9,0.0,1.2,12,0,"114",41,0,15,20.0,19.5,0.2,0.1,103.5,103.2
"Kirk Hinrich","CHI","PG",75,190,9,32,60,60,1764,422,182,192,10.8,14.7,1.0,2.1,4,4,"162",37,11,14,12.7,14.9,0.2,0.1,103.5,103.2
"Vladimir Radmanovic","CHI","PF",82,227,11,32,25,0,144,43,27,29,6.3,16.4,-0.2,0.3,1,0,"10",3,3,1,53.8,18.9,0.1,0.0,103.5,103.2
"Richard Hamilton","CHI","SG",78,185,13,34,50,45,1088,475,52,93,10.6,25.0,-0.6,0.9,4,0,"68",27,7,5,7.6,23.5,-0.1,0.0,103.5,103.2
"Taj Gibson","CHI","PF",81,225,3,27,65,5,1459,441,4,166,14.4,18.1,1.0,2.3,12,0,"206",66,2,37,12.3,19.4,0.2,0.1,103.5,103.2
"Thomas Robinson","HOU","PF",81,240,0,21,19,0,247,78,1,29,12.0,20.8,-0.3,0.4,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",109.7,106.1
"Aaron Brooks","HOU","PG",72,161,4,28,7,0,38,13,7,5,5.6,19.6,-0.1,0.0,6,0,"67",34,9,3,11.7,27.7,-0.1,0.0,109.7,106.1
"Patrick Patterson","HOU","PF",81,235,2,23,47,38,1219,455,96,90,15.5,18.6,2.2,0.8,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",109.7,106.1
