"Name","Team","Position","Height","Weight","Exp","Age","G","GS","MP","FGA","3PA","PF","PER","USG%","OWS","DWS","PG","PGS","PMP","PFGA","P3PA","PPF","PPER","PUSG%","POWS","PDWS","TORtg","TDRtg"
"Otis Thorpe","CHH","PF",81,225,16,38,49,4,647,131,0,108,7.6,12.4,0.1,0.8,8,0,"57",9,0,8,1.0,8.9,-0.1,0.1,101.8,99.5
"Jamal Mashburn","CHH","SF",80,240,7,28,76,76,2989,1388,289,185,17.5,27.1,3.1,4.2,10,10,"419",208,21,24,20.7,30.5,0.9,0.5,101.8,99.5
"Jamaal Magloire","CHH","C",83,259,0,22,74,0,1095,271,2,139,13.4,16.7,0.6,2.0,10,0,"110",28,0,20,12.5,17.7,0.1,0.2,101.8,99.5
"P.J. Brown","CHH","C",83,225,7,31,80,79,2811,561,4,260,13.3,12.5,3.4,4.7,10,10,"385",67,0,31,13.0,11.0,0.5,0.6,101.8,99.5
"Doug Overton","CHH","PG",75,190,8,31,2,0,15,2,0,2,1.9,15.4,-0.1,0.0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",101.8,99.5
"Baron Davis","CHH","PG",75,209,1,21,82,82,3192,957,274,267,16.6,19.2,4.2,4.7,10,10,"397",123,50,33,21.4,19.7,1.2,0.7,101.8,99.5
"Scott Burrell","CHH","SF",79,218,7,30,4,0,41,15,6,8,12.8,18.8,0.1,0.1,2,0,"12",3,1,0,30.6,14.9,0.0,0.0,101.8,99.5
"David Wesley","CHH","SG",72,190,7,30,82,82,3106,1239,258,220,15.3,23.1,4.2,3.4,10,10,"394",134,33,28,16.7,19.4,0.9,0.4,101.8,99.5
"Lee Nailon","CHH","SF",81,238,0,25,42,0,469,136,1,60,11.7,17.9,0.4,0.6,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",101.8,99.5
"Eldridge Recasner","CHH","PG",75,190,6,33,43,0,403,114,39,30,6.2,17.0,-0.4,0.4,2,0,"9",1,0,0,13.6,19.3,0.0,0.0,101.8,99.5
"Derrick Coleman","CHH","PF",82,230,10,33,34,3,683,255,51,53,13.8,22.8,0.1,1.1,5,0,"88",34,8,12,9.9,22.5,-0.1,0.2,101.8,99.5
"Terrance Roberson","CHH","SF",79,215,0,24,3,0,13,2,1,3,-15.0,14.2,-0.1,0.0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",101.8,99.5
"Tim James","CHH","SF",79,212,1,24,30,0,197,52,3,27,5.8,15.5,-0.1,0.2,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",101.8,99.5
"Eddie Robinson","CHH","SF",80,210,1,24,67,6,1201,407,4,66,17.9,18.8,2.1,1.8,10,0,"192",60,3,12,15.4,16.3,0.3,0.2,101.8,99.5
"Elden Campbell","CHH","PF",83,215,10,32,78,78,2337,834,6,280,16.4,22.8,1.9,4.5,10,10,"287",106,0,37,14.2,23.2,0.1,0.5,101.8,99.5
