"Date","Name","Team","Started","B2B","MP","FGA","ThreePA","PF","USG%","ORtg","DRtg","Home","Away","Winner","TORtg","TDRtg"
19961101,"Luc Longley","Chicago Bulls",0,0,"11:00",3,0,5,28.5,68.0,106.0,"Boston Celtics","Chicago Bulls","Chicago Bulls",111.5,102.2
19961101,"Robert Parish","Chicago Bulls",0,0,"9:00",3,0,1,29.9,76.0,103.0,"Boston Celtics","Chicago Bulls","Chicago Bulls",111.5,102.2
19961101,"Frank Brickowski","Boston Celtics",0,0,"19:00",3,2,5,20.0,56.0,106.0,"Boston Celtics","Chicago Bulls","Chicago Bulls",102.2,111.5
19961101,"Jud Buechler","Chicago Bulls",0,0,"1:00",1,1,0,44.8,0.0,113.0,"Boston Celtics","Chicago Bulls","Chicago Bulls",111.5,102.2
19961101,"Dennis Rodman","Chicago Bulls",0,0,"40:00",8,0,3,10.6,146.0,96.0,"Boston Celtics","Chicago Bulls","Chicago Bulls",111.5,102.2
19961101,"Brett Szabo","Boston Celtics",0,0,"2:00",0,0,2,21.4,0.0,104.0,"Boston Celtics","Chicago Bulls","Chicago Bulls",102.2,111.5
19961101,"Eric Williams","Boston Celtics",0,0,"25:00",13,0,4,26.2,106.0,117.0,"Boston Celtics","Chicago Bulls","Chicago Bulls",102.2,111.5
19961101,"David Wesley","Boston Celtics",0,0,"41:00",16,4,4,18.7,128.0,112.0,"Boston Celtics","Chicago Bulls","Chicago Bulls",102.2,111.5
19961101,"Toni Kukoc","Chicago Bulls",0,0,"30:00",11,3,3,26.0,132.0,100.0,"Boston Celtics","Chicago Bulls","Chicago Bulls",111.5,102.2
19961101,"Todd Day","Boston Celtics",0,0,"20:00",7,2,5,16.9,135.0,110.0,"Boston Celtics","Chicago Bulls","Chicago Bulls",102.2,111.5
19961101,"Dickey Simpkins","Chicago Bulls",0,0,"5:00",0,0,0,16.9,53.0,113.0,"Boston Celtics","Chicago Bulls","Chicago Bulls",111.5,102.2
19961101,"Rick Fox","Boston Celtics",0,0,"37:00",14,5,2,20.2,79.0,112.0,"Boston Celtics","Chicago Bulls","Chicago Bulls",102.2,111.5
19961101,"Scottie Pippen","Chicago Bulls",0,0,"40:00",17,3,4,25.6,90.0,100.0,"Boston Celtics","Chicago Bulls","Chicago Bulls",111.5,102.2
19961101,"Antoine Walker","Boston Celtics",0,0,"27:00",12,3,4,23.4,90.0,116.0,"Boston Celtics","Chicago Bulls","Chicago Bulls",102.2,111.5
19961101,"Randy Brown","Chicago Bulls",0,0,"5:00",2,0,1,35.9,65.0,90.0,"Boston Celtics","Chicago Bulls","Chicago Bulls",111.5,102.2
19961101,"Michael Jordan","Chicago Bulls",0,0,"43:00",22,5,2,29.9,118.0,109.0,"Boston Celtics","Chicago Bulls","Chicago Bulls",111.5,102.2
19961101,"Bill Wennington","Chicago Bulls",0,0,"10:00",3,0,2,17.4,95.0,103.0,"Boston Celtics","Chicago Bulls","Chicago Bulls",111.5,102.2
19961101,"Pervis Ellison","Boston Celtics",0,0,"31:00",4,0,5,12.7,92.0,101.0,"Boston Celtics","Chicago Bulls","Chicago Bulls",102.2,111.5
19961101,"Dana Barros","Boston Celtics",0,0,"38:00",15,4,2,22.3,133.0,115.0,"Boston Celtics","Chicago Bulls","Chicago Bulls",102.2,111.5
19961101,"Steve Kerr","Chicago Bulls",0,0,"21:00",0,0,1,0.0,202.0,110.0,"Boston Celtics","Chicago Bulls","Chicago Bulls",111.5,102.2
19961101,"Ron Harper","Chicago Bulls",0,0,"25:00",4,1,1,8.8,163.0,100.0,"Boston Celtics","Chicago Bulls","Chicago Bulls",111.5,102.2
19961101,"Eric Montross","Dallas Mavericks",0,0,"24:00",5,0,3,11.7,95.0,96.0,"Denver Nuggets","Dallas Mavericks","Dallas Mavericks",96.0,95.0
19961101,"Mark Jackson","Denver Nuggets",0,0,"34:00",5,1,2,10.7,101.0,108.0,"Denver Nuggets","Dallas Mavericks","Dallas Mavericks",95.0,96.0
19961101,"Bryant Stith","Denver Nuggets",0,0,"37:00",15,2,3,21.3,99.0,95.0,"Denver Nuggets","Dallas Mavericks","Dallas Mavericks",95.0,96.0
19961101,"Derek Harper","Dallas Mavericks",0,0,"15:00",1,0,2,5.4,71.0,105.0,"Denver Nuggets","Dallas Mavericks","Dallas Mavericks",96.0,95.0
19961101,"Antonio McDyess","Denver Nuggets",0,0,"17:00",9,0,1,29.8,71.0,94.0,"Denver Nuggets","Dallas Mavericks","Dallas Mavericks",95.0,96.0
19961101,"Sarunas Marciulionis","Denver Nuggets",0,0,"18:00",9,1,2,31.1,115.0,100.0,"Denver Nuggets","Dallas Mavericks","Dallas Mavericks",95.0,96.0
19961101,"Tony Dumas","Dallas Mavericks",0,0,"10:00",4,2,2,19.6,108.0,97.0,"Denver Nuggets","Dallas Mavericks","Dallas Mavericks",96.0,95.0
19961101,"Loren Meyer","Dallas Mavericks",0,0,"23:00",7,0,6,19.0,66.0,96.0,"Denver Nuggets","Dallas Mavericks","Dallas Mavericks",96.0,95.0
19961101,"Dale Ellis","Denver Nuggets",0,0,"31:00",9,1,2,16.9,58.0,106.0,"Denver Nuggets","Dallas Mavericks","Dallas Mavericks",95.0,96.0
19961101,"Oliver Miller","Dallas Mavericks",0,0,"24:00",6,0,1,15.1,60.0,80.0,"Denver Nuggets","Dallas Mavericks","Dallas Mavericks",96.0,95.0
19961101,"George McCloud","Dallas Mavericks",0,0,"33:00",14,5,5,19.9,118.0,96.0,"Denver Nuggets","Dallas Mavericks","Dallas Mavericks",96.0,95.0
19961101,"Jim Jackson","Dallas Mavericks",0,0,"38:00",20,5,1,28.5,125.0,97.0,"Denver Nuggets","Dallas Mavericks","Dallas Mavericks",96.0,95.0
19961101,"Eric Murdock","Denver Nuggets",0,0,"14:00",4,1,0,14.7,145.0,101.0,"Denver Nuggets","Dallas Mavericks","Dallas Mavericks",95.0,96.0
19961101,"Ricky Pierce","Denver Nuggets",0,0,"9:00",3,0,2,24.3,106.0,96.0,"Denver Nuggets","Dallas Mavericks","Dallas Mavericks",95.0,96.0
19961101,"Ervin Johnson","Denver Nuggets",0,0,"43:00",8,0,3,9.3,123.0,90.0,"Denver Nuggets","Dallas Mavericks","Dallas Mavericks",95.0,96.0
19961101,"LaSalle Thompson","Denver Nuggets",0,0,"4:00",0,0,1,10.3,0.0,67.0,"Denver Nuggets","Dallas Mavericks","Dallas Mavericks",95.0,96.0
19961101,"Jamal Mashburn","Dallas Mavericks",0,0,"14:00",6,2,4,28.0,54.0,94.0,"Denver Nuggets","Dallas Mavericks","Dallas Mavericks",96.0,95.0
19961101,"Jason Kidd","Dallas Mavericks",0,0,"33:00",11,4,1,17.0,85.0,96.0,"Denver Nuggets","Dallas Mavericks","Dallas Mavericks",96.0,95.0
19961101,"Chris Gatling","Dallas Mavericks",0,0,"22:00",13,0,5,32.2,102.0,88.0,"Denver Nuggets","Dallas Mavericks","Dallas Mavericks",96.0,95.0
19961101,"Fred Roberts","Dallas Mavericks",0,0,"4:00",1,0,0,10.0,49.0,108.0,"Denver Nuggets","Dallas Mavericks","Dallas Mavericks",96.0,95.0
19961101,"LaPhonso Ellis","Denver Nuggets",0,0,"33:00",16,2,5,36.1,85.0,86.0,"Denver Nuggets","Dallas Mavericks","Dallas Mavericks",95.0,96.0
19961101,"Stacey Augmon","Detroit Pistons",0,0,"28:00",4,0,1,13.0,88.0,96.0,"Detroit Pistons","Indiana Pacers","Detroit Pistons",107.2,100.4
19961101,"Reggie Williams","Indiana Pacers",0,0,"20:00",7,1,3,20.9,72.0,104.0,"Detroit Pistons","Indiana Pacers","Detroit Pistons",100.4,107.2
19961101,"Lindsey Hunter","Detroit Pistons",0,0,"40:00",13,10,1,18.8,114.0,108.0,"Detroit Pistons","Indiana Pacers","Detroit Pistons",107.2,100.4
19961101,"Dale Davis","Indiana Pacers",0,0,"37:00",12,0,4,18.9,108.0,100.0,"Detroit Pistons","Indiana Pacers","Detroit Pistons",100.4,107.2
19961101,"Theo Ratliff","Detroit Pistons",0,0,"2:00",0,0,1,0.0,212.0,109.0,"Detroit Pistons","Indiana Pacers","Detroit Pistons",107.2,100.4
