"","Date","Name","Team","Started","B2B","MP","FGA","X3PA","PF","USG.","ORtg","DRtg","Home","Away","Winner","TORtg","TDRtg"
"1",19921106,"Kevin Willis","Atlanta Hawks",1,0,"40:00",1,3,0,92,111,"Atlanta Hawks","New York Knicks","New York Knicks",NA,NA,NA
"2",19921106,"Charles Smith","New York Knicks",0,0,"8:00",0,5,0,163,95,"Atlanta Hawks","New York Knicks","New York Knicks",NA,NA,NA
"3",19921106,"Travis Mays","Atlanta Hawks",1,0,"32:00",2,2,0,87,117,"Atlanta Hawks","New York Knicks","New York Knicks",NA,NA,NA
"4",19921106,"Jon Koncak","Atlanta Hawks",0,0,"12:00",0,1,0,107,110,"Atlanta Hawks","New York Knicks","New York Knicks",NA,NA,NA
"5",19921106,"Anthony Mason","New York Knicks",0,0,"38:00",0,5,0,105,104,"Atlanta Hawks","New York Knicks","New York Knicks",NA,NA,NA
"6",19921106,"Mookie Blaylock","Atlanta Hawks",0,0,"26:00",0,2,0,87,103,"Atlanta Hawks","New York Knicks","New York Knicks",NA,NA,NA
"7",19921106,"Duane Ferrell","Atlanta Hawks",0,0,"12:00",0,0,0,203,120,"Atlanta Hawks","New York Knicks","New York Knicks",NA,NA,NA
"8",19921106,"Patrick Ewing","New York Knicks",1,0,"33:00",0,5,0,93,92,"Atlanta Hawks","New York Knicks","New York Knicks",NA,NA,NA
"9",19921106,"Dominique Wilkins","Atlanta Hawks",1,0,"39:00",3,2,0,108,119,"Atlanta Hawks","New York Knicks","New York Knicks",NA,NA,NA
"10",19921106,"Morlon Wiley","Atlanta Hawks",1,0,"22:00",2,3,0,95,115,"Atlanta Hawks","New York Knicks","New York Knicks",NA,NA,NA
"11",19921106,"Charles Oakley","New York Knicks",1,0,"29:00",0,3,0,154,99,"Atlanta Hawks","New York Knicks","New York Knicks",NA,NA,NA
"12",19921106,"Rolando Blackman","New York Knicks",0,0,"13:00",0,0,0,125,105,"Atlanta Hawks","New York Knicks","New York Knicks",NA,NA,NA
"13",19921106,"Greg Anthony","New York Knicks",0,0,"14:00",0,1,0,83,103,"Atlanta Hawks","New York Knicks","New York Knicks",NA,NA,NA
"14",19921106,"Jeff Sanders","Atlanta Hawks",0,0,"10:00",0,2,0,73,101,"Atlanta Hawks","New York Knicks","New York Knicks",NA,NA,NA
"15",19921106,"Blair Rasmussen","Atlanta Hawks",1,0,"22:00",0,4,0,107,118,"Atlanta Hawks","New York Knicks","New York Knicks",NA,NA,NA
"16",19921106,"Doc Rivers","New York Knicks",1,0,"34:00",3,3,0,85,102,"Atlanta Hawks","New York Knicks","New York Knicks",NA,NA,NA
"17",19921106,"Tony Campbell","New York Knicks",1,0,"36:00",0,4,0,113,98,"Atlanta Hawks","New York Knicks","New York Knicks",NA,NA,NA
"18",19921106,"John Starks","New York Knicks",1,0,"35:00",2,2,0,148,99,"Atlanta Hawks","New York Knicks","New York Knicks",NA,NA,NA
"19",19921106,"Paul Graham","Atlanta Hawks",0,0,"16:00",0,2,0,103,117,"Atlanta Hawks","New York Knicks","New York Knicks",NA,NA,NA
"20",19921106,"Adam Keefe","Atlanta Hawks",0,0,"9:00",0,2,0,97,111,"Atlanta Hawks","New York Knicks","New York Knicks",NA,NA,NA
"21",19921106,"Chris Smith","Minnesota Timberwolves",0,0,"15:00",2,2,0,94,111,"Boston Celtics","Minnesota Timberwolves","Boston Celtics",NA,NA,NA
"22",19921106,"Dee Brown","Boston Celtics",0,0,"27:00",3,4,0,146,97,"Boston Celtics","Minnesota Timberwolves","Boston Celtics",NA,NA,NA
"23",19921106,"Kevin McHale","Boston Celtics",0,0,"8:00",0,0,0,78,108,"Boston Celtics","Minnesota Timberwolves","Boston Celtics",NA,NA,NA
"24",19921106,"Christian Laettner","Minnesota Timberwolves",1,0,"30:00",0,2,0,75,115,"Boston Celtics","Minnesota Timberwolves","Boston Celtics",NA,NA,NA
"25",19921106,"Chuck Person","Minnesota Timberwolves",1,0,"42:00",5,3,0,106,124,"Boston Celtics","Minnesota Timberwolves","Boston Celtics",NA,NA,NA
"26",19921106,"Ed Pinckney","Boston Celtics",0,0,"22:00",0,2,0,128,90,"Boston Celtics","Minnesota Timberwolves","Boston Celtics",NA,NA,NA
"27",19921106,"Gerald Glass","Minnesota Timberwolves",0,0,"23:00",0,2,0,86,121,"Boston Celtics","Minnesota Timberwolves","Boston Celtics",NA,NA,NA
"28",19921106,"Reggie Lewis","Boston Celtics",1,0,"34:00",0,2,0,135,100,"Boston Celtics","Minnesota Timberwolves","Boston Celtics",NA,NA,NA
"29",19921106,"Xavier McDaniel","Boston Celtics",1,0,"26:00",0,3,0,79,102,"Boston Celtics","Minnesota Timberwolves","Boston Celtics",NA,NA,NA
"30",19921106,"Doug West","Minnesota Timberwolves",1,0,"24:00",0,3,0,67,126,"Boston Celtics","Minnesota Timberwolves","Boston Celtics",NA,NA,NA
"31",19921106,"Micheal Williams","Minnesota Timberwolves",1,0,"33:00",4,3,0,100,117,"Boston Celtics","Minnesota Timberwolves","Boston Celtics",NA,NA,NA
"32",19921106,"Rick Fox","Boston Celtics",0,0,"23:00",1,3,0,155,93,"Boston Celtics","Minnesota Timberwolves","Boston Celtics",NA,NA,NA
"33",19921106,"Joe Wolf","Boston Celtics",0,0,"3:00",0,1,0,52,80,"Boston Celtics","Minnesota Timberwolves","Boston Celtics",NA,NA,NA
"34",19921106,"Joe Kleine","Boston Celtics",0,0,"18:00",0,2,0,122,90,"Boston Celtics","Minnesota Timberwolves","Boston Celtics",NA,NA,NA
"35",19921106,"Robert Parish","Boston Celtics",1,0,"30:00",0,2,0,132,96,"Boston Celtics","Minnesota Timberwolves","Boston Celtics",NA,NA,NA
"36",19921106,"Bart Kofoed","Boston Celtics",0,0,"2:00",0,0,0,0,108,"Boston Celtics","Minnesota Timberwolves","Boston Celtics",NA,NA,NA
"37",19921106,"Gundars Vetra","Minnesota Timberwolves",0,0,"1:00",0,0,0,35,95,"Boston Celtics","Minnesota Timberwolves","Boston Celtics",NA,NA,NA
"38",19921106,"Mark Randall","Minnesota Timberwolves",0,0,"3:00",0,0,0,0,127,"Boston Celtics","Minnesota Timberwolves","Boston Celtics",NA,NA,NA
"39",19921106,"Thurl Bailey","Minnesota Timberwolves",0,0,"26:00",0,1,0,87,118,"Boston Celtics","Minnesota Timberwolves","Boston Celtics",NA,NA,NA
"40",19921106,"Felton Spencer","Minnesota Timberwolves",1,0,"14:00",0,3,0,166,115,"Boston Celtics","Minnesota Timberwolves","Boston Celtics",NA,NA,NA
"41",19921106,"Luc Longley","Minnesota Timberwolves",0,0,"26:00",0,5,0,96,110,"Boston Celtics","Minnesota Timberwolves","Boston Celtics",NA,NA,NA
"42",19921106,"Bob McCann","Minnesota Timberwolves",0,0,"3:00",0,1,0,0,125,"Boston Celtics","Minnesota Timberwolves","Boston Celtics",NA,NA,NA
"43",19921106,"Sherman Douglas","Boston Celtics",1,0,"27:00",0,2,0,97,99,"Boston Celtics","Minnesota Timberwolves","Boston Celtics",NA,NA,NA
"44",19921106,"Kevin Gamble","Boston Celtics",1,0,"20:00",0,1,0,100,97,"Boston Celtics","Minnesota Timberwolves","Boston Celtics",NA,NA,NA
"45",19921106,"Mike Gminski","Charlotte Hornets",0,0,"4:00",0,1,0,200,106,"Charlotte Hornets","Washington Bullets","Charlotte Hornets",NA,NA,NA
"46",19921106,"Kendall Gill","Charlotte Hornets",1,0,"33:00",0,4,0,98,111,"Charlotte Hornets","Washington Bullets","Charlotte Hornets",NA,NA,NA
