"Name","Team","Position","Height","Weight","Exp","Age","G","GS","MP","FGA","3PA","PF","PER","USG%","OWS","DWS","PG","PGS","PMP","PFGA","P3PA","PPF","PPER","PUSG%","POWS","PDWS","TORtg","TDRtg"
"Moochie Norris","NOK","PG",73,175,8,32,16,0,183,47,9,18,9.6,19.1,-0.1,0.1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",103.7,106.8
"Marcus Fizer","NOK","PF",81,262,5,27,3,0,39,17,1,5,14.1,23.8,0.0,0.0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",103.7,106.8
"P.J. Brown","NOK","C",83,225,12,36,75,73,2380,583,0,216,12.7,14.7,2.1,2.3,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",103.7,106.8
"J.R. Smith","NOK","SG",78,220,1,20,55,25,989,366,140,90,12.7,21.9,0.4,0.8,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",103.7,106.8
"Linton Johnson","NOK","SF",80,205,2,25,27,7,489,139,36,54,10.5,16.5,-0.1,0.5,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",103.7,106.8
"Aaron Williams","NOK","C",81,220,11,34,34,2,692,157,0,110,12.2,13.8,0.8,0.7,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",103.7,106.8
"Marc Jackson","NOK","C",82,270,5,31,27,10,594,221,2,56,13.9,21.5,0.3,0.4,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",103.7,106.8
"Speedy Claxton","NOK","PG",71,166,4,27,71,3,2019,736,63,177,16.1,23.8,1.1,2.0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",103.7,106.8
"David West","NOK","PF",81,240,2,25,74,74,2526,1036,11,214,19.7,23.0,4.8,2.6,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",103.7,106.8
"Bostjan Nachbar","NOK","PF",81,221,3,25,25,13,405,124,57,52,7.3,18.4,-0.3,0.4,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",103.7,106.8
"Andrew Bogut","MIL","PF",84,245,0,21,82,77,2348,606,3,259,15.2,15.9,3.1,2.4,5,5,"172",46,0,21,8.3,15.6,-0.1,-0.1,106.3,107.4
"Dan Gadzuric","MIL","C",83,240,3,27,74,0,885,309,1,171,17.2,19.8,1.3,1.1,4,0,"16",9,0,3,51.7,28.8,0.1,0.0,106.3,107.4
"Jiri Welsch","MIL","SF",79,208,3,26,58,2,866,222,49,65,9.8,15.9,0.1,0.7,4,0,"15",4,0,1,25.6,17.9,0.1,0.0,106.3,107.4
"Bobby Simmons","MIL","SF",79,210,4,25,75,74,2538,808,250,254,13.8,18.3,3.3,2.0,5,5,"159",42,12,11,7.1,14.1,-0.2,0.0,106.3,107.4
"T.J. Ford","MIL","PG",72,165,1,22,72,70,2557,789,104,196,13.1,20.0,0.4,2.1,5,5,"162",51,5,20,13.9,20.8,0.1,-0.1,106.3,107.4
"Mo Williams","MIL","PG",73,185,2,23,58,12,1531,629,191,146,15.0,23.4,1.5,1.0,5,0,"75",34,11,12,11.3,24.9,0.0,-0.1,106.3,107.4
"Michael Redd","MIL","SG",78,220,5,26,80,80,3130,1516,413,157,21.2,28.3,8.8,2.0,5,5,"185",84,15,11,28.4,28.8,1.0,-0.2,106.3,107.4
"Reece Gaines","MIL","PG",78,205,2,25,12,0,54,12,2,1,6.7,12.5,0.0,0.0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",106.3,107.4
"Toni Kukoc","MIL","PF",82,192,12,37,65,0,1018,298,147,87,11.9,17.4,0.2,0.9,3,0,"53",14,8,8,17.4,15.7,0.2,0.0,106.3,107.4
"Jamaal Magloire","MIL","C",83,259,5,27,82,82,2465,615,0,276,11.1,17.2,-0.8,2.9,5,5,"135",38,0,14,14.7,17.5,0.1,0.0,106.3,107.4
"Joe Smith","MIL","PF",82,225,10,30,44,5,887,305,2,120,16.1,20.4,1.4,0.9,5,0,"106",33,0,16,14.2,16.7,0.2,0.0,106.3,107.4
"Ervin Johnson","MIL","C",83,245,12,38,18,0,81,17,0,23,3.1,12.9,-0.1,0.1,3,0,"11",1,0,1,9.0,12.2,0.0,0.0,106.3,107.4
"Josh Davis","MIL","PF",80,235,2,25,4,0,12,4,1,2,5.2,19.0,0.0,0.0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",106.3,107.4
"Jermaine Jackson","MIL","PG",76,204,4,29,30,2,202,26,4,19,8.2,10.2,0.1,0.1,2,0,"4",2,0,1,-7.8,23.3,0.0,0.0,106.3,107.4
"Charlie Bell","MIL","SG",75,200,1,26,59,6,1283,410,168,126,14.7,17.5,2.2,1.1,5,0,"108",43,11,15,10.9,21.6,0.1,-0.1,106.3,107.4
"Matt Barnes","PHI","PF",79,235,2,25,50,0,538,110,11,92,10.8,13.0,0.6,0.4,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",106.0,108.1
"Andre Iguodala","PHI","SF",78,207,1,22,82,82,3086,688,158,198,14.8,14.7,4.9,2.6,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",106.0,108.1
"Deng Gai","PHI","C",81,250,0,23,2,0,5,0,0,0,0.0,0.0,0.0,0.0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",106.0,108.1
"James Thomas","PHI","PF",80,235,1,25,15,0,124,13,0,32,4.1,9.6,0.0,0.1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",106.0,108.1
"Kevin Ollie","PHI","SG",76,195,8,33,70,23,1069,174,3,103,7.8,9.6,0.5,0.5,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",106.0,108.1
"Kyle Korver","PHI","SF",79,210,2,24,82,43,2563,761,438,224,12.3,16.2,3.2,1.3,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",106.0,108.1
"Zendon Hamilton","PHI","C",83,250,5,30,1,0,3,1,0,1,8.2,28.6,0.0,0.0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",106.0,108.1
"Allen Iverson","PHI","PG",72,165,9,30,72,72,3103,1822,223,121,25.9,35.8,8.8,1.8,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",106.0,108.1
"Steven Hunter","PHI","C",84,220,4,24,69,35,1312,291,0,120,13.9,14.4,1.5,1.0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",106.0,108.1
"Shavlik Randolph","PHI","PF",82,240,0,22,57,1,487,97,0,83,12.6,14.0,0.5,0.5,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",106.0,108.1
"John Salmons","PHI","SG",79,210,3,26,82,24,2059,521,87,178,10.7,16.3,0.5,1.2,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",106.0,108.1
"Samuel Dalembert","PHI","C",83,250,3,24,66,52,1761,369,1,244,14.2,13.8,0.9,2.6,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",106.0,108.1
"Lee Nailon","PHI","PF",81,238,5,30,22,0,237,80,0,32,14.5,18.6,0.3,0.2,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",106.0,108.1
"Lou Williams","PHI","PG",74,175,0,19,30,0,145,52,9,13,9.0,22.2,-0.2,0.1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",106.0,108.1
"Willie Green","PHI","SG",76,200,2,24,10,2,153,66,19,13,8.6,23.9,-0.2,0.0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",106.0,108.1
"Michael Bradley","PHI","PF",82,245,4,26,46,1,367,79,5,39,8.4,12.3,-0.2,0.3,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",106.0,108.1
"Chris Webber","PHI","PF",81,245,12,32,75,75,2893,1422,77,219,18.4,27.7,1.1,3.3,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",106.0,108.1
"Keith Van Horn","DAL","SF",82,220,8,30,53,0,1090,387,136,121,13.8,21.8,1.1,1.2,14,3,"172",59,28,24,5.8,17.9,-0.1,0.2,111.8,105.0
"Erick Dampier","DAL","C",83,265,9,30,82,36,1934,347,0,263,13.9,13.4,1.9,2.9,19,2,"454",63,1,75,13.9,9.7,0.8,0.8,111.8,105.0
"Doug Christie","DAL","SG",78,200,13,35,7,7,185,26,1,10,6.8,9.4,-0.1,0.2,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",111.8,105.0
"DeSagana Diop","DAL","C",84,300,4,24,81,45,1510,154,2,253,11.5,6.9,1.3,2.7,22,18,"407",39,0,81,11.8,6.6,0.5,0.8,111.8,105.0
"Dirk Nowitzki","DAL","PF",84,237,7,27,81,81,3089,1564,271,164,28.1,30.0,13.5,4.3,23,23,"983",419,67,64,26.8,26.9,3.8,1.6,111.8,105.0
"Adrian Griffin","DAL","SG",77,217,6,31,52,45,1245,204,2,113,11.6,10.0,1.4,1.5,20,8,"349",59,0,42,13.0,9.8,0.5,0.5,111.8,105.0
"Jerry Stackhouse","DAL","SG",78,218,10,31,55,11,1525,603,130,96,14.5,25.2,1.2,1.2,22,1,"711",276,65,43,12.6,22.6,0.3,0.6,111.8,105.0
"Rawle Marshall","DAL","SF",81,190,0,23,23,9,241,60,3,17,10.1,17.0,-0.1,0.3,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",111.8,105.0
"Josh Powell","DAL","PF",81,225,0,23,37,2,429,81,0,52,9.2,13.4,0.3,0.4,6,0,"25",4,0,5,-8.0,9.3,-0.1,0.0,111.8,105.0
"Didier Ilunga-Mbenga","DAL","C",84,245,1,25,43,1,237,60,1,47,13.4,16.7,0.0,0.4,7,0,"25",3,0,9,-1.5,12.8,-0.1,0.0,111.8,105.0
"Jason Terry","DAL","PG",74,176,6,28,80,80,2798,1099,416,196,18.4,22.2,7.4,2.3,22,22,"844",369,101,55,16.1,24.4,1.0,0.9,111.8,105.0
"Darrell Armstrong","DAL","PG",72,170,11,37,62,2,622,128,48,71,7.3,15.4,-0.7,0.7,11,0,"47",15,7,9,1.6,16.7,-0.1,0.1,111.8,105.0
"Marquis Daniels","DAL","SG",78,200,2,25,62,29,1766,512,19,143,14.9,18.3,2.4,1.7,20,0,"222",56,5,26,11.7,16.2,0.2,0.2,111.8,105.0
"Josh Howard","DAL","SF",79,210,2,25,59,58,1915,743,63,167,19.3,22.9,4.4,2.3,23,23,"824",309,65,85,16.3,22.8,0.9,1.2,111.8,105.0
"Pavel Podkolzin","DAL","C",89,260,1,21,1,0,18,2,0,0,2.3,17.2,-0.1,0.0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",111.8,105.0
"Devin Harris","DAL","PG",75,185,1,22,56,4,1275,405,21,121,17.4,21.7,2.3,1.4,23,15,"558",171,8,69,11.7,20.4,0.1,0.6,111.8,105.0
"Shawn Marion","PHO","PF",79,220,6,27,81,81,3263,1365,290,223,23.6,22.3,8.6,5.9,20,20,"849",333,70,65,20.9,21.3,1.7,1.0,111.5,105.8
"Nikoloz Tskitishvili","PHO","SF",84,225,3,22,12,0,86,33,3,8,10.6,22.0,0.0,0.1,4,0,"8",3,1,1,-10.8,28.7,-0.1,0.0,111.5,105.8
"Steve Nash","PHO","PG",75,195,9,31,79,79,2796,1056,342,120,23.3,23.3,10.3,2.1,20,20,"798",291,87,38,21.3,23.5,2.5,0.1,111.5,105.8
"Kurt Thomas","PHO","C",81,230,10,33,53,50,1411,391,0,193,13.1,15.5,1.3,2.0,1,0,"6",0,0,2,1.0,6.9,0.0,0.0,111.5,105.8
"Andre Barrett","PHO","PG",70,172,1,23,2,0,21,7,1,1,14.1,19.9,0.0,0.0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",111.5,105.8
"Eddie House","PHO","PG",73,180,5,27,81,0,1421,759,316,96,15.2,26.9,0.5,1.1,14,0,"130",52,14,10,4.6,21.3,-0.3,0.0,111.5,105.8
"Dijon Thompson","PHO","SG",79,195,0,22,10,0,43,25,11,6,22.0,29.1,0.1,0.1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",111.5,105.8
"Raja Bell","PHO","SG",77,204,5,29,79,79,2959,930,446,248,12.9,16.4,4.7,2.1,17,17,"673",165,86,70,12.1,13.5,1.4,0.1,111.5,105.8
"Josh Davis","PHO","PF",80,235,2,25,1,0,5,3,1,0,33.7,38.7,0.0,0.0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",111.5,105.8
"Jim Jackson","PHO","SF",78,220,13,35,27,1,420,129,63,46,3.2,17.6,-1.1,0.4,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",111.5,105.8
"Leandro Barbosa","PHO","SG",75,176,2,23,57,11,1592,567,196,145,15.1,20.3,2.6,1.2,20,3,"632",219,69,66,13.6,20.4,0.8,0.1,111.5,105.8
"Brian Grant","PHO","C",81,254,11,33,21,2,248,65,0,45,6.6,13.6,-0.1,0.3,5,0,"12",3,0,7,-6.6,15.2,0.0,0.0,111.5,105.8
"Boris Diaw","PHO","PF",80,215,2,23,81,70,2874,853,30,260,17.3,17.9,5.9,3.0,20,20,"796",289,7,64,18.8,22.6,1.4,0.4,111.5,105.8
"Tim Thomas","PHO","PF",82,230,8,28,26,10,634,246,105,77,12.4,21.0,0.2,0.7,20,14,"636",220,108,90,16.7,19.5,1.2,0.5,111.5,105.8
"Pat Burke","PHO","C",83,250,1,32,42,0,346,127,7,62,9.9,21.9,-0.3,0.4,3,0,"7",4,2,0,33.8,29.9,0.0,0.0,111.5,105.8
"James Jones","PHO","SF",80,225,2,25,75,24,1772,581,285,142,13.2,16.9,2.3,1.7,20,6,"353",82,26,25,9.5,13.7,-0.1,0.3,111.5,105.8
"Amar'e Stoudemire","PHO","C",82,245,3,23,3,3,50,27,1,4,17.8,28.7,0.0,0.1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",111.5,105.8
"Sharrod Ford","PHO","PF",81,225,0,24,3,0,13,3,0,7,0.6,17.2,0.0,0.0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",111.5,105.8
"Carmelo Anthony","DEN","SF",80,230,2,21,80,80,2941,1572,152,229,22.0,32.0,6.8,2.6,5,5,"193",99,4,20,10.7,31.2,-0.3,0.3,105.5,105.2
"Eduardo Najera","DEN","PF",80,240,5,29,64,3,1449,301,12,165,10.9,12.5,1.0,1.8,4,3,"89",14,0,13,-0.4,9.8,-0.2,0.1,105.5,105.2
"Voshon Lenard","DEN","SG",76,205,10,32,12,6,238,103,35,21,10.1,22.5,-0.2,0.2,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",105.5,105.2
"Earl Boykins","DEN","PG",65,135,7,29,60,0,1542,661,179,73,15.7,23.8,2.0,0.9,5,0,"140",59,19,6,11.2,21.8,0.0,0.2,105.5,105.2
"Reggie Evans","DEN","PF",80,245,3,25,26,2,605,95,0,71,9.2,13.4,-0.4,1.0,5,0,"69",7,2,11,11.3,13.3,0.0,0.1,105.5,105.2
"Kenyon Martin","DEN","PF",81,234,5,28,56,49,1546,600,22,171,16.7,21.6,1.8,2.0,2,0,"35",13,0,5,10.8,21.2,-0.1,0.1,105.5,105.2
"Charles Smith","DEN","SG",76,194,4,30,1,0,2,1,1,1,-28.1,22.4,0.0,0.0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",105.5,105.2
"Francisco Elson","DEN","C",84,235,2,29,72,54,1579,284,5,211,10.1,10.8,0.8,2.0,5,2,"75",5,0,13,4.9,4.7,0.0,0.1,105.5,105.2
"Earl Watson","DEN","PG",73,195,4,26,46,10,975,282,172,95,12.8,17.6,0.8,0.8,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",105.5,105.2
"Ruben Patterson","DEN","SG",77,224,7,30,26,20,736,256,6,71,15.4,22.7,0.4,0.7,4,1,"58",17,0,6,10.2,16.8,0.0,0.1,105.5,105.2
"Julius Hodge","DEN","SG",79,210,0,22,14,0,33,13,0,7,4.2,33.3,-0.2,0.0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",105.5,105.2
"Nene Hilario","DEN","PF",83,260,3,23,1,0,3,1,0,1,-54.4,44.8,-0.1,0.0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",105.5,105.2
"Howard Eisley","DEN","PG",74,177,11,33,19,0,282,86,38,23,10.0,18.2,0.0,0.2,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",105.5,105.2
"Greg Buckner","DEN","SG",76,210,6,29,73,27,1758,417,243,180,11.4,12.6,1.7,2.0,5,4,"137",55,32,12,14.2,19.1,0.2,0.2,105.5,105.2
"Linas Kleiza","DEN","PF",80,245,0,21,61,2,519,173,13,87,13.2,19.4,0.6,0.6,3,0,"14",8,1,3,11.1,25.1,0.0,0.0,105.5,105.2
"Andre Miller","DEN","PG",74,200,6,29,82,82,2937,872,27,213,16.4,20.0,3.6,2.6,5,5,"182",77,0,12,15.3,24.3,0.0,0.2,105.5,105.2
"DerMarr Johnson","DEN","SG",81,201,4,25,58,21,924,306,160,86,11.7,17.9,0.5,0.8,3,0,"34",13,10,1,4.0,18.1,-0.1,0.1,105.5,105.2
"Bryon Russell","DEN","SF",79,225,12,35,1,0,3,0,0,0,16.4,0.0,0.0,0.0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",105.5,105.2
"Marcus Camby","DEN","C",83,220,9,31,56,54,1857,649,11,158,19.9,19.5,1.0,4.5,5,5,"175",62,0,14,15.9,17.6,0.0,0.4,105.5,105.2
"Sean Marks","SAS","PF",82,250,5,30,25,0,181,71,3,21,17.9,22.0,0.2,0.4,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",107.3,99.6
"Nick Van Exel","SAS","PG",73,170,12,34,65,2,986,343,154,60,11.0,20.2,0.1,1.3,12,0,"133",32,10,14,5.7,15.0,-0.1,0.0,107.3,99.6
"Manu Ginobili","SAS","SG",78,210,3,28,65,56,1813,669,217,156,22.4,25.0,5.1,3.7,13,11,"426",157,42,43,21.5,26.1,1.0,0.3,107.3,99.6
"Tim Duncan","SAS","PF",83,248,8,29,80,80,2784,1185,5,219,23.1,27.7,3.9,6.9,13,13,"493",211,2,50,30.4,29.9,2.0,0.6,107.3,99.6
"Tony Parker","SAS","PG",74,180,4,23,80,80,2715,1136,36,161,20.8,27.1,5.5,4.1,13,13,"475",226,9,31,17.5,30.8,0.2,0.2,107.3,99.6
"Beno Udrih","SAS","PG",75,205,1,23,54,3,586,233,70,55,15.3,25.1,0.5,0.8,7,0,"47",30,6,8,8.1,36.4,-0.1,0.0,107.3,99.6
"Michael Finley","SAS","SG",79,215,10,32,77,18,2038,695,279,97,12.7,18.9,2.0,2.9,13,4,"411",105,47,19,13.1,14.5,0.6,0.2,107.3,99.6
"Brent Barry","SAS","SG",78,185,10,34,74,5,1259,345,202,99,14.8,16.0,2.1,2.2,13,2,"301",61,34,29,15.6,12.8,0.8,0.1,107.3,99.6
"Bruce Bowen","SAS","SF",79,185,9,34,82,82,2755,536,245,191,9.1,11.1,1.7,4.5,13,13,"442",61,30,42,7.9,7.8,0.4,0.1,107.3,99.6
"Rasho Nesterovic","SAS","C",84,248,7,29,80,51,1515,334,2,209,11.0,12.6,0.9,2.9,9,1,"114",19,1,17,12.7,9.3,0.2,0.1,107.3,99.6
"Fabricio Oberto","SAS","C",82,245,0,30,59,0,490,93,2,91,9.3,12.9,0.2,0.9,7,0,"34",9,0,7,4.8,18.3,-0.1,0.0,107.3,99.6
"Robert Horry","SAS","PF",81,220,13,35,63,3,1182,292,144,115,13.5,14.7,1.0,2.5,13,5,"224",37,17,31,12.5,12.7,0.3,0.2,107.3,99.6
"Alex Scales","SAS","SG",76,185,0,27,1,0,0,0,0,0,0,0,0.0,0.0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",107.3,99.6
"Melvin Sanders","SAS","SG",77,210,0,25,16,0,113,33,3,20,10.5,19.2,0.0,0.2,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",107.3,99.6
"Nazr Mohammed","SAS","C",82,221,7,28,80,30,1389,377,0,220,15.0,18.3,1.7,2.8,8,3,"94",15,1,17,21.9,16.0,0.3,0.1,107.3,99.6
"Qyntel Woods","NYK","SF",80,221,3,24,49,16,1013,254,60,96,12.4,15.6,0.7,0.6,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",104.0,111.0
"Quentin Richardson","NYK","SF",78,223,5,25,55,43,1442,459,188,134,9.6,17.4,0.2,0.5,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",104.0,111.0
"Matt Barnes","NYK","SF",79,235,2,25,6,5,93,30,4,8,9.8,18.4,-0.1,0.1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",104.0,111.0
"Nate Robinson","NYK","PG",69,180,0,21,72,26,1544,565,146,201,12.6,22.5,1.0,0.5,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",104.0,111.0
"Channing Frye","NYK","C",83,248,0,22,65,14,1572,640,9,200,18.1,24.2,2.6,0.9,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",104.0,111.0
"Antonio Davis","NYK","PF",81,215,12,37,36,31,749,159,1,99,8.9,13.8,0.0,0.3,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",104.0,111.0
"Maurice Taylor","NYK","PF",81,260,7,29,67,13,1210,389,1,177,8.5,19.8,-1.0,0.4,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",104.0,111.0
"Jalen Rose","NYK","SG",80,210,11,33,26,23,747,239,57,55,14.5,20.2,1.3,0.0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",104.0,111.0
"Malik Rose","NYK","PF",79,250,9,31,72,35,1119,281,1,145,10.2,17.1,-0.3,0.8,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",104.0,111.0
"Stephon Marbury","NYK","PG",74,180,9,28,60,60,2193,774,104,143,16.4,22.2,3.5,0.3,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",104.0,111.0
"Steve Francis","NYK","SG",75,195,6,28,24,15,659,190,13,62,13.4,20.4,0.4,0.2,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",104.0,111.0
"Jerome James","NYK","C",84,300,5,30,45,9,406,121,0,104,6.3,21.2,-0.7,0.2,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",104.0,111.0
"Jamal Crawford","NYK","SG",77,200,5,25,79,27,2555,879,293,150,15.5,21.5,3.7,0.8,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",104.0,111.0
"Anfernee Hardaway","NYK","SF",79,195,12,34,4,0,72,14,1,7,2.0,13.1,-0.2,0.0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",104.0,111.0
"Trevor Ariza","NYK","SF",80,200,1,20,36,10,709,146,3,78,10.2,14.4,-0.4,0.6,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",104.0,111.0
