"Name","Team","Position","Height","Weight","Exp","Age","G","GS","MP","FGA","3PA","PF","PER","USG%","OWS","DWS","PG","PGS","PMP","PFGA","P3PA","PPF","PPER","PUSG%","POWS","PDWS","TORtg","TDRtg"
"Leon Powe","BOS","C",80,240,0,23,63,2,720,177,2,104,14.6,18.1,0.9,0.8,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",103.2,106.9
"Paul Pierce","BOS","SG",79,235,8,29,47,46,1740,850,275,122,21.7,30.7,3.8,1.6,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",103.2,106.9
"Brian Scalabrine","BOS","PF",81,241,5,28,54,17,1027,191,110,130,6.6,10.8,0.2,0.7,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",103.2,106.9
"Delonte West","BOS","SG",76,180,2,23,69,47,2219,717,178,152,14.0,19.3,1.9,1.8,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",103.2,106.9
"Ryan Gomes","BOS","PF",79,250,1,24,73,60,2275,723,42,169,13.7,18.5,2.5,1.7,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",103.2,106.9
"Danny Granger","IND","SF",81,222,1,23,82,57,2785,868,288,245,13.9,18.2,3.9,2.6,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",102.9,105.5
"Ike Diogu","IND","PF",80,250,1,23,42,2,538,183,0,87,13.5,22.8,0.3,0.6,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",102.9,105.5
"Mike Dunleavy","IND","SG",81,220,4,26,43,43,1529,480,120,120,13.8,18.5,1.6,1.6,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",102.9,105.5
"Rawle Marshall","IND","SG",81,190,1,24,40,2,361,89,18,22,6.7,15.9,-0.3,0.3,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",102.9,105.5
"Jamaal Tinsley","IND","PG",75,195,5,28,72,72,2243,889,193,190,15.2,23.8,0.2,2.6,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",102.9,105.5
"David Harrison","IND","C",84,280,2,24,24,2,190,58,0,47,7.0,22.1,-0.5,0.3,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",102.9,105.5
"Jermaine O'Neal","IND","C",83,226,10,28,69,69,2459,1141,7,232,18.8,28.1,0.5,4.1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",102.9,105.5
"Keith McLeod","IND","PG",74,188,3,27,22,7,339,83,22,30,8.0,15.5,0.0,0.2,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",102.9,105.5
"Darrell Armstrong","IND","PG",72,170,12,38,81,4,1275,377,214,102,15.1,17.4,1.7,1.5,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",102.9,105.5
"Shawne Williams","IND","SG",81,225,0,20,46,3,556,160,52,69,9.7,15.5,0.3,0.4,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",102.9,105.5
"Troy Murphy","IND","PF",83,245,5,26,42,31,1185,401,88,133,14.3,18.3,1.4,1.4,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",102.9,105.5
"Jeff Foster","IND","C",83,236,7,30,75,43,1740,260,1,202,13.0,9.9,1.8,2.7,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",102.9,105.5
"Josh Powell","IND","PF",81,225,1,24,7,0,64,15,0,18,-1.3,17.7,-0.2,0.1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",102.9,105.5
"Orien Greene","IND","SG",76,208,1,24,41,0,254,62,11,38,6.5,17.8,-0.6,0.4,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",102.9,105.5
"Sarunas Jasikevicius","IND","SG",76,195,1,30,37,1,664,221,86,53,12.9,20.8,0.6,0.4,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",102.9,105.5
"Marquis Daniels","IND","SG",78,200,3,26,45,4,800,281,26,56,11.6,20.8,-0.1,0.7,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",102.9,105.5
"Stephen Jackson","IND","SG",80,218,6,28,37,32,1186,430,138,87,13.1,21.7,0.7,1.0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",102.9,105.5
"Al Harrington","IND","PF",81,230,8,26,36,36,1208,487,118,116,13.4,23.1,0.3,1.1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",102.9,105.5
"Maceo Baston","IND","PF",81,215,1,31,47,2,405,76,7,65,13.7,14.2,0.5,0.5,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",102.9,105.5
"Walter Herrmann","CHA","PF",81,225,0,27,48,12,936,330,115,76,16.1,18.7,1.8,0.6,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",103.6,107.6
"Sean May","CHA","PF",81,266,1,22,35,8,838,328,3,100,19.1,23.5,1.3,1.0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",103.6,107.6
"Derek Anderson","CHA","SF",77,194,9,32,50,32,1190,294,152,115,13.7,15.1,2.0,0.9,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",103.6,107.6
"Adam Morrison","CHA","PF",80,205,0,22,78,23,2326,944,258,179,7.9,22.4,-2.2,0.8,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",103.6,107.6
"Ryan Hollins","CHA","C",84,230,0,22,27,0,185,36,0,40,8.5,17.1,0.0,0.2,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",103.6,107.6
"Primoz Brezec","CHA","C",86,252,5,27,58,40,838,274,3,161,9.7,18.5,0.0,0.6,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",103.6,107.6
"Othella Harrington","CHA","PF",81,235,10,33,26,0,220,56,0,49,5.0,16.7,-0.1,0.1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",103.6,107.6
"Jeff McInnis","CHA","PG",76,190,9,32,38,3,702,181,8,72,7.7,15.3,-0.3,0.3,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",103.6,107.6
"Alan Anderson","CHA","SG",78,220,1,24,17,0,256,81,20,33,10.1,20.1,0.0,0.1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",103.6,107.6
"Brevin Knight","CHA","PG",70,173,9,31,45,25,1273,363,18,113,14.3,18.4,0.7,1.1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",103.6,107.6
"Gerald Wallace","CHA","SF",79,215,5,24,72,71,2640,952,120,209,19.8,22.5,4.2,3.5,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",103.6,107.6
"Raymond Felton","CHA","PG",73,198,1,22,78,75,2832,1024,312,180,13.5,21.9,0.2,2.1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",103.6,107.6
"Jake Voskuhl","CHA","C",83,245,6,29,73,9,1043,255,0,199,10.9,15.7,0.5,1.1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",103.6,107.6
"Matt Carroll","CHA","SG",78,212,3,26,72,47,1878,658,267,176,14.6,19.9,3.4,1.2,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",103.6,107.6
"Eric Williams","CHA","SF",80,220,11,34,5,0,33,13,2,6,2.4,24.9,-0.1,0.0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",103.6,107.6
"Bernard Robinson","CHA","SG",78,210,2,26,21,0,241,54,2,28,6.3,15.0,-0.4,0.3,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",103.6,107.6
"Melvin Ely","CHA","PF",82,260,4,28,24,0,244,60,0,39,4.8,18.3,-0.4,0.1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",103.6,107.6
"Emeka Okafor","CHA","C",82,252,2,24,67,65,2329,740,0,210,20.1,19.1,3.5,3.6,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",103.6,107.6
"Antonio Daniels","WAS","SG",76,195,9,31,80,8,1761,389,63,79,15.0,14.2,4.1,0.2,4,4,"176",38,5,4,20.5,14.6,0.5,0.0,110.1,110.6
"Caron Butler","WAS","SF",79,217,4,26,63,63,2474,975,72,188,18.3,23.1,3.4,1.9,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",110.1,110.6
"DeShawn Stevenson","WAS","SG",77,210,6,25,82,82,2419,753,183,155,12.9,17.6,2.7,0.3,4,4,"122",46,19,4,0.0,20.2,-0.6,0.0,110.1,110.6
"Jarvis Hayes","WAS","SF",79,220,3,25,81,17,1626,546,183,160,10.7,17.3,1.0,0.5,4,4,"139",46,19,12,8.6,16.7,0.0,-0.1,110.1,110.6
"Etan Thomas","WAS","C",81,256,5,28,65,32,1246,277,0,162,15.6,14.4,1.5,1.2,4,4,"84",17,0,9,7.6,15.2,-0.1,0.1,110.1,110.6
"Antawn Jamison","WAS","PF",80,223,8,30,70,70,2662,1139,379,194,18.4,22.8,5.2,1.6,4,4,"173",103,26,13,26.5,33.5,0.5,0.0,110.1,110.6
"Donell Taylor","WAS","SG",78,180,1,24,47,1,369,140,17,34,10.3,20.8,-0.4,0.2,2,0,"17",6,0,2,-1.3,23.5,-0.1,0.0,110.1,110.6
"Gilbert Arenas","WAS","PG",75,191,5,25,74,73,2942,1548,584,249,24.0,31.4,9.3,1.5,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",110.1,110.6
"Michael Ruffin","WAS","PF",81,246,6,30,30,0,271,18,0,43,4.4,6.2,-0.1,0.1,4,0,"28",3,1,2,15.0,5.1,0.0,0.0,110.1,110.6
"Andray Blatche","WAS","PF",83,235,1,20,56,13,682,197,27,94,12.1,17.2,-0.1,0.5,2,0,"25",6,0,2,17.6,14.1,0.1,0.0,110.1,110.6
"Roger Mason","WAS","SG",77,200,2,26,62,0,492,179,102,66,7.2,18.3,-0.2,0.1,4,0,"56",16,10,10,10.0,18.3,0.1,0.0,110.1,110.6
"Mike Hall","WAS","SF",80,230,0,22,2,0,13,4,0,1,3.1,13.5,0.0,0.0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",110.1,110.6
"Darius Songaila","WAS","PF",81,248,3,28,37,1,700,225,2,105,13.6,18.3,0.8,0.3,4,0,"90",41,2,17,14.1,24.4,0.0,0.0,110.1,110.6
"James Lang","WAS","C",82,285,0,23,11,0,55,9,0,14,6.6,10.6,0.0,0.0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",110.1,110.6
"Calvin Booth","WAS","C",83,230,7,30,44,1,380,66,2,71,9.6,9.2,0.3,0.3,1,0,"18",3,0,3,13.5,10.5,0.0,0.0,110.1,110.6
"Brendan Haywood","WAS","C",84,268,5,27,77,49,1740,355,0,208,14.2,13.6,2.2,1.3,3,0,"34",7,0,7,17.1,13.6,0.1,0.0,110.1,110.6
"Sasha Pavlovic","CLE","SG",80,220,3,23,67,28,1534,490,148,145,12.1,19.1,0.8,2.3,20,20,"616",189,58,64,6.7,18.8,-0.7,0.8,105.5,101.3
"Scot Pollard","CLE","C",83,265,9,31,24,0,109,26,0,27,8.5,13.2,0.0,0.2,3,0,"3",0,0,1,-6.7,0.0,0.0,0.0,105.5,101.3
"Zydrunas Ilgauskas","CLE","C",87,238,8,31,78,78,2130,793,1,257,18.0,21.7,2.6,4.0,20,20,"649",197,0,60,18.0,19.2,1.2,1.2,105.5,101.3
"Dwayne Jones","CLE","PF",83,250,1,23,4,0,18,1,0,3,-0.5,14.2,-0.1,0.0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",105.5,101.3
"David Wesley","CLE","SG",72,190,13,36,35,5,352,75,38,32,6.6,13.4,-0.2,0.5,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",105.5,101.3
"Daniel Gibson","CLE","PG",74,190,0,20,60,16,988,231,124,94,9.4,13.4,0.8,1.2,20,2,"402",116,66,34,16.8,17.2,1.2,0.5,105.5,101.3
"Donyell Marshall","CLE","PF",81,218,12,33,81,0,1360,493,271,130,15.3,19.8,1.3,2.6,19,0,"204",69,45,30,9.8,18.6,0.1,0.3,105.5,101.3
"Damon Jones","CLE","PG",75,185,8,30,60,0,1173,355,231,53,10.2,15.9,1.2,1.1,11,0,"139",26,22,10,7.0,9.5,0.2,0.1,105.5,101.3
