"Name","Position","Height","Weight","Exp","Age","G","GS","MP","3PA","FGA","PF","PER","USG%","OWS","DWS","PG","PGS","PMP","P3PA","PFGA","PPF","PPER","PUSG%","POWS","PDWS","TORtg","TDRtg"
"Dee Brown","SG",73,160,3,25,77,76,"2867",1021,96,207,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"104.2","108.7"
"Rick Fox","SF",79,230,2,24,82,53,"2096",728,100,244,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"104.2","108.7"
"Sherman Douglas","PG",72,180,4,27,78,78,"2789",919,56,171,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"104.2","108.7"
"Todd Lichti","SG",76,205,4,27,4,0,"48",14,0,4,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"104.2","108.7"
"Robert Parish","C",84,230,17,40,74,74,"1987",725,0,190,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"104.2","108.7"
"Ed Pinckney","PF",81,195,8,30,76,35,"1524",289,0,131,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"104.2","108.7"
"Jimmy Oliver","SG",77,205,1,24,44,6,"540",214,32,39,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"104.2","108.7"
"Dino Radja","PF",83,225,0,26,80,47,"2303",942,1,276,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"104.2","108.7"
"Alaa Abdelnaby","PF",82,240,3,25,13,0,"159",55,0,20,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"104.2","108.7"
"Matt Wenstrom","C",85,250,0,23,11,0,"37",10,0,7,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"104.2","108.7"
"Acie Earl","C",82,240,0,23,74,8,"1149",372,1,178,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"104.2","108.7"
"Chris Corchiani","PG",72,185,2,25,51,0,"467",94,38,47,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"104.2","108.7"
"Xavier McDaniel","SF",79,205,8,30,82,5,"1971",839,41,193,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"104.2","108.7"
"Kevin Gamble","SF",77,210,6,28,75,28,"1880",804,103,134,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"104.2","108.7"
"Toni Kukoc","SF",82,192,0,25,75,8,"1808",726,118,122,0,0,0,0,25,10,0,"194",67,19,15,0,0,0,0,"106.1","102.7"
"Bill Cartwright","C",85,245,13,36,42,41,"780",191,0,83,0,0,0,0,36,9,8,"189",43,0,26,0,0,0,0,"106.1","102.7"
"Corie Blount","PF",81,240,0,25,67,8,"690",174,0,93,0,0,0,0,"106.1","102.7"
"Bill Wennington","C",84,245,6,30,76,0,"1371",482,2,214,0,0,0,0,30,7,0,"47",6,0,14,0,0,0,0,"106.1","102.7"
"Steve Kerr","PG",75,175,5,28,82,0,"2036",577,124,97,0,0,0,0,28,10,0,"186",36,16,13,0,0,0,0,"106.1","102.7"
"Jo Jo English","SG",76,195,1,23,36,0,"419",129,17,61,0,0,0,0,23,7,0,"58",12,4,4,0,0,0,0,"106.1","102.7"
"B.J. Armstrong","PG",74,175,4,26,82,82,"2770",1007,135,147,0,0,0,0,26,10,10,"360",106,12,21,0,0,0,0,"106.1","102.7"
"Dave Johnson","SG",79,210,1,23,17,0,"119",54,1,7,0,0,0,0,"106.1","102.7"
"Scott Williams","C",82,230,3,25,38,11,"638",236,5,112,0,0,0,0,25,10,0,"151",57,0,23,0,0,0,0,"106.1","102.7"
"Stacey King","C",83,230,4,27,31,15,"537",171,2,64,0,0,0,0,"106.1","102.7"
"Luc Longley","C",86,265,2,25,27,17,"513",176,0,85,0,0,0,0,25,10,2,"170",50,0,38,0,0,0,0,"106.1","102.7"
"Will Perdue","C",84,240,5,28,43,6,"397",112,1,61,0,0,0,0,"106.1","102.7"
"Pete Myers","SG",78,180,5,30,82,81,"2030",556,29,195,0,0,0,0,30,10,10,"235",56,4,21,0,0,0,0,"106.1","102.7"
"Horace Grant","PF",82,215,6,28,70,69,"2570",878,6,164,0,0,0,0,28,10,10,"393",120,1,23,0,0,0,0,"106.1","102.7"
"John Paxson","PG",74,185,10,33,27,0,"343",68,22,18,0,0,0,0,33,9,0,"58",7,1,6,0,0,0,0,"106.1","102.7"
"Scottie Pippen","SF",80,210,6,28,72,72,"2759",1278,197,227,0,0,0,0,28,10,10,"384",196,45,33,0,0,0,0,"106.1","102.7"
"Eddie Johnson","SF",79,215,12,34,73,27,"1460",738,150,143,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"108.4","108.6"
"Rumeal Robinson","PG",74,195,3,27,14,0,"95",33,5,15,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"108.4","108.6"
"Frank Brickowski","C",81,240,9,34,28,6,"653",233,2,77,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"108.4","108.6"
"Scott Burrell","SF",79,218,0,23,51,16,"767",234,6,88,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"108.4","108.6"
"Mike Gminski","C",83,250,13,34,21,6,"255",79,0,20,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"108.4","108.6"
"Johnny Newman","SF",79,190,7,30,18,18,"429",174,16,44,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"108.4","108.6"
"LeRon Ellis","C",81,225,1,24,50,1,"680",182,0,83,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"108.4","108.6"
"Larry Johnson","PF",78,250,2,24,51,51,"1757",672,21,131,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"108.4","108.6"
"Tony Bennett","PG",72,175,1,24,74,5,"983",263,75,84,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"108.4","108.6"
"Marty Conlon","C",82,224,2,26,16,8,"378",109,1,36,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"108.4","108.6"
"Kenny Gattison","PF",80,225,6,29,77,18,"1644",445,0,229,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"108.4","108.6"
"Muggsy Bogues","PG",63,136,6,29,77,77,"2746",751,12,147,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"108.4","108.6"
"Lorenzo Williams","PF",81,200,1,24,1,0,"19",1,0,2,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"108.4","108.6"
"Alonzo Mourning","C",82,240,1,23,60,59,"2018",845,2,207,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"108.4","108.6"
"David Wingate","SG",77,185,7,30,50,36,"1005",283,12,85,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"108.4","108.6"
"Hersey Hawkins","SG",75,190,5,27,82,82,"2648",859,235,167,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"108.4","108.6"
"Tim Kempton","PF",82,245,4,30,9,0,"103",26,0,25,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"108.4","108.6"
"Dell Curry","SG",76,190,7,29,82,0,"2173",1171,378,161,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"108.4","108.6"
"Steve Henson","PG",71,177,3,25,3,0,"17",2,1,3,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"108.4","108.6"
"Greg Foster","PF",83,240,3,25,3,0,"19",7,0,3,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"102.5","109.3"
"Blue Edwards","SF",76,200,4,28,82,64,"2322",800,106,235,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"102.5","109.3"
"Frank Brickowski","C",81,240,9,34,43,40,"1441",521,18,165,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"102.5","109.3"
"Anthony Avent","PF",81,235,1,24,33,20,"695",228,0,60,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"102.5","109.3"
"Joe Courtney","PF",80,235,1,24,19,0,"177",70,3,21,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"102.5","109.3"
"Mike Gminski","C",83,250,13,34,8,1,"54",24,0,3,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"102.5","109.3"
"Eric Murdock","PG",73,190,2,25,82,76,"2533",1019,168,189,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"102.5","109.3"
"Anthony Cook","PF",81,205,2,26,23,0,"201",53,1,22,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"102.5","109.3"
"Brad Lohaus","PF",83,230,6,29,67,2,"962",281,134,142,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"102.5","109.3"
"Todd Day","SG",78,188,1,24,76,39,"2127",845,148,221,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"102.5","109.3"
"Vin Baker","C",83,232,0,22,82,63,"2560",869,5,231,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"102.5","109.3"
"Lee Mayberry","PG",73,172,1,23,82,6,"1472",402,119,114,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"102.5","109.3"
"Ken Norman","SF",80,215,6,29,82,75,"2539",919,189,209,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"102.5","109.3"
"Danny Schayes","C",83,235,12,34,23,6,"230",46,0,27,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"102.5","109.3"
"Jon Barry","SG",76,195,1,24,72,7,"1242",382,115,110,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"102.5","109.3"
"Derek Strong","PF",80,220,2,25,67,11,"1131",341,13,69,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"102.5","109.3"
"Chris Mills","SF",78,215,0,24,79,18,"2022",677,122,232,0,0,0,0,24,3,1,"112",38,5,9,0,0,0,0,"109.4","105.1"
"Rod Higgins","SF",79,200,11,34,36,11,"547",163,50,53,0,0,0,0,34,3,2,"57",11,7,10,0,0,0,0,"109.4","105.1"
"John Battle","SG",74,175,8,31,51,1,"814",273,19,66,0,0,0,0,31,1,0,"8",1,0,0,0,0,0,0,"109.4","105.1"
"Gerald Madkins","SG",76,200,0,24,22,0,"149",31,15,16,0,0,0,0,"109.4","105.1"
"Tyrone Hill","PF",81,240,3,25,57,20,"1447",398,2,193,0,0,0,0,25,3,3,"123",27,0,14,0,0,0,0,"109.4","105.1"
"Larry Nance","PF",82,205,12,34,33,19,"909",314,0,96,0,0,0,0,"109.4","105.1"
"Terrell Brandon","PG",71,180,2,23,73,10,"1548",548,32,108,0,0,0,0,23,3,0,"56",19,0,1,0,0,0,0,"109.4","105.1"
"Mark Price","PG",72,170,7,29,76,73,"2386",1005,297,93,0,0,0,0,29,3,3,"102",43,9,6,0,0,0,0,"109.4","105.1"
"Jay Guidinger","C",82,255,1,24,32,0,"131",32,0,23,0,0,0,0,"109.4","105.1"
"Hot Rod Williams","PF",83,215,7,31,76,72,"2660",825,0,219,0,0,0,0,"109.4","105.1"
"Gary Alexander","PF",79,240,0,24,7,0,"43",12,0,7,0,0,0,0,"109.4","105.1"
"Danny Ferry","PF",82,230,3,27,70,1,"965",334,51,113,0,0,0,0,27,1,0,"4",0,0,1,0,0,0,0,"109.4","105.1"
"Brad Daugherty","C",84,245,7,28,50,50,"1838",606,0,145,0,0,0,0,"109.4","105.1"
"Tim Kempton","PF",82,245,4,30,4,0,"33",12,0,8,0,0,0,0,30,3,1,"89",25,0,9,0,0,0,0,"109.4","105.1"
"Gerald Wilkins","SG",78,185,8,30,82,82,"2768",975,212,186,0,0,0,0,30,3,3,"126",45,16,6,0,0,0,0,"109.4","105.1"
"Bobby Phills","SG",77,210,2,24,72,53,"1531",514,12,135,0,0,0,0,24,3,2,"68",24,1,11,0,0,0,0,"109.4","105.1"
"Sedric Toney","PG",74,178,4,31,12,0,"64",12,1,8,0,0,0,0,"109.4","105.1"
"Micheal Williams","PG",74,175,5,27,71,66,"2206",687,45,193,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"101.9","109.2"
"Chris Smith","PG",75,190,1,23,80,16,"1617",423,39,131,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"101.9","109.2"
"Marlon Maxey","PF",80,250,1,24,55,2,"626",167,2,113,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"101.9","109.2"
"Christian Laettner","PF",83,235,1,24,70,67,"2428",883,25,264,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"101.9","109.2"
"Chuck Person","SF",80,220,7,29,77,37,"2029",843,272,164,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"101.9","109.2"
"Andres Guibert","C",82,225,0,25,5,0,"33",20,0,6,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"101.9","109.2"
"Stanley Jackson","SG",75,185,0,23,17,0,"92",33,5,13,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"101.9","109.2"
"Thurl Bailey","PF",83,215,10,32,79,3,"1297",455,2,93,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"101.9","109.2"
"Mike Brown","C",81,257,7,30,82,40,"1921",260,2,218,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"101.9","109.2"
"Corey Williams","PG",74,190,1,23,4,0,"46",13,1,6,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"101.9","109.2"
"Luc Longley","C",86,265,2,25,49,29,"989",289,1,131,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"101.9","109.2"
"Brian Davis","SF",79,200,0,23,68,3,"374",126,3,34,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"101.9","109.2"
"Isaiah Rider","SG",77,215,0,22,79,60,"2415",1115,150,194,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"101.9","109.2"
"Tellis Frank","PF",82,225,4,28,67,11,"959",160,2,163,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"101.9","109.2"
"Doug West","SG",78,200,4,26,72,61,"2182",891,8,236,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"101.9","109.2"
"Stacey King","C",83,230,4,27,18,15,"516",170,0,57,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"101.9","109.2"
"David Wood","PF",81,227,3,29,78,3,"1182",259,49,201,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"102.7","110.9"
"Olden Polynice","C",83,220,6,29,37,36,"1350",406,1,108,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"102.7","110.9"
"Pete Chilcutt","PF",82,230,2,25,30,0,"391",120,14,48,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"102.7","110.9"
"Tracy Moore","SG",76,200,2,28,3,0,"10",3,0,0,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"102.7","110.9"
"Allan Houston","SG",78,200,0,22,79,20,"1519",671,117,165,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"102.7","110.9"
"Ben Coleman","PF",81,235,4,32,9,0,"77",25,0,9,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"102.7","110.9"
"Charles Jones","C",81,215,10,36,42,0,"877",78,1,136,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"102.7","110.9"
"Isiah Thomas","PG",73,180,12,32,58,56,"1750",763,126,126,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"102.7","110.9"
"Terry Mills","PF",82,230,3,26,80,74,"2773",1151,73,309,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"102.7","110.9"
"Bill Laimbeer","C",83,245,13,36,11,5,"248",90,9,30,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"102.7","110.9"
"Marcus Liberty","SF",80,205,3,25,35,0,"274",116,27,29,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"102.7","110.9"
"Greg Anderson","PF",82,230,5,29,77,47,"1624",370,3,234,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"102.7","110.9"
"Tod Murphy","PF",81,220,4,30,7,0,"57",12,0,8,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"102.7","110.9"
"Dan O'Sullivan","C",82,250,2,25,13,0,"56",12,0,10,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"102.7","110.9"
"Lindsey Hunter","PG",74,170,0,23,82,26,"2172",893,207,174,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"102.7","110.9"
"Joe Dumars","SG",75,190,8,30,69,69,"2591",1118,320,118,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"102.7","110.9"
"Sean Elliott","SF",80,205,4,25,73,73,"2409",791,87,174,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"102.7","110.9"
"Mark Macon","SG",76,185,2,24,35,1,"370",139,7,56,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"102.7","110.9"
"Rick Mahorn","PF",82,240,12,35,28,0,"226",47,1,38,0,0,0,0,35,3,0,"19",1,0,7,0,0,0,0,"107.2","104.9"
"Derrick Coleman","PF",82,230,3,26,77,77,"2778",1209,121,209,0,0,0,0,26,4,4,"173",68,9,12,0,0,0,0,"107.2","104.9"
"Dwayne Schintzius","C",85,260,3,25,30,7,"319",84,0,49,0,0,0,0,"107.2","104.9"
"David Wesley","PG",72,190,0,23,60,0,"542",174,47,47,0,0,0,0,23,3,0,"18",7,4,0,0,0,0,0,"107.2","104.9"
"Kevin Edwards","SG",75,190,5,28,82,82,"2727",1028,99,150,0,0,0,0,28,4,4,"148",50,2,9,0,0,0,0,"107.2","104.9"
"P.J. Brown","C",83,225,0,24,79,54,"1950",402,6,177,0,0,0,0,24,4,1,"56",9,0,13,0,0,0,0,"107.2","104.9"
"Kenny Anderson","PG",72,168,2,23,82,82,"3135",1381,132,201,0,0,0,0,23,4,4,"181",54,10,11,0,0,0,0,"107.2","104.9"
"Chris Morris","SF",80,210,5,28,50,27,"1349",454,147,120,0,0,0,0,28,4,3,"98",43,20,14,0,0,0,0,"107.2","104.9"
"Johnny Newman","SF",79,190,7,30,63,0,"1268",490,74,152,0,0,0,0,30,4,0,"54",13,4,11,0,0,0,0,"107.2","104.9"
"Rex Walters","SG",76,190,0,23,48,0,"386",115,28,41,0,0,0,0,23,1,0,"1",1,0,0,0,0,0,0,"107.2","104.9"
"Rumeal Robinson","PG",74,195,3,27,17,0,"301",119,15,33,0,0,0,0,"107.2","104.9"
"Armen Gilliam","PF",81,230,6,29,82,5,"1969",682,1,129,0,0,0,0,29,4,0,"112",34,1,7,0,0,0,0,"107.2","104.9"
"Jayson Williams","PF",81,240,3,25,70,0,"877",293,0,140,0,0,0,0,25,2,0,"17",3,0,5,0,0,0,0,"107.2","104.9"
"Ron Anderson","SF",79,215,9,35,11,2,"176",43,12,9,0,0,0,0,"107.2","104.9"
"Benoit Benjamin","C",84,250,8,29,77,74,"1817",589,0,198,0,0,0,0,29,4,4,"108",17,0,16,0,0,0,0,"107.2","104.9"
"Dave Jamerson","SG",77,190,2,26,4,0,"10",5,0,0,0,0,0,0,"107.2","104.9"
"Scott Brooks","PG",71,165,5,28,73,0,"1225",289,61,98,0,0,0,0,28,5,0,"23",6,1,3,0,0,0,0,"105.9","101.4"
"Sam Cassell","PG",75,185,0,24,66,6,"1122",388,88,136,0,0,0,0,24,22,0,"478",160,45,62,0,0,0,0,"105.9","101.4"
"Larry Robinson","SG",75,180,3,26,6,0,"55",20,8,8,0,0,0,0,"105.9","101.4"
"Carl Herrera","PF",81,215,2,27,75,0,"1292",310,0,159,0,0,0,0,27,16,0,"248",58,0,37,0,0,0,0,"105.9","101.4"
"Earl Cureton","PF",81,210,10,36,2,0,"30",8,0,4,0,0,0,0,36,10,0,"100",10,0,20,0,0,0,0,"105.9","101.4"
"Richard Petruska","C",82,260,0,25,22,0,"92",46,15,15,0,0,0,0,"105.9","101.4"
"Robert Horry","SF",81,220,1,23,81,81,"2370",702,136,186,0,0,0,0,23,23,23,"778",226,89,68,0,0,0,0,"105.9","101.4"
"Kenny Smith","PG",75,170,6,28,78,78,"2209",711,220,121,0,0,0,0,28,23,23,"696",189,76,40,0,0,0,0,"105.9","101.4"
"Mario Elie","SF",77,210,3,30,67,8,"1606",466,167,124,0,0,0,0,30,23,0,"382",106,32,30,0,0,0,0,"105.9","101.4"
"Vernon Maxwell","SG",76,180,5,28,75,73,"2571",976,403,143,0,0,0,0,28,23,23,"880",314,138,55,0,0,0,0,"105.9","101.4"
"Eric Riley","C",84,245,0,23,47,2,"219",70,1,30,0,0,0,0,"105.9","101.4"
